    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1
0.625 59.96 28.96 30.91 44 41.95 -1.021 77.97 53.93 29.98 -5.012 61.91 53 3.991 -21.07 40.93 -2.042
0.63 76.95 51.98 46.97 59.96 47.99 6.961 81.96 48.92 20.98 -1.021 60.98 44.92 -2.042 -14.02 44.92 0.9282
0.635 68.96 56.99 54.95 60.98 46.97 14.94 84.93 37.96 25.99 3.991 63.95 38.98 10.95 -9.003 46.97 5.94
0.64 50.96 38.98 46.97 46.97 35.92 2.97 65.99 17.91 20.98 7.982 58.94 19.96 10.95 -12.07 38.98 6.961
0.645 36.94 26.92 35.92 32.95 22.93 0.9282 53.93 1.949 9.932 7.982 44 1.949 2.97 -15.04 12.99 -1.021
0.65 35.92 23.95 34.99 30.91 18.94 11.97 44.92 -5.012 0 1.949 44 -11.05 0.9282 -18.01 -1.021 -14.02
0.655 47.99 18.94 32.95 35.92 11.97 12.99 45.95 -1.021 -5.012 0.9282 39.91 -12.07 -7.054 -23.02 -5.012 -20.05
0.66 70.91 33.97 44 44 8.911 19.96 50.96 5.94 -6.033 -7.054 24.97 -2.042 -12.07 -15.04 -1.021 -21.07
0.665 88.92 57.92 56.99 55.97 25.99 31.93 47.99 20.98 0.9282 -7.054 15.96 -1.021 -6.033 -1.021 -1.021 -18.01
0.67 87.99 65.99 47.99 59.96 44 23.95 25.99 31.93 15.96 -7.054 0.9282 -7.054 -1.021 0 -13.09 -9.003
0.675 84.93 69.99 35.92 61.91 61.91 25.99 4.919 27.94 32.95 -1.021 -32.02 -17.08 10.95 7.982 -27.01 0
0.68 80.94 67.94 18.94 59.96 79.92 25.99 -5.012 16.99 47.99 7.982 -45.02 -17.08 26.92 19.96 -27.01 8.911
0.685 63.95 47.99 -4.084 47.99 81.96 11.97 -14.02 14.94 65.99 11.97 -49.01 -14.02 31.93 22 -21.07 24.97
0.69 59.96 37.96 -1.021 37.96 69.99 11.97 -5.012 7.982 67.94 11.97 -43.07 -1.021 39.91 19.96 -17.08 33.97
0.695 61.91 47.99 19.96 33.97 65.99 15.96 11.97 11.97 59.96 17.91 -17.08 7.982 47.99 31.93 -5.012 37.96
0.7 54.95 44 23.95 31.93 57.92 1.949 33.97 24.97 68.96 22 1.949 17.91 53 37.96 4.919 44.92
0.705 39.91 41.95 30.91 37.96 44 -1.021 53 32.95 63.95 25.99 5.94 30.91 51.98 31.93 12.99 46.97
0.71 34.99 44 44 44 44 -1.021 67.94 34.99 53.93 25.99 27.94 47.99 50.96 31.93 34.99 48.92
