    T[sec]  F7  F3   F  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
36.5333 0 1.954 1.954 0.977 -7.035 8.989 5.96 1.954 4.983 -3.029 58.92 23.94 18.95 30.97 14.95 28.92
36.54 -1.075 1.954 -5.081 -6.058 -12.02 17.98 7.914 -4.006 1.954 -1.075 95.95 42.99 21.98 42.99 58.92 49.93
36.5467 1.954 -15.05 -23.06 -26.09 -21.01 18.95 -2.052 -16.02 1.954 -2.052 108.9 38.98 18.95 49.93 81 56.96
36.5533 -3.029 -31.07 -39.08 -43.09 -31.07 12.99 -17 -35.08 -12.02 -2.052 94.97 21.98 6.937 47 72.98 56.96
36.56 -2.052 -37.03 -41.04 -49.05 -33.02 6.937 -23.06 -41.04 -22.08 0.977 66.93 9.966 -1.075 38.98 48.95 47
36.5667 7.914 -25.01 -27.06 -37.03 -23.06 7.914 -13.09 -24.04 -23.06 0.977 54.91 9.966 1.954 30 30.97 31.95
36.5733 9.966 -13.09 -9.086 -23.06 -15.05 3.908 -1.075 0 -11.04 -3.029 38.98 9.966 0.977 14.95 16.9 10.94
36.58 -2.052 -11.04 -3.029 -15.05 -13.09 -5.081 -1.075 0.977 -3.029 -11.04 0 0.977 -9.086 -5.081 -3.029 -19.05
36.5867 -7.035 -21.01 -9.086 -17 -13.09 -19.05 -13.09 -9.086 -7.035 -19.05 -43.09 -19.05 -31.07 -29.02 -33.02 -49.05
36.5933 -1.075 -23.06 -11.04 -16.02 -11.04 -21.01 -19.05 -11.04 -19.05 -23.06 -77.09 -29.02 -41.04 -43.09 -53.05 -58.04
36.6 11.92 -11.04 -2.052 -7.035 -1.075 -15.05 -7.035 1.954 -21.01 -19.05 -87.05 -23.06 -37.03 -47.09 -47.09 -55.01
36.6067 26.97 6.937 17.98 4.983 3.908 -8.012 8.989 30.97 -7.035 -9.086 -75.04 -13.09 -20.03 -45.04 -23.06 -37.03
36.6133 22.96 18.95 30 20.91 7.914 -12.02 18.95 47 5.96 0.977 -71.03 -15.05 -2.052 -35.08 -11.04 -21.01
36.62 18.95 18.95 30 25.99 11.92 -16.02 14.95 38.98 17.98 7.914 -68 -21.01 6.937 -15.05 -19.05 -9.086
36.6267 18.95 13.97 25.99 26.97 17.98 0 7.914 30.97 19.93 20.91 -42.01 -12.02 23.94 8.989 -21.01 7.914
36.6333 22.96 6.937 21.98 24.91 17.98 18.95 6.937 28.92 19.93 23.94 1.954 9.966 38.98 31.95 -1.075 31.95
36.64 19.93 0 14.95 16.9 9.966 31.95 10.94 25.99 17.98 20.91 51.98 36.93 47 44.94 20.91 47
36.6467 3.908 -11.04 0 5.96 0.977 30 7.914 13.97 13.97 9.966 71.91 41.91 35.96 43.97 42.99 49.93
36.6533 -4.006 -26.09 -14.07 0.977 -6.058 13.97 1.954 -7.035 2.931 5.96 59.99 25.99 16.9 39.96 42.99 40.94
36.66 -6.058 -35.08 -21.01 -4.006 -5.081 0.977 -11.04 -31.07 -7.035 10.94 36.93 0.977 -2.052 30.97 30.97 26.97
36.6667 1.954 -25.01 -14.07 -2.052 4.983 -2.052 -12.02 -30.09 -10.06 20.91 34.98 0 1.954 28.92 28.92 18.95
36.6733 2.931 -14.07 1.954 1.954 20.91 -2.052 -6.058 -10.06 -4.006 26.97 38.98 7.914 10.94 17.98 32.93 12.99
36.68 0.977 -8.012 2.931 4.983 22.96 -7.035 -2.052 0 2.931 19.93 25.99 8.989 12.99 0.977 18.95 1.954
36.6867 -16.02 -14.07 -2.052 1.954 11.92 -20.03 -12.02 -11.04 7.914 0.977 -7.035 -8.012 0 -19.05 -7.035 -25.01
36.6933 -22.08 -20.03 -15.05 -10.06 1.954 -26.09 -23.06 -30.09 0 -13.09 -50.02 -30.09 -31.07 -37.03 -41.04 -55.01
36.7 -3.029 -19.05 -22.08 -17 -11.04 -19.05 -25.01 -40.06 -18.08 -23.06 -69.08 -41.04 -51 -43.09 -57.06 -68
36.7067 7.914 -9.086 -16.02 -18.08 -16.02 -6.058 -16.02 -30.09 -31.07 -20.03 -61.06 -33.02 -49.05 -36.05 -49.05 -54.03
36.7133 15.93 -5.081 -10.06 -15.05 -11.04 -7.035 -7.035 -16.02 -32.05 -17 -49.05 -23.06 -35.08 -19.05 -33.02 -32.05
36.72 -1.075 -8.012 -9.086 -14.07 -4.006 -20.03 -9.086 -2.052 -22.08 -5.081 -42.01 -24.04 -21.01 -7.035 -21.01 -15.05
36.7267 -8.012 -12.02 -4.006 0 1.954 -24.04 -8.012 11.92 -1.075 10.94 -23.06 -16.02 -1.075 3.908 -11.04 0
36.7333 -5.081 -4.006 4.983 14.95 18.95 -7.035 4.983 34.98 16.9 33.9 5.96 4.983 34.98 32.93 8.989 32.93
36.74 6.937 8.989 22.96 31.95 38.98 14.95 26.97 50.9 38.98 48.95 47 41.91 70.93 59.99 38.98 70.93
36.7467 18.95 23.94 30.97 32.93 42.99 32.93 44.94 56.96 52.96 52.96 70.93 64 84.9 76.99 56.96 92.92
36.7533 18.95 21.98 30 24.91 33.9 33.9 45.92 53.93 45.92 42.99 70.93 68.98 73.96 68.98 56.96 90.96
36.76 20.91 18.95 28.92 19.93 24.91 23.94 38.98 47.97 32.93 31.95 47.97 51.98 50.9 47.97 47 64.97
36.7667 19.93 13.97 31.95 25.99 23.94 11.92 33.9 39.96 27.94 30 27.94 31.95 35.96 30 36.93 41.91
36.7733 13.97 15.93 30.97 32.93 25.99 3.908 26.97 23.94 30 28.92 17.98 16.9 28.92 18.95 30.97 24.91
36.78 1.954 10.94 17.98 26.97 19.93 -2.052 12.99 0.977 23.94 19.93 7.914 1.954 10.94 5.96 20.91 0
36.7867 -16.02 1.954 -2.052 8.989 7.914 -6.058 0.977 -12.02 9.966 -1.075 8.989 -4.006 -9.086 -10.06 2.931 -27.06
36.7933 -16.02 -10.06 -9.086 -3.029 -1.075 -4.006 -12.02 -18.08 -7.035 -19.05 0.977 -9.086 -36.05 -33.02 -15.05 -57.06
36.8 0 -14.07 -13.09 -14.07 -5.081 0.977 -16.02 -16.02 -23.06 -27.06 -13.09 -7.035 -50.02 -39.08 -31.07 -65.07
36.8067 8.989 -12.02 -9.086 -16.02 -3.029 2.931 -16.02 -12.02 -23.06 -25.01 -27.06 -7.035 -46.02 -31.07 -31.07 -53.05
36.8133 9.966 -7.035 -7.035 -15.05 -1.075 0.977 -13.09 -11.04 -21.01 -15.05 -31.07 -13.09 -27.06 -15.05 -27.06 -32.05
36.82 1.954 -7.035 -5.081 -12.02 0 -11.04 -11.04 -7.035 -13.09 -1.075 -27.06 -17 -5.081 -3.029 -21.01 -14.07
36.8267 -3.029 -5.081 0.977 -3.029 11.92 -17 -5.081 0 -1.075 11.92 -17 -13.09 13.97 5.96 -15.05 0
36.8333 -7.035 -5.081 5.96 5.96 27.94 -13.09 -1.075 13.97 11.92 27.94 -3.029 -3.029 31.95 19.93 -9.086 17.98
36.84 -8.012 -1.075 11.92 11.92 33.9 -5.081 0.977 20.91 25.99 33.9 4.983 0 36.93 30.97 2.931 28.92
36.8467 -5.081 0 11.92 9.966 21.98 0.977 0.977 19.93 27.94 23.94 22.96 5.96 30 27.94 20.91 28.92
36.8533 -1.075 7.914 7.914 0.977 2.931 1.954 0.977 12.99 14.95 5.96 31.95 10.94 21.98 19.93 32.93 22.96
36.86 8.989 13.97 5.96 -1.075 0 3.908 10.94 6.937 1.954 -2.052 31.95 15.93 13.97 7.914 30.97 16.9
36.8667 14.95 16.9 7.914 8.989 2.931 10.94 20.91 17.98 -4.006 3.908 32.93 22.96 11.92 3.908 26.97 16.9
36.8733 7.914 10.94 12.99 20.91 14.95 16.9 22.96 22.96 -1.075 16.9 34.98 28.92 19.93 9.966 30.97 19.93
36.88 0.977 0 5.96 14.95 16.9 13.97 12.99 17.98 6.937 17.98 27.94 22.96 11.92 9.966 32.93 12.99
36.8867 -5.081 -11.04 -6.058 0.977 1.954 3.908 -1.075 0.977 4.983 6.937 11.92 3.908 -1.075 3.908 20.91 -1.075
36.8933 -13.09 -21.01 -23.06 -25.01 -17 -13.09 -19.05 -25.01 -13.09 -11.04 -15.05 -19.05 -21.01 -1.075 -7.035 -15.05
36.9 -12.02 -22.08 -29.02 -43.09 -31.07 -26.09 -36.05 -40.06 -39.08 -31.07 -44.06 -44.06 -40.06 -7.035 -39.08 -28.04
36.9067 -6.058 -24.04 -26.09 -54.03 -39.08 -24.04 -42.01 -41.04 -53.05 -40.06 -49.05 -52.08 -44.06 -13.09 -53.05 -32.05
36.9133 -2.052 -19.05 -19.05 -50.02 -38.01 -9.086 -34 -30.09 -53.05 -37.03 -37.03 -43.09 -36.05 -9.086 -41.04 -28.04
36.92 0.977 -15.05 -7.035 -40.06 -28.04 0.977 -23.06 -25.01 -48.07 -29.02 -20.03 -23.06 -27.06 -8.012 -21.01 -20.03
36.9267 5.96 -4.006 -1.075 -25.01 -13.09 5.96 -11.04 -13.09 -36.05 -12.02 -11.04 -6.058 -14.07 -4.006 -15.05 -13.09
36.9333 7.914 6.937 14.95 1.954 1.954 -2.052 -4.006 0 -20.03 -1.075 -10.06 -7.035 1.954 0.977 -21.01 -4.006
36.94 8.989 23.94 28.92 18.95 16.9 -4.006 -2.052 13.97 -1.075 10.94 -16.02 -9.086 7.914 1.954 -23.06 -1.075
36.9467 6.937 23.94 32.93 30 22.96 -6.058 3.908 26.97 11.92 18.95 -7.035 -7.035 12.99 4.983 -7.035 5.96
36.9533 0.977 15.93 21.98 20.91 18.95 0 9.966 23.94 15.93 17.98 4.983 1.954 14.95 15.93 8.989 13.97
36.96 -4.006 0.977 8.989 9.966 8.989 -1.075 7.914 12.99 9.966 10.94 17.98 3.908 10.94 20.91 22.96 17.98
36.9667 -14.07 -5.081 2.931 -1.075 2.931 2.931 0.977 5.96 0 4.983 20.91 3.908 7.914 20.91 24.91 17.98
36.9733 -17 -8.012 0.977 0 0 1.954 -6.058 3.908 -1.075 4.983 20.91 0 4.983 15.93 14.95 16.9
36.98 -9.086 -4.006 0.977 -7.035 0.977 1.954 -3.029 5.96 1.954 4.983 19.93 2.931 4.983 10.94 12.99 11.92
36.9867 -1.075 0.977 1.954 -10.06 -4.006 6.937 0 13.97 0 1.954 18.95 9.966 3.908 10.94 8.989 10.94
36.9933 8.989 1.954 1.954 -10.06 0 5.96 14.95 18.95 -1.075 0.977 5.96 9.966 4.983 13.97 2.931 10.94
37 10.94 6.937 10.94 -4.006 3.908 -1.075 18.95 21.98 -5.081 1.954 -11.04 8.989 6.937 9.966 -1.075 8.989
37.0067 12.99 10.94 19.93 1.954 9.966 -1.075 14.95 20.91 -3.029 0 -20.03 0.977 8.989 5.96 -1.075 6.937
37.0133 17.98 9.966 19.93 -2.052 7.914 3.908 9.966 19.93 -1.075 1.954 -15.05 1.954 7.914 1.954 2.931 5.96
37.02 30 9.966 20.91 -2.052 3.908 15.93 7.914 19.93 -1.075 4.983 -5.081 13.97 10.94 -2.052 16.9 6.937
37.0267 32.93 6.937 21.98 1.954 4.983 19.93 16.9 30 2.931 1.954 0 26.97 11.92 0 20.91 6.937
37.0333 17.98 8.989 22.96 2.931 4.983 12.99 20.91 36.93 10.94 -1.075 0.977 26.97 15.93 0 12.99 7.914
37.04 0 8.989 15.93 4.983 2.931 -2.052 12.99 31.95 16.9 -5.081 0 6.937 9.966 -3.029 -1.075 0
37.0467 -24.04 -2.052 3.908 -1.075 0 -17 -2.052 12.99 12.99 -7.035 -5.081 -11.04 0 -3.029 -5.081 -18.08
37.0533 -36.05 -7.035 -3.029 -8.012 -2.052 -23.06 -20.03 -2.052 0.977 -1.075 -5.081 -22.08 -5.081 -3.029 -17 -30.09
37.06 -29.02 -11.04 -7.035 -11.04 0 -13.09 -23.06 -11.04 -7.035 3.908 0 -19.05 -9.086 0.977 -23.06 -34
37.0667 -12.02 -7.035 -3.029 -3.029 13.97 0 -11.04 -6.058 -7.035 15.93 12.99 -3.029 1.954 6.937 -11.04 -18.08
37.0733 0.977 -1.075 -1.075 0 21.98 9.966 -1.075 -3.029 -2.052 15.93 27.94 1.954 7.914 15.93 8.989 3.908
37.08 3.908 0.977 -7.035 0 13.97 9.966 0.977 -13.09 1.954 5.96 25.99 0 9.966 19.93 22.96 21.98
37.0867 5.96 -1.075 -13.09 -9.086 -1.075 8.989 -3.029 -20.03 -5.081 -3.029 12.99 0.977 0.977 20.91 14.95 28.92
37.0933 5.96 -3.029 -15.05 -21.01 -15.05 3.908 -3.029 -20.03 -23.06 -15.05 1.954 0.977 -3.029 17.98 0.977 27.94
37.1 2.931 -5.081 -11.04 -24.04 -17 -1.075 0.977 -15.05 -30.09 -15.05 -8.012 0 0 18.95 0.977 24.91
37.1067 -6.058 -13.09 -13.09 -22.08 -7.035 -4.006 -7.035 -11.04 -22.08 -7.035 -14.07 -2.052 2.931 18.95 2.931 26.97
37.1133 -18.08 -22.08 -17 -18.08 0.977 -9.086 -22.08 -20.03 -14.07 0.977 -24.04 -9.086 4.983 15.93 8.989 18.95
37.12 -14.07 -22.08 -15.05 -17 -1.075 -8.012 -28.04 -26.09 -10.06 -1.075 -33.02 -18.08 -4.006 1.954 0.977 0.977
37.1267 8.989 -9.086 0.977 -12.02 0.977 4.983 -13.09 -7.035 -14.07 -7.035 -18.08 -7.035 -18.08 -19.05 -1.075 -18.08
37.1333 33.9 7.914 16.9 -1.075 1.954 24.91 17.98 26.97 -11.04 -14.07 15.93 18.95 -16.02 -31.07 6.937 -24.04
37.14 37.91 13.97 27.94 9.966 1.954 31.95 37.91 41.91 -2.052 -13.09 49.93 41.91 -3.029 -31.07 34.98 -17
37.1467 15.93 8.989 20.91 9.966 3.908 22.96 28.92 32.93 14.95 -2.052 57.94 43.97 10.94 -18.08 52.96 1.954
37.1533 -9.086 0 6.937 7.914 6.937 0.977 6.937 9.966 18.95 2.931 26.97 16.9 20.91 0.977 38.98 2.931
37.16 -18.08 -1.075 0 5.96 4.983 -15.05 -4.006 -2.052 14.95 11.92 -11.04 -8.012 19.93 5.96 -1.075 1.954
37.1667 -8.012 0 1.954 4.983 4.983 -13.09 -2.052 4.983 11.92 11.92 -26.09 -21.01 10.94 21.98 -31.07 -6.058
37.1733 -2.052 2.931 3.908 4.983 -2.052 -2.052 0 6.937 11.92 7.914 -5.081 -18.08 1.954 30 -31.07 -1.075
37.18 -1.075 -1.075 5.96 -1.075 -1.075 5.96 0 -1.075 4.983 3.908 19.93 -3.029 0 32.93 -7.035 10.94
37.1867 1.954 1.954 7.914 0.977 -6.058 16.9 0.977 0.977 1.954 0.977 43.97 13.97 0.977 37.91 16.9 33.9
37.1933 1.954 4.983 16.9 5.96 0 22.96 15.93 17.98 0 3.908 48.95 38.98 10.94 36.93 36.93 50.9
37.2 4.983 15.93 24.91 15.93 0 22.96 35.96 37.91 2.931 4.983 40.94 53.93 24.91 27.94 38.98 50.9
37.2067 3.908 14.95 22.96 19.93 0.977 12.99 41.91 47.97 14.95 5.96 20.91 44.94 28.92 10.94 22.96 30.97
37.2133 -2.052 2.931 11.92 9.966 -1.075 0 20.91 25.99 14.95 -1.075 -5.081 13.97 17.98 -7.035 0.977 0.977
37.22 -6.058 -2.052 5.96 -1.075 1.954 -19.05 -1.075 0.977 2.931 -3.029 -41.04 -23.06 -2.052 -28.04 -27.06 -36.05
37.2267 -7.035 0 3.908 -1.075 0 -30.09 -21.01 0 -5.081 -7.035 -61.06 -50.02 -21.01 -36.05 -45.04 -53.05
37.2333 1.954 5.96 15.93 10.94 6.937 -23.06 -10.06 6.937 -13.09 -9.086 -64.09 -47.09 -28.04 -35.08 -41.04 -52.08
37.24 16.9 21.98 30 25.99 12.99 -7.035 8.989 27.94 -4.006 -7.035 -53.05 -14.07 -27.06 -33.02 -19.05 -43.09
37.2467 45.92 32.93 42.99 35.96 20.91 14.95 32.93 53.93 10.94 -1.075 -30.09 24.91 -8.012 -23.06 4.983 -24.04
37.2533 64 38.98 50.9 41.91 31.95 30.97 50.9 66.93 36.93 18.95 -17 55.98 22.96 -10.06 22.96 -1.075
37.26 53.93 37.91 47.97 47.97 41.91 21.98 53.93 65.95 57.94 37.91 -11.04 53.93 53.93 0.977 24.91 19.93
37.2667 21.98 25.99 34.98 47 39.96 6.937 39.96 47 65.95 40.94 -1.075 34.98 64.97 11.92 20.91 38.98
37.2733 -6.058 1.954 7.914 32.93 21.98 0 11.92 13.97 48.95 21.98 14.95 11.92 48.95 21.98 24.91 44.94
37.28 -22.08 -22.08 -15.05 7.914 -1.075 -2.052 -10.06 -18.08 16.9 -2.052 39.96 4.983 20.91 32.93 32.93 44.94
37.2867 -22.08 -48.07 -37.03 -14.07 -11.04 0 -28.04 -40.06 -12.02 -9.086 58.92 7.914 4.983 47.97 36.93 50.9
37.2933 -22.08 -63.02 -49.05 -36.05 -19.05 0.977 -39.08 -47.09 -34 -7.035 56.96 13.97 0.977 54.91 30.97 54.91
37.3 -26.09 -67.02 -49.05 -44.06 -25.01 -1.075 -39.08 -43.09 -40.06 -3.029 36.93 11.92 -1.075 48.95 14.95 42.99
37.3067 -25.01 -57.06 -35.08 -43.09 -23.06 -3.029 -31.07 -26.09 -37.03 -3.029 12.99 -2.052 0.977 25.99 -3.029 11.92
37.3133 -17 -37.03 -15.05 -27.06 -9.086 -14.07 -21.01 -12.02 -25.01 -3.029 -12.02 -23.06 -6.058 1.954 -29.02 -22.08
37.32 -17 -19.05 0.977 -5.081 5.96 -33.02 -17 -11.04 -11.04 -5.081 -49.05 -53.05 -21.01 -23.06 -57.06 -59.01
37.3267 -25.01 -13.09 0 3.908 17.98 -53.05 -25.01 -17 -1.075 -7.035 -73.08 -79.04 -37.03 -31.07 -75.04 -77.09
37.3333 -37.03 -15.05 -5.081 5.96 13.97 -60.09 -37.03 -28.04 -3.029 -17 -74.06 -85 -55.01 -37.03 -67.02 -76.01
37.34 -35.08 -21.01 -15.05 0.977 0 -53.05 -43.09 -37.03 -17 -31.07 -53.05 -67.02 -69.08 -49.05 -35.08 -75.04
37.3467 -20.03 -26.09 -23.06 -14.07 -9.086 -28.04 -39.08 -34 -37.03 -38.01 -12.02 -35.08 -73.08 -65.07 -1.075 -64.09
37.3533 -4.006 -27.06 -19.05 -24.04 -13.09 -4.006 -25.01 -18.08 -49.05 -34 22.96 -3.029 -55.01 -63.02 26.97 -42.01
37.36 2.931 -20.03 -6.058 -18.08 -9.086 8.989 -6.058 0.977 -40.06 -18.08 47 17.98 -22.08 -41.04 50.9 -5.081
37.3667 9.966 -2.052 4.983 0 0.977 19.93 8.989 16.9 -14.07 1.954 55.98 33.9 8.989 0 66.93 34.98
37.3733 16.9 12.99 22.96 24.91 15.93 24.91 28.92 34.98 15.93 24.91 47 43.97 47 41.91 66.93 74.94
37.38 24.91 27.94 35.96 47 36.93 25.99 41.91 47 47.97 43.97 27.94 52.96 71.91 67.9 54.91 94.97
37.3867 33.9 31.95 35.96 51.98 41.91 30 47.97 51.98 61.94 59.99 17.98 61.94 85.98 81.97 36.93 108
37.3933 36.93 26.97 32.93 40.94 31.95 34.98 48.95 55.98 61.94 59.99 27.94 70.93 92.92 87.93 38.98 113.9
37.4 33.9 16.9 18.95 17.98 16.9 28.92 44.94 48.95 50.9 47.97 34.98 67.9 82.95 77.97 47 98.97
37.4067 15.93 1.954 7.914 0 0.977 8.989 30 31.95 34.98 24.91 11.92 40.94 55.98 51.98 34.98 57.94
37.4133 1.954 -7.035 -3.029 -17 -2.052 -14.07 5.96 5.96 14.95 0.977 -31.07 -2.052 15.93 9.966 -7.035 1.954
37.42 -5.081 -13.09 -10.06 -19.05 -2.052 -34 -18.08 -14.07 -1.075 -9.086 -71.03 -47.09 -24.04 -27.06 -61.06 -52.08
37.4267 -1.075 -11.04 -10.06 -12.02 -1.075 -26.09 -28.04 -23.06 -17 -18.08 -62.04 -64.09 -46.02 -50.02 -75.04 -81.09
37.4333 18.95 -2.052 -1.075 0 -3.029 -2.052 -19.05 -10.06 -30.09 -24.04 -19.05 -47.09 -49.05 -59.01 -53.05 -80.02
37.44 35.96 11.92 9.966 3.908 -4.006 7.914 0 1.954 -29.02 -24.04 3.908 -19.05 -46.02 -56.08 -23.06 -72.01
37.4467 35.96 13.97 12.99 2.931 0 9.966 2.931 7.914 -17 -19.05 14.95 0.977 -32.05 -43.09 -9.086 -58.04
37.4533 19.93 3.908 7.914 1.954 4.983 -2.052 -1.075 11.92 -7.035 -8.012 5.96 9.966 -14.07 -24.04 0.977 -36.05
37.46 4.983 0 0.977 -4.006 11.92 -6.058 -1.075 4.983 0 1.954 7.914 19.93 1.954 -3.029 14.95 -4.006
37.4667 -1.075 3.908 1.954 -6.058 3.908 -8.012 -2.052 0 -1.075 2.931 22.96 22.96 16.9 14.95 42.99 27.94
37.4733 1.954 7.914 -1.075 -7.035 1.954 -2.052 -1.075 0.977 -5.081 3.908 33.9 25.99 24.91 30 56.96 52.96
37.48 5.96 3.908 1.954 -7.035 -1.075 -1.075 3.908 7.914 0 14.95 31.95 18.95 27.94 37.91 52.96 65.95
37.4867 7.914 0 7.914 -6.058 10.94 0.977 1.954 13.97 4.983 26.97 13.97 8.989 27.94 41.91 38.98 61.94
37.4933 7.914 6.937 12.99 -3.029 22.96 -1.075 0.977 10.94 14.95 35.96 -2.052 -2.052 30.97 39.96 20.91 52.96
37.5 6.937 14.95 10.94 2.931 21.98 0 -1.075 5.96 13.97 33.9 -21.01 -8.012 30.97 23.94 0.977 27.94
37.5067 7.914 19.93 9.966 3.908 9.966 0.977 0 1.954 9.966 23.94 -21.01 -11.04 27.94 5.96 -27.06 0.977
37.5133 10.94 21.98 13.97 6.937 -1.075 0 9.966 12.99 13.97 13.97 -9.086 -2.052 23.94 -5.081 -45.04 -20.03
37.52 10.94 16.9 22.96 10.94 3.908 0.977 16.9 22.96 19.93 8.989 -2.052 1.954 12.99 -13.09 -45.04 -34
37.5267 9.966 10.94 28.92 13.97 12.99 1.954 18.95 20.91 22.96 -1.075 -2.052 7.914 -1.075 -17 -23.06 -38.01
37.5333 2.931 6.937 24.91 6.937 7.914 1.954 12.99 3.908 8.989 -14.07 0.977 5.96 -20.03 -27.06 -5.081 -39.08
37.54 2.931 0.977 7.914 -4.006 -7.035 0 0.977 -14.07 -13.09 -30.09 2.931 0.977 -45.04 -39.08 0.977 -48.07
37.5467 0.977 -4.006 -1.075 -18.08 -19.05 1.954 -11.04 -18.08 -33.02 -32.05 8.989 -3.029 -51 -41.04 -5.081 -50.02
37.5533 -2.052 -11.04 -7.035 -21.01 -11.04 -2.052 -11.04 -13.09 -37.03 -17 9.966 0.977 -37.03 -29.02 -11.04 -41.04
37.56 1.954 -9.086 -3.029 -7.035 9.966 2.931 -7.035 0 -23.06 1.954 6.937 1.954 -11.04 -11.04 -7.035 -22.08
37.5667 1.954 -3.029 -2.052 3.908 30 5.96 -1.075 1.954 -3.029 21.98 9.966 5.96 7.914 5.96 2.931 0
37.5733 0 0.977 0.977 7.914 33.9 7.914 -1.075 -2.052 3.908 31.95 13.97 3.908 21.98 25.99 18.95 30
37.58 -2.052 0.977 -5.081 0 23.94 0 -7.035 -6.058 7.914 30 6.937 0.977 20.91 38.98 20.91 47
37.5867 -9.086 -5.081 -11.04 -5.081 9.966 -3.029 -13.09 -11.04 5.96 15.93 -1.075 -9.086 11.92 39.96 8.989 47
37.5933 -6.058 -5.081 -8.012 -9.086 0.977 -3.029 -15.05 -10.06 -1.075 -2.052 -5.081 -11.04 4.983 28.92 0.977 35.96
37.6 2.931 0.977 1.954 -3.029 0.977 0 -5.081 -6.058 0 -5.081 0.977 -5.081 -1.075 12.99 -1.075 15.93
37.6067 17.98 0 4.983 0 4.983 12.99 1.954 0 0 -7.035 7.914 -2.052 1.954 0 0.977 0
37.6133 10.94 -2.052 4.983 0.977 9.966 12.99 3.908 -1.075 0.977 -2.052 11.92 -2.052 1.954 -2.052 -1.075 -14.07
37.62 0 -11.04 0.977 -2.052 12.99 5.96 -3.029 -2.052 -2.052 0 3.908 -3.029 -1.075 -1.075 -13.09 -23.06
37.6267 -8.012 -19.05 -2.052 1.954 16.9 9.966 -11.04 3.908 -2.052 4.983 8.989 1.954 0.977 1.954 -13.09 -19.05
37.6333 0.977 -13.09 5.96 0 13.97 19.93 -1.075 17.98 3.908 1.954 17.98 15.93 -2.052 0.977 -1.075 -7.035
37.64 15.93 -2.052 15.93 8.989 12.99 32.93 14.95 21.98 10.94 -1.075 18.95 34.98 1.954 -10.06 14.95 -4.006
37.6467 22.96 5.96 7.914 4.983 3.908 34.98 23.94 14.95 11.92 -14.07 0.977 32.93 -7.035 -23.06 8.989 -10.06
37.6533 11.92 0.977 0 -1.075 -1.075 19.93 10.94 -1.075 0.977 -20.03 -24.04 7.914 -17 -29.02 -7.035 -16.02
37.66 0 -4.006 -4.006 -5.081 5.96 -1.075 -2.052 -7.035 -9.086 -8.012 -47.09 -11.04 -16.02 -18.08 -23.06 -11.04
37.6667 -6.058 -6.058 -1.075 0.977 19.93 -11.04 -10.06 0.977 -5.081 7.914 -44.06 -25.01 0.977 4.983 -27.06 5.96
37.6733 -13.09 -4.006 1.954 8.989 32.93 -17 -9.086 2.931 6.937 20.91 -34 -23.06 19.93 20.91 -17 19.93
37.68 -14.07 -6.058 -4.006 8.989 28.92 -16.02 -8.012 -1.075 12.99 17.98 -22.08 -23.06 18.95 18.95 -9.086 16.9
37.6867 -14.07 -14.07 -16.02 -1.075 15.93 -11.04 -17 -16.02 3.908 2.931 -8.012 -18.08 0.977 6.937 2.931 1.954
37.6933 -11.04 -21.01 -22.08 -14.07 0 -5.081 -25.01 -25.01 -7.035 -6.058 3.908 -16.02 -9.086 0 6.937 -10.06
37.7 -6.058 -22.08 -18.08 -19.05 -1.075 0 -21.01 -16.02 -17 -14.07 14.95 -6.058 -18.08 0 4.983 -19.05
37.7067 1.954 -14.07 -10.06 -14.07 -6.058 6.937 -6.058 -3.029 -18.08 -17 26.97 1.954 -14.07 -4.006 0.977 -20.03
37.7133 3.908 -2.052 -1.075 -12.02 -12.02 9.966 1.954 1.954 -20.03 -20.03 32.93 13.97 -13.09 -10.06 -1.075 -15.05
37.72 8.989 -1.075 0.977 -13.09 -11.04 9.966 6.937 -3.029 -21.01 -19.05 24.91 13.97 -18.08 -14.07 -1.075 -13.09
37.7267 11.92 0 2.931 -7.035 0.977 8.989 2.931 0 -17 -6.058 11.92 13.97 -12.02 -4.006 0.977 -5.081
37.7333 7.914 -6.058 6.937 1.954 10.94 3.908 2.931 9.966 -3.029 4.983 -1.075 13.97 0.977 5.96 0.977 4.983
37.74 8.989 -9.086 11.92 6.937 15.93 2.931 9.966 24.91 11.92 8.989 0 16.9 7.914 9.966 -1.075 10.94
37.7467 13.97 -1.075 13.97 6.937 8.989 10.94 22.96 27.94 16.9 1.954 0.977 24.91 12.99 0.977 10.94 10.94
37.7533 11.92 3.908 9.966 0.977 -3.029 9.966 21.98 19.93 9.966 -5.081 -1.075 17.98 5.96 -3.029 20.91 5.96
37.76 6.937 0 0 -12.02 -14.07 0.977 3.908 3.908 0 -16.02 -28.04 0 0.977 -5.081 8.989 -2.052
37.7667 0 -5.081 -4.006 -25.01 -22.08 -21.01 -15.05 -6.058 -14.07 -21.01 -51 -31.07 -9.086 -5.081 -15.05 -1.075
37.7733 -8.012 -15.05 -12.02 -28.04 -25.01 -36.05 -27.06 -17 -19.05 -22.08 -45.04 -45.04 -16.02 -2.052 -29.02 -2.052
37.78 -5.081 -15.05 -14.07 -25.01 -18.08 -32.05 -21.01 -14.07 -24.04 -19.05 -19.05 -33.02 -13.09 0.977 -17 1.954
37.7867 -2.052 -7.035 -6.058 -17 -2.052 -13.09 -5.081 -4.006 -14.07 -7.035 13.97 -9.086 -4.006 4.983 4.983 5.96
