    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1 200.1
0.625 -33.02 -15.05 -22.08 -65.07 37.91 -24.04 -13.09 -34 -16.02 -19.05 -10.06 -36.05 -21.01 -17 10.94 -6.058
0.63 -33.02 -43.09 -17 -69.08 17.98 -24.04 -19.05 -24.04 -26.09 -35.08 5.96 -20.03 -23.06 -17 26.97 -15.05
0.635 -51 -53.05 -3.029 -63.02 23.94 -31.07 0.977 -17 -21.01 -25.01 17.98 0.977 -17 -3.029 34.98 -9.086
0.64 -93.01 -19.05 5.96 -53.05 17.98 -29.02 27.94 -7.035 -5.081 -7.035 27.94 7.914 -15.05 -15.05 44.94 -15.05
0.645 -71.03 -33.02 13.97 -65.07 0.977 -17 43.97 -9.086 -13.09 -9.086 39.96 9.966 -15.05 -1.075 50.9 -17
0.65 -43.09 -49.05 6.937 -67.02 2.931 -26.09 33.9 -4.006 -6.058 -7.035 33.9 12.99 -15.05 7.914 50.9 -12.02
0.655 -45.04 -17 -13.09 -69.08 -2.052 -33.02 -1.075 -9.086 -3.029 -5.081 17.98 -2.052 -21.01 -5.081 32.93 -23.06
0.66 -35.08 -13.09 -22.08 -79.04 0.977 -18.08 -15.05 -20.03 -20.03 -13.09 9.966 -10.06 -21.01 -1.075 18.95 -29.02
0.665 -35.08 -31.07 -19.05 -69.08 14.95 -12.02 -7.035 -18.08 -18.08 -11.04 1.954 1.954 -17 1.954 16.9 -19.05
0.67 -35.08 -7.035 -3.029 -55.01 30.97 -2.052 0 -13.09 -5.081 0.977 11.92 7.914 -11.04 0.977 20.91 -11.04
0.675 -17 11.92 11.92 -43.09 45.92 9.966 30 1.954 -2.052 0.977 30 21.98 3.908 11.92 42.99 1.954
0.68 -5.081 13.97 13.97 -21.01 59.99 -1.075 15.93 27.94 17.98 -2.052 17.98 43.97 13.97 15.93 64.97 21.98
0.685 0 21.98 5.96 -17 49.93 -5.081 -9.086 27.94 21.98 15.93 0 41.91 15.93 7.914 50.9 13.97
