    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1 223.1
0.625 -5.011 -11 -35.08 1.961 13.94 1.961 -13.07 -2.07 -1.089 -21.03 -11 -1.089 35.95 15.91 73.97 85.95
0.63 0 0.9805 -20.04 2.941 15.91 0 -2.07 0 -12.09 -29.09 0 -17.1 0.9805 0 39.98 43.9
0.635 -1.089 12.96 -8.062 0 15.91 -5.011 15.91 -12.09 -25.06 -35.08 13.94 -35.08 -33.01 -18.08 -1.089 -4.031
0.64 -2.07 22.99 -2.07 -3.05 11.98 -5.011 28 -21.03 -33.01 -39 25.93 -53.05 -73.1 -35.08 -43.03 -61.01
0.645 2.941 32.9 13.94 4.902 18.96 0.9805 35.95 -15.03 -34.1 -30.07 31.92 -53.05 -93.03 -44.01 -71.03 -104
0.65 12.96 46.95 30.94 28 36.93 18.96 39.98 -2.07 -24.08 -14.05 35.95 -35.08 -94.02 -44.01 -80.07 -129.1
0.655 31.92 64.93 49.89 56 59.92 33.99 39.98 29.96 -5.011 0.9805 37.91 -7.081 -73.1 -41.07 -69.07 -135.1
0.66 56 78.98 62.97 75.93 82.9 40.96 35.95 56 14.92 12.96 35.95 19.94 -35.08 -31.05 -45.1 -127
0.665 71.9 80.94 56.98 79.96 88.89 36.93 25.93 69.94 42.92 18.96 29.96 37.91 1.961 -25.06 -19.06 -109
0.67 73.97 68.96 33.99 65.91 77.89 23.97 13.94 65.91 59.92 15.91 17.98 41.94 29.96 -19.06 -2.07 -91.07
0.675 57.96 44.99 2.941 39.98 56 12.96 -2.07 47.93 64.93 11.98 1.961 29.96 48.91 -4.031 12.96 -64.06
0.68 33.99 18.96 -20.04 13.94 31.92 0.9805 -7.081 23.97 53.93 7.953 -5.011 13.94 52.94 2.941 24.95 -29.09
0.685 5.992 -1.089 -33.01 0.9805 7.953 -11 -9.042 1.961 29.96 3.922 -9.042 1.961 47.93 17.98 35.95 11.98
0.69 -9.042 -3.05 -25.06 -7.081 -5.011 -23.1 -5.011 -9.042 0 -2.07 -7.081 0.9805 36.93 28.98 48.91 65.91
