    T[sec]  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
6.36719 -328 -551.5 -397.3 4.139 -357 -307.3 -390.1 84.84 -377.7 -569.1 -181.1 -235.9 -438.7 -279.4
6.375 -93.12 -305.2 -68.29 -269 -155.2 -13.45 -190.4 -153.1 -283.5 -503.9 -355.9 -209 -637.4 -511.1
6.38281 86.91 -185.2 30.01 -250.4 10.35 154.2 -69.32 -170.7 2.069 0 -274.2 -280.4 -525.6 -397.3
6.39063 -113.8 -189.3 23.8 -221.4 202.8 201.8 -92.09 -233.8 152.1 43.46 8.277 -25.87 -182.1 -234.9
6.39844 -153.1 -289.7 -174.9 -162.4 73.46 -33.11 -116.9 -193.5 68.29 -27.94 362.1 124.2 105.5 -91.05
6.40625 -208 -285.6 -159.3 -308.3 -18.62 -183.1 -93.12 -146.9 5.173 -176.9 100.4 -149 116.9 68.29
6.41406 -271.1 -358 -105.5 -139.7 -261.8 -358 -187.3 -74.5 20.69 -175.9 30.01 -320.8 -49.66 85.88
6.42188 -104.5 -245.2 -181.1 -64.15 -189.3 -201.8 -251.4 -106.6 -118 -358 -333.2 -92.09 -132.4 -188.3
6.42969 -58.98 -139.7 56.91 66.22 165.5 110.7 -151.1 6.208 136.6 2.069 -183.1 -81.74 25.87 76.57
6.4375 -42.42 66.22 201.8 -146.9 94.16 209 202.8 53.8 114.9 273.2 108.6 86.91 104.5 35.18
6.44531 -36.21 134.5 252.5 303.2 -275.2 130.4 229.7 251.4 -129.3 100.4 134.5 25.87 110.7 26.9
6.45313 -178 108.6 486.3 524.6 -211.1 -179 134.5 224.5 -156.2 -140.7 241.1 52.77 46.56 -30.01
6.46094 -80.71 164.5 396.3 343.5 44.49 -34.14 225.6 148 -193.5 -281.4 131.4 -22.76 228.7 -139.7
6.46875 123.1 134.5 287.6 49.66 208 172.8 -60.01 38.28 176.9 140.7 -21.73 -150 174.9 180
6.47656 64.15 136.6 317.6 24.83 364.2 -38.28 -108.6 -62.08 299 254.5 70.36 71.39 349.7 458.4
6.48438 70.36 108.6 120 -81.74 -12.42 -19.66 -45.53 20.69 172.8 98.3 276.3 257.6 253.5 622.9
6.49219 172.8 152.1 208 -65.19 42.42 -1.035 -22.76 -4.139 171.8 3.104 122.1 68.29 370.4 327
6.5 383.9 400.4 263.8 81.74 13.45 81.74 205.9 -54.84 274.2 -30.01 38.28 -166.6 274.2 -101.4
6.50781 140.7 248.3 309.4 131.4 116.9 41.39 105.5 -113.8 25.87 318.7 -81.74 -299 54.84 -289.7
6.51563 -39.32 194.5 264.9 108.6 -76.57 -30.01 17.59 -97.26 -379.7 228.7 -163.5 -228.7 -43.46 -305.2
6.52344 -116.9 234.9 241.1 -26.9 -75.53 -94.16 265.9 -98.3 -21.73 217.3 -120 -21.73 474.9 -127.3
6.53125 -79.67 60.01 80.71 40.35 -53.8 -57.94 -35.18 125.2 158.3 184.2 273.2 158.3 372.5 300.1
6.53906 -49.66 -60.01 -46.56 179 78.64 -58.98 -15.52 138.6 72.43 331.1 381.8 193.5 313.5 440.8
6.54688 -232.8 -263.8 -57.94 42.42 -164.5 -282.5 22.76 123.1 -54.84 195.6 234.9 16.55 459.4 462.5
6.55469 82.77 116.9 253.5 87.95 47.6 -6.208 150 16.55 149 507 534.9 -269 540.1 501.8
6.5625 258.7 202.8 450.1 -54.84 -97.26 214.2 295.9 -7.243 63.12 575.3 615.6 67.25 443.9 306.3
6.57031 271.1 266.9 233.8 6.208 -253.5 182.1 217.3 15.52 -158.3 172.8 643.6 246.3 289.7 -15.52
6.57813 142.8 172.8 42.42 -92.09 -25.87 219.4 -42.42 -26.9 129.3 190.4 378.7 92.09 297 20.69
6.58594 84.84 -125.2 -158.3 -373.5 212.1 61.05 -236.9 -170.7 0 165.5 72.43 -229.7 260.7 -104.5
6.59375 -97.26 -135.5 -228.7 -136.6 510.1 -181.1 -210 -200.7 208 492.5 -167.6 -239 171.8 -272.1
6.60156 -227.6 -109.7 -140.7 -120 242.1 -135.5 -60.01 -72.43 229.7 199.7 54.84 -101.4 136.6 -191.4
6.60938 -35.18 -99.33 -138.6 -111.7 -202.8 -210 -25.87 -81.74 48.63 4.139 172.8 82.77 211.1 14.49
6.61719 21.73 -101.4 -27.94 43.46 -245.2 -18.62 -150 -32.08 -97.26 30.01 280.4 -14.49 152.1 105.5
6.625 101.4 -53.8 77.6 181.1 -130.4 156.2 -111.7 45.53 -309.4 189.3 316.6 -37.25 197.6 149
6.63281 -239 -221.4 41.39 123.1 92.09 -76.57 -209 13.45 42.42 364.2 22.76 -58.98 291.8 238
6.64063 -134.5 -155.2 43.46 273.2 -110.7 -250.4 81.74 176.9 62.08 546.3 78.64 161.4 466.6 248.3
6.64844 -152.1 -183.1 141.8 197.6 -11.38 -196.6 236.9 -60.01 -77.6 837.1 501.8 119 268 124.2
6.65625 -21.73 -43.46 144.9 88.98 146.9 0 120 135.5 152.1 473.9 639.4 172.8 238 -85.88
6.66406 271.1 28.97 106.6 100.4 149 -73.46 -34.14 45.53 234.9 379.7 564.9 189.3 115.9 -99.33
6.67188 162.4 32.08 -107.6 -93.12 157.3 -145.9 -216.2 -50.7 189.3 250.4 226.6 -90.02 152.1 6.208
6.67969 52.77 56.91 32.08 27.94 181.1 -200.7 -209 -221.4 32.08 151.1 -30.01 -231.8 153.1 58.98
6.6875 7.243 -79.67 6.208 -69.32 -12.42 -57.94 -144.9 -301.1 -190.4 297 -137.6 -58.98 -66.22 -129.3
6.69531 123.1 14.49 200.7 -179 131.4 240 77.6 -143.8 -46.56 485.3 24.83 42.42 96.23 -194.5
6.70313 -165.5 62.08 229.7 167.6 56.91 238 92.09 -42.42 168.7 490.4 32.08 48.63 137.6 -145.9
6.71094 -83.81 -91.05 110.7 185.2 -319.7 -126.2 213.1 190.4 32.08 235.9 298 -60.01 -35.18 -287.6
6.71875 -269 -229.7 -23.8 -38.28 -314.5 -333.2 235.9 109.7 -81.74 137.6 582.5 184.2 212.1 -10.35
6.72656 17.59 -229.7 -162.4 19.66 -466.6 -333.2 57.94 252.5 -129.3 122.1 582.5 82.77 206.9 269
6.73438 3.104 -121.1 96.23 9.312 -135.5 -101.4 31.04 -86.91 -139.7 307.3 624.9 23.8 254.5 248.3
6.74219 111.7 38.28 126.2 56.91 24.83 -54.84 32.08 -348.7 23.8 176.9 170.7 -220.4 370.4 2.069
6.75 42.42 4.139 -19.66 -70.36 -56.91 -118 -208 -222.5 10.35 197.6 -298 -366.3 300.1 -291.8
6.75781 66.22 -259.7 143.8 -129.3 234.9 -163.5 -113.8 39.32 -81.74 78.64 -126.2 115.9 194.5 -217.3
6.76563 -41.39 -97.26 -48.63 -109.7 72.43 -136.6 -165.5 126.2 -14.49 28.97 -162.4 34.14 4.139 -115.9
6.77344 56.91 4.139 -81.74 -130.4 -61.05 -178 -18.62 154.2 -181.1 -338.3 -25.87 -30.01 -36.21 -394.2
6.78125 35.18 16.55 -32.08 -32.08 231.8 -64.15 43.46 79.67 78.64 -126.2 154.2 -161.4 202.8 -156.2
6.78906 30.01 0 17.59 98.3 184.2 68.29 180 -26.9 168.7 25.87 360.1 -10.35 187.3 85.88
6.79688 212.1 72.43 179 0 -30.01 -46.56 97.26 -41.39 -14.49 176.9 274.2 -90.02 162.4 -67.25
6.80469 -28.97 248.3 273.2 -7.243 -281.4 31.04 77.6 -2.069 -118 134.5 26.9 -111.7 136.6 -174.9
6.8125 -58.98 108.6 346.6 -33.11 14.49 3.104 -191.4 -310.4 -134.5 302.1 -133.5 32.08 -5.173 -229.7
6.82031 -169.7 90.02 -5.173 -115.9 -179 -21.73 24.83 -88.98 -145.9 239 -51.73 -62.08 223.5 -154.2
6.82813 -345.6 -235.9 -150 -91.05 -181.1 -108.6 -182.1 -299 -108.6 -151.1 234.9 41.39 -52.77 -44.49
6.83594 -431.5 -529.8 -203.8 -140.7 20.69 -420.1 -319.7 -228.7 24.83 -320.8 36.21 -127.3 176.9 67.25
6.84375 -288.7 -381.8 -497.7 -197.6 129.3 -534.9 -230.7 -82.77 208 -480.1 48.63 -54.84 -206.9 -50.7
6.85156 -129.3 -345.6 -81.74 -92.09 226.6 -450.1 -383.9 -212.1 103.5 -118 -191.4 -91.05 -130.4 -135.5
6.85938 76.57 -55.87 163.5 7.243 -189.3 -38.28 199.7 -2.069 -236.9 0 -65.19 150 109.7 -134.5
6.86719 189.3 128.3 450.1 190.4 -144.9 233.8 380.8 37.25 -126.2 -184.2 -240 -134.5 172.8 -176.9
6.875 -3.104 128.3 466.6 259.7 93.12 128.3 507 67.25 -23.8 -110.7 16.55 -40.35 167.6 -262.8
6.88281 56.91 200.7 393.2 258.7 272.1 167.6 387 128.3 78.64 14.49 4.139 -71.39 82.77 31.04
6.89063 10.35 0 234.9 31.04 232.8 292.8 164.5 181.1 166.6 423.2 450.1 56.91 240 195.6
6.89844 112.8 104.5 -1.035 -55.87 297 216.2 -118 200.7 176.9 732.6 600.1 30.01 317.6 164.5
6.90625 260.7 68.29 -31.04 -292.8 196.6 114.9 -214.2 -289.7 16.55 575.3 49.66 -115.9 170.7 112.8
6.91406 204.9 74.5 116.9 -104.5 4.139 97.26 -274.2 -126.2 93.12 334.2 -432.5 -172.8 234.9 11.38
6.92188 208 234.9 236.9 94.16 -321.8 -58.98 -119 -122.1 10.35 239 -377.7 -116.9 107.6 -233.8
6.92969 -130.4 -178 17.59 -196.6 -396.3 -165.5 -34.14 5.173 -379.7 -165.5 -184.2 -50.7 187.3 -187.3
6.9375 -324.9 -335.2 -112.8 7.243 -212.1 -340.4 -75.53 110.7 -292.8 -57.94 13.45 49.66 1.035 -32.08
6.94531 -512.2 -566 -270.1 -45.53 -223.5 -409.7 -137.6 -162.4 -100.4 15.52 169.7 169.7 -51.73 -115.9
6.95313 -473.9 -391.1 -241.1 26.9 -534.9 -354.9 -202.8 -35.18 -141.8 -123.1 -180 131.4 -20.69 -217.3
6.96094 -346.6 -103.5 -2.069 281.4 -23.8 -158.3 72.43 129.3 106.6 -337.3 -255.6 123.1 61.05 -52.77
6.96875 -17.59 -45.53 171.8 278.3 91.05 -143.8 110.7 -9.312 -3.104 -332.1 41.39 -69.32 50.7 -230.7
6.97656 -2.069 -63.12 -67.25 72.43 43.46 -5.173 114.9 10.35 115.9 -239 -23.8 -341.4 192.5 -283.5
6.98438 171.8 -120 -28.97 -179 142.8 62.08 -57.94 -242.1 -121.1 -8.277 37.25 -271.1 73.46 -183.1
6.99219 258.7 44.49 -26.9 -12.42 102.4 218.3 -173.8 -173.8 -126.2 205.9 -18.62 62.08 332.1 -196.6
7 312.5 246.3 160.4 48.63 45.53 253.5 193.5 44.49 191.4 250.4 52.77 51.73 289.7 136.6
7.00781 286.6 264.9 165.5 141.8 -99.33 26.9 149 162.4 71.39 -34.14 159.3 140.7 369.4 70.36
7.01563 -127.3 -183.1 -124.2 74.5 130.4 -231.8 -112.8 73.46 5.173 146.9 263.8 152.1 63.12 72.43
7.02344 -263.8 -261.8 -301.1 -48.63 32.08 -110.7 -328 -53.8 -118 -92.09 36.21 0 28.97 78.64
7.03125 -35.18 -191.4 -222.5 -137.6 -137.6 -239 -170.7 -221.4 -77.6 -292.8 -202.8 -150 -7.243 43.46
7.03906 -71.39 -135.5 -5.173 50.7 -120 -58.98 -5.173 -216.2 88.98 -433.5 -244.2 -12.42 43.46 -90.02
7.04688 88.98 -69.32 82.77 190.4 -255.6 -72.43 -54.84 141.8 182.1 -429.4 63.12 -159.3 151.1 -31.04
7.05469 -113.8 -343.5 -60.01 -33.11 -12.42 -173.8 -179 52.77 144.9 -105.5 23.8 -173.8 238 113.8
7.0625 -11.38 -61.05 -168.7 -268 -146.9 -121.1 -258.7 -186.2 -256.6 -158.3 -261.8 -118 110.7 -17.59
7.07031 172.8 -57.94 40.35 -172.8 -129.3 -24.83 20.69 -368.3 -122.1 -222.5 -278.3 -114.9 -6.208 -258.7
7.07813 289.7 62.08 64.15 11.38 -233.8 -19.66 64.15 -184.2 -235.9 -373.5 -365.2 -131.4 46.56 -201.8
7.08594 149 -33.11 -23.8 -53.8 24.83 55.87 -27.94 -100.4 -74.5 -454.2 -399.4 -160.4 -157.3 -217.3
7.09375 -66.22 -127.3 -199.7 -37.25 182.1 16.55 -159.3 -18.62 131.4 -52.77 -118 -238 -5.173 27.94
7.10156 14.49 -99.33 -211.1 0 265.9 170.7 -97.26 37.25 264.9 247.3 136.6 -63.12 223.5 101.4
7.10938 -287.6 -421.1 -171.8 -83.81 -121.1 -176.9 60.01 -10.35 -83.81 225.6 225.6 13.45 183.1 141.8
7.11719 -307.3 -478 -143.8 -241.1 -299 -395.2 -81.74 -67.25 -470.8 -330.1 -189.3 30.01 -161.4 -240
7.125 -340.4 -227.6 -139.7 -51.73 -567 -318.7 -214.2 58.98 -605.3 -730.5 -503.9 -5.173 -222.5 -462.5
7.13281 -211.1 -388 -328 -64.15 -324.9 -276.3 -315.6 38.28 -209 -960.2 -619.8 -11.38 -393.2 -492.5
7.14063 -209 -533.9 -437.7 -91.05 -151.1 -512.2 -227.6 -80.71 120 -820.5 -413.9 -222.5 -582.5 -491.5
7.14844 -281.4 -557.7 -269 -210 -193.5 -440.8 -90.02 -27.94 153.1 -751.2 -495.6 -227.6 -159.3 -364.2
7.15625 -293.9 -411.8 76.57 -27.94 -186.2 -231.8 102.4 -193.5 -74.5 -622.9 -418 35.18 -61.05 -405.6
7.16406 -144.9 -208 -93.12 148 -206.9 -94.16 -161.4 14.49 46.56 -448 -239 -52.77 -244.2 -227.6
7.17188 57.94 -148 -105.5 -70.36 63.12 -73.46 -218.3 -164.5 83.81 -429.4 -364.2 -115.9 -172.8 -171.8
7.17969 135.5 -118 -7.243 94.16 -105.5 -195.6 -289.7 -75.53 183.1 -62.08 -536 -91.05 -40.35 2.069
7.1875 80.71 68.29 77.6 155.2 4.139 -159.3 -127.3 -16.55 -94.16 -310.4 -516.3 -111.7 -219.4 2.069
7.19531 -187.3 -81.74 170.7 159.3 -263.8 -254.5 266.9 72.43 -27.94 -374.6 -434.6 74.5 83.81 -173.8
7.20313 -261.8 52.77 200.7 359 99.33 -65.19 119 264.9 -61.05 0 -188.3 143.8 142.8 81.74
7.21094 -68.29 48.63 37.25 116.9 73.46 143.8 0 113.8 -71.39 -277.3 -188.3 88.98 -129.3 -121.1
7.21875 200.7 138.6 232.8 190.4 201.8 39.32 -45.53 67.25 -24.83 -128.3 -369.4 -140.7 -424.2 -190.4
7.22656 264.9 432.5 259.7 91.05 254.5 107.6 112.8 148 -88.98 -341.4 -473.9 34.14 -508 -277.3
7.23438 152.1 202.8 434.6 163.5 93.12 -19.66 162.4 131.4 -108.6 -587.7 -127.3 251.4 -508 -342.5
7.24219 171.8 78.64 -8.277 -85.88 -252.5 -108.6 238 171.8 72.43 -466.6 -204.9 69.32 -317.6 -92.09
7.25 -61.05 -167.6 -199.7 -111.7 -344.6 -63.12 -328 -310.4 -46.56 -472.9 17.59 -39.32 -253.5 -61.05
7.25781 -145.9 -231.8 -284.5 -329 -474.9 -195.6 -318.7 -301.1 -369.4 -508 -474.9 -148 -187.3 -91.05
7.26563 -313.5 -208 -312.5 -197.6 -230.7 -305.2 -235.9 -316.6 -351.8 -509.1 -642.5 -160.4 -566 -96.23
7.27344 -173.8 -81.74 144.9 -164.5 76.57 -209 -168.7 -256.6 95.19 -361.1 -835 -169.7 -415.9 -208
7.28125 34.14 102.4 6.208 -266.9 306.3 118 -40.35 -266.9 328 -209 -541.1 -115.9 -429.4 -165.5
7.28906 80.71 12.42 -90.02 -219.4 371.5 200.7 -113.8 -311.4 218.3 -269 -673.6 -82.77 -178 -166.6
7.29688 124.2 -27.94 -232.8 -130.4 184.2 -65.19 -247.3 -158.3 299 -162.4 -564.9 -28.97 -226.6 -291.8
7.30469 120 140.7 14.49 0 -127.3 -78.64 148 127.3 25.87 -367.3 -622.9 11.38 -378.7 -373.5
7.3125 68.29 180 346.6 106.6 -128.3 170.7 466.6 67.25 -197.6 -229.7 -308.3 -358 -322.8 -78.64
7.32031 187.3 414.9 367.3 35.18 -56.91 156.2 348.7 67.25 -271.1 -299 -222.5 -120 -32.08 206.9
7.32813 38.28 92.09 -16.55 54.84 -67.25 -53.8 79.67 106.6 -13.45 -173.8 -63.12 158.3 252.5 58.98
7.33594 -10.35 -197.6 -192.5 44.49 106.6 2.069 -229.7 272.1 124.2 51.73 -76.57 354.9 307.3 71.39
7.34375 -82.77 -60.01 -193.5 96.23 338.3 61.05 46.56 200.7 342.5 260.7 -30.01 101.4 142.8 -53.8
7.35156 -215.2 -247.3 -72.43 58.98 76.57 -39.32 103.5 76.57 418 122.1 -409.7 -107.6 -159.3 -390.1
7.35938 -168.7 -209 -36.21 53.8 -217.3 -107.6 -60.01 20.69 262.8 -56.91 -457.3 -22.76 5.173 -370.4
7.36719 -71.39 -123.1 -110.7 -66.22 -209 -270.1 -150 -341.4 -88.98 -14.49 -148 92.09 -197.6 -279.4
7.375 49.66 -45.53 -165.5 -54.84 -347.7 -231.8 -241.1 -46.56 -239 -233.8 -5.173 38.28 93.12 238
7.38281 -88.98 0 123.1 95.19 -242.1 -97.26 20.69 -188.3 -165.5 -140.7 187.3 16.55 167.6 568
7.39063 74.5 174.9 184.2 -170.7 -138.6 25.87 465.6 -160.4 -215.2 -299 223.5 -100.4 -99.33 334.2
7.39844 122.1 174.9 148 -87.95 -101.4 54.84 57.94 -275.2 -129.3 -90.02 -41.39 -229.7 -76.57 251.4
7.40625 194.5 -87.95 -138.6 -155.2 105.5 -150 -202.8 -20.69 -205.9 62.08 -187.3 -107.6 -37.25 50.7
7.41406 128.3 -47.6 -264.9 1.035 -130.4 -67.25 -358 -137.6 199.7 -311.4 -108.6 -60.01 -124.2 -241.1
7.42188 246.3 246.3 -30.01 -14.49 86.91 144.9 10.35 -106.6 99.33 -245.2 -465.6 -12.42 -6.208 -360.1
7.42969 328 90.02 181.1 201.8 57.94 238 244.2 -152.1 36.21 -268 -299 -232.8 -196.6 -227.6
7.4375 76.57 149 36.21 133.5 21.73 77.6 252.5 -22.76 -43.46 -218.3 -340.4 -23.8 -87.95 -204.9
7.44531 -232.8 -1.035 -197.6 247.3 155.2 103.5 -103.5 21.73 -35.18 -161.4 -182.1 108.6 -67.25 52.77
7.45313 -301.1 -191.4 -428.4 97.26 -136.6 -130.4 -263.8 -97.26 58.98 -79.67 -166.6 200.7 64.15 -154.2
7.46094 -413.9 -115.9 -281.4 208 -343.5 -178 -105.5 -65.19 -75.53 136.6 -303.2 188.3 -3.104 -153.1
7.46875 -362.1 -49.66 -70.36 233.8 -506 -96.23 -15.52 -32.08 -342.5 -413.9 -539.1 -61.05 -144.9 -518.4
7.47656 -265.9 -148 119 75.53 -212.1 -139.7 12.42 -90.02 -60.01 -335.2 -419 -213.1 -415.9 -327
7.48438 6.208 16.55 -240 -120 -97.26 -54.84 31.04 -56.91 96.23 -373.5 -247.3 -148 -95.19 -292.8
7.49219 251.4 10.35 -367.3 -172.8 -51.73 42.42 -198.7 -26.9 70.36 -100.4 -123.1 79.67 185.2 127.3
7.5 190.4 106.6 -341.4 -247.3 -1.035 42.42 41.39 -288.7 72.43 157.3 125.2 83.81 268 21.73
7.50781 197.6 190.4 -124.2 16.55 -9.312 180 78.64 -174.9 20.69 203.8 14.49 -35.18 127.3 -102.4
7.51563 162.4 80.71 -97.26 37.25 1.035 194.5 67.25 -60.01 -87.95 -124.2 -425.3 -81.74 130.4 -329
7.52344 304.2 216.2 -49.66 14.49 325.9 318.7 -27.94 -128.3 122.1 8.277 -241.1 -293.9 119 -375.6
7.53125 244.2 60.01 -31.04 24.83 383.9 166.6 184.2 25.87 91.05 441.8 8.277 -1.035 -16.55 -299
7.53906 286.6 -65.19 -41.39 -58.98 341.4 0 77.6 0 69.32 564.9 -150 -121.1 -140.7 -369.4
7.54688 119 -31.04 24.83 78.64 2.069 110.7 85.88 96.23 -228.7 203.8 41.39 -39.32 -354.9 -299
7.55469 55.87 40.35 66.22 -224.5 -120 -18.62 -51.73 -18.62 -26.9 -77.6 -70.36 -32.08 -455.3 -321.8
7.5625 -120 -85.88 -9.312 -158.3 -143.8 -135.5 -121.1 -30.01 114.9 115.9 -244.2 84.84 -286.6 -157.3
7.57031 -103.5 -323.9 -394.2 -358 -211.1 -381.8 -320.8 -82.77 112.8 77.6 -139.7 164.5 -15.52 -138.6
7.57813 -354.9 -389 -185.2 -218.3 -422.2 -372.5 -120 -73.46 -239 -157.3 -198.7 9.312 313.5 -265.9
7.58594 -300.1 -419 -172.8 -31.04 -314.5 -225.6 -120 4.139 -549.4 -96.23 -534.9 -41.39 54.84 -135.5
7.59375 -305.2 -7.243 -43.46 114.9 -169.7 -58.98 119 22.76 -179 -236.9 -523.6 -22.76 -173.8 -193.5
7.60156 -137.6 -120 38.28 164.5 -157.3 -170.7 -91.05 81.74 -20.69 -90.02 -502.9 54.84 -151.1 -164.5
7.60938 -201.8 -150 -211.1 83.81 73.46 -97.26 -153.1 73.46 -49.66 -75.53 -165.5 -31.04 70.36 88.98
7.61719 -10.35 20.69 -28.97 98.3 56.91 -47.6 264.9 54.84 231.8 -35.18 187.3 -80.71 317.6 34.14
7.625 8.277 152.1 4.139 -37.25 236.9 65.19 316.6 126.2 380.8 131.4 261.8 8.277 281.4 79.67
7.63281 96.23 154.2 -85.88 -150 282.5 309.4 68.29 -27.94 18.62 143.8 133.5 78.64 -83.81 46.56
7.64063 274.2 92.09 124.2 -98.3 137.6 249.4 -170.7 -82.77 -234.9 -8.277 -127.3 -31.04 -135.5 67.25
7.64844 194.5 178 30.01 -98.3 -144.9 -115.9 -170.7 -255.6 -120 -138.6 -194.5 -76.57 -61.05 -153.1
7.65625 -195.6 -137.6 -108.6 21.73 -107.6 -168.7 -289.7 -190.4 -31.04 -188.3 -90.02 -120 -22.76 -98.3
7.66406 -312.5 -271.1 -257.6 79.67 -233.8 -343.5 -16.55 -94.16 -30.01 -108.6 -133.5 -149 106.6 -178
7.67188 -336.3 -379.7 -211.1 -160.4 -391.1 -409.7 -10.35 -42.42 -199.7 -573.2 -196.6 -133.5 192.5 -257.6
7.67969 -181.1 -269 -200.7 0 -425.3 -288.7 -130.4 161.4 -275.2 -771.9 -205.9 -69.32 63.12 -186.2
7.6875 -173.8 -111.7 -323.9 45.53 -295.9 -224.5 -139.7 91.05 -294.9 -614.6 -203.8 258.7 -304.2 -21.73
7.69531 -350.8 -418 -134.5 137.6 45.53 -142.8 -128.3 28.97 20.69 -495.6 -169.7 -75.53 -421.1 100.4
7.70313 -122.1 -287.6 -71.39 -36.21 110.7 -55.87 217.3 -199.7 96.23 -447 -231.8 27.94 -284.5 -192.5
7.71094 -91.05 -150 77.6 108.6 183.1 79.67 74.5 -244.2 -63.12 -414.9 -168.7 -105.5 -153.1 -68.29
7.71875 -162.4 -161.4 -123.1 141.8 122.1 -83.81 -187.3 -162.4 -55.87 -289.7 -272.1 -142.8 -34.14 -171.8
7.72656 -81.74 -63.12 -209 28.97 -216.2 -100.4 -181.1 -22.76 26.9 -284.5 -471.8 -57.94 -123.1 -421.1
7.73438 -137.6 -133.5 -136.6 -190.4 -159.3 56.91 -141.8 -31.04 -33.11 -22.76 -460.4 -99.33 -41.39 -125.2
7.74219 -180 122.1 -72.43 -81.74 68.29 97.26 14.49 -31.04 -196.6 42.42 -218.3 94.16 -86.91 -25.87
7.75 0 40.35 38.28 113.8 178 260.7 327 44.49 99.33 174.9 162.4 -11.38 -103.5 280.4
7.75781 46.56 108.6 178 228.7 182.1 238 206.9 74.5 -218.3 212.1 355.9 309.4 116.9 390.1
7.76563 124.2 174.9 62.08 309.4 -271.1 -24.83 -42.42 219.4 -62.08 179 537 281.4 -32.08 263.8
7.77344 -49.66 -143.8 -90.02 -52.77 -222.5 -95.19 -49.66 0 -220.4 -148 106.6 -107.6 8.277 -84.84
7.78125 -224.5 -243.2 -19.66 86.91 -1.035 -247.3 -13.45 -264.9 -53.8 -69.32 -224.5 -320.8 -87.95 -381.8
7.78906 -93.12 -21.73 23.8 68.29 -38.28 22.76 -71.39 -164.5 -63.12 -32.08 -390.1 -275.2 86.91 -350.8
7.79688 -125.2 -83.81 -196.6 124.2 261.8 -85.88 -247.3 -178 256.6 15.52 -487.3 -243.2 122.1 -369.4
7.80469 43.46 -91.05 -243.2 69.32 300.1 -149 -305.2 -55.87 158.3 11.38 -465.6 -180 257.6 -179
7.8125 48.63 -75.53 -118 -122.1 36.21 -214.2 -33.11 65.19 136.6 -275.2 -307.3 -30.01 57.94 -84.84
7.82031 70.36 -69.32 111.7 28.97 -137.6 -271.1 5.173 265.9 -197.6 -280.4 -380.8 150 -76.57 61.05
7.82813 106.6 -90.02 178 269 -82.77 -91.05 289.7 355.9 -436.6 -376.6 -293.9 385.9 -323.9 119
7.83594 109.7 34.14 124.2 284.5 -105.5 17.59 119 123.1 -314.5 -188.3 58.98 109.7 -362.1 85.88
7.84375 26.9 276.3 -103.5 -102.4 16.55 115.9 -78.64 -266.9 -52.77 -134.5 14.49 -4.139 36.21 128.3
7.85156 43.46 -151.1 -179 -94.16 93.12 184.2 -126.2 -163.5 98.3 -1.035 74.5 -260.7 282.5 28.97
7.85938 -57.94 -167.6 -203.8 -196.6 88.98 -106.6 -182.1 -174.9 201.8 210 -135.5 -185.2 212.1 52.77
7.86719 -169.7 -101.4 -195.6 -216.2 172.8 90.02 -256.6 -323.9 -11.38 -65.19 -199.7 -306.3 204.9 -196.6
7.875 -17.59 -201.8 -322.8 -276.3 -105.5 -123.1 -262.8 -241.1 -33.11 -342.5 -439.7 -330.1 -64.15 -271.1
7.88281 -164.5 -361.1 -369.4 -196.6 62.08 -264.9 -312.5 -256.6 -4.139 -156.2 -453.2 -85.88 -248.3 -318.7
7.89063 -129.3 -415.9 -202.8 -276.3 -134.5 -394.2 -321.8 -94.16 -182.1 -131.4 -350.8 -87.95 -266.9 -204.9
7.89844 -41.39 -205.9 -69.32 -7.243 -99.33 -121.1 -138.6 105.5 0 -41.39 -419 -105.5 -141.8 106.6
7.90625 262.8 272.1 14.49 189.3 -45.53 139.7 191.4 256.6 54.84 -75.53 -71.39 236.9 -69.32 127.3
7.91406 205.9 24.83 65.19 161.4 119 120 224.5 206.9 391.1 -45.53 0 166.6 77.6 240
7.92188 -205.9 -148 -94.16 131.4 48.63 -60.01 -4.139 171.8 -32.08 -98.3 151.1 78.64 51.73 224.5
7.92969 -175.9 -409.7 -370.4 21.73 -385.9 -258.7 -176.9 116.9 -412.8 -375.6 -128.3 -30.01 -159.3 -18.62
7.9375 -191.4 -309.4 -347.7 6.208 -103.5 -137.6 -168.7 -6.208 -241.1 -461.5 -228.7 -155.2 -313.5 -389
7.94531 -82.77 40.35 -100.4 86.91 289.7 -98.3 -60.01 -18.62 28.97 -40.35 -165.5 -79.67 -325.9 -253.5
7.95313 77.6 -9.312 10.35 2.069 -4.139 11.38 -84.84 -4.139 31.04 -322.8 -382.8 1.035 -327 -273.2
7.96094 -54.84 -137.6 48.63 78.64 25.87 103.5 -49.66 -268 34.14 -346.6 -313.5 -37.25 -329 -455.3
7.96875 8.277 -60.01 13.45 70.36 -1.035 145.9 -31.04 -11.38 -26.9 15.52 -373.5 76.57 -179 -239
7.97656 72.43 -71.39 -65.19 27.94 6.208 -50.7 -17.59 41.39 -254.5 -109.7 -110.7 -41.39 -200.7 11.38
7.98438 -179 -143.8 -70.36 -181.1 -330.1 -208 -120 8.277 -36.21 -7.243 -102.4 -202.8 -101.4 399.4
7.99219 -347.7 -299 -339.4 -48.63 -279.4 -523.6 -112.8 58.98 -79.67 -368.3 45.53 -94.16 108.6 328
