    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1 195.1
0.625 -11.05 -11.05 -11.05 -5.049 -5.049 -1.048 -19.05 3.906 -11.05 -35.06 -39.06 3.906 -21.05 -27.05 13.91 -31.06
0.63 -9.05 -3.048 7.907 3.906 -2 -1.048 1.905 14.96 -3.048 -27.05 -18 13.91 -16 -18 31.91 -23.05
0.635 -7.049 8.955 25.91 11.91 3.906 -1.048 22.96 20.96 0.9526 -19.05 4.954 18.96 -12 -12 46.96 -16
0.64 -9.05 16.96 29.91 11.91 3.906 -1.048 33.91 17.91 3.906 -15.05 27.91 13.91 -5.049 -11.05 53.92 -13.05
0.645 -14 16.96 13.91 4.954 0 -1.048 29.91 6.954 8.955 -9.05 31.91 4.954 -1.048 -7.049 47.92 -11.05
0.65 -16 6.954 -5.049 -6.001 0.9526 0.9526 7.907 -10 7.907 -3.048 7.907 -4.001 0.9526 -3.048 34.96 -13.05
0.655 -17.05 -5.049 -27.05 -23.05 -1.048 0 -13.05 -33.06 7.907 3.906 -29.05 -19.05 0 0 17.91 -17.05
0.66 -16 -19.05 -39.06 -34.01 -1.048 -2 -30.01 -47.06 7.907 11.91 -60.01 -26.01 3.906 5.906 9.907 -8.002
0.665 -20 -31.06 -43.06 -44.01 -5.049 -7.049 -36.01 -51.06 2.953 13.91 -68.02 -24.01 5.906 5.906 10.96 1.905
0.67 -29.05 -43.06 -39.06 -43.06 -15.05 -23.05 -25.05 -39.06 -1.048 7.907 -51.06 -17.05 7.907 1.905 21.91 11.91
0.675 -35.06 -47.06 -29.05 -41.06 -23.05 -37.06 -4.001 -23.05 -10 0.9526 -14 0.9526 7.907 0.9526 33.91 30.96
0.68 -39.06 -45.06 -17.05 -33.06 -29.05 -43.06 8.955 -7.049 -20 -9.05 16.96 13.91 7.907 -5.049 45.92 44.96
0.685 -35.06 -39.06 -7.049 -21.05 -27.05 -41.06 17.91 1.905 -23.05 -15.05 37.91 25.91 5.906 -5.049 45.92 49.92
0.69 -27.05 -29.05 0.9526 -11.05 -21.05 -31.06 15.91 5.906 -18 -15.05 41.91 29.91 3.906 -3.048 40.96 49.92
0.695 -13.05 -19.05 -2 0.9526 -15.05 -25.05 9.907 5.906 -12 -9.05 41.91 33.91 1.905 -1.048 32.96 43.92
0.7 -3.048 -13.05 0.9526 5.906 -11.05 -19.05 5.906 9.907 -7.049 -1.048 35.91 31.91 1.905 0.9526 27.91 37.91
0.705 0.9526 -11.05 -1.048 11.91 -11.05 -17.05 5.906 17.91 -5.049 0 33.91 29.91 5.906 -2 24.96 29.91
0.71 0.9526 -7.049 -1.048 15.91 -11.05 -17.05 7.907 21.91 -5.049 3.906 19.91 25.91 7.907 -2 22.96 23.91
0.715 -1.048 0.9526 0 15.91 -9.05 -13.05 7.907 21.91 -5.049 3.906 1.905 17.91 5.906 0 15.91 13.91
0.72 -2 6.954 13.91 15.91 -3.048 -5.049 9.907 13.91 -3.048 5.906 -13.05 7.907 3.906 1.905 9.907 5.906
0.725 5.906 20.96 33.91 15.91 0 1.905 15.91 5.906 0.9526 7.907 -25.05 3.906 3.906 9.907 9.907 1.905
0.73 15.91 32.96 49.92 21.91 9.907 13.91 27.91 1.905 5.906 17.91 -21.05 7.907 5.906 19.91 15.91 3.906
0.735 21.91 34.96 57.92 25.91 15.91 21.91 39.91 7.907 15.91 25.91 -5.049 17.91 13.91 27.91 29.91 7.907
0.74 17.91 28.96 49.92 25.91 15.91 19.91 39.91 17.91 23.91 29.91 9.907 29.91 17.91 27.91 41.91 9.907
0.745 5.906 12.96 31.91 17.91 7.907 9.907 25.91 21.91 25.91 23.91 23.91 33.91 17.91 19.91 43.92 5.906
0.75 -5.049 -1.048 11.91 5.906 -1.048 -1.048 3.906 17.91 19.91 11.91 23.91 29.91 9.907 7.907 35.91 3.906
0.755 -13.05 -11.05 3.906 0.9526 -11.05 -9.05 -3.048 8.955 11.91 1.905 17.91 22.96 1.905 -2 26.96 7.907
0.76 -7.049 -9.05 11.91 -2 -9.05 -3.048 1.905 6.954 7.907 1.905 10.96 22.96 1.905 -2 22.96 23.91
0.765 7.907 -1.048 27.91 9.907 1.905 7.907 29.91 15.91 11.91 11.91 3.906 29.91 11.91 7.907 27.91 47.92
0.77 32.96 10.96 41.91 25.91 23.91 27.91 55.92 30.96 21.91 23.91 -1.048 38.96 25.91 17.91 38.96 63.92
0.775 46.96 18.96 41.91 31.91 37.91 35.91 61.92 39.91 29.91 23.91 1.905 40.96 29.91 21.91 41.91 63.92
0.78 45.92 16.96 25.91 25.91 35.91 29.91 37.91 31.91 29.91 11.91 -1.048 27.91 21.91 11.91 25.91 43.92
0.785 32.96 10.96 5.906 9.907 23.91 17.91 4.954 11.91 13.91 -1.048 2.953 9.907 1.905 0.9526 4.954 20.96
0.79 18.96 0.9526 0.9526 -2 8.955 7.907 -14 -1.048 0.9526 -9.05 11.91 -1.048 -7.049 -7.049 -8.002 0.9526
0.795 13.91 -1.048 1.905 0 5.906 11.91 -7.049 0.9526 -9.05 -1.048 19.91 -1.048 -5.049 -3.048 -7.049 -2
0.8 21.91 0.9526 20.96 12.96 10.96 20.96 18.96 11.91 -5.049 13.91 25.91 12.96 5.906 9.907 11.91 4.954
0.805 27.91 10.96 34.96 24.96 16.96 26.96 52.97 36.96 3.906 31.91 22.96 34.96 25.91 25.91 40.96 8.955
0.81 29.91 14.96 37.91 27.91 11.91 15.91 67.92 47.92 15.91 33.91 15.91 45.92 37.91 27.91 53.92 0
0.815 20.96 12.96 28.96 18.96 -1.048 0.9526 59.92 46.96 18.96 21.91 9.907 44.96 33.91 19.91 50.96 -8.002
0.82 9.907 6.954 18.96 6.954 -10 -6.001 33.91 33.91 12.96 5.906 1.905 35.91 23.91 5.906 33.91 -19.05
0.825 1.905 4.954 17.91 1.905 -17.05 -11.05 13.91 17.91 5.906 -2 -1.048 23.91 15.91 0 21.91 -17.05
0.83 3.906 6.954 21.91 5.906 -9.05 -1.048 8.955 13.91 10.96 1.905 -5.049 24.96 18.96 7.907 19.91 -4.001
0.835 8.955 16.96 28.96 18.96 6.954 3.906 11.91 14.96 27.91 18.96 -2 28.96 30.96 23.91 25.91 14.96
0.84 13.91 22.96 23.91 25.91 23.91 13.91 19.91 23.91 43.92 35.91 23.91 33.91 43.92 39.91 37.91 29.91
0.845 16.96 24.96 14.96 24.96 35.91 18.96 24.96 31.91 58.97 46.96 62.97 36.96 52.97 49.92 42.96 40.96
0.85 11.91 16.96 2.953 14.96 36.96 18.96 23.91 25.91 59.92 45.92 87.93 32.96 50.96 48.96 42.96 41.91
0.855 6.954 6.954 -1.048 4.954 29.91 12.96 25.91 21.91 51.92 36.96 89.93 26.96 40.96 36.96 40.96 42.96
0.86 0 0.9526 1.905 -1.048 18.96 8.955 29.91 13.91 37.91 23.91 63.92 22.96 26.96 24.96 40.96 39.91
