    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1 273.1
0.625 35.88 28.94 23.87 21.87 27.87 23.87 5.868 5.868 0.9336 -9.069 15.87 -13.07 -25.07 -9.069 -37.08 -65.08
0.63 30.94 22.94 18.94 14.94 15.87 13.87 0.9336 -3.067 -13.07 -21.07 20.94 -30.01 -44.01 -27.07 -42.01 -69.08
0.635 23.87 14.94 12.94 10.94 3.868 0 0 -13.07 -25.07 -25.07 17.87 -46.01 -62.02 -49.08 -55.08 -79.09
0.64 13.87 6.935 0 -2 -3.067 -11.07 -11.07 -27.07 -39.08 -27.07 7.869 -63.08 -79.09 -69.08 -75.09 -95.09
0.645 1.867 -1.067 -15.07 -16 -19.07 -25.07 -22.01 -38.01 -52.01 -31.07 1.867 -73.08 -85.09 -72.02 -86.02 -102
0.65 -7.068 -7.068 -35.08 -34.01 -33.07 -41.08 -36.01 -48.01 -60.01 -35.08 -10 -79.09 -89.09 -58.01 -85.09 -98.02
0.655 -19.07 -17.07 -57.08 -55.08 -45.08 -51.08 -49.08 -59.08 -71.08 -43.08 -19.07 -81.09 -83.09 -33.07 -65.08 -79.09
0.66 -29.07 -29.07 -69.08 -67.08 -53.08 -55.08 -57.08 -60.01 -72.02 -47.08 -20 -72.02 -66.02 -6.001 -39.08 -54.01
0.665 -37.08 -41.08 -71.08 -71.08 -55.08 -53.08 -55.08 -64.02 -70.02 -45.08 -18 -62.02 -46.01 4.935 -14 -32.01
0.67 -39.08 -49.08 -67.08 -69.08 -51.08 -47.08 -51.08 -61.08 -61.08 -35.08 -15.07 -47.08 -25.07 9.869 -2 -15.07
0.675 -37.08 -51.08 -55.08 -61.08 -43.08 -37.08 -41.08 -53.08 -49.08 -21.07 -6.001 -30.01 -4.001 13.87 10.94 0.9336
0.68 -27.07 -45.08 -43.08 -49.08 -33.07 -27.07 -33.07 -41.08 -35.08 -9.069 0 -14 10.94 21.87 22.94 17.87
0.685 -13.07 -33.07 -31.07 -35.08 -21.07 -17.07 -21.07 -27.07 -21.07 -2 13.87 0 29.87 33.87 35.88 41.88
0.69 -1.067 -19.07 -19.07 -21.07 -9.069 -5.068 -11.07 -9.069 -7.068 1.867 25.87 19.87 51.88 45.88 52.95 59.88
0.695 3.868 -7.068 -11.07 -11.07 -2 0 -1.067 -2 0 3.868 31.87 37.88 67.88 43.88 61.88 67.88
0.7 9.869 -1.067 -5.068 -3.067 5.868 5.868 -2 5.868 9.869 5.868 31.87 45.88 75.89 27.87 59.88 59.88
0.705 13.87 2.934 -2 -2 13.87 11.87 0 11.87 15.87 5.868 23.87 43.88 67.88 3.868 41.88 35.88
0.71 17.87 2.934 5.868 3.868 19.87 15.87 -2 11.87 17.87 7.869 17.87 33.87 47.88 -15.07 13.87 7.869
0.715 21.87 0.9336 13.87 13.87 23.87 17.87 -1.067 13.87 19.87 5.868 9.869 19.87 23.87 -25.07 -11.07 -11.07
0.72 27.87 0.9336 19.87 21.87 27.87 21.87 -5.068 11.87 19.87 3.868 3.868 5.868 5.868 -21.07 -31.07 -23.07
0.725 31.87 4.935 25.87 27.87 29.87 25.87 -9.069 9.869 19.87 1.867 -1.067 0.9336 0.9336 -7.068 -37.08 -23.07
