    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1 211.1
0.625 11.96 -25.05 -27.01 -13.09 -9.071 49.99 -31.03 -35.05 0.9277 20 -35.05 -25.05 9.999 37.93 -9.071 15.98
0.63 10.93 -17.01 -24.02 -15.05 -7.009 52.98 -30.1 -35.05 -1.031 24.94 -27.01 -21.03 16.9 44.94 -10.1 31.95
0.635 11.96 -9.071 -23.09 -11.03 -3.092 52.98 -33.09 -34.02 0.9277 25.98 -18.04 -15.05 20.92 44.94 -10.1 42.98
0.64 13.92 -3.092 -21.03 -13.09 -3.092 49.99 -41.02 -29.07 0 25.98 -7.009 -15.05 25.98 37.93 -7.009 53.91
0.645 20 2.989 -19.07 -10.1 -2.062 46.9 -41.02 -21.03 3.917 25.98 0 -10.1 32.98 31.95 -3.092 58.96
0.65 23.91 2.989 -18.04 -8.04 0 46.9 -37 -13.09 7.937 23.91 0.9277 -10.1 36.9 28.96 0 62.98
0.655 31.95 0.9277 -17.01 -7.009 0 51.95 -27.01 -7.009 13.92 23.91 3.917 -11.03 37.93 31.95 1.958 59.99
0.66 45.97 2.989 -8.04 0 4.948 59.99 -14.02 0 17.94 23.91 10.93 -8.04 33.91 36.9 3.917 52.98
0.665 63.91 20.92 0.9277 6.906 16.9 63.91 1.958 2.989 21.96 21.96 15.98 -2.062 25.98 36.9 3.917 39.99
0.67 83.91 40.92 15.98 23.91 30 67.93 9.999 15.98 23.91 20 23.91 3.917 23.91 35.97 3.917 25.98
0.675 97.92 60.92 30.92 43.91 45.97 63.91 26.9 40.92 30 20 39.99 27.93 23.91 34.94 15.98 20
0.68 99.99 68.96 38.96 59.99 57.93 57.93 36.9 64.94 35.97 21.96 51.95 53.91 33.91 38.96 33.91 21.96
0.685 87.93 60.92 30 65.97 63.91 53.91 41.95 77.93 45.97 25.98 65.97 75.97 45.97 43.91 53.91 25.98
0.69 69.99 44.94 17.94 57.93 63.91 49.99 40.92 75.97 51.95 27.93 63.91 83.91 51.95 47.93 65.97 25.98
0.695 57.93 32.98 7.937 43.91 55.97 47.93 27.93 59.99 53.91 27.93 49.99 73.91 49.99 45.97 65.97 17.94
0.7 55.97 34.94 7.937 31.95 49.99 45.97 13.92 37.93 51.95 25.98 30 51.95 39.99 39.99 57.93 3.917
0.705 63.91 48.96 17.94 27.93 47.93 37.93 3.917 20 45.97 21.96 11.96 30 31.95 33.91 45.97 0.9277
0.71 73.91 68.96 33.91 35.97 49.99 25.98 1.958 13.92 41.95 20 3.917 20 30 31.95 35.97 0.9277
0.715 79.99 87 53.91 49.99 51.95 11.96 9.999 21.96 39.99 15.98 7.937 20 33.91 31.95 33.91 5.979
0.72 75.97 97 65.97 59.99 51.95 1.958 23.91 33.91 39.99 11.96 15.98 27.93 43.91 31.95 35.97 20
0.725 65.97 97 69.99 59.99 45.97 0.9277 35.97 43.91 45.97 5.979 20 35.97 49.99 25.98 39.99 35.97
0.73 53.91 88.96 67.93 51.95 37.93 -5.051 41.95 41.95 49.99 -2.062 20 33.91 51.95 11.96 41.95 47.93
0.735 41.95 78.96 63.91 41.95 30 -13.09 37.93 33.91 47.93 -9.071 13.92 25.98 45.97 -5.051 33.91 51.95
0.74 30 70.92 63.91 35.97 25.98 -29.07 30 25.98 41.95 -21.03 5.979 13.92 33.91 -25.05 20 49.99
0.745 17.94 68.96 71.95 41.95 21.96 -49.06 25.98 20 27.93 -35.05 0 1.958 20 -41.02 -2.062 37.93
0.75 3.917 70.92 83.91 51.95 21.96 -67 30 21.96 9.999 -47 -2.062 0.9277 1.958 -45.04 -17.01 17.94
0.755 -3.092 77 95.97 61.95 20 -77.1 39.99 25.98 0.9277 -59.06 1.958 -3.092 -13.09 -43.09 -29.07 -1.031
0.76 -11.03 74.94 97.92 63.91 17.94 -81.02 47.93 27.93 -9.071 -67 7.937 -3.092 -31.03 -37 -27.01 -21.03
0.765 -19.07 68.96 91.95 55.97 9.999 -79.06 47.93 30 -15.05 -71.02 15.98 -1.031 -43.09 -33.09 -15.05 -29.07
0.77 -27.01 54.94 75.97 45.97 -2.062 -79.06 41.95 25.98 -19.07 -71.02 25.98 0.9277 -47 -33.09 -1.031 -25.05
