    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1 190.1
0.625 -1.021 0 1.949 13.92 -1.021 6.961 7.982 5.94 30.91 27.94 32.95 38.98 38.98 35.92 -15.04 24.97
0.63 2.97 3.991 5.94 22 3.991 15.96 17.91 22 49.94 31.93 39.91 49.94 59.96 55.97 -9.003 29.98
0.635 4.919 5.94 6.961 22 11.97 20.98 19.96 27.94 54.95 26.92 38.98 50.96 66.92 67.94 -5.012 32.95
0.64 0.9282 -1.021 -1.021 15.96 7.982 16.99 13.92 23.95 47.99 18.94 27.94 40.93 62.93 65.99 -2.042 28.96
0.645 -3.063 -3.063 -7.054 7.982 3.991 5.94 3.991 15.96 33.97 9.932 15.96 29.98 53.93 57.92 -1.021 23.95
0.65 -5.012 -9.003 -12.07 -2.042 1.949 3.991 0 7.982 19.96 6.961 8.911 23.95 41.95 47.99 1.949 23.95
0.655 -5.012 -12.07 -16.06 -3.063 1.949 0 1.949 5.94 10.95 7.982 6.961 17.91 32.95 37.96 0.9282 22
0.66 -7.054 -13.09 -17.08 -7.054 0.9282 3.991 3.991 3.991 5.94 3.991 3.991 15.96 27.94 29.98 3.991 23.95
0.665 -9.003 -10.02 -15.04 -6.033 1.949 4.919 4.919 6.961 3.991 -1.021 0.9282 12.99 27.94 22.93 8.911 23.95
0.67 -11.05 -10.02 -12.07 -4.084 -1.021 0.9282 2.97 4.919 2.97 -15.04 -7.054 2.97 19.96 17.91 5.94 24.97
0.675 -13.09 -10.02 -9.003 0 -13.09 -2.042 1.949 2.97 0.9282 -29.05 -18.01 -4.084 11.97 11.97 1.949 19.96
0.68 -15.04 -8.075 -6.033 0.9282 -19.03 -8.075 0 2.97 -1.021 -37.03 -31 -16.06 1.949 3.991 -7.054 12.99
0.685 -11.05 -4.084 -3.063 2.97 -23.02 -8.075 -1.021 2.97 -1.021 -41.03 -36.01 -22.09 -15.04 -4.084 -18.01 3.991
0.69 -3.063 -2.042 0 1.949 -19.03 -5.012 3.991 5.94 -3.063 -37.03 -37.03 -29.05 -33.04 -15.04 -33.04 -3.063
0.695 0.9282 2.97 6.961 3.991 -8.075 1.949 11.97 7.982 -8.075 -27.01 -32.02 -27.01 -46.04 -27.01 -48.08 -19.03
0.7 10.95 5.94 10.95 5.94 0.9282 15.96 17.91 9.932 -11.05 -14.02 -18.01 -19.03 -55.04 -37.03 -55.04 -31
0.705 18.94 13.92 17.91 11.97 15.96 27.94 27.94 13.92 -5.012 0 0.9282 -7.054 -51.05 -39.08 -59.03 -45.02
0.71 34.99 30.91 32.95 23.95 29.98 44.92 41.95 23.95 3.991 24.97 22 10.95 -30.07 -29.05 -50.03 -52.07
0.715 53 49.94 48.92 37.96 45.95 66.92 61.91 44 26.92 46.97 48.92 40.93 0 -5.012 -37.03 -52.07
0.72 76.95 75.93 65.99 51.98 67.94 91.98 89.94 69.99 51.98 69.99 77.97 67.94 33.97 19.96 -11.05 -49.01
0.725 94.95 95.97 79.92 63.95 87.99 117 114 95.97 76.95 95.97 102.9 98.94 72.96 53.93 7.982 -38.06
0.73 102.9 105 85.95 71.93 106 132.9 129.9 114 88.92 111.9 119 117 102.9 81.96 30.91 -24.04
0.735 102.9 101.9 83.91 73.98 115.9 140 129.9 122 95.97 119.9 123.9 126 119.9 99.97 45.95 -11.05
0.74 90.96 94.95 75.93 71.93 111.9 132 115.9 118 92.91 119 117 123.9 123 107.9 55.97 0
0.745 76.95 78.99 63.95 65.99 97.92 115.9 97.92 106 85.95 101 97 110 114 104 60.98 13.92
0.75 56.99 61.91 45.95 53.93 73.98 91.98 75.93 85.95 69.99 69.99 65.99 85.95 91.98 89.94 51.98 23.95
0.755 38.98 40.93 25.99 35.92 47.99 65.99 51.98 57.92 45.95 34.99 31.93 53.93 57.92 63.95 45.95 27.94
0.76 20.98 18.94 5.94 13.92 22 39.91 27.94 27.94 15.96 2.97 3.991 22 19.96 29.98 30.91 25.99
0.765 6.961 -2.042 -9.003 -3.063 5.94 15.96 5.94 -2.042 -9.003 -11.05 -11.05 0.9282 -13.09 -1.021 17.91 22
0.77 0.9282 -11.05 -23.02 -23.02 0.9282 -2.042 -9.003 -23.02 -35.09 -17.08 -19.03 -15.04 -39.08 -31 5.94 15.96
0.775 -5.012 -19.03 -29.05 -37.03 -5.012 -9.003 -23.02 -39.08 -49.01 -13.09 -19.03 -25.06 -53.09 -49.01 1.949 9.932
0.78 -9.003 -21.07 -31 -41.03 -5.012 -13.09 -31 -45.02 -49.01 -9.003 -19.03 -31 -55.04 -53.09 0 11.97
0.785 -11.05 -23.02 -29.05 -41.03 -9.003 -15.04 -33.04 -45.02 -43.07 -7.054 -17.08 -37.03 -51.05 -47.06 4.919 15.96
0.79 -13.09 -27.01 -29.05 -39.08 -13.09 -17.08 -33.04 -43.07 -37.03 -13.09 -21.07 -45.02 -49.01 -37.03 8.911 22
0.795 -15.04 -31 -29.05 -35.09 -19.03 -23.02 -35.09 -41.03 -31 -21.07 -29.05 -53.09 -51.05 -29.05 11.97 23.95
0.8 -17.08 -37.03 -31 -31 -23.02 -29.05 -37.03 -41.03 -31 -31 -37.03 -59.03 -55.04 -29.05 13.92 22
0.805 -19.03 -41.03 -33.04 -29.05 -25.06 -35.09 -43.07 -43.07 -35.09 -35.09 -41.03 -59.03 -57.08 -33.04 15.96 15.96
0.81 -23.02 -41.03 -33.04 -29.05 -25.06 -37.03 -43.07 -45.02 -35.09 -37.03 -43.07 -49.01 -53.09 -39.08 11.97 8.911
0.815 -23.02 -37.03 -29.05 -25.06 -21.07 -35.09 -39.08 -41.03 -35.09 -33.04 -37.03 -35.09 -41.03 -41.03 1.949 -2.042
0.82 -21.07 -26.08 -19.03 -19.03 -14.02 -27.01 -27.01 -31 -29.05 -25.06 -25.06 -19.03 -27.01 -37.03 -4.084 -4.084
0.825 -9.003 -14.02 -3.063 -7.054 -2.042 -11.05 -4.084 -15.04 -19.03 -12.07 -9.003 -3.063 -13.09 -31 -22.09 -12.07
0.83 6.961 0 9.932 3.991 5.94 1.949 11.97 -2.042 -7.054 -1.021 0 1.949 -3.063 -21.07 -45.02 -19.03
0.835 28.96 22 26.92 20.98 22.93 24.97 32.95 16.99 2.97 8.911 10.95 8.911 0.9282 -8.075 -60.05 -27.01
0.84 44.92 37.96 36.94 32.95 37.96 38.98 42.98 28.96 12.99 20.98 14.94 12.99 8.911 1.949 -67.02 -31
0.845 48.92 41.95 39.91 35.92 41.95 45.95 45.95 35.92 19.96 25.99 15.96 13.92 17.91 7.982 -59.03 -29.05
0.85 44.92 40.93 38.98 32.95 40.93 44.92 42.98 36.94 24.97 24.97 16.99 18.94 30.91 20.98 -41.03 -20.05
0.855 32.95 32.95 32.95 28.96 30.91 39.91 35.92 34.99 32.95 23.95 18.94 24.97 40.93 34.99 -12.07 -4.084
0.86 22.93 22 23.95 23.95 22 27.94 27.94 29.98 33.97 22 23.95 29.98 49.94 45.95 15.96 7.982
0.865 12.99 9.932 17.91 22 15.96 19.96 17.91 25.99 39.91 23.95 31.93 35.92 55.97 50.96 49.94 23.95
0.87 2.97 -1.021 5.94 17.91 12.99 11.97 10.95 15.96 35.92 30.91 37.96 39.91 53.93 49.94 70.91 38.98
0.875 -7.054 -7.054 -5.012 7.982 7.982 3.991 0.9282 7.982 27.94 31.93 35.92 35.92 44 39.91 81.96 41.95
0.88 -19.03 -20.05 -14.02 0.9282 1.949 -4.084 -9.003 1.949 14.94 23.95 26.92 26.92 28.96 25.99 78.99 38.98
0.885 -35.09 -32.02 -26.08 -10.02 -17.08 -19.03 -24.04 -13.09 1.949 2.97 3.991 8.911 6.961 6.961 61.91 30.91
0.89 -45.02 -43.07 -39.08 -27.01 -35.09 -33.04 -41.03 -35.09 -23.02 -19.03 -19.03 -15.04 -17.08 -11.05 31.93 17.91
0.895 -53.09 -50.03 -48.08 -42.05 -53.09 -49.01 -56.06 -56.06 -41.03 -42.05 -46.04 -44.09 -44.09 -33.04 3.991 10.95
0.9 -53.09 -60.05 -57.08 -57.08 -59.03 -61.07 -72.03 -76.02 -56.06 -60.05 -68.04 -71.01 -65.07 -47.06 -10.02 6.961
0.905 -57.08 -67.02 -67.02 -67.02 -63.02 -69.06 -83.07 -89.01 -63.02 -71.01 -79.08 -81.03 -73.05 -55.04 -19.03 9.932
0.91 -59.03 -72.03 -71.01 -68.04 -62 -76.02 -86.04 -91.06 -58.01 -68.04 -81.03 -80.01 -68.04 -48.08 -14.02 14.94
0.915 -61.07 -75.09 -71.01 -69.06 -62 -79.08 -86.04 -84 -51.05 -66.09 -74.07 -67.02 -54.02 -40 -8.075 18.94
0.92 -63.02 -76.02 -61.07 -55.04 -64.04 -80.01 -80.01 -74.07 -45.02 -60.05 -64.04 -56.06 -37.03 -27.01 1.949 17.91
