    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1 126.1
0.625 0.9849 -4.001 -10.03 0 11.94 35.95 -3.016 7.94 -3.016 3.939 16.99 9.972 5.971 2.955 36.99 12.99
0.63 -3.016 -11.02 -22.04 -6.032 -2.031 24.99 -11.02 -2.031 -16 -4.001 -1.046 0 -6.032 -22.04 8.987 -2.031
0.635 -11.02 -10.03 -24.01 -7.017 0 2.955 -20 -7.017 -21.05 -8.002 0 0.9849 -9.048 -29.05 -8.002 -6.032
0.64 -7.017 3.939 -6.032 4.986 0 -10.03 -15.02 -2.031 -10.03 0 12.99 5.971 2.955 -6.032 1.97 4.986
0.645 0.9849 20.99 16.99 27.95 7.94 -13.05 -5.047 7.94 5.971 3.939 24.99 11.94 19.94 28.99 26.96 18.96
0.65 8.987 19.94 28.99 39.95 0 -13.05 -4.001 11.94 11.94 -4.001 7.94 0 12.99 33.98 31.95 15.94
0.655 0.9849 4.986 14.96 25.98 -19.02 -24.01 -23.02 -1.046 0.9849 -23.02 -12 -23.02 -6.032 2.955 -1.046 -8.002
0.66 -17.05 -1.046 0.9849 3.939 -35.02 -38.04 -36.01 -23.02 -24.01 -34.04 -27.02 -37.06 -24.01 -26.04 -27.02 -27.02
0.665 -13.05 -1.046 0.9849 0.9849 -35.02 -40.01 -33.05 -25.05 -27.02 -16 -16 -25.05 -20 -30.04 -22.04 -16
0.67 4.986 13.97 6.956 4.986 -10.03 -20 -16 -14.03 -13.05 1.97 2.955 0 -3.016 -9.048 6.956 1.97
0.675 20.99 18.96 7.94 11.94 3.939 0 -3.016 0 -1.046 8.987 10.96 7.94 2.955 0 20.99 0.9849
0.68 10.96 11.94 2.955 8.987 6.956 13.97 -2.031 1.97 0 0.9849 6.956 3.939 2.955 -9.048 7.94 -10.03
