    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2
0.625 -7.054 24.87 0 -7.054 -5.114 15.87 -40.03 8.994 34.92 2.998 -27.16 0 15.87 27.86 18.87 25.92
0.63 9.876 23.98 -15.17 -3.174 1.94 21.87 -51.14 19.93 45.85 3.88 -23.1 -3.174 15.87 11.99 26.98 25.92
0.635 27.86 23.98 -20.1 4.938 21.87 20.99 -59.08 30.86 57.84 16.93 -10.05 -3.174 21.87 12.87 46.91 30.86
0.64 35.98 29.98 -19.05 6.878 36.86 13.93 -57.14 35.98 67.9 25.92 2.998 0 19.93 7.936 60.84 32.98
0.645 27.86 33.86 -7.054 1.94 33.86 3.88 -49.03 27.86 61.9 23.98 15.87 3.88 9.876 -1.058 58.9 31.92
0.65 11.99 38.97 8.994 0 19.93 -4.056 -34.04 19.93 50.97 10.93 20.99 2.998 0.8818 -6.172 46.91 28.92
0.655 -4.056 31.92 13.93 0 3.88 -11.11 -28.04 2.998 38.97 -8.112 14.99 -2.116 -12.17 -8.112 30.86 10.93
0.66 -17.11 19.93 3.88 0 -15.17 -21.16 -29.1 -13.05 23.98 -33.15 1.94 -19.05 -35.09 -24.16 6.878 -21.16
0.665 -14.11 5.996 -15.17 -2.116 -28.04 -28.04 -42.15 -29.1 9.876 -47.09 -13.05 -36.15 -61.02 -44.09 -13.05 -64.02
0.67 -4.056 -10.05 -37.03 -11.11 -27.16 -32.1 -60.14 -42.15 0 -44.09 -28.04 -50.09 -82.01 -49.03 -29.1 -88
0.675 7.936 -19.05 -51.14 -25.04 -7.054 -29.1 -75.13 -45.15 -9.17 -27.16 -37.03 -59.08 -87.12 -27.16 -35.09 -93.12
0.68 20.99 -15.17 -48.15 -34.04 16.93 -21.16 -75.13 -38.09 -12.17 -3.174 -29.1 -57.14 -77.07 0 -33.15 -73.01
0.685 25.92 -6.172 -40.03 -33.15 26.98 -7.054 -66.13 -20.1 -11.11 14.99 -20.1 -53.08 -62.08 16.93 -33.15 -44.09
0.69 19.93 -1.058 -33.15 -19.05 29.98 -1.058 -53.08 -7.054 -5.114 21.87 -15.17 -43.03 -41.09 32.98 -29.1 -19.05
0.695 9.876 0 -34.04 3.88 26.98 0 -43.03 0 11.99 21.87 -13.05 -32.1 -21.16 47.97 -11.11 -1.058
0.7 -4.056 -2.116 -40.03 17.99 13.93 -2.116 -43.03 -4.056 27.86 6.878 -20.1 -27.16 -16.05 44.97 0.8818 3.88
0.705 -12.17 -5.114 -41.09 22.93 -3.174 -10.05 -39.15 -16.05 31.92 -7.054 -31.04 -23.1 -31.04 29.98 10.93 0.8818
0.71 -12.17 -4.056 -40.03 13.93 -11.11 -18.16 -39.15 -28.04 31.92 -16.05 -40.03 -25.04 -42.15 26.98 8.994 5.996
0.715 -9.17 -2.116 -30.16 1.94 -6.172 -23.1 -31.04 -33.15 25.92 -15.17 -41.09 -38.09 -47.09 33.86 8.994 15.87
0.72 -9.17 -1.058 -19.05 -13.05 1.94 -25.04 -29.1 -29.1 11.99 -15.17 -37.03 -51.14 -45.15 36.86 -7.054 23.98
0.725 -7.054 -2.116 -8.112 -19.05 2.998 -21.16 -26.1 -24.16 3.88 -18.16 -30.16 -63.14 -42.15 32.98 -25.04 26.98
0.73 -8.112 0 -6.172 -20.1 -2.116 -15.17 -29.1 -22.04 -2.116 -19.05 -27.16 -63.14 -33.15 33.86 -39.15 27.86
0.735 -9.17 3.88 -13.05 -17.11 -7.054 -1.058 -35.09 -25.04 -1.058 -19.05 -35.09 -59.08 -25.04 38.97 -45.15 29.98
0.74 -2.116 10.93 -11.11 -9.17 -13.05 12.87 -36.15 -30.16 4.938 -22.04 -42.15 -48.15 -18.16 31.92 -37.03 32.98
0.745 10.93 17.99 -11.11 2.998 -12.17 24.87 -36.15 -29.1 9.876 -25.04 -47.09 -38.09 -13.05 16.93 -31.04 28.92
0.75 25.92 21.87 -7.054 9.876 -3.174 27.86 -35.09 -27.16 19.93 -23.1 -45.15 -33.15 -5.114 8.994 -25.04 19.93
0.755 38.97 17.99 -1.058 16.93 13.93 27.86 -34.04 -16.05 34.92 -12.17 -32.1 -30.16 10.93 16.93 -11.11 10.93
0.76 39.86 16.93 0 17.99 25.92 22.93 -28.04 -7.054 46.91 -2.116 -14.11 -28.04 18.87 20.99 -5.114 -6.172
0.765 33.86 23.98 1.94 15.87 25.92 15.87 -25.04 1.94 49.91 0 3.88 -23.1 11.99 19.93 -7.054 -25.04
0.77 27.86 35.98 5.996 20.99 18.87 17.99 -17.11 7.936 47.97 -3.174 8.994 -15.17 1.94 27.86 -13.05 -34.04
0.775 19.93 51.85 0.8818 24.87 13.93 20.99 -15.17 4.938 35.98 -16.05 2.998 -9.17 -5.114 36.86 -23.1 -38.09
0.78 11.99 55.9 -3.174 25.92 11.99 21.87 -19.05 -3.174 21.87 -35.09 -5.114 -13.05 -21.16 33.86 -41.09 -43.03
0.785 7.936 48.85 -7.054 23.98 3.88 17.99 -24.16 -14.11 10.93 -46.03 -11.11 -17.11 -35.09 25.92 -53.08 -49.03
0.79 1.94 26.98 -9.17 13.93 3.88 6.878 -28.04 -22.04 2.998 -43.03 -9.17 -21.16 -37.03 32.98 -53.08 -46.03
0.795 -3.174 0 -11.11 -1.058 3.88 -5.114 -31.04 -25.04 3.88 -25.04 -1.058 -21.16 -23.1 59.96 -37.03 -29.1
