    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1 233.1
0.625 48.94 41.89 39.95 35.97 43.94 35.97 37.9 39.95 51.9 49.97 57.94 67.95 61.92 45.99 120 95.95
0.63 54.98 51.9 51.9 47.92 49.97 46.9 49.97 50.99 58.96 53.95 60.9 71.94 64.99 51.9 107 78.99
0.635 54.98 56.91 56.91 57.94 54.98 53.95 54.98 58.96 60.9 55.89 62.95 72.96 59.99 51.9 89.92 53.95
0.64 56.91 61.92 61.92 63.97 59.99 55.89 61.92 61.92 63.97 61.92 63.97 71.94 55.89 51.9 69.89 27.89
0.645 62.95 64.99 65.9 66.93 66.93 60.9 66.93 68.98 63.97 65.9 65.9 67.95 50.99 51.9 51.9 6.943
0.65 64.99 62.95 65.9 65.9 69.89 66.93 66.93 68.98 61.92 61.92 56.91 61.92 40.98 50.99 22.99 -9.106
0.655 56.91 55.89 57.94 57.94 59.99 63.97 57.94 61.92 53.95 47.92 39.95 43.94 27.89 45.99 -3.073 -29.03
0.66 40.98 43.94 50.99 53.95 43.94 55.89 46.9 51.9 43.94 25.95 14.91 24.93 16.96 39.95 -35.06 -41.09
0.665 22.99 31.98 40.98 44.96 23.9 40.98 31.98 38.93 29.94 3.984 -2.049 6.943 10.93 31.98 -57.03 -41.09
0.67 2.959 17.98 29.94 37.9 1.935 23.9 17.98 27.89 21.97 -5.008 -11.04 -3.073 5.919 23.9 -65.11 -33.01
0.675 0.9106 9.903 24.93 32.9 -2.049 10.93 11.95 22.99 17.98 -7.057 -6.033 -6.033 6.943 18.89 -44.05 -14
0.68 -1.024 9.903 24.93 28.91 -1.024 3.984 14.91 21.97 17.98 -2.049 2.959 1.935 9.903 18.89 -12.07 3.984
0.685 8.992 11.95 23.9 25.95 5.919 3.984 17.98 21.97 17.98 9.903 23.9 3.984 15.94 17.98 17.98 25.95
0.69 18.89 11.95 23.9 25.95 17.98 10.93 19.92 22.99 17.98 23.9 37.9 13.89 17.98 22.99 48.94 48.94
0.695 18.89 9.903 21.97 25.95 22.99 11.95 17.98 21.97 17.98 25.95 41.89 21.97 21.97 26.98 68.98 64.99
0.7 16.96 7.968 19.92 23.9 21.97 13.89 13.89 19.92 19.92 23.9 43.94 29.94 31.98 29.94 77.97 81.95
0.705 14.91 3.984 17.98 24.93 18.89 19.92 14.91 23.9 21.97 19.92 43.94 35.97 39.95 33.92 85.94 98.91
0.71 10.93 1.935 15.94 24.93 16.96 18.89 16.96 24.93 23.9 13.89 41.89 37.9 45.99 37.9 85.94 104.9
0.715 10.93 3.984 15.94 21.97 11.95 15.94 15.94 23.9 25.95 13.89 41.89 33.92 45.99 35.97 83.89 99.94
0.72 10.93 5.919 13.89 20.94 11.95 16.96 14.91 20.94 21.97 13.89 39.95 27.89 37.9 29.94 79.91 79.91
0.725 10.93 5.919 11.95 17.98 13.89 16.96 13.89 16.96 15.94 13.89 35.97 19.92 17.98 15.94 65.9 55.89
0.73 8.992 3.984 7.968 11.95 13.89 11.95 7.968 7.968 5.919 9.903 23.9 5.919 0.9106 1.935 45.99 23.9
0.735 6.943 1.935 5.919 5.919 11.95 5.919 0 0 -1.024 3.984 9.903 -5.008 -19.01 -7.057 17.98 -9.106
0.74 0.9106 -1.024 3.984 0 3.984 0 -1.024 0 -8.082 -1.024 -1.024 -18.1 -32.1 -21.06 -6.033 -42
0.745 -3.073 -2.049 0.9106 -1.024 -1.024 -3.073 -6.033 -6.033 -14 -10.02 -12.07 -28 -40.07 -29.03 -34.03 -74.1
0.75 -11.04 -9.106 0.9106 -5.008 -13.09 -11.04 -13.09 -13.09 -19.01 -19.01 -21.06 -37.11 -43.03 -33.01 -57.03 -97.09
0.755 -17.07 -12.07 -2.049 -8.082 -23.11 -17.07 -14 -18.1 -19.01 -24.02 -24.02 -37.11 -41.09 -32.1 -72.05 -105.1
0.76 -1.024 7.968 14.91 3.984 -7.057 -2.049 -2.049 6.943 3.984 -5.008 0 -5.008 -2.049 -2.049 -21.06 -18.1
0.765 2.959 9.903 19.92 7.968 0.9106 0.9106 6.943 11.95 5.919 0.9106 2.959 1.935 8.992 0.9106 -7.057 -3.073
0.77 6.943 11.95 17.98 7.968 1.935 9.903 9.903 13.89 5.919 1.935 5.919 1.935 11.95 7.968 -2.049 3.984
0.775 6.943 13.89 10.93 3.984 2.959 11.95 8.992 8.992 1.935 3.984 3.984 5.919 14.91 12.98 5.919 13.89
0.78 0.9106 6.943 3.984 1.935 0 8.992 3.984 0 0 0.9106 -1.024 0.9106 7.968 8.992 8.992 23.9
0.785 -5.008 0.9106 -3.073 -11.04 -5.008 -2.049 -1.024 -5.008 -9.106 -7.057 -5.008 -5.008 0 0 7.968 29.94
0.79 -13.09 -3.073 -11.04 -19.01 -12.07 -6.033 -7.057 -13.09 -15.02 -9.106 -10.02 -13.09 -2.049 -2.049 9.903 35.97
0.795 -15.02 -8.082 -15.02 -25.04 -17.07 -14 -17.07 -18.1 -21.06 -12.07 -10.02 -18.1 -9.106 -5.008 12.98 35.97
0.8 -17.07 -11.04 -23.11 -27.09 -17.07 -19.01 -19.01 -23.11 -27.09 -11.04 -9.106 -23.11 -15.02 -13.09 11.95 29.94
0.805 -13.09 -14 -24.02 -31.07 -11.04 -18.1 -19.01 -25.04 -31.07 -9.106 -4.098 -23.11 -17.07 -18.1 8.992 20.94
0.81 -11.04 -15.02 -26.07 -32.1 -9.106 -18.1 -21.06 -28 -28 -8.082 -4.098 -19.01 -19.01 -20.03 0.9106 7.968
0.815 -13.09 -17.07 -25.04 -31.07 -9.106 -17.07 -23.11 -29.03 -25.04 -9.106 -5.008 -17.07 -19.01 -23.11 -3.073 -5.008
0.82 -13.09 -17.07 -19.01 -29.03 -9.106 -18.1 -22.08 -26.07 -19.01 -11.04 -10.02 -17.07 -21.06 -24.02 -13.09 -19.01
0.825 -17.07 -20.03 -19.01 -25.04 -13.09 -20.03 -24.02 -29.03 -22.08 -17.07 -21.06 -29.03 -27.09 -25.04 -27.09 -38.02
0.83 -19.01 -23.11 -20.03 -29.03 -20.03 -26.07 -29.03 -31.07 -28 -19.01 -34.03 -42 -40.07 -32.1 -43.03 -58.05
0.835 -21.06 -26.07 -27.09 -33.01 -23.11 -32.1 -34.03 -39.04 -36.08 -27.09 -41.09 -53.04 -53.04 -39.04 -61.01 -82.07
0.84 -23.11 -29.03 -35.06 -43.03 -25.04 -36.08 -40.07 -48.03 -47.01 -29.03 -48.03 -60.1 -69.09 -54.07 -79.11 -105.1
0.845 -25.04 -35.06 -49.06 -49.06 -29.03 -41.09 -49.06 -55.09 -57.03 -33.01 -49.06 -59.08 -79.11 -65.11 -93.11 -129.1
0.85 -25.04 -39.04 -54.07 -52.02 -29.03 -44.05 -51.11 -58.05 -56 -34.03 -44.05 -51.11 -75.01 -68.07 -94.02 -133.1
0.855 -25.04 -38.02 -52.02 -51.11 -25.04 -40.07 -49.06 -53.04 -49.06 -33.01 -36.08 -39.04 -63.06 -60.1 -82.07 -124.1
0.86 -27.09 -37.11 -45.07 -43.03 -27.09 -39.04 -45.07 -45.07 -41.09 -33.01 -31.07 -29.03 -47.01 -49.06 -63.06 -101.1
0.865 -25.04 -34.03 -37.11 -37.11 -29.03 -34.03 -37.11 -36.08 -33.01 -32.1 -28 -24.02 -27.09 -31.07 -42 -69.09
0.87 -27.09 -33.01 -35.06 -33.01 -28 -32.1 -31.07 -29.03 -27.09 -31.07 -28 -21.06 -16.05 -18.1 -29.03 -37.11
0.875 -29.03 -33.01 -29.03 -29.03 -31.07 -31.07 -27.09 -25.04 -23.11 -31.07 -27.09 -19.01 -7.057 -11.04 -21.06 -15.02
0.88 -25.04 -32.1 -25.04 -26.07 -29.03 -28 -23.11 -21.06 -18.1 -29.03 -26.07 -16.05 -1.024 -8.082 -20.03 0
0.885 -25.04 -31.07 -24.02 -23.11 -32.1 -23.11 -20.03 -18.1 -15.02 -25.04 -29.03 -19.01 0 -8.082 -25.04 5.919
0.89 -25.04 -33.01 -25.04 -23.11 -31.07 -21.06 -21.06 -17.07 -15.02 -27.09 -27.09 -27.09 -3.073 -11.04 -31.07 7.968
0.895 -21.06 -31.07 -23.11 -21.06 -31.07 -22.08 -20.03 -15.02 -17.07 -28 -28 -30.05 -10.02 -8.082 -37.11 11.95
0.9 -23.11 -31.07 -28 -23.11 -27.09 -26.07 -23.11 -16.05 -21.06 -31.07 -26.07 -35.06 -19.01 -12.07 -41.09 8.992
0.905 -29.03 -35.06 -33.01 -27.09 -29.03 -31.07 -27.09 -21.06 -29.03 -27.09 -23.11 -35.06 -25.04 -15.02 -45.07 3.984
0.91 -25.04 -33.01 -31.07 -26.07 -24.02 -31.07 -26.07 -21.06 -32.1 -22.08 -11.04 -25.04 -22.08 -17.07 -40.07 1.935
0.915 -17.07 -23.11 -23.11 -25.04 -18.1 -23.11 -18.1 -18.1 -25.04 -14 -3.073 -10.02 -21.06 -17.07 -34.03 -6.033
0.92 -7.057 -17.07 -13.09 -17.07 -9.106 -13.09 -9.106 -13.09 -17.07 -7.057 -2.049 -3.073 -15.02 -17.07 -25.04 -15.02
0.925 0.9106 -10.02 -8.082 -10.02 -4.098 -2.049 0.9106 -7.057 -10.02 -2.049 0.9106 -3.073 -13.09 -17.07 -18.1 -25.04
0.93 -1.024 -12.07 -10.02 -10.02 -2.049 -1.024 0 -5.008 -10.02 -4.098 -1.024 -7.057 -18.1 -17.07 -13.09 -33.01
0.935 -9.106 -21.06 -17.07 -15.02 -9.106 -1.024 -5.008 -11.04 -19.01 -9.106 -1.024 -13.09 -25.04 -21.06 -5.008 -41.09
0.94 -17.07 -28 -28 -24.02 -17.07 -10.02 -18.1 -22.08 -30.05 -15.02 -7.057 -16.05 -30.05 -29.03 -1.024 -40.07
0.945 -29.03 -39.04 -39.04 -36.08 -25.04 -21.06 -30.05 -36.08 -46.1 -23.11 -13.09 -22.08 -36.08 -39.04 -2.049 -42
0.95 -33.01 -43.03 -45.07 -47.01 -31.07 -31.07 -39.04 -47.01 -55.09 -29.03 -21.06 -25.04 -41.09 -47.01 -2.049 -45.07
