    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1 130.1
0.976563 11.94 29.98 23.94 15.94 23.94 19.94 -6.033 13.97 27.94 9.971 -4.001 23.94 17.97 1.969 23.94 13.97
0.984375 9.971 13.97 3.937 0 11.94 -14.04 -10.03 -4.001 25.97 7.938 5.97 29.98 39.95 13.97 27.94 27.94
0.992188 1.969 3.937 -8.002 -18.04 -2.032 -16 -6.033 -12 19.94 0 3.937 33.98 53.98 17.97 17.97 37.98
1 -2.032 11.94 -4.001 -8.002 7.938 7.938 -12 0 17.97 3.937 9.971 33.98 65.98 17.97 33.98 49.98
1.00781 -4.001 15.94 -4.001 3.937 -6.033 29.98 -18.04 5.97 5.97 5.97 7.938 15.94 51.95 13.97 43.95 39.95
1.01563 -8.002 9.971 -2.032 -2.032 -20 33.98 -22.04 0 -4.001 1.969 3.937 3.937 33.98 1.969 15.94 29.98
1.02344 -8.002 3.937 -2.032 -10.03 -6.033 17.97 -32.01 -10.03 -8.002 0 3.937 -8.002 15.94 -2.032 -2.032 15.94
1.03125 7.938 7.938 -2.032 -4.001 -4.001 15.94 -38.04 -6.033 -12 -2.032 -6.033 -20 -18.04 -2.032 -2.032 -4.001
1.03906 13.97 17.97 3.937 15.94 -4.001 25.97 -34.04 1.969 -24.01 -8.002 -18.04 -32.01 -50.04 -14.04 -18.04 -32.01
1.04688 5.97 15.94 5.97 13.97 0 15.94 -28.01 0 -20 -10.03 -20 -34.04 -64.02 -24.01 -28.01 -52.01
1.05469 -2.032 9.971 9.971 11.94 3.937 31.94 -24.01 13.97 -2.032 -4.001 -10.03 -14.04 -56.01 -22.04 -18.04 -48.01
1.0625 -4.001 13.97 17.97 35.95 13.97 63.95 -30.04 33.98 11.94 1.969 1.969 17.97 -36.01 -16 -8.002 -32.01
1.07031 -10.03 15.94 17.97 41.98 13.97 49.98 -40.01 31.94 9.971 1.969 9.971 31.94 -18.04 -10.03 9.971 -22.04
1.07813 -10.03 3.937 11.94 17.97 1.969 31.94 -48.01 19.94 7.938 -8.002 19.94 33.98 0 -6.033 25.97 -8.002
1.08594 -14.04 -20 1.969 1.969 -8.002 43.95 -44.01 15.94 7.938 -10.03 19.94 41.98 23.94 0 31.94 11.94
1.09375 -20 -30.04 -16 -8.002 -4.001 53.98 -24.01 17.97 17.97 0 11.94 57.98 43.95 13.97 41.98 33.98
1.10156 -14.04 -22.04 -20 5.97 25.97 45.98 -8.002 21.97 33.98 19.94 17.97 51.95 69.99 27.94 31.94 57.98
1.10938 1.969 -16 -10.03 17.97 35.95 25.97 -8.002 11.94 37.98 23.94 15.94 25.97 73.99 33.98 17.97 57.98
1.11719 5.97 -18.04 -22.04 5.97 11.94 0 -10.03 7.938 25.97 3.937 5.97 17.97 39.95 17.97 13.97 37.98
1.125 5.97 -16 -38.04 -4.001 7.938 -18.04 -4.001 1.969 13.97 -6.033 3.937 9.971 5.97 0 -4.001 13.97
1.13281 21.97 -14.04 -30.04 -2.032 19.94 -16 13.97 -8.002 5.97 1.969 -4.001 -12 -10.03 0 -24.01 -4.001
1.14063 23.94 0 -18.04 7.938 13.97 -8.002 13.97 -4.001 -4.001 0 -12 -28.01 -32.01 -4.001 -18.04 -22.04
1.14844 11.94 15.94 -14.04 11.94 19.94 -12 -8.002 -2.032 -12 -8.002 -4.001 -26.04 -38.04 -12 -12 -22.04
1.15625 27.94 21.97 -18.04 7.938 35.95 -20 -6.033 -10.03 5.97 0 0 -16 -22.04 -6.033 -6.033 -18.04
1.16406 37.98 21.97 -20 11.94 35.95 -16 1.969 -4.001 17.97 9.971 1.969 1.969 -6.033 -4.001 11.94 -16
1.17188 21.97 9.971 -8.002 15.94 19.94 1.969 -2.032 3.937 15.94 9.971 3.937 9.971 15.94 0 9.971 -8.002
1.17969 7.938 -8.002 -6.033 1.969 9.971 13.97 9.971 3.937 19.94 15.94 -8.002 7.938 33.98 13.97 -2.032 9.971
1.1875 -6.033 -12 -26.04 -14.04 0 -24.01 5.97 -12 9.971 9.971 -8.002 0 31.94 11.94 -2.032 15.94
1.19531 -10.03 -2.032 -28.01 -6.033 -16 -30.04 -20 -18.04 -16 -8.002 3.937 -10.03 9.971 -2.032 -2.032 5.97
1.20313 -8.002 5.97 -12 -2.032 -20 11.94 -24.01 -8.002 -30.04 -16 0 -12 -14.04 -8.002 -8.002 -6.033
1.21094 -8.002 -8.002 -16 -20 -24.01 -2.032 -22.04 -12 -38.04 -22.04 -6.033 -18.04 -34.04 -8.002 -12 -10.03
1.21875 -8.002 -6.033 -20 -18.04 -32.01 -24.01 -16 -14.04 -46.04 -30.04 1.969 -14.04 -52.01 -12 -14.04 -24.01
1.22656 -8.002 15.94 -14.04 5.97 -24.01 0 -6.033 -4.001 -42.04 -24.01 -2.032 -8.002 -58.05 -14.04 -12 -36.01
1.23438 -6.033 5.97 -10.03 7.938 -16 -4.001 -8.002 -6.033 -30.04 -18.04 -6.033 -10.03 -44.01 -8.002 -8.002 -26.04
1.24219 5.97 -16 -8.002 1.969 -10.03 -12 3.937 -4.001 -14.04 -10.03 -8.002 -8.002 -24.01 -6.033 -6.033 -20
1.25 11.94 -10.03 -2.032 3.937 0 11.94 17.97 0 3.937 11.94 -14.04 -8.002 -8.002 -6.033 -8.002 -16
1.25781 -2.032 -8.002 -6.033 -6.033 -12 7.938 5.97 -6.033 -2.032 3.937 -18.04 -12 -8.002 -8.002 -12 -10.03
1.26563 -4.001 -22.04 -28.01 -16 -20 -20 -4.001 -4.001 -4.001 -10.03 -18.04 -14.04 -10.03 -8.002 -16 -10.03
1.27344 9.971 -30.04 -44.01 -24.01 3.937 -28.01 7.938 -10.03 -4.001 1.969 -18.04 -26.04 7.938 -2.032 -18.04 -6.033
1.28125 7.938 -12 -32.01 -14.04 3.937 -6.033 5.97 -10.03 -8.002 0 -8.002 -16 15.94 -4.001 -4.001 13.97
1.28906 -2.032 -8.002 -32.01 -18.04 -22.04 -8.002 -6.033 -8.002 -8.002 -12 1.969 -2.032 13.97 -4.001 13.97 17.97
1.29688 -2.032 -30.04 -46.04 -48.01 -24.01 -40.01 -14.04 -24.01 -12 -8.002 -6.033 -14.04 7.938 5.97 9.971 17.97
1.30469 0 -28.01 -48.01 -44.01 -12 -34.04 -10.03 -24.01 -16 -4.001 -16 -24.01 -2.032 5.97 0 15.94
1.3125 9.971 -12 -50.04 -28.01 0 -24.01 -2.032 -20 -10.03 1.969 -6.033 -24.01 -8.002 5.97 -6.033 5.97
1.32031 23.94 -6.033 -42.04 -22.04 7.938 -18.04 3.937 -24.01 -2.032 5.97 -12 -34.04 -8.002 5.97 -10.03 -6.033
1.32813 17.97 1.969 -30.04 -10.03 17.97 -2.032 13.97 -4.001 17.97 13.97 -6.033 -24.01 5.97 7.938 1.969 9.971
1.33594 9.971 1.969 -24.01 -6.033 25.97 13.97 21.97 5.97 45.98 35.95 15.94 0 43.95 23.94 5.97 37.98
1.34375 11.94 21.97 -8.002 25.97 33.98 39.95 -6.033 27.94 47.95 31.94 21.97 33.98 37.98 23.94 1.969 23.94
1.35156 5.97 29.98 5.97 41.98 17.97 31.94 -16 33.98 21.97 15.94 19.94 41.98 19.94 11.94 3.937 5.97
1.35938 -6.033 -12 3.937 -8.002 -8.002 -32.01 15.94 -2.032 11.94 1.969 17.97 17.97 45.98 17.97 15.94 35.95
1.36719 -2.032 -34.04 3.937 -14.04 -8.002 -26.04 27.94 -4.001 11.94 1.969 9.971 25.97 59.95 17.97 27.94 55.95
1.375 5.97 -8.002 21.97 21.97 11.94 9.971 11.94 21.97 15.94 15.94 11.94 37.98 31.94 5.97 27.94 39.95
1.38281 0 3.937 27.94 25.97 15.94 -12 -6.033 15.94 9.971 5.97 13.97 15.94 -6.033 0 11.94 5.97
1.39063 3.937 3.937 19.94 15.94 9.971 -40.01 -8.002 3.937 -10.03 -12 1.969 -10.03 -34.04 -12 0 -22.04
1.39844 17.97 -8.002 9.971 3.937 11.94 -54.04 31.94 0 -10.03 -6.033 -6.033 -26.04 -34.04 -20 -8.002 -28.01
1.40625 11.94 -6.033 19.94 9.971 11.94 -36.01 41.98 1.969 1.969 3.937 1.969 -26.04 -28.01 -16 -8.002 -26.04
1.41406 3.937 9.971 29.98 37.98 19.94 1.969 17.97 9.971 1.969 9.971 11.94 -14.04 -26.04 -16 -6.033 -22.04
1.42188 3.937 1.969 27.94 17.97 17.97 -4.001 15.94 -2.032 -4.001 13.97 0 -26.04 -18.04 -6.033 -20 -18.04
1.42969 -8.002 0 13.97 -16 -8.002 -26.04 3.937 -20 -20 -2.032 -8.002 -34.04 -18.04 -10.03 -20 -18.04
1.4375 -16 3.937 7.938 -20 -22.04 -24.01 -2.032 -18.04 -26.04 -8.002 3.937 -16 -12 -6.033 0 -6.033
1.44531 -16 -10.03 0 -22.04 -24.01 -32.01 17.97 -12 -20 -2.032 13.97 0 3.937 -2.032 1.969 5.97
1.45313 -24.01 -18.04 -12 -14.04 -36.01 -40.01 11.94 -10.03 -26.04 -14.04 9.971 -4.001 -6.033 -12 3.937 -10.03
1.46094 -24.01 -8.002 -10.03 -16 -38.04 -36.01 5.97 -14.04 -38.04 -24.01 -2.032 -10.03 -28.01 -18.04 5.97 -20
1.46875 -28.01 -8.002 3.937 -22.04 -36.01 -32.01 7.938 -20 -54.04 -22.04 -8.002 -20 -36.01 -14.04 -2.032 -20
1.47656 -30.04 -18.04 1.969 -26.04 -30.04 -22.04 9.971 -20 -44.01 -12 -10.03 -22.04 -28.01 -14.04 -2.032 -20
1.48438 -18.04 -36.01 -10.03 -34.04 -24.01 -26.04 13.97 -22.04 -32.01 -12 -18.04 -22.04 -12 -6.033 1.969 -2.032
1.49219 -6.033 -36.01 -14.04 -38.04 -16 -36.01 9.971 -26.04 -36.01 -20 -24.01 -28.01 -16 -6.033 -6.033 3.937
1.5 -8.002 -18.04 -2.032 -30.04 -14.04 -24.01 1.969 -24.01 -32.01 -18.04 -18.04 -34.04 -18.04 -6.033 -12 7.938
