    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2 361.2
0.625 0.8818 -7.054 3.88 5.996 13.93 0.8818 9.876 33.86 17.99 7.936 23.98 17.99 1.94 5.996 5.996 5.996
0.63 -5.114 -15.17 0.8818 -1.058 11.99 9.876 -7.054 23.98 19.93 28.92 47.97 29.98 9.876 34.92 34.92 24.87
0.635 -7.054 -19.05 0 -1.058 12.87 19.93 -19.05 11.99 26.98 32.98 61.9 39.86 15.87 60.84 46.91 40.91
0.64 -9.17 -15.17 1.94 -5.114 11.99 17.99 -25.04 1.94 27.86 15.87 57.84 35.98 15.87 67.9 41.97 41.97
0.645 -4.056 -5.114 2.998 -1.058 9.876 8.994 -21.16 0 21.87 -4.056 37.92 25.92 5.996 58.9 18.87 30.86
0.65 1.94 -1.058 2.998 0.8818 11.99 4.938 -7.054 1.94 9.876 -20.1 9.876 13.93 -3.174 38.97 -9.17 12.87
0.655 7.936 10.93 5.996 13.93 15.87 5.996 7.936 3.88 -2.116 -11.11 -9.17 7.936 -7.054 19.93 -29.1 1.94
0.66 20.99 22.93 16.93 30.86 30.86 16.93 27.86 18.87 0.8818 7.936 -19.05 11.99 -2.116 11.99 -31.04 5.996
0.665 30.86 32.98 24.87 40.91 40.91 26.98 39.86 32.98 14.99 37.92 -13.05 19.93 13.93 17.99 -15.17 21.87
0.67 29.98 34.92 25.92 33.86 43.91 27.86 35.98 35.98 29.98 55.9 -2.116 27.86 31.92 27.86 3.88 37.92
0.675 17.99 22.93 18.87 14.99 38.97 17.99 17.99 27.86 38.97 51.85 13.93 31.92 41.97 37.92 23.98 43.91
0.68 5.996 8.994 3.88 -1.058 22.93 9.876 -5.114 11.99 34.92 35.98 25.92 27.86 41.97 41.97 31.92 37.92
0.685 -2.116 -1.058 -1.058 -17.11 11.99 7.936 -23.1 0.8818 25.92 21.87 29.98 25.92 33.86 43.91 29.98 25.92
0.69 0 0.8818 -3.174 -17.11 11.99 11.99 -25.04 -5.114 17.99 15.87 29.98 23.98 27.86 39.86 23.98 15.87
0.695 7.936 4.938 1.94 -7.054 17.99 17.99 -5.114 -2.116 15.87 17.99 23.98 27.86 23.98 35.98 17.99 13.93
0.7 19.93 16.93 17.99 1.94 27.86 17.99 19.93 13.93 19.93 21.87 17.99 31.92 23.98 29.98 13.93 17.99
0.705 27.86 28.92 33.86 15.87 35.98 9.876 43.91 27.86 23.98 19.93 17.99 35.98 25.92 23.98 11.99 19.93
0.71 27.86 32.98 41.97 21.87 33.86 -2.116 51.85 33.86 21.87 9.876 19.93 33.86 25.92 19.93 9.876 15.87
0.715 19.93 30.86 41.97 21.87 27.86 -5.114 41.97 31.92 17.99 0 23.98 25.92 25.92 19.93 7.936 5.996
0.72 7.936 22.93 35.98 19.93 19.93 -5.114 23.98 19.93 15.87 -2.116 29.98 17.99 27.86 21.87 3.88 0.8818
0.725 -1.058 12.87 23.98 11.99 11.99 -1.058 3.88 7.936 17.99 1.94 29.98 9.876 25.92 21.87 0 -3.174
0.73 -9.17 2.998 9.876 0 3.88 0 -5.114 0.8818 19.93 7.936 27.86 5.996 21.87 19.93 0.8818 -3.174
0.735 -13.05 -3.174 -2.116 -7.054 0.8818 0 -11.11 -9.17 15.87 1.94 23.98 1.94 11.99 15.87 -2.116 0.8818
0.74 -13.05 -13.05 -5.114 -17.11 -7.054 0.8818 -9.17 -21.16 1.94 -9.17 17.99 1.94 0.8818 9.876 1.94 0
0.745 -13.05 -21.16 -7.054 -23.1 -13.05 -3.174 -3.174 -27.16 -11.11 -25.04 11.99 3.88 -13.05 3.88 11.99 0
0.75 -13.05 -27.16 -3.174 -19.05 -15.17 -9.17 0 -27.16 -27.16 -27.16 5.996 7.936 -23.1 0 19.93 0
0.755 -13.05 -27.16 -2.116 -9.17 -9.17 -13.05 5.996 -17.11 -31.04 -15.17 3.88 11.99 -27.16 0.8818 23.98 1.94
0.76 -13.05 -19.05 5.996 -2.116 -1.058 -15.17 5.996 -1.058 -19.05 0.8818 0 13.93 -19.05 -2.116 21.87 5.996
0.765 -11.11 -7.054 9.876 3.88 3.88 -15.17 -2.116 3.88 -1.058 3.88 -2.116 13.93 -5.114 1.94 15.87 15.87
0.77 -5.114 -1.058 11.99 5.996 7.936 -11.11 -5.114 7.936 9.876 1.94 0.8818 13.93 7.936 9.876 11.99 23.98
0.775 0 6.878 11.99 1.94 9.876 -1.058 -11.11 3.88 19.93 -2.116 0.8818 15.87 25.92 13.93 13.93 29.98
0.78 5.996 4.938 9.876 -1.058 3.88 3.88 -5.114 0 23.98 5.996 -2.116 19.93 37.92 11.99 21.87 27.86
0.785 5.996 -1.058 7.936 -9.17 -2.116 9.876 0 0.8818 25.92 25.92 3.88 25.92 41.97 1.94 33.86 21.87
0.79 0.8818 -9.17 5.996 -19.05 -7.054 0 5.996 -1.058 21.87 41.97 7.936 25.92 31.92 -5.114 41.97 13.93
0.795 -13.05 -19.05 1.94 -27.16 -17.11 -15.17 1.94 -3.174 9.876 33.86 7.936 17.99 13.93 -9.17 41.97 7.936
0.8 -29.1 -27.16 -2.116 -31.04 -27.16 -37.03 -9.17 -11.11 -4.056 -2.116 3.88 5.996 -5.114 -2.116 31.92 8.994
0.805 -37.03 -27.16 -2.116 -33.15 -35.09 -49.03 -26.1 -23.1 -30.16 -45.15 0.8818 -1.058 -23.1 8.994 19.93 12.87
