    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1
0.625 0 -1.042 13.89 31.96 41.91 15.98 7.989 27.9 47.93 27.9 -29.06 15.98 31.96 7.989 0.9262 9.957
0.63 12.97 6.947 19.91 42.95 53.95 20.96 15.98 33.92 46.89 29.99 -20.03 16.9 40.99 11.93 9.957 16.9
0.635 30.91 28.94 28.94 53.95 62.98 22 30.91 40.99 40.99 29.99 -9.031 16.9 38.9 15.98 16.9 23.97
0.64 49.9 52.91 31.96 55.92 69.93 22 33.92 35.89 33.92 29.99 -2.084 11.93 29.99 13.89 15.98 25.93
0.645 60.9 56.96 24.89 50.94 70.97 20.96 26.98 27.9 28.94 29.99 2.894 9.957 18.99 13.89 9.957 23.97
0.65 51.98 42.95 8.915 27.9 60.9 19.91 11 19.91 26.98 26.98 0.9262 -1.042 9.957 12.97 1.968 22.92
0.655 25.93 12.97 -7.063 1.968 45.96 22 -1.042 13.89 31.96 27.9 0.9262 0.9262 3.936 13.89 0.9262 22
0.66 -1.042 -9.031 -13.08 -3.01 37.98 29.99 -7.063 18.99 37.98 31.96 0 0 11 22 2.894 27.9
0.665 -13.08 -11.11 -7.063 1.968 37.98 36.93 -1.042 30.91 47.93 39.94 2.894 11.93 23.97 35.89 11 35.89
0.67 -9.031 -1.042 1.968 17.95 41.91 37.98 5.905 45.96 53.95 39.94 15.98 23.97 35.89 47.93 22 39.94
0.675 1.968 16.9 18.99 38.9 46.89 36.93 16.9 52.91 52.91 36.93 25.93 30.91 49.9 52.91 26.98 42.95
0.68 11 26.98 22.92 42.95 42.95 28.94 18.99 46.89 46.89 26.98 27.9 26.98 50.94 50.94 24.89 34.97
0.685 5.905 12.97 11.93 23.97 23.97 19.91 9.957 33.92 33.92 15.98 17.95 15.98 45.96 41.91 17.95 22
0.69 0 -3.01 -1.042 0 6.947 18.99 0.9262 19.91 26.98 14.94 5.905 2.894 42.95 36.93 11.93 11
0.695 -8.105 -25.01 -8.105 -23.04 -1.042 22 -2.084 11.93 26.98 18.99 0.9262 1.968 36.93 33 9.957 4.979
0.7 0.9262 -25.01 -3.01 -29.06 1.968 33.92 -1.042 15.98 29.99 29.99 0.9262 -2.084 33.92 35.89 11.93 3.936
0.705 16.9 -7.063 5.905 -17.02 17.95 39.94 3.936 27.9 37.98 37.98 1.968 7.989 34.97 39.94 19.91 5.905
0.71 33.92 12.97 15.98 -1.042 29.99 39.94 13.89 33.92 41.91 37.98 7.989 17.95 31.96 41.91 25.93 9.957
0.715 31.96 22.92 13.89 3.936 31.96 33.92 15.98 29.99 37.98 31.96 7.989 17.95 25.93 33.92 29.99 11.93
0.72 9.957 12.97 -2.084 -2.084 23.97 23.97 7.989 15.98 25.93 23.97 0 7.989 13.89 19.91 23.97 5.905
0.725 -11.11 -5.094 -21.07 -11.11 11.93 17.95 -5.094 -2.084 11.93 17.95 -9.031 -3.01 3.936 5.905 11.93 -2.084
0.73 -23.04 -23.04 -43.07 -25.01 3.936 19.91 -21.07 -5.094 5.905 22 -21.07 -9.031 1.968 -2.084 0 -5.094
0.735 -15.05 -25.01 -51.06 -31.03 7.989 23.97 -33.11 -3.01 7.989 27.9 -27.09 -5.094 9.957 0 -3.01 -5.094
0.74 -2.084 -15.05 -47.01 -29.06 11.93 25.93 -31.03 3.936 11.93 35.89 -23.04 5.905 25.93 5.905 -1.042 0.9262
0.745 9.957 -3.01 -35.08 -25.01 13.89 25.93 -23.04 15.98 15.98 37.98 -17.02 23.97 39.94 13.89 0 5.905
0.75 5.905 -1.042 -21.07 -27.09 5.905 19.91 -13.08 22 13.89 35.89 -17.02 33.92 44 17.95 1.968 13.89
0.755 -5.094 -13.08 -13.08 -33.11 -1.042 13.89 -7.063 15.98 9.957 31.96 -21.07 29.99 35.89 17.95 1.968 13.89
0.76 -21.07 -31.03 -7.063 -41.1 -13.08 7.989 -5.094 5.905 9.957 27.9 -27.09 13.89 22 17.95 1.968 12.97
0.765 -25.01 -43.07 -7.063 -49.09 -19.1 0 -7.063 -1.042 11.93 22 -27.09 0.9262 7.989 17.95 1.968 7.989
0.77 -23.04 -45.04 -5.094 -57.08 -21.07 -5.094 -7.063 -13.08 13.89 13.89 -16.09 -11.11 1.968 18.99 9.957 8.915
0.775 -19.1 -37.05 -2.084 -61.02 -19.1 -16.09 -3.01 -14.01 13.89 3.936 1.968 -11.11 4.979 14.94 22 12.97
0.78 -27.09 -29.06 0.9262 -63.1 -21.07 -25.01 -2.084 -9.031 1.968 -1.042 13.89 -3.01 5.905 5.905 35.89 17.95
0.785 -35.08 -27.09 0.9262 -61.02 -25.01 -26.05 5.905 0 -9.031 -4.052 28.94 3.936 6.947 1.968 44 22.92
0.79 -41.1 -31.03 4.979 -55.11 -31.03 -20.03 9.957 8.915 -23.04 -6.021 33 11.93 0.9262 -4.052 46.89 23.97
0.795 -37.05 -31.03 7.989 -39.02 -31.03 -7.063 11.93 19.91 -31.03 0.9262 29.99 17.95 0.9262 0.9262 39.94 17.95
0.8 -23.04 -27.09 8.915 -23.04 -27.09 4.979 11 24.89 -31.03 4.979 24.89 20.96 0.9262 9.957 33 13.89
0.805 -9.031 -11.11 11.93 -9.031 -17.02 15.98 14.94 20.96 -27.09 14.94 22 18.99 4.979 17.95 22.92 14.94
0.81 -1.042 -1.042 5.905 -5.094 -7.063 17.95 11.93 7.989 -17.02 19.91 9.957 9.957 11.93 15.98 11.93 7.989
0.815 1.968 -1.042 -2.084 -11.11 -1.042 22 11 -5.094 -11.11 23.97 0.9262 1.968 13.89 2.894 0 1.968
0.82 4.979 -1.042 -8.105 -27.09 -2.084 26.98 0.9262 -23.04 -5.094 23.97 -16.09 -18.06 3.936 -9.031 -18.06 -7.063
0.825 17.95 -11.11 -25.01 -43.07 0 33.92 -9.031 -37.05 -5.094 23.97 -39.02 -35.08 -5.094 -19.1 -37.05 -21.07
0.83 44.92 -9.031 -31.03 -56.04 2.894 41.91 -21.07 -45.04 -11.11 26.98 -57.08 -47.01 -17.02 -17.02 -51.06 -35.08
0.835 66.92 -3.01 -32.07 -64.03 0.9262 46.89 -35.08 -52.1 -23.04 22 -67.04 -52.1 -30.1 -10.07 -60.09 -43.07
0.84 75.95 2.894 -27.09 -65.07 0 41.91 -41.1 -57.08 -37.05 13.89 -75.02 -55.11 -39.02 -5.094 -57.08 -47.01
0.845 66.92 14.94 -14.01 -55.11 1.968 33 -40.06 -57.08 -51.06 0.9262 -71.09 -54.07 -46.08 -6.021 -51.06 -48.05
0.85 41.91 12.97 -10.07 -43.07 -6.021 19.91 -33.11 -59.05 -61.02 -11.11 -69 -52.1 -48.05 -19.1 -47.01 -46.08
0.855 11 0.9262 -13.08 -34.04 -14.01 7.989 -25.01 -55.11 -67.04 -17.02 -66.11 -52.1 -50.02 -28.02 -46.08 -41.1
0.86 -1.042 -11.11 -24.08 -27.09 -20.03 7.989 -23.04 -47.01 -63.1 -17.02 -63.1 -54.07 -46.08 -33.11 -49.09 -40.06
