    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1 245.1
0.625 -33.03 -21.06 -5.027 -27.05 -41.05 -25.01 -5.027 -3.112 -75.04 -43.09 -13.05 7.899 -49.07 -43.09 0 -59.01
0.63 -15.08 -9.096 0 -19.03 -24.06 -7.062 -12.09 -9.096 -60.08 -30.04 -24.06 -4.069 -46.08 -37.1 -21.06 -64.03
0.635 1.915 4.907 1.915 -9.096 -3.112 1.915 -17.12 -10.05 -39.02 -18.07 -35.07 -17.12 -41.05 -29.08 -47.04 -60.08
0.64 11.97 17 3.95 -1.077 7.899 3.95 -31.12 -19.03 -19.03 -7.062 -51.11 -39.02 -43.09 -31.12 -77.08 -61.04
0.645 20.95 22.98 4.907 -2.035 18.91 8.977 -37.1 -24.06 -4.069 0 -66.07 -57.09 -41.05 -36.03 -99.1 -65.11
0.65 22.98 22.98 2.992 -2.035 24.89 14.96 -37.1 -30.04 2.992 8.977 -77.08 -72.05 -37.1 -40.1 -106 -71.09
0.655 21.9 17 0 -2.035 25.97 19.99 -25.01 -31.12 9.934 11.97 -75.04 -77.08 -29.08 -39.02 -97.07 -71.09
0.66 18.91 17 4.907 1.915 28.96 25.97 -6.104 -19.03 18.91 12.93 -49.07 -67.02 -17.12 -28.01 -75.04 -61.04
0.665 13.88 14.96 8.977 7.899 28.96 25.97 4.907 -7.062 26.93 8.977 -14 -43.09 -5.027 -16.04 -47.04 -37.1
0.67 5.984 10.89 11.97 7.899 21.9 19.99 15.92 1.915 27.89 3.95 11.97 -19.03 1.915 -3.112 -21.06 -7.062
0.675 -1.077 2.992 8.977 1.915 8.977 11.97 18.91 8.977 22.98 2.992 34.95 1.915 13.88 3.95 1.915 19.99
0.68 -15.08 -9.096 0.9575 -3.112 -3.112 1.915 12.93 10.89 13.88 4.907 36.98 12.93 25.97 13.88 14.96 41.89
0.685 -25.01 -25.01 -11.01 -15.08 -13.05 0.9575 7.899 7.899 7.899 5.984 31.96 23.94 37.94 23.94 31.96 53.98
0.69 -29.08 -33.03 -21.06 -21.06 -19.03 0.9575 6.942 12.93 3.95 5.984 24.89 34.95 47.99 27.89 46.92 55.89
0.695 -29.08 -35.07 -25.01 -23.1 -19.03 -1.077 9.934 18.91 1.915 -2.035 20.95 46.92 51.94 23.94 50.99 47.99
0.7 -29.08 -33.03 -23.1 -23.1 -19.03 -3.112 13.88 21.9 0.9575 -9.096 19.99 53.98 43.93 11.97 47.99 33.99
0.705 -31.12 -33.03 -19.03 -21.06 -25.01 -7.062 11.97 21.9 -11.01 -19.03 19.99 55.89 27.89 0.9575 43.93 19.99
0.71 -35.07 -35.07 -17.12 -19.03 -33.03 -11.01 5.984 17.95 -25.01 -25.01 15.92 51.94 9.934 -7.062 39.98 7.899
0.715 -35.07 -37.1 -19.03 -21.06 -35.07 -7.062 -3.112 5.984 -33.03 -23.1 5.984 41.89 -2.035 -7.062 37.94 3.95
0.72 -33.03 -35.07 -23.1 -25.01 -31.12 0.9575 -19.03 -1.077 -29.08 -13.05 -5.027 23.94 -3.112 0.9575 29.92 7.899
0.725 -27.05 -31.12 -25.01 -27.05 -21.06 3.95 -33.03 -13.05 -19.03 -5.027 -23.1 3.95 -5.027 5.984 11.97 11.97
0.73 -23.1 -23.1 -21.06 -29.08 -11.01 5.984 -43.09 -27.05 -7.062 -3.112 -39.02 -13.05 -11.01 5.984 -11.01 7.899
0.735 -21.06 -15.08 -13.05 -27.05 -7.062 3.95 -49.07 -39.02 -3.112 -7.062 -51.11 -35.07 -23.1 -2.035 -43.09 -2.035
0.74 -19.03 -5.027 -3.112 -23.1 -7.062 1.915 -49.07 -51.11 -5.027 -13.05 -55.06 -55.06 -37.1 -13.05 -67.02 -15.08
0.745 -15.08 0.9575 1.915 -15.08 -7.062 3.95 -43.09 -55.06 -11.01 -13.05 -57.09 -69.06 -49.07 -25.01 -79.11 -33.03
0.75 -7.062 14.96 11.97 -3.112 0.9575 9.934 -33.03 -49.07 -13.05 -5.027 -55.06 -75.04 -49.07 -31.12 -81.03 -45
0.755 0 26.93 19.99 7.899 7.899 19.99 -17.12 -35.07 -5.027 3.95 -51.11 -71.09 -41.05 -29.08 -76 -49.07
0.76 11.97 36.98 27.89 21.9 19.99 25.97 0.9575 -13.05 3.95 15.92 -41.05 -57.09 -23.1 -21.06 -68.1 -47.04
0.765 15.92 40.93 33.99 31.96 25.97 23.94 11.97 1.915 15.92 21.9 -23.1 -41.05 -5.027 -13.05 -57.09 -39.02
0.77 14.96 36.98 33.99 35.91 25.97 17.95 21.9 22.98 21.9 17.95 0 -21.06 7.899 -3.112 -32.08 -29.08
0.775 8.977 32.91 31.96 37.94 17.95 9.934 25.97 32.91 21.9 9.934 20.95 -1.077 19.99 0 -2.035 -17.12
0.78 1.915 26.93 23.94 33.99 9.934 3.95 27.89 35.91 19.99 0 39.98 11.97 29.92 7.899 25.97 -3.112
0.785 0.9575 24.89 17.95 27.89 5.984 -2.035 29.92 38.9 15.92 -3.112 50.99 28.96 35.91 17 55.89 4.907
0.79 -1.077 22.98 11.97 19.99 2.992 -2.035 29.92 38.9 9.934 -11.01 54.94 40.93 35.91 18.91 75.88 17
0.795 -1.077 17 7.899 11.97 0 -11.01 27.89 35.91 1.915 -23.1 53.98 49.91 31.96 13.88 83.9 25.97
0.8 -3.112 10.89 3.95 3.95 -4.069 -24.06 27.89 37.94 -5.027 -37.1 53.98 54.94 19.99 4.907 90.96 36.98
0.805 -13.05 0.9575 0 -2.035 -18.07 -34.11 21.9 27.89 -23.1 -49.07 51.94 54.94 7.899 -2.035 93 44.88
0.81 -23.1 -1.077 -1.077 -7.062 -33.03 -43.09 9.934 17.95 -39.02 -57.09 43.93 47.99 0.9575 -9.096 83.9 49.91
0.815 -26.09 -7.062 -9.096 -15.08 -40.1 -40.1 1.915 2.992 -52.06 -51.11 26.93 35.91 -11.01 -9.096 66.91 57.93
0.82 -22.02 -9.096 -11.01 -22.02 -40.1 -29.08 -12.09 -9.096 -54.1 -39.02 7.899 19.99 -19.03 -7.062 36.98 49.91
0.825 -13.05 -9.096 -9.096 -25.01 -31.12 -17.12 -25.01 -25.01 -51.11 -23.1 -11.01 0.9575 -25.01 -5.027 -2.035 33.99
0.83 1.915 0.9575 0.9575 -16.04 -13.05 -3.112 -28.01 -31.12 -34.11 -9.096 -25.01 -18.07 -28.01 -6.104 -31.12 10.89
0.835 13.88 6.942 7.899 -2.035 0.9575 4.907 -31.12 -34.11 -16.04 -3.112 -37.1 -35.07 -32.08 -10.05 -58.05 -13.05
