    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1 241.1
0.625 -49.09 -29.08 -2.001 -19.07 -27.08 -35.08 -9.065 -24.02 -11.07 -21.07 2.943 -1.06 12.95 -19.07 2.943 9.89
0.63 -57.1 -33.08 9.89 -29.08 -31.08 -49.09 -5.063 -29.08 -11.07 -31.08 9.89 5.887 13.89 -11.07 20.96 35.91
0.635 -69.11 -33.08 1.884 -33.08 -37.09 -63.11 0.9419 -25.08 -19.07 -37.09 19.9 15.89 15.89 -13.07 32.97 43.91
0.64 -61.1 -33.08 -15.07 -27.08 -39.09 -67.11 1.884 -25.08 -21.07 -47.09 19.9 13.89 11.89 -19.07 32.97 43.91
0.645 -49.09 -31.08 -17.07 -25.08 -37.09 -69.11 -2.001 -23.08 -23.08 -63.11 18.96 7.888 0 -23.08 24.96 31.91
0.65 -51.1 -33.08 -19.07 -20.01 -31.08 -71.11 -1.06 -8.006 -27.08 -69.11 22.96 15.89 -1.06 -23.08 28.96 19.9
0.655 -51.1 -35.08 -15.07 -27.08 -35.08 -65.11 -1.06 -13.07 -31.08 -69.11 17.9 11.89 -9.065 -33.08 24.96 1.884
0.66 -61.1 -37.09 0 -29.08 -43.09 -65.11 0.9419 -11.07 -37.09 -69.11 20.96 9.89 -23.08 -33.08 18.96 -5.063
0.665 -78.06 -41.09 -7.064 -26.02 -41.09 -61.1 1.884 1.884 -39.09 -57.1 32.97 21.9 -16.01 -17.07 34.97 -2.001
0.67 -61.1 -41.09 -26.02 -27.08 -33.08 -51.1 -3.061 -5.063 -34.02 -35.08 33.91 18.96 -9.065 1.884 42.97 4.945
0.675 -36.03 -29.08 -10.01 -20.01 -22.02 -37.09 -6.004 -15.07 -26.02 -13.07 38.97 11.89 -3.061 11.89 40.97 1.884
0.68 -32.02 -25.08 -10.01 -15.07 -5.063 -25.08 -3.061 -13.07 -10.01 0.9419 50.98 14.95 5.887 16.95 46.98 -1.06
0.685 -36.03 -39.09 -15.07 -27.08 -8.006 -27.08 -1.06 -29.08 -5.063 -3.061 50.98 1.884 -8.006 1.884 38.97 -23.08
0.69 -56.04 -53.1 1.884 -42.03 -35.08 -45.09 0.9419 -41.09 -16.01 -19.07 42.97 -18.01 -33.08 -12.01 22.96 -52.04
0.695 -83 -71.11 -17.07 -57.1 -58.04 -61.1 -13.07 -45.09 -33.08 -39.09 45.92 -26.02 -47.09 -14.01 20.96 -68.05
0.7 -87 -81 -36.03 -69.11 -75.11 -71.11 -27.08 -53.1 -56.04 -49.09 37.91 -36.03 -53.1 -8.006 18.96 -72.05
0.705 -78.06 -65.11 -7.064 -60.04 -79.12 -73.11 -18.01 -50.04 -63.11 -47.09 29.9 -34.02 -36.03 0 14.95 -60.04
0.71 -66.05 -51.1 -2.001 -41.09 -55.1 -63.11 -8.006 -29.08 -45.09 -39.09 28.96 -16.01 -2.001 6.946 18.96 -21.07
0.715 -56.04 -41.09 0 -28.02 -32.02 -56.04 4.945 -8.006 -20.01 -34.02 33.91 -2.001 21.9 14.95 34.97 16.95
0.72 -60.04 -39.09 9.89 -19.07 -31.08 -59.1 20.96 0 -5.063 -35.08 38.97 16.95 38.97 22.96 48.98 53.92
0.725 -66.05 -41.09 1.884 -16.01 -29.08 -67.11 18.96 4.945 -2.001 -39.09 55.92 30.96 50.98 22.96 66.99 80.88
0.73 -67.11 -41.09 8.948 -9.065 -27.08 -67.11 27.9 9.89 0.9419 -39.09 65.93 32.97 47.92 22.96 79 96.89
0.735 -63.11 -35.08 31.91 -7.064 -36.03 -65.11 41.91 11.89 -1.06 -35.08 65.93 32.97 39.91 26.96 79 88.89
0.74 -50.04 -29.08 38.97 -1.06 -35.08 -53.1 41.91 9.89 -6.004 -27.08 62.99 32.97 27.9 28.96 77 72.99
0.745 -38.03 -19.07 45.92 9.89 -24.02 -41.09 45.92 17.9 -11.07 -17.07 60.99 29.9 10.95 35.91 68.99 55.92
0.75 -38.03 -19.07 36.97 6.946 -31.08 -33.08 37.91 17.9 -16.01 -11.07 62.99 30.96 1.884 36.97 70.99 38.97
0.755 -34.02 -19.07 28.96 2.943 -28.02 -31.08 24.96 15.89 -18.01 -5.063 64.99 33.91 5.887 21.9 75 35.91
0.76 -19.07 -7.064 40.97 11.89 -9.065 -23.08 23.9 27.9 -4.003 -1.06 63.93 34.97 21.9 20.96 75 46.98
0.765 -8.006 -3.061 29.9 16.95 0 -11.07 27.9 34.97 1.884 1.884 60.99 39.91 40.97 27.9 77 51.92
0.77 -1.06 0 23.9 23.9 15.89 -1.06 26.96 37.91 17.9 1.884 52.98 41.91 45.92 29.9 72.99 49.92
0.775 3.885 19.9 53.92 41.91 31.91 0 25.9 47.92 31.91 -2.001 41.91 37.91 39.91 27.9 62.99 29.9
0.78 5.887 25.9 59.93 52.98 29.9 0 31.91 56.98 33.91 -1.06 46.98 41.91 30.96 21.9 64.99 7.888
0.785 1.884 21.9 67.93 51.92 17.9 -3.061 34.97 49.92 29.9 -11.07 36.97 35.91 13.89 -2.001 60.99 -9.065
0.79 1.884 29.9 93.95 57.92 9.89 -7.064 36.97 45.92 19.9 -17.07 15.89 15.89 9.89 -1.06 42.97 -13.07
0.795 3.885 31.91 77.94 57.92 11.89 0.9419 39.91 41.91 11.89 -9.065 13.89 7.888 19.9 15.89 38.97 1.884
0.8 1.884 33.91 69.93 55.92 17.9 -1.06 37.91 37.91 23.9 -7.064 11.89 9.89 33.91 19.9 32.97 29.9
0.805 11.89 51.92 99.96 69.93 35.91 -1.06 49.92 52.98 41.91 -9.065 16.95 25.9 54.98 21.9 36.97 53.92
