    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1 304.1
0.625 -3.119 -3.119 5.94 13.96 -11.14 -1.04 -9.059 5.94 21.98 -27.03 -13.07 -3.119 3.861 -2.079 -14.11 -1.04
0.63 -11.14 -11.14 -1.04 0.8911 -15.15 -11.14 -19.01 0.8911 15.89 -21.09 -11.14 -7.128 3.861 3.861 -9.059 3.861
0.635 -9.059 -11.14 -1.04 -5.049 -9.059 -13.07 -19.01 -3.119 13.96 -7.128 -9.059 -5.049 3.861 11.88 -3.119 11.88
0.64 0.8911 -5.049 1.931 0.8911 0.8911 -9.059 -9.059 0.8911 19.9 1.931 -9.059 -1.04 5.94 21.98 -1.04 13.96
0.645 6.98 -2.079 11.88 3.861 -2.079 -5.049 -2.079 1.931 23.91 9.95 -13.07 0.8911 5.94 25.99 -3.119 9.95
0.65 8.911 0 13.96 5.94 -3.119 -7.128 3.861 5.94 23.91 9.95 -19.01 -1.04 3.861 23.91 -3.119 5.94
0.655 -1.04 -1.04 5.94 0.8911 -15.15 -13.07 1.931 3.861 19.9 3.861 -21.09 -5.049 0 19.9 -1.04 1.931
0.66 -11.14 -15.15 -7.128 -15.15 -23.02 -19.01 -3.119 -1.04 11.88 0.8911 -17.08 -9.059 -2.079 15.89 1.931 3.861
0.665 -23.02 -33.12 -27.03 -31.04 -23.02 -21.09 -15.15 -13.07 5.94 -1.04 -9.059 -11.14 -2.079 11.88 9.95 5.94
0.67 -31.04 -47.08 -41.14 -39.06 -15.15 -15.15 -27.03 -25.1 1.931 0.8911 -5.049 -11.14 0.8911 9.95 11.88 7.871
0.675 -29.11 -57.03 -47.08 -39.06 -7.128 -11.14 -33.12 -31.04 0 -2.079 -5.049 -15.15 -1.04 7.871 9.95 3.861
0.68 -19.01 -57.03 -41.14 -27.03 -1.04 -9.059 -35.05 -29.11 0 1.931 -9.059 -17.08 -5.049 3.861 3.861 -2.079
0.685 -1.04 -43.07 -25.1 -11.14 0.8911 -11.14 -31.04 -23.02 1.931 7.871 -9.059 -15.15 -9.059 1.931 1.931 -1.04
0.69 10.99 -17.08 -7.128 3.861 0 -11.14 -23.02 -13.07 5.94 15.89 -3.119 -9.059 -9.059 1.931 5.94 0.8911
0.695 24.95 5.94 3.861 17.97 1.931 -7.128 -13.07 -5.049 11.88 19.9 -2.079 -1.04 -7.128 1.931 9.95 0
