    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1 131.1
0.625 20.99 40 40 48 1.984 9.983 24 32 48 0 0 16 21.95 27.97 13.95 16
0.63 22.97 37.95 40 45.95 5.952 8 19.97 34.94 46.97 6.976 -2.048 16.96 22.97 25.98 22.97 21.95
0.635 30.97 38.97 42.94 44.99 10.94 9.983 19.97 30.97 38.97 14.98 0 12.99 18.94 21.95 25.98 24.96
0.64 34.94 40 48 43.97 13.95 11.97 24 27.97 33.98 17.98 8 16 16 13.95 21.95 21.95
0.645 34.94 43.97 53.95 45.95 16.96 17.98 32 25.98 37.95 20.99 16 22.97 20.99 16.96 17.98 19.97
0.65 26.94 48 61.95 51.96 14.98 21.95 35.97 27.97 44.99 14.98 19.97 25.98 22.97 24.96 11.97 19.97
0.655 18.94 48 61.95 53.95 8 21.95 41.98 33.98 48 5.952 19.97 25.98 24 27.97 3.968 13.95
0.66 12.99 46.97 60.99 52.99 -2.048 19.97 40 33.98 42.94 -2.048 9.983 17.98 16 24.96 1.984 4.992
0.665 10.94 40.96 52.99 46.97 -3.008 16 33.98 32 28.99 -3.008 0 3.968 3.968 10.94 -6.016 1.984
0.67 12.99 32 45.95 33.98 -3.008 5.952 27.97 19.97 9.983 -5.056 -1.024 -1.024 -1.024 -1.024 -7.04 -5.056
0.675 14.98 24.96 40.96 24.96 -1.024 1.984 21.95 11.97 -1.024 -4.032 -1.024 -1.024 -3.008 -9.023 -6.016 -4.032
0.68 16.96 22.97 40.96 18.94 -2.048 3.968 21.95 9.983 -1.024 -2.048 0 0 0 -5.056 -2.048 1.984
0.685 16.96 25.98 45.95 19.97 -2.048 5.952 21.95 11.97 3.968 0.9599 5.952 9.983 11.97 1.984 0 5.952
0.69 18.94 32 53.95 27.97 0 11.97 24 16 9.983 -1.024 8 13.95 17.98 13.95 4.992 13.95
0.695 22.97 40 64 37.95 3.968 16 24 21.95 9.983 2.944 5.952 9.983 13.95 17.98 3.968 13.95
0.7 28.99 41.98 67.96 41.98 8 17.98 21.95 21.95 5.952 8 1.984 1.984 5.952 16 1.984 11.97
0.705 32.96 41.98 67.96 40 13.95 16 21.95 17.98 0 13.95 1.984 -1.024 0 11.97 1.984 9.983
0.71 32.96 37.95 67.96 33.98 16 13.95 21.95 11.97 0 17.98 3.968 -3.008 0 9.983 3.968 11.97
0.715 26.94 33.98 67.96 27.97 11.97 13.95 21.95 8 3.968 16 8 0 8 11.97 9.983 17.98
0.72 22.97 33.98 67.96 25.98 5.952 13.95 24 9.983 11.97 13.95 11.97 9.983 16 16 13.95 24
0.725 20.99 35.97 72 29.95 0 17.98 25.98 16 17.98 8 16 17.98 21.95 19.97 16 27.97
