    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1
0.625 -21.03 -31.01 -17.08 -1.079 -7.011 -17.08 -29.03 -13.03 -3.056 -19.06 -29.03 -29.03 -7.011 -1.079 -17.08 -2.067
0.63 -21.03 -31.01 -17.08 -6.022 -15.01 -28.04 -34.07 -20.04 -9.079 -23.01 -34.07 -38.02 -16 -5.034 -21.03 -3.056
0.635 -21.03 -32 -20.04 -10.07 -17.08 -37.03 -36.04 -27.06 -18.07 -20.04 -36.04 -38.02 -25.08 -12.04 -23.01 -13.03
0.64 -19.06 -35.06 -25.08 -17.08 -15.01 -37.03 -37.03 -33.08 -23.01 -13.03 -29.03 -33.08 -27.06 -19.06 -17.08 -15.01
0.645 -17.08 -30.02 -29.03 -17.08 -8 -28.04 -31.01 -33.08 -19.06 -3.056 -15.01 -23.01 -24 -18.07 -4.045 -10.07
0.65 -17.08 -30.02 -27.06 -18.07 -2.067 -18.07 -28.04 -27.06 -17.08 1.978 -3.056 -12.04 -19.06 -18.07 1.978 -5.034
0.655 -15.01 -27.06 -27.06 -17.08 -3.056 -11.06 -25.08 -23.01 -15.01 -2.067 -2.067 -11.06 -13.03 -17.08 11.96 0.9888
0.66 -13.03 -23.01 -20.04 -16 -4.045 -4.045 -20.04 -18.07 -14.02 -1.079 0.9888 -10.07 -9.079 -14.02 11.96 0
0.665 -11.06 -19.06 -16 -14.02 -4.045 -4.045 -16 -16 -14.02 0.9888 0 -14.02 -12.04 -17.08 4.944 0
0.67 -9.079 -21.03 -15.01 -15.01 -3.056 -3.056 -17.08 -15.01 -19.06 0.9888 -7.011 -17.08 -17.08 -17.08 -1.079 -7.011
0.675 -9.079 -20.04 -16 -16 -1.079 -4.045 -18.07 -16 -18.07 0 -14.02 -18.07 -18.07 -21.03 -14.02 -12.04
0.68 -13.03 -26.07 -22.02 -18.07 -1.079 -9.079 -22.02 -18.07 -18.07 -4.045 -22.02 -24 -20.04 -21.03 -28.04 -20.04
0.685 -15.01 -29.03 -27.06 -19.06 -5.034 -13.03 -27.06 -19.06 -17.08 -13.03 -31.01 -29.03 -19.06 -19.06 -39.01 -25.08
0.69 -15.01 -32 -25.08 -15.01 -11.06 -19.06 -27.06 -14.02 -11.06 -17.08 -33.08 -31.01 -12.04 -11.06 -40 -24
0.695 -13.03 -28.04 -17.08 -9.079 -15.01 -23.01 -21.03 -7.011 -1.079 -17.08 -27.06 -29.03 -5.034 -1.079 -32 -20.04
0.7 -7.011 -23.01 -5.034 -3.056 -13.03 -19.06 -11.06 0.9888 1.978 -11.06 -15.01 -21.03 0.9888 1.978 -23.01 -15.01
0.705 -1.079 -15.01 0 -2.067 -7.011 -9.079 0.9888 1.978 8 -1.079 -1.079 -9.079 0 5.933 -7.011 -7.011
0.71 0.9888 -9.079 1.978 1.978 -1.079 0.9888 1.978 3.955 8 3.955 8 0 1.978 3.955 3.955 -1.079
0.715 0.9888 -9.079 0 1.978 1.978 3.955 5.933 5.933 3.955 9.978 16 9.978 3.955 1.978 11.96 0
0.72 -1.079 -9.079 0.9888 0 3.955 8 5.933 8 1.978 11.96 16 11.96 8 0 16 5.933
0.725 -1.079 -9.079 0.9888 0 3.955 3.955 3.955 9.978 1.978 3.955 5.933 8 11.96 1.978 9.978 8
0.73 0.9888 -9.079 -2.067 1.978 -2.067 0.9888 1.978 11.96 1.978 -5.034 -1.079 -2.067 11.96 3.955 -2.067 8
0.735 -1.079 -9.079 1.978 0 -3.056 -7.011 0 9.978 1.978 -19.06 -11.06 -9.079 8 1.978 -13.03 3.955
0.74 -1.079 -9.079 1.978 -2.067 -9.079 -13.03 -3.056 1.978 -2.067 -27.06 -17.08 -17.08 -2.067 -2.067 -27.06 0.9888
