    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1 117.1
0.625 6.973 19.95 7.945 7.945 21.95 21.95 17.95 13.95 5.944 21.95 19.95 21.95 15.95 11.95 25.95 25.95
0.63 10.97 26.98 11.95 7.945 23.95 24.98 13.95 16.98 6.973 23.95 12.97 16.98 10.97 7.945 22.98 18.98
0.635 8.974 22.98 9.945 7.945 17.95 20.98 11.95 14.98 2.972 17.95 2.972 4.973 0.9717 1.943 14.98 8.974
0.64 4.973 15.95 9.945 5.944 5.944 11.95 7.945 9.945 1.943 9.945 0.9717 0.9717 -3.029 0.9717 7.945 0.9717
0.645 2.972 8.974 9.945 7.945 1.943 6.973 5.944 8.974 0.9717 5.944 0 -2 -7.03 0 8.974 -6.001
0.65 4.973 4.973 7.945 5.944 -2 3.944 3.944 2.972 0 7.945 0 -2 -9.031 -2 12.97 -12
0.655 4.973 3.944 3.944 1.943 0.9717 -2 -2 0.9717 -7.03 9.945 -3.029 -5.03 -11.03 -9.031 13.95 -11.03
0.66 2.972 4.973 -1.029 1.943 0.9717 -3.029 -5.03 -6.001 -12 7.945 -8.002 -8.002 -11.03 -14 10.97 -10
0.665 -1.029 0.9717 -11.03 -7.03 -1.029 -15.03 -15.03 -14 -20 3.944 -18 -18 -17.03 -18 1.943 -14
0.67 -9.031 -1.029 -19.03 -17.03 0.9717 -25.03 -23.03 -19.03 -25.03 0.9717 -23.03 -25.03 -23.03 -25.03 -13.03 -19.03
0.675 -9.031 -8.002 -21.03 -20 -2 -31.04 -23.03 -21.03 -25.03 -5.03 -24.01 -26.01 -23.03 -24.01 -22.01 -20
0.68 -5.03 -7.03 -15.03 -16 -4.001 -27.04 -17.03 -17.03 -19.03 -7.03 -16 -20 -19.03 -22.01 -20 -18
0.685 0.9717 -5.03 -5.03 -7.03 -3.029 -17.03 -5.03 -9.031 -11.03 -3.029 -5.03 -9.031 -9.031 -11.03 -9.031 -9.031
0.69 6.973 -1.029 -2 0.9717 -1.029 0.9717 1.943 -2 -3.029 -2 4.973 0.9717 0 0 -1.029 2.972
0.695 6.973 0.9717 3.944 8.974 6.973 5.944 9.945 7.945 0 0 12.97 12.97 11.95 2.972 8.974 18.98
0.7 -1.029 -1.029 3.944 9.945 11.95 11.95 15.95 15.95 7.945 -2 17.95 19.95 21.95 9.945 9.945 27.95
0.705 -1.029 -3.029 3.944 12.97 14.98 17.95 15.95 19.95 13.95 -2 18.98 24.98 25.95 12.97 9.945 28.98
0.71 -5.03 -1.029 3.944 8.974 8.974 15.95 15.95 19.95 13.95 0 16.98 22.98 23.95 14.98 3.944 26.98
0.715 -5.03 0 5.944 5.944 -2 15.95 13.95 15.95 11.95 1.943 9.945 13.95 19.95 13.95 -2 19.95
0.72 -7.03 9.945 5.944 4.973 -4.001 11.95 11.95 9.945 9.945 5.944 3.944 5.944 13.95 14.98 0.9717 16.98
0.725 -9.031 17.95 9.945 8.974 -6.001 7.945 9.945 5.944 7.945 1.943 0.9717 1.943 11.95 20.98 -2 14.98
0.73 -9.031 19.95 13.95 15.95 -3.029 3.944 11.95 5.944 9.945 0.9717 0.9717 0 11.95 21.95 0 13.95
0.735 -3.029 15.95 15.95 28.98 2.972 5.944 15.95 9.945 13.95 -5.03 0 1.943 11.95 26.98 3.944 14.98
0.74 2.972 9.945 15.95 34.98 14.98 9.945 17.95 11.95 15.95 -5.03 3.944 3.944 11.95 20.98 7.945 9.945
0.745 16.98 7.945 13.95 33.95 19.95 17.95 19.95 9.945 13.95 0.9717 3.944 1.943 7.945 9.945 9.945 0
0.75 24.98 9.945 9.945 26.98 16.98 17.95 11.95 5.944 5.944 5.944 0 0.9717 0 0 5.944 -5.03
0.755 22.98 11.95 3.944 14.98 6.973 11.95 3.944 0 -2 9.945 -3.029 -7.03 -5.03 -12 0 -15.03
0.76 12.97 9.945 3.944 1.943 0.9717 -2 0.9717 0.9717 -3.029 9.945 -11.03 -11.03 -11.03 -17.03 -5.03 -19.03
0.765 2.972 3.944 3.944 -1.029 -2 -7.03 0.9717 -1.029 -3.029 5.944 -13.03 -9.031 -11.03 -15.03 -9.031 -17.03
0.77 -1.029 0 3.944 0 -1.029 -13.03 0.9717 -2 0.9717 1.943 -9.031 -1.029 -7.03 -9.031 -3.029 -11.03
0.775 0.9717 0.9717 1.943 -3.029 7.945 -9.031 1.943 0 0 1.943 -1.029 0 0.9717 -5.03 -2 -5.03
0.78 4.973 0.9717 0.9717 -8.002 15.95 -1.029 3.944 1.943 1.943 3.944 0 3.944 1.943 -5.03 7.945 0.9717
0.785 2.972 -1.029 -7.03 -14 13.95 -2 3.944 0 -2 5.944 1.943 1.943 1.943 -7.03 7.945 -2
0.79 0.9717 -1.029 -13.03 -19.03 5.944 -2 -2 -2 -5.03 9.945 0 -2 -2 -13.03 5.944 0.9717
0.795 -1.029 -3.029 -13.03 -16 -2 -2 -1.029 -1.029 -9.031 9.945 0 -2 -1.029 -15.03 0.9717 -3.029
0.8 0.9717 -1.029 -7.03 -8.002 0.9717 0 -1.029 -1.029 -7.03 7.945 0 1.943 -1.029 -13.03 -3.029 -3.029
0.805 0.9717 0.9717 0.9717 -1.029 0 5.944 0.9717 -1.029 -1.029 5.944 1.943 7.945 0 -7.03 -5.03 -2
0.81 4.973 0 3.944 1.943 5.944 11.95 0 -2 1.943 1.943 3.944 11.95 5.944 -2 0.9717 5.944
0.815 0.9717 0 7.945 4.973 3.944 15.95 5.944 3.944 7.945 -2 3.944 13.95 11.95 7.945 1.943 13.95
0.82 -3.029 -2 7.945 1.943 0.9717 11.95 7.945 9.945 9.945 -3.029 -2 7.945 11.95 13.95 5.944 17.95
0.825 -15.03 -2 5.944 2.972 -9.031 1.943 9.945 11.95 9.945 -5.03 -3.029 1.943 13.95 17.95 5.944 17.95
0.83 -13.03 1.943 7.945 3.944 -17.03 -1.029 7.945 13.95 13.95 -5.03 -5.03 0 9.945 17.95 3.944 13.95
0.835 -5.03 5.944 11.95 7.945 -13.03 -1.029 5.944 13.95 15.95 -1.029 -3.029 0 7.945 15.95 1.943 7.945
0.84 8.974 11.95 15.95 11.95 -1.029 3.944 5.944 13.95 17.95 0 -2 5.944 5.944 13.95 0 3.944
0.845 18.98 13.95 15.95 11.95 5.944 15.95 7.945 11.95 19.95 1.943 3.944 7.945 5.944 7.945 1.943 0
0.85 18.98 9.945 11.95 7.945 13.95 21.95 7.945 9.945 15.95 1.943 3.944 3.944 3.944 3.944 3.944 -1.029
0.855 8.974 3.944 7.945 1.943 9.945 19.95 5.944 3.944 7.945 1.943 -2 0.9717 -2 0.9717 0 -9.031
0.86 0.9717 0.9717 3.944 0.9717 -2 7.945 0 -3.029 0.9717 3.944 -5.03 -7.03 -7.03 -7.03 0.9717 -19.03
0.865 -5.03 0.9717 1.943 -7.03 -5.03 0.9717 -3.029 -15.03 -13.03 9.945 -7.03 -13.03 -19.03 -17.03 -3.029 -25.03
0.87 -1.029 3.944 0 -15.03 -7.03 -1.029 -9.031 -23.03 -21.03 15.95 -3.029 -11.03 -25.03 -23.03 -3.029 -29.04
0.875 8.974 13.95 0.9717 -23.03 0.9717 -2 -11.03 -25.03 -25.03 17.95 -2 -7.03 -25.03 -27.04 -1.029 -27.04
0.88 16.98 17.95 -5.03 -33.04 5.944 7.945 -7.03 -23.03 -21.03 13.95 0 -1.029 -17.03 -27.04 -1.029 -25.03
0.885 16.98 11.95 -9.031 -37.04 7.945 9.945 -3.029 -15.03 -17.03 1.943 -2 0.9717 -9.031 -21.03 -7.03 -21.03
0.89 4.973 -2 -13.03 -37.04 1.943 3.944 -3.029 -9.031 -11.03 -7.03 -5.03 -1.029 -3.029 -15.03 -13.03 -15.03
0.895 -7.03 -11.03 -15.03 -29.04 -3.029 -3.029 -3.029 -5.03 -7.03 -15.03 -13.03 -1.029 0.9717 -7.03 -17.03 -13.03
0.9 -15.03 -17.03 -11.03 -17.03 -13.03 -13.03 -3.029 -3.029 0.9717 -13.03 -13.03 0.9717 -2 0.9717 -15.03 -7.03
0.905 -13.03 -13.03 -3.029 -5.03 -13.03 -11.03 0.9717 0.9717 5.944 -1.029 -3.029 3.944 3.944 9.945 -3.029 0
0.91 -5.03 -1.029 1.943 0.9717 -7.03 -1.029 5.944 1.943 11.95 5.944 1.943 11.95 9.945 17.95 5.944 13.95
0.915 -1.029 3.944 9.945 -2 0.9717 7.945 13.95 7.945 13.95 13.95 9.945 13.95 13.95 23.95 13.95 21.95
0.92 -1.029 7.945 13.95 -3.029 0.9717 13.95 17.95 7.945 5.944 13.95 5.944 7.945 9.945 17.95 9.945 17.95
0.925 -5.03 5.944 11.95 -9.031 -7.03 9.945 9.945 0 -1.029 5.944 -3.029 -1.029 -2 7.945 -2 3.944
0.93 -11.03 1.943 7.945 -11.03 -15.03 -2 -2 -7.03 -13.03 -2 -15.03 -13.03 -11.03 0.9717 -11.03 -7.03
0.935 -13.03 1.943 5.944 -9.031 -21.03 -7.03 -7.03 -15.03 -15.03 -3.029 -19.03 -15.03 -19.03 -7.03 -15.03 -17.03
0.94 -7.03 1.943 9.945 0.9717 -17.03 -7.03 -7.03 -13.03 -5.03 -1.029 -11.03 -5.03 -13.03 -1.029 -5.03 -15.03
0.945 2.972 7.945 17.95 11.95 -5.03 -2 0 -3.029 7.945 1.943 -2 5.944 0.9717 7.945 7.945 -3.029
0.95 14.98 11.95 29.95 27.95 1.943 13.95 17.95 7.945 23.95 9.945 9.945 19.95 13.95 23.95 21.95 5.944
0.955 18.98 15.95 35.95 33.95 7.945 23.95 25.95 15.95 29.95 15.95 13.95 25.95 23.95 29.95 27.95 13.95
0.96 12.97 17.95 33.95 29.95 7.945 25.95 25.95 13.95 23.95 15.95 7.945 19.95 21.95 23.95 19.95 11.95
0.965 0.9717 15.95 23.95 17.95 3.944 19.95 13.95 3.944 9.945 11.95 -2 5.944 11.95 9.945 1.943 0
0.97 -5.03 9.945 11.95 3.944 0 9.945 1.943 -1.029 0.9717 5.944 -7.03 0.9717 0 0.9717 -11.03 -9.031
0.975 -9.031 5.944 3.944 -3.029 -2 1.943 -2 -3.029 -5.03 1.943 -9.031 -3.029 -1.029 -9.031 -21.03 -17.03
0.98 -3.029 1.943 3.944 -7.03 -2 0 1.943 -2 -1.029 3.944 -5.03 -2 -2 -9.031 -19.03 -17.03
0.985 4.973 3.944 11.95 -3.029 0 1.943 11.95 7.945 3.944 9.945 0 7.945 7.945 -3.029 -11.03 -9.031
0.99 14.98 9.945 23.95 3.944 3.944 7.945 23.95 17.95 15.95 17.95 9.945 21.95 19.95 1.943 -2 -2
0.995 20.98 19.95 33.95 15.95 5.944 13.95 29.95 23.95 25.95 19.95 19.95 29.95 29.95 9.945 7.945 9.945
1 16.98 23.95 37.95 23.95 5.944 19.95 29.95 25.95 31.95 17.95 21.95 33.95 33.95 15.95 13.95 17.95
1.005 6.973 21.95 35.95 23.95 5.944 23.95 29.95 25.95 31.95 7.945 19.95 31.95 35.95 17.95 13.95 19.95
