    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2 343.2
0.625 -19.1 -13.07 0 -3.016 -19.1 -11.06 -5.027 -23.12 -29.16 -23.12 -13.07 -41.05 -27.15 -37.03 -45.07 -7.038
0.63 0.8378 0.8378 2.849 12.9 1.843 -4.021 -6.032 -18.1 -24.13 -28.15 -21.11 -59.15 -47.09 -41.05 -72.05 -31.17
0.635 19.94 6.87 10.89 28.99 14.91 -1.005 -1.005 -8.043 -21.11 -30.16 -21.11 -57.14 -67.02 -48.09 -82.11 -62.17
0.64 39.88 20.95 23.96 41.89 27.98 1.843 15.92 0 -17.09 -31.17 -13.07 -39.04 -81.1 -61.16 -75.07 -81.1
0.645 53.96 31 35.86 50.94 38.87 9.886 31 18.93 -7.038 -22.12 -5.027 -12.06 -74.06 -66.02 -52.11 -82.11
0.65 57.98 36.86 33.85 54.96 40.89 17.93 32.84 28.99 1.843 -13.07 -5.027 2.849 -52.11 -62.17 -31.17 -64.01
0.655 47.92 36.86 19.94 53.96 37.87 21.95 21.95 29.99 11.9 -1.005 -17.09 11.9 -17.09 -41.05 -17.09 -33.01
0.66 31.84 31 -1.005 47.92 35.86 23.96 0 23.96 31 11.9 -31.17 4.859 14.91 -13.07 -15.08 0.8378
0.665 15.92 16.92 -23.12 33.85 29.99 19.94 -17.09 9.886 44.91 21.95 -39.04 1.843 40.89 7.875 -19.1 25.97
0.67 -2.011 -1.005 -35.02 13.91 17.93 11.9 -29.16 0.8378 47.92 25.97 -35.02 -3.016 53.96 21.95 -9.048 41.89
0.675 -11.06 -13.07 -31.17 -1.005 1.843 3.854 -25.13 -5.027 40.89 23.96 -13.07 3.854 57.98 17.93 15.92 47.92
0.68 -23.12 -25.13 -17.09 -17.09 -13.07 0.8378 -7.038 -1.005 23.96 13.91 13.91 29.99 53.96 1.843 59.99 49.93
0.685 -33.01 -31.17 0.8378 -27.15 -29.16 -7.038 5.865 0 7.875 1.843 45.91 55.97 47.92 -13.07 101.9 49.93
0.69 -41.05 -31.17 5.865 -31.17 -39.04 -15.08 17.93 5.865 -3.016 -7.038 65.85 71.88 37.87 -23.12 125.8 47.92
0.695 -45.07 -29.16 5.865 -31.17 -43.06 -21.11 21.95 3.854 -19.1 -17.09 69.87 75.91 25.97 -27.15 127.9 41.89
0.7 -43.06 -21.11 3.854 -25.13 -41.05 -23.12 17.93 1.843 -33.01 -23.12 62 67.86 5.865 -29.16 111.9 29.99
0.705 -37.03 -9.048 0 -13.07 -35.02 -23.12 11.9 0 -45.07 -25.13 45.91 55.97 -11.06 -39.04 85.96 7.875
0.71 -23.12 -1.005 0 0.8378 -29.16 -19.1 5.865 1.843 -49.1 -27.15 27.98 41.89 -31.17 -53.12 57.98 -13.07
0.715 -7.038 10.89 1.843 9.886 -21.11 -13.07 0 7.875 -43.06 -31.17 9.886 25.97 -47.09 -69.04 31.84 -41.05
0.72 5.865 20.95 5.865 21.95 -9.048 -7.038 0.8378 11.9 -29.16 -37.03 -2.011 9.886 -53.12 -77.08 3.854 -61.16
0.725 21.95 24.97 11.9 31.84 1.843 -1.005 -1.005 13.91 -11.06 -41.05 -5.027 0.8378 -55.13 -73.06 -17.09 -73.06
0.73 35.86 28.99 15.92 37.87 19.94 -2.011 0.8378 13.91 1.843 -39.04 -9.048 -11.06 -49.1 -59.15 -37.03 -75.07
0.735 43.9 28.99 19.94 41.89 35.86 1.843 -2.011 15.92 13.91 -29.16 -7.038 -13.07 -41.05 -41.05 -51.11 -73.06
0.74 45.91 28.99 21.95 43.9 47.92 11.9 1.843 17.93 23.96 -13.07 -3.016 -11.06 -31.17 -29.16 -59.15 -69.04
0.745 41.89 26.98 19.94 43.9 53.96 23.96 1.843 19.94 27.98 0 0.8378 -7.038 -15.08 -21.11 -63 -61.16
0.75 37.87 22.96 15.92 39.88 53.96 33.85 0 17.93 33.85 15.92 0.8378 -5.027 0 -13.07 -65.01 -47.09
0.755 33.85 18.93 11.9 33.85 49.93 43.9 -1.005 11.9 41.89 29.99 -3.016 -7.038 27.98 -1.005 -61.16 -21.11
0.76 35.86 16.92 7.875 25.97 47.92 49.93 -3.016 1.843 47.92 43.9 -7.038 -9.048 59.99 9.886 -49.1 9.886
0.765 39.88 10.89 3.854 17.93 45.91 55.97 -3.016 -3.016 53.96 57.98 -11.06 -9.048 89.98 23.96 -29.16 51.94
0.77 45.91 4.859 0.8378 11.9 45.91 62 -5.027 -7.038 57.98 69.87 -13.07 -3.016 111.9 31.84 -5.027 88.98
0.775 49.93 -1.005 -8.043 3.854 43.9 69.87 -9.048 -5.027 62 77.92 -15.08 1.843 122 31.84 11.9 112.9
0.78 47.92 -11.06 -17.09 0.8378 37.87 73.89 -15.08 -3.016 62 75.91 -17.09 9.886 122 25.97 27.98 122
0.785 43.9 -19.1 -16.09 -9.048 31.84 70.88 -21.11 -5.027 59.99 63.84 -17.09 13.91 111.9 19.94 35.86 121
0.79 38.87 -21.11 -8.043 -16.09 21.95 58.98 -18.1 -10.05 53.96 45.91 -15.08 13.91 94.84 16.92 39.88 108.9
0.795 33.85 -19.1 0 -21.11 11.9 37.87 -11.06 -19.1 37.87 29.99 -9.048 13.91 67.86 9.886 39.88 91.99
0.8 32.84 -7.038 14.91 -20.11 2.849 14.91 -1.005 -22.12 19.94 13.91 -4.021 15.92 40.89 2.849 41.89 73.89
0.805 31 2.849 23.96 -12.06 -2.011 0 12.9 -22.12 0.8378 0 -4.021 19.94 10.89 -12.06 37.87 41.89
0.81 29.99 14.91 21.95 -3.016 -9.048 -15.08 19.94 -13.07 -11.06 -5.027 -9.048 21.95 -15.08 -43.06 21.95 3.854
0.815 22.96 20.95 17.93 2.849 -8.043 -21.11 20.95 -1.005 -20.11 -19.1 -16.09 19.94 -44.07 -72.05 0.8378 -36.03
0.82 16.92 20.95 14.91 7.875 -2.011 -19.1 14.91 12.9 -20.11 -30.16 -24.13 11.9 -66.02 -95.01 -33.01 -79.09
0.825 13.91 12.9 7.875 1.843 0 -17.09 3.854 21.95 -19.1 -35.02 -27.15 -2.011 -75.07 -105.1 -65.01 -117.1
0.83 13.91 4.859 7.875 -1.005 5.865 -6.032 0.8378 25.97 -12.06 -30.16 -23.12 -7.038 -73.06 -99.03 -85.12 -137.1
