    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2 463.2
0.625 -11.08 -15.15 -23.07 -15.15 -17.19 0 -17.19 -25.11 -3.167 -2.036 -33.02 -19.23 -27.14 29.86 -2.036 -7.012
0.63 -23.07 -33.02 -30.08 -28.05 -29.18 -6.107 -7.012 -31.21 -17.19 -5.202 -35.06 -19.23 -29.18 19.9 0 -4.071
0.635 -39.13 -55.19 -42.07 -51.12 -47.05 -24.2 -1.131 -44.11 -23.07 -21.04 -32.12 -24.2 -26.01 21.94 7.916 2.94
0.64 -59.03 -77.13 -55.19 -79.16 -67.18 -43.2 -11.08 -63.11 -35.06 -37.09 -31.21 -33.02 -17.19 23.98 19.9 21.94
0.645 -73.06 -85.05 -61.07 -97.03 -78.03 -56.09 -24.2 -73.06 -42.07 -48.18 -27.14 -40.03 -4.071 28.95 31.89 45.92
0.65 -75.09 -79.16 -57.22 -93.19 -76.22 -56.09 -40.03 -75.09 -44.11 -48.18 -19.23 -40.03 2.94 28.95 43.88 57
0.655 -63.11 -59.03 -41.17 -63.11 -55.19 -45.01 -37.09 -59.03 -35.06 -39.13 -9.047 -33.02 7.916 19.9 39.81 49.99
0.66 -35.06 -23.07 -19.23 -17.19 -20.13 -25.11 -20.13 -20.13 -14.02 -24.2 1.809 -12.21 15.83 8.821 28.95 26.92
0.665 -3.167 4.976 0 23.98 14.93 -7.012 2.94 20.81 8.821 -10.18 10.86 7.916 19.9 0 11.99 -4.071
0.67 19.9 28.95 21.94 53.83 41.84 0 29.86 61.97 33.93 -5.202 19.9 38 21.94 -11.08 1.809 -43.2
0.675 33.93 38.9 39.81 63.78 51.8 0 43.88 86.85 45.92 -5.202 24.88 61.97 19.9 -15.15 1.809 -68.08
0.68 31.89 32.8 45.92 51.8 39.81 0.9047 39.81 84.82 43.88 -5.202 19 71.93 11.99 -9.047 6.786 -72.15
