    T[sec]  F7  F3 Fz   F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
0.92 -19.03 -29.06 -37.03 -27.07 -35.04 -11.07 -47.06 -55.02 -27.07 -43.08 -57.01 -47.06 -53.03 -35.04 -47.06 -31.06
0.926667 -20.07 -19.03 -14.01 -19.03 -22.06 -1.035 -31.06 -36.07 -41.01 -23.01 -29.06 -22.06 -38.06 -13.06 -11.07 -10.03
0.933333 -4.061 -1.035 2.946 -7.007 0 -1.035 -15.05 -11.07 -31.06 -3.026 -21.02 -10.03 -20.07 0.9555 -7.007 1.991
0.94 -17.04 23.97 19.99 11.94 15.93 -7.007 0 7.963 -5.017 1.991 -27.07 7.963 -11.07 -1.035 -15.05 1.991
0.946667 -25 7.963 -9.078 7.963 -1.035 -36.07 -2.07 -15.05 8.998 -34 -44.03 -15.05 -25 -32.01 -17.04 -1.035
0.953333 -30.02 -15.05 -15.05 -29.06 -13.06 -42.04 -33.05 -18.08 -26.04 -38.06 -46.03 -31.06 -47.06 -46.03 -37.03 -33.05
0.96 33.92 0.9555 3.981 -9.078 -1.035 25.96 -1.035 18 -2.07 -15.05 -3.026 15.93 3.981 -51.04 -21.02 -13.06
0.966667 19.99 1.991 -3.026 -5.017 -9.078 27.95 18 15.93 19.99 -9.078 7.963 18 13.94 -51.04 8.998 7.963
0.973333 21.98 -2.07 -5.017 -9.078 -3.026 25.96 37.98 19.99 11.94 -7.007 15.93 25.96 18 -25 44.99 23.97
0.98 -11.07 -27.07 -33.05 -41.01 -13.06 1.991 15.93 0.9555 0 -16.01 3.981 0.9555 0.9555 -24.05 30.98 1.991
0.986667 -15.05 -25 -21.02 -33.05 -1.035 -14.01 7.963 1.991 -18.08 -4.061 -2.07 -3.026 7.963 -8.043 24.92 9.954
0.993333 -19.03 -17.04 -11.07 -5.017 18 -9.078 7.963 9.954 -7.007 9.954 25.96 -7.007 29.94 18 36.95 21.98
1 -49.05 -41.01 -29.06 -19.03 -7.007 -23.01 0 -3.026 5.972 -2.07 21.98 -27.07 5.972 15.93 32.97 -2.07
1.00667 -19.03 -33.05 -13.06 -9.078 -2.07 -13.06 11.94 11.94 -3.026 21.98 39.97 -9.078 18 37.98 52.95 -1.035
1.01333 -20.07 -23.01 -20.07 -9.078 -10.03 -40.05 5.972 -6.052 11.94 4.937 -22.06 -9.078 4.937 12.98 -1.035 -22.06
1.02 13.94 -1.035 1.991 0 3.981 -16.01 1.991 4.937 -5.017 20.94 -10.03 4.937 12.98 30.98 -1.035 -16.01
1.02667 -30.02 -32.01 -37.03 -29.06 -33.05 -39.02 -29.06 -34 3.981 1.991 -35.04 -29.06 -21.02 -5.017 -39.02 -43.08
1.03333 0 -27.07 -18.08 -27.07 -10.03 -22.06 -25 -10.03 -25 24.92 -2.07 -12.02 -2.07 0.9555 -3.026 -10.03
1.04 -16.01 -31.06 -31.06 -31.06 -37.03 -44.03 -31.06 -24.05 -5.017 4.937 -34 -19.03 -15.05 -30.02 -37.03 -27.07
1.04667 -3.026 -29.06 -21.02 -31.06 -31.06 -38.06 -37.03 -19.03 -33.05 -24.05 -51.04 -15.05 -27.07 -15.05 -49.05 -37.03
1.05333 -12.02 -28.03 -21.02 -33.05 -49.05 -37.03 -37.03 -22.06 -39.02 -33.05 -26.04 -21.02 -37.03 -26.04 -45.07 -49.05
1.06 3.981 -6.052 0.9555 -21.02 -45.07 -16.01 -9.078 0.9555 -43.08 -10.03 4.937 0 -2.07 -12.02 -9.078 -14.01
1.06667 27.95 25.96 18 1.991 -25 1.991 29.94 27.95 -23.01 13.94 45.95 23.97 37.98 0.9555 36.95 23.97
1.07333 1.991 8.998 0.9555 -7.007 -31.06 -7.007 18 4.937 -5.017 1.991 18 0 19.99 -11.07 20.94 1.991
1.08 5.972 28.98 14.97 22.93 6.928 0.9555 40.93 21.98 -1.035 34.96 28.98 11.94 48.97 16.96 62.99 40.93
1.08667 -18.08 -1.035 -16.01 1.991 -21.02 -4.061 15.93 -4.061 11.94 41.96 9.954 -10.03 33.92 5.972 40.93 14.97
1.09333 -21.02 -15.05 -16.01 -8.043 -36.07 2.946 16.96 -14.01 -2.07 37.98 35.99 -12.02 31.93 15.93 66.97 25.96
1.1 -35.04 -42.04 -40.05 -32.01 -58.05 0 1.991 -33.05 -15.05 12.98 40.93 -31.06 -10.03 0.9555 44.99 -6.052
1.10667 -36.07 -50.01 -37.03 -35.04 -71.03 10.99 -6.052 -37.03 -30.02 -1.035 37.98 -40.05 -39.02 -5.017 28.98 -32.01
1.11333 -21.02 -30.02 -29.06 -12.02 -57.01 5.972 8.998 -24.05 -33.05 -10.03 18.95 -17.04 -25 -8.043 24.92 -15.05
1.12 -47.06 -66.01 -57.01 -45.07 -79.07 -18.08 -22.06 -47.06 -46.03 -53.03 -16.01 -46.03 -45.07 -16.01 -19.03 -63.07
1.12667 -49.05 -70.07 -60.04 -47.06 -64.02 -24.05 -42.04 -42.04 -60.04 -58.05 -21.02 -48.02 -46.03 -11.07 -39.02 -59
1.13333 -45.07 -62.03 -51.04 -35.04 -51.04 -38.06 -50.01 -47.06 -52.08 -45.07 -54.07 -52.08 -45.07 -20.07 -73.02 -67.05
1.14 -37.03 -40.05 -37.03 -12.02 -39.02 -41.01 -48.02 -40.05 -43.08 -24.05 -62.03 -41.01 -33.05 -30.02 -91.02 -49.05
1.14667 -4.061 -4.061 -9.078 27.95 3.981 -32.01 -10.03 -11.07 -32.01 -1.035 -33.05 -12.02 1.991 -3.026 -53.03 -6.052
1.15333 -29.06 -34 -40.05 -4.061 -16.01 -21.02 -38.06 -29.06 -11.07 -22.06 -26.04 -35.04 -24.05 -19.03 -69.04 -44.03
1.16 -19.03 -13.06 -30.02 0.9555 1.991 -4.061 -6.052 -18.08 -5.017 -13.06 -15.05 -20.07 -5.017 -11.07 -37.03 -15.05
1.16667 -28.03 -23.01 -40.05 -17.04 -21.02 -4.061 -5.017 -30.02 -3.026 -19.03 -17.04 -26.04 -13.06 -15.05 -27.07 -24.05
1.17333 -19.03 -28.03 -28.03 -14.01 -2.07 1.991 -4.061 -15.05 -21.02 4.937 6.928 -21.02 2.946 -6.052 0.9555 0.9555
1.18 0 -8.043 -1.035 3.981 15.93 0 13.94 6.928 -5.017 13.94 31.93 1.991 21.98 1.991 38.94 23.97
1.18667 0 -2.07 7.963 13.94 11.94 1.991 9.954 13.94 9.954 18 18 5.972 13.94 -1.035 20.94 13.94
1.19333 13.94 36.95 35.99 47.94 21.98 6.928 49.93 31.93 19.99 -1.035 24.92 34.96 38.94 6.928 50.96 36.95
1.2 18.95 18.95 21.98 9.954 -3.026 7.963 19.99 20.94 9.954 -7.007 18.95 19.99 1.991 -16.01 30.98 -1.035
1.20667 9.954 27.95 19.99 18 1.991 -10.03 9.954 7.963 0 -22.06 -3.026 9.954 -5.017 -37.03 8.998 -13.06
1.21333 -12.02 7.963 5.972 0 -13.06 -38.06 -27.07 -12.02 -7.007 -38.06 -42.04 -13.06 -39.02 -60.04 -39.02 -53.03
1.22 -24.05 0.9555 2.946 1.991 -14.01 -36.07 -37.03 -14.01 -15.05 -40.05 -58.05 -28.03 -26.04 -34 -59 -36.07
1.22667 -12.02 1.991 1.991 -2.07 -13.06 -13.06 -29.06 -2.07 -19.03 -27.07 -43.08 -17.04 -11.07 -27.07 -39.02 -15.05
1.23333 5.972 8.998 13.94 11.94 7.963 1.991 -5.017 4.937 -5.017 0 -26.04 -1.035 0 -8.043 -11.07 0.9555
1.24 -14.01 0 0.9555 13.94 6.928 -24.05 -9.078 -2.07 1.991 -12.02 -48.02 -3.026 -8.043 -18.08 -23.01 -6.052
1.24667 -15.05 -15.05 -5.017 -3.026 -13.06 -17.04 -21.02 -7.007 -9.078 -19.03 -25 -15.05 -31.06 -5.017 -27.07 -19.03
1.25333 -3.026 -2.07 -5.017 -3.026 -11.07 -11.07 0.9555 -5.017 -5.017 -23.01 -7.007 -3.026 -11.07 1.991 -9.078 7.963
1.26 11.94 1.991 -7.007 -25 -15.05 -2.07 -2.07 -4.061 -12.02 -24.05 8.998 1.991 -11.07 -4.061 2.946 13.94
1.26667 4.937 -2.07 -10.03 -21.02 -1.035 -5.017 0 0.9555 -15.05 -17.04 19.99 -1.035 -6.052 1.991 0.9555 7.963
1.27333 0 -14.01 -14.01 -24.05 -8.043 2.946 1.991 -7.007 -13.06 -9.078 26.99 -3.026 -6.052 3.981 4.937 7.963
1.28 2.946 -5.017 -3.026 -5.017 -9.078 20.94 18 1.991 -16.01 -4.061 54.94 1.991 -9.078 6.928 26.99 9.954
1.28667 -3.026 -3.026 -9.078 -2.07 -21.02 6.928 23.97 -13.06 -9.078 -16.01 18.95 0 -15.05 -13.06 18.95 9.954
1.29333 -15.05 -13.06 -17.04 -13.06 -23.01 0 -7.007 -25 -29.06 -27.07 -2.07 -15.05 -47.06 -47.06 -17.04 -25
1.3 0.9555 0 -2.07 0.9555 -1.035 20.94 0.9555 -5.017 -27.07 1.991 20.94 -3.026 -22.06 -15.05 8.998 1.991
1.30667 0 -1.035 -12.02 -5.017 -24.05 1.991 -1.035 -30.02 -11.07 -13.06 11.94 -9.078 -30.02 -47.06 12.98 -7.007
1.31333 -11.07 -19.03 -9.078 -13.06 -13.06 -1.035 -19.03 -21.02 -37.03 -13.06 5.972 -17.04 -37.03 -45.07 -5.017 -29.06
1.32 -8.043 -16.01 -6.052 -16.01 1.991 -8.043 -34 -15.05 -19.03 -6.052 -28.03 -17.04 -34 -37.03 -47.06 -37.03
1.32667 1.991 0.9555 4.937 -1.035 25.96 0 -25 4.937 -12.02 16.96 -15.05 0 -13.06 1.991 -43.08 -13.06
1.33333 21.98 20.94 12.98 18.95 20.94 -1.035 11.94 14.97 8.998 18 0.9555 18.95 9.954 6.928 6.928 28.98
1.34 -5.017 1.991 0 0 0 -23.01 -14.01 -5.017 4.937 -2.07 -23.01 -4.061 -12.02 -22.06 -21.02 -15.05
1.34667 16.96 -2.07 20.94 6.928 36.95 0.9555 -15.05 14.97 -3.026 40.93 0.9555 0 3.981 -1.035 -19.03 -15.05
1.35333 -1.035 0.9555 6.928 13.94 16.96 -13.06 -9.078 1.991 36.95 22.93 -31.06 1.991 -9.078 1.991 -41.01 -31.06
1.36 0.9555 3.981 8.998 23.97 27.95 1.991 0 10.99 12.98 34.96 -11.07 4.937 -2.07 9.954 -17.04 -6.052
1.36667 1.991 0.9555 -1.035 15.93 6.928 0 0 -1.035 14.97 18.95 -10.03 6.928 1.991 13.94 -17.04 -15.05
1.37333 8.998 3.981 13.94 15.93 25.96 25.96 -1.035 7.963 -4.061 32.97 13.94 9.954 68.96 12.98 -9.078 -6.052
1.38 33.92 18 26.99 23.97 30.98 49.93 15.93 16.96 8.998 14.97 43 24.92 83.93 33.92 18.95 0.9555
1.38667 20.94 37.98 34.96 45.95 29.94 52 29.94 10.99 16.96 4.937 25.96 26.99 59.96 33.92 32.97 -1.035
1.39333 24.92 43.96 46.98 59.96 34.96 45.95 21.98 18.95 16.96 4.937 5.972 26.99 25.96 33.92 22.93 -5.017
1.4 16.96 32.97 40.93 61 22.93 41.96 21.98 12.98 18 -1.035 3.981 27.95 15.93 28.98 22.93 -9.078
1.40667 5.972 18.95 21.98 37.98 18.95 47.94 10.99 7.963 12.98 -12.02 9.954 14.97 16.96 16.96 8.998 -21.02
1.41333 -1.035 0.9555 0.9555 22.93 14.97 50.96 3.981 -1.035 8.998 -29.06 13.94 0.9555 -1.035 24.92 14.97 -20.07
1.42 -12.02 0 -2.07 26.99 7.963 43.96 -1.035 -16.01 4.937 -26.04 -19.03 -3.026 -1.035 22.93 -1.035 -17.04
1.42667 -2.07 -4.061 1.991 22.93 4.937 36.95 -8.043 -9.078 -1.035 -22.06 -24.05 -7.007 -6.052 29.94 -5.017 -9.078
1.43333 -5.017 0.9555 3.981 29.94 9.954 33.92 -2.07 -5.017 -3.026 -9.078 -21.02 -2.07 0 55.98 -1.035 7.963
1.44 -8.043 -5.017 6.928 11.94 22.93 23.97 -12.02 6.928 1.991 1.991 -5.017 -3.026 1.991 77.96 -11.07 1.991
1.44667 -22.06 -14.01 -4.061 4.937 0 8.998 -10.03 0 13.94 9.954 -8.043 -13.06 0.9555 89.98 -1.035 13.94
1.45333 -13.06 -13.06 -3.026 -2.07 -5.017 19.99 -1.035 5.972 7.963 15.93 -3.026 -7.007 9.954 93.96 6.928 18
1.46 -13.06 -3.026 -7.007 7.963 -5.017 10.99 5.972 3.981 3.981 8.998 -12.02 0.9555 13.94 84.96 18.95 29.94
1.46667 -1.035 0 0 11.94 13.94 24.92 13.94 14.97 1.991 6.928 -1.035 9.954 19.99 92.93 34.96 45.95
1.47333 -4.061 -6.052 -1.035 4.937 -1.035 0 -8.043 3.981 3.981 0.9555 -22.06 -5.017 -2.07 45.95 6.928 7.963
1.48 0.9555 5.972 22.93 23.97 2.946 3.981 2.946 11.94 3.981 5.972 -9.078 3.981 -2.07 33.92 20.94 7.963
1.48667 -11.07 5.972 19.99 23.97 5.972 0 -7.007 -1.035 16.96 4.937 -20.07 0.9555 -17.04 0.9555 -15.05 -23.01
1.49333 0.9555 15.93 25.96 35.99 33.92 1.991 -2.07 7.963 19.99 21.98 -15.05 1.991 -3.026 21.98 -9.078 -2.07
1.5 0.9555 5.972 18 21.98 37.98 5.972 0.9555 9.954 21.98 47.94 -3.026 0 -2.07 37.98 0.9555 -2.07
1.50667 18 27.95 37.98 49.93 57.97 15.93 21.98 29.94 18 71.98 5.972 25.96 18 45.95 26.99 19.99
1.51333 2.946 26.99 24.92 38.94 25.96 6.928 28.98 16.96 20.94 52.95 2.946 28.98 8.998 24.92 44.99 12.98
1.52 0.9555 0.9555 2.946 14.97 0 -6.052 6.928 -1.035 -1.035 28.98 -20.07 0.9555 -10.03 16.96 10.99 1.991
1.52667 -2.07 -11.07 -1.035 -5.017 -13.06 0.9555 1.991 0 -6.052 32.97 -7.007 -3.026 -3.026 22.93 20.94 18
1.53333 0.9555 -13.06 0 -9.078 -2.07 3.981 5.972 11.94 -1.035 57.97 3.981 0.9555 11.94 33.92 18.95 33.92
1.54 1.991 1.991 19.99 15.93 29.94 15.93 23.97 31.93 21.98 71.98 21.98 11.94 41.96 47.94 46.98 65.93
1.54667 -6.052 -4.061 8.998 16.96 21.98 0.9555 16.96 24.92 36.95 70.95 8.998 0.9555 40.93 32.97 44.99 50.96
1.55333 -2.07 -4.061 10.99 13.94 21.98 -1.035 18.95 28.98 38.94 74.93 10.99 4.937 40.93 43 48.97 58.93
1.56 1.991 3.981 11.94 18 19.99 -2.07 23.97 37.98 41.96 73.98 15.93 18 47.94 31.93 64.98 69.99
1.56667 22.93 16.96 24.92 28.98 31.93 -2.07 36.95 46.98 41.96 72.94 10.99 26.99 44.99 66.97 54.94 72.94
1.57333 29.94 39.97 37.98 54.94 41.96 -15.05 30.98 38.94 47.94 50.96 0.9555 28.98 24.92 34.96 26.99 40.93
1.58 4.937 21.98 20.94 32.97 23.97 -41.01 6.928 9.954 37.98 18 -19.03 3.981 -14.01 -10.03 -9.078 -19.03
1.58667 -1.035 8.998 11.94 14.97 15.93 -38.06 -31.06 -5.017 15.93 -11.07 -6.052 -9.078 -41.01 -55.02 -41.01 -59
1.59333 9.954 15.93 15.93 14.97 19.99 -11.07 -13.06 6.928 5.972 -10.03 18 2.946 -28.03 -30.02 -11.07 -30.02
1.6 30.98 29.94 36.95 21.98 19.99 -5.017 12.98 25.96 14.97 2.946 38.94 27.95 -4.061 0.9555 4.937 -1.035
1.60667 38.94 44.99 48.97 35.99 18 -2.07 22.93 34.96 30.98 12.98 41.96 38.94 0 2.946 14.97 -3.026
1.61333 26.99 39.97 38.94 35.99 0 -9.078 30.98 27.95 24.92 16.96 28.98 37.98 12.98 -7.007 0.9555 -7.007
1.62 15.93 19.99 25.96 28.98 2.946 1.991 7.963 19.99 11.94 15.93 26.99 20.94 9.954 0.9555 -5.017 -2.07
1.62667 10.99 27.95 20.94 43.96 19.99 -1.035 40.93 15.93 26.99 30.98 38.94 21.98 40.93 41.96 34.96 49.93
1.63333 -14.01 -6.052 -1.035 11.94 7.963 -17.04 -4.061 -4.061 34.96 24.92 33.92 -8.043 14.97 48.97 16.96 37.98
1.64 -10.03 -7.007 1.991 18 0.9555 -13.06 8.998 0.9555 24.92 30.98 32.97 -3.026 34.96 59.96 48.97 53.99
1.64667 -27.07 -27.07 -13.06 -6.052 -15.05 -37.03 -23.01 -4.061 7.963 26.99 0.9555 -22.06 16.96 24.92 12.98 34.96
1.65333 -15.05 -6.052 0 4.937 3.981 -36.07 -5.017 1.991 0 29.94 -10.03 -15.05 18 13.94 14.97 35.99
1.66 -20.07 -13.06 -4.061 2.946 21.98 -45.07 -14.01 0.9555 3.981 37.98 -13.06 -15.05 6.928 -12.02 -1.035 23.97
1.66667 -15.05 -15.05 -7.007 0 9.954 -43.08 -16.01 -2.07 3.981 26.99 -15.05 -12.02 -4.061 -40.05 -9.078 6.928
1.67333 -10.03 -6.052 -10.03 -6.052 -13.06 -76.05 -22.06 -16.01 -3.026 4.937 -48.02 -14.01 -26.04 -72.06 -37.03 -12.02
1.68 -19.03 -9.078 -9.078 -21.02 -11.07 -91.02 -61.08 -27.07 -19.03 -3.026 -77 -27.07 -59 -95.08 -81.06 -45.07
1.68667 -1.035 0.9555 4.937 5.972 3.981 -76.05 -44.03 -14.01 -14.01 12.98 -70.07 -14.01 -36.07 -76.05 -73.02 -30.02
1.69333 8.998 12.98 12.98 20.94 23.97 -34 -28.03 -2.07 -1.035 28.98 -40.05 -1.035 -24.05 -70.07 -65.06 -8.043
1.7 31.93 33.92 23.97 27.95 18 -13.06 5.972 7.963 9.954 27.95 -17.04 25.96 -9.078 -63.07 -37.03 0.9555
1.70667 25.96 23.97 3.981 3.981 -1.035 -1.035 9.954 5.972 7.963 0 3.981 27.95 -19.03 -75.01 -35.04 -21.02
1.71333 21.98 9.954 -2.07 -17.04 -5.017 0 25.96 13.94 1.991 -4.061 33.92 29.94 -3.026 -56.06 -1.035 -17.04
1.72 30.98 10.99 1.991 -8.043 3.981 8.998 50.96 26.99 -1.035 -6.052 54.94 34.96 18.95 -28.03 26.99 14.97
1.72667 28.98 12.98 4.937 -8.043 9.954 20.94 56.93 30.98 8.998 8.998 62.99 36.95 38.94 -1.035 54.94 44.99
1.73333 13.94 3.981 -9.078 -15.05 -5.017 0 45.95 9.954 13.94 7.963 35.99 18 29.94 0.9555 46.98 43.96
1.74 -2.07 -2.07 -17.04 -19.03 -21.02 0.9555 21.98 0 -3.026 3.981 19.99 5.972 15.93 -7.007 20.94 31.93
1.74667 0.9555 -7.007 -19.03 -21.02 -15.05 -9.078 5.972 1.991 -13.06 0.9555 1.991 0 5.972 -7.007 14.97 27.95
1.75333 14.97 3.981 -5.017 0.9555 -3.026 -1.035 21.98 20.94 -9.078 10.99 12.98 18 18 6.928 32.97 57.97
1.76 -7.007 -9.078 -12.02 -23.01 -18.08 -12.02 -2.07 -3.026 6.928 10.99 -4.061 -2.07 -1.035 -10.03 32.97 30.98
1.76667 -17.04 -9.078 -18.08 -18.08 -22.06 -35.04 -9.078 -18.08 0.9555 1.991 -33.05 -18.08 -12.02 -44.03 6.928 6.928
1.77333 -24.05 -31.06 -18.08 -31.06 -20.07 -44.03 -45.07 -28.03 -15.05 -12.02 -46.03 -35.04 -43.08 -66.01 -31.06 -35.04
1.78 -2.07 -7.007 -1.035 -9.078 -13.06 -22.06 -31.06 -4.061 -17.04 -6.052 -16.01 -13.06 -31.06 -50.01 -15.05 -21.02
1.78667 21.98 15.93 19.99 1.991 -17.04 19.99 -9.078 7.963 -15.05 1.991 26.99 5.972 -25 -19.03 2.946 -19.03
1.79333 21.98 35.99 24.92 14.97 -16.01 23.97 1.991 0.9555 2.946 -10.03 3.981 12.98 -30.02 -44.03 -1.035 -30.02
1.8 22.93 31.93 22.93 19.99 0 18.95 -9.078 1.991 -6.052 -9.078 -18.08 12.98 -44.03 -57.01 -47.06 -56.06
1.80667 5.972 15.93 9.954 5.972 -5.017 -2.07 -19.03 0 0.9555 -3.026 -25 1.991 -41.01 -63.07 -59 -63.07
1.81333 15.93 23.97 12.98 16.96 11.94 9.954 -1.035 12.98 1.991 26.99 0.9555 14.97 -4.061 -24.05 -17.04 -24.05
1.82 1.991 1.991 -6.052 0 -21.02 0 -2.07 -7.007 5.972 21.98 -9.078 1.991 -6.052 -14.01 2.946 -23.01
1.82667 -12.02 -12.02 -23.01 -15.05 -24.05 -6.052 -4.061 -16.01 -13.06 26.99 -17.04 -9.078 -7.007 1.991 -3.026 -16.01
1.83333 -45.07 -37.03 -47.06 -29.06 -52.08 -37.03 -25 -31.06 -26.04 14.97 -40.05 -33.05 -18.08 13.94 -25 -26.04
1.84 -40.05 -35.04 -34 -26.04 -23.01 -32.01 -25 -9.078 -35.04 38.94 -19.03 -28.03 0 45.95 -15.05 1.991
1.84667 -30.02 -22.06 -28.03 -23.01 -7.007 -24.05 -15.05 -9.078 -15.05 52.95 -21.02 -22.06 12.98 62.99 -1.035 10.99
1.85333 -12.02 -25 -24.05 -29.06 -3.026 -12.02 -12.02 -3.026 -4.061 54.94 -13.06 -14.01 3.981 53.99 -13.06 0.9555
1.86 -4.061 -6.052 -14.01 -7.007 -5.017 1.991 -5.017 -3.026 1.991 50.96 -15.05 -6.052 -1.035 43 -23.01 -8.043
1.86667 -3.026 -14.01 -19.03 -9.078 -36.07 -4.061 -18.08 -25 0 12.98 -27.07 -14.01 -36.07 4.937 -43.08 -44.03
1.87333 1.991 -6.052 -10.03 -9.078 -29.06 -4.061 -23.01 -21.02 -23.01 12.98 -23.01 -14.01 -40.05 12.98 -37.03 -42.04
1.88 -8.043 -7.007 -16.01 -11.07 -29.06 -26.04 -32.01 -31.06 -18.08 6.928 -41.01 -26.04 -49.05 0.9555 -45.07 -47.06
1.88667 -20.07 -14.01 -14.01 -11.07 -25 -40.05 -51.04 -31.06 -21.02 12.98 -49.05 -32.01 -50.01 -12.02 -57.01 -52.08
1.89333 -14.01 -13.06 -6.052 1.991 -17.04 -42.04 -53.03 -25 -11.07 12.98 -47.06 -24.05 -49.05 -11.07 -63.07 -39.02
1.9 -2.07 -13.06 -3.026 -2.07 -28.03 -37.03 -39.02 -21.02 -12.02 -1.035 -36.07 -9.078 -42.04 0 -47.06 -28.03
1.90667 2.946 1.991 -3.026 -2.07 -42.04 -26.04 -10.03 -6.052 -17.04 0.9555 -23.01 3.981 -21.02 15.93 -27.07 -2.07
1.91333 0.9555 -5.017 -16.01 -8.043 -57.01 -29.06 -1.035 -15.05 -23.01 -5.017 -29.06 -4.061 -14.01 10.99 -23.01 -7.007
1.92 -11.07 -21.02 -26.04 -24.05 -59 -23.01 -1.035 -10.03 -30.02 -6.052 -31.06 -12.02 -10.03 0.9555 -27.07 -16.01
1.92667 0.9555 -23.01 -21.02 -27.07 -45.07 -19.03 -2.07 -1.035 -27.07 11.94 -19.03 -7.007 -2.07 21.98 -19.03 -3.026
1.93333 -28.03 -29.06 -30.02 -31.06 -52.08 -36.07 -3.026 -19.03 -16.01 18 -40.05 -18.08 -6.052 7.963 -29.06 -12.02
1.94 -29.06 -23.01 -26.04 -28.03 -40.05 -23.01 -13.06 -10.03 -26.04 48.97 -29.06 -14.01 1.991 20.94 -31.06 -4.061
1.94667 -23.01 -23.01 -23.01 -29.06 -27.07 -23.01 -5.017 -15.05 -9.078 43.96 -26.04 -13.06 3.981 9.954 -23.01 -2.07
1.95333 -7.007 -27.07 -23.01 -39.02 -31.06 1.991 -5.017 -2.07 -3.026 44.99 0.9555 -3.026 13.94 30.98 -9.078 23.97
1.96 -1.035 -11.07 -20.07 -25 -28.03 -2.07 3.981 -4.061 0.9555 46.98 14.97 -1.035 19.99 40.93 14.97 53.99
1.96667 -5.017 -9.078 -24.05 -26.04 -38.06 -7.007 1.991 -12.02 0 34.96 15.93 -6.052 10.99 28.98 10.99 38.94
1.97333 0 -2.07 -18.08 -15.05 -40.05 -12.02 11.94 -21.02 -8.043 32.97 8.998 -2.07 4.937 20.94 10.99 26.99
1.98 0 -15.05 -17.04 -27.07 -41.01 -22.06 -5.017 -30.02 -17.04 18.95 -2.07 -11.07 -21.02 0.9555 -15.05 -15.05
1.98667 3.981 -5.017 -9.078 -11.07 -41.01 -15.05 -19.03 -21.02 -35.04 19.99 0 -5.017 -41.01 3.981 -35.04 -27.07
1.99333 13.94 3.981 5.972 0.9555 -23.01 -13.06 -11.07 -7.007 -35.04 13.94 13.94 -2.07 -39.02 3.981 -13.06 -23.01
2 1.991 -2.07 -1.035 -2.07 -29.06 -20.07 -6.052 -15.05 -20.07 -4.061 4.937 0.9555 -39.02 -5.017 -11.07 -33.05
2.00667 -2.07 -6.052 -5.017 0 -15.05 -23.01 -7.007 -12.02 -27.07 0 0.9555 -9.078 -29.06 -1.035 2.946 -26.04
2.01333 -1.035 0.9555 4.937 6.928 9.954 -15.05 3.981 6.928 -13.06 29.94 6.928 0 0 6.928 8.998 -2.07
2.02 3.981 19.99 13.94 18 15.93 -2.07 24.92 24.92 2.946 56.93 16.96 11.94 19.99 13.94 26.99 13.94
2.02667 19.99 29.94 21.98 25.96 19.99 3.981 49.93 43.96 11.94 73.98 34.96 31.93 43.96 37.98 52.95 49.93
2.03333 -2.07 1.991 -7.007 1.991 -15.05 1.991 25.96 18 18 55.98 21.98 5.972 18 29.94 36.95 33.92
2.04 -8.043 -8.043 -16.01 -10.03 -13.06 0.9555 15.93 2.946 1.991 59.96 16.96 -3.026 11.94 44.99 44.99 36.95
