    T[sec]  F7  F3 Fz   F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
11.5867 14.97 0.9555 6.928 7.963 30.98 -16.01 0 18.95 11.94 10.99 -6.052 7.963 -6.052 -3.026 -17.04 -27.07
11.5933 21.98 9.954 23.97 21.98 29.94 -5.017 3.981 29.94 13.94 25.96 1.991 21.98 -1.035 -15.05 -1.035 -31.06
11.6 1.991 13.94 19.99 33.92 5.972 -9.078 9.954 19.99 23.97 33.92 -17.04 11.94 -2.07 -5.017 -19.03 -35.04
11.6067 1.991 25.96 29.94 52 33.92 -15.05 21.98 35.99 27.95 35.99 -3.026 19.99 25.96 13.94 10.99 3.981
11.6133 -22.06 -2.07 -1.035 18 14.97 -34 0.9555 10.99 31.93 22.93 -16.01 -7.007 16.96 3.981 -9.078 -3.026
11.62 -8.043 0 1.991 15.93 -1.035 -14.01 7.963 24.92 9.954 30.98 26.99 -1.035 30.98 25.96 22.93 23.97
11.6267 -9.078 -1.035 1.991 13.94 -9.078 -9.078 15.93 23.97 13.94 41.96 27.95 5.972 35.99 37.98 43 33.92
11.6333 14.97 22.93 36.95 43.96 36.95 20.94 35.99 50.96 9.954 72.94 68.96 34.96 66.97 89.98 78.99 86
11.64 -12.02 4.937 12.98 27.95 36.95 -7.007 19.99 13.94 57.97 48.97 15.93 6.928 48.97 59.96 54.94 64.98
11.6467 -40.05 -20.07 -12.02 1.991 -15.05 -25 -12.02 -15.05 21.98 12.98 0 -23.01 6.928 26.99 10.99 31.93
11.6533 -63.07 -37.03 -34 -9.078 -25 -70.07 -31.06 -50.01 3.981 -37.03 -46.03 -55.02 -14.01 -20.07 -1.035 10.99
11.66 -47.06 -52.08 -28.03 -15.05 1.991 -62.03 -57.01 -49.05 -27.07 -39.02 -37.03 -61.08 -28.03 -17.04 -11.07 -2.07
11.6667 -22.06 -23.01 -13.06 1.991 -1.035 -44.03 -39.02 -48.02 -21.02 -14.01 -44.03 -38.06 -24.05 -16.01 -1.035 -5.017
11.6733 -14.01 -23.01 -19.03 -12.02 -63.07 -43.08 -62.03 -61.08 -41.01 -24.05 -66.01 -43.08 -71.03 -36.07 -61.08 -50.01
11.68 -6.052 1.991 -7.007 0 -50.01 -30.02 -45.07 -46.03 -73.02 -40.05 -46.03 -18.08 -90.06 -72.06 -67.05 -67.05
11.6867 3.981 0.9555 -6.052 1.991 -14.01 -15.05 -31.06 -28.03 -61.08 -53.03 -22.06 -15.05 -94.04 -81.06 -49.05 -76.05
11.6933 16.96 3.981 0 21.98 14.97 24.92 13.94 1.991 -33.05 -20.07 24.92 10.99 -48.02 -44.03 -1.035 -55.02
11.7 30.98 7.963 3.981 22.93 18 52 46.98 21.98 0.9555 8.998 36.95 25.96 -7.007 1.991 36.95 -10.03
11.7067 22.93 1.991 -1.035 23.97 20.94 52.95 67.92 34.96 25.96 24.92 56.93 32.97 20.94 24.92 58.93 18
11.7133 0.9555 -22.06 -30.02 -13.06 6.928 22.93 45.95 11.94 29.94 1.991 37.98 5.972 16.96 15.93 48.97 12.98
11.72 -27.07 -51.04 -58.05 -39.02 -3.026 -14.01 21.98 -12.02 18 -13.06 12.98 -17.04 12.98 10.99 46.98 16.96
11.7267 -30.02 -52.08 -44.03 -36.07 -5.017 -39.02 0.9555 -11.07 -9.078 2.946 -13.06 -19.03 16.96 20.94 24.92 19.99
11.7333 -16.01 -36.07 -28.03 -11.07 4.937 -37.03 15.93 7.963 -2.07 44.99 -7.007 -6.052 48.97 49.93 44.99 58.93
11.74 -58.05 -58.05 -42.04 -27.07 -12.02 -64.02 -5.017 -14.01 11.94 40.93 -22.06 -35.04 32.97 45.95 16.96 35.99
11.7467 -45.07 -55.02 -41.01 -29.06 1.991 -67.05 -21.02 -19.03 0 27.95 -25 -41.01 25.96 45.95 6.928 23.97
11.7533 -38.06 -43.08 -21.02 -9.078 31.93 -70.07 -35.04 -18.08 1.991 26.99 -20.07 -37.03 14.97 35.99 -5.017 11.94
11.76 0.9555 -8.043 0.9555 21.98 50.96 -54.07 -31.06 2.946 18 36.95 -10.03 -11.07 12.98 43.96 -9.078 15.93
11.7667 -35.04 -23.01 -11.07 9.954 7.963 -75.01 -45.07 -17.04 29.94 3.981 -25 -31.06 -13.06 25.96 -23.01 9.954
11.7733 -25 -21.02 -5.017 0 0.9555 -65.06 -57.01 -21.02 -5.017 -19.03 -31.06 -31.06 -47.06 19.99 -49.05 -19.03
11.78 -15.05 -3.026 0.9555 11.94 -3.026 -53.03 -31.06 -21.02 -21.02 -43.08 -37.03 -9.078 -51.04 -11.07 -41.01 -31.06
11.7867 4.937 -2.07 6.928 3.981 1.991 -24.05 -25 -10.03 -29.06 -34 -22.06 0 -58.05 -21.02 -39.02 -45.07
11.7933 14.97 -5.017 0.9555 -5.017 -3.026 -10.03 -13.06 -2.07 -25 -38.06 -8.043 7.963 -58.05 -23.01 -21.02 -39.02
11.8 25.96 -3.026 5.972 -7.007 5.972 3.981 -5.017 3.981 -23.01 -23.01 13.94 13.94 -49.05 -2.07 -7.007 -39.02
11.8067 9.954 -9.078 -5.017 -15.05 0 15.93 0.9555 -2.07 -19.03 -15.05 27.95 7.963 -47.06 -21.02 -11.07 -49.05
11.8133 11.94 0.9555 -5.017 -7.007 -9.078 19.99 31.93 7.963 -9.078 -9.078 37.98 21.98 -17.04 0.9555 30.98 0.9555
11.82 4.937 -13.06 -11.07 -15.05 -14.01 16.96 25.96 2.946 -18.08 -8.043 32.97 7.963 -6.052 0.9555 34.96 14.97
11.8267 3.981 -4.061 -10.03 0.9555 0.9555 0.9555 43 5.972 -13.06 -16.01 30.98 14.97 15.93 28.98 62.99 31.93
11.8333 -9.078 -18.08 -25 -8.043 0 0.9555 26.99 -3.026 -15.05 -6.052 32.97 0 11.94 26.99 46.98 18.95
11.84 -14.01 -37.03 -42.04 -37.03 -18.08 6.928 11.94 -8.043 -18.08 0.9555 46.98 -8.043 10.99 38.94 58.93 34.96
11.8467 1.991 -23.01 -23.01 -23.01 5.972 14.97 29.94 0.9555 -15.05 26.99 50.96 -2.07 33.92 68.96 82.97 70.95
11.8533 -43.08 -47.06 -35.04 -29.06 -9.078 -31.06 -11.07 -31.06 1.991 1.991 -5.017 -37.03 9.954 31.93 34.96 31.93
11.86 -53.03 -48.02 -32.01 -18.08 -11.07 -64.02 -36.07 -41.01 -5.017 1.991 -48.02 -56.06 0.9555 12.98 -9.078 0.9555
11.8667 -63.07 -60.04 -38.06 -23.01 -34 -74.05 -70.07 -51.04 -8.043 -8.043 -66.01 -68 -16.01 0.9555 -39.02 -11.07
11.8733 -27.07 -45.07 -23.01 -17.04 -7.007 -49.05 -63.07 -25 -15.05 -2.07 -53.03 -43.08 -9.078 -2.07 -37.03 -3.026
11.88 -25 -14.01 -9.078 0 -3.026 -40.05 -44.03 -18.08 5.972 -6.052 -44.03 -22.06 -19.03 -13.06 -19.03 -10.03
11.8867 -14.01 -13.06 -7.007 -16.01 -23.01 -36.07 -49.05 -18.08 1.991 -24.05 -48.02 -20.07 -47.06 -40.05 -29.06 -40.05
11.8933 22.93 1.991 6.928 -7.007 -23.01 -10.03 -18.08 1.991 -10.03 -24.05 -22.06 4.937 -41.01 -54.07 -13.06 -39.02
11.9 22.93 10.99 10.99 -1.035 -7.007 -15.05 -1.035 10.99 5.972 -39.02 -20.07 18 -31.06 -57.01 -5.017 -35.04
11.9067 30.98 13.94 15.93 8.998 -17.04 -14.01 7.963 19.99 8.998 -20.07 -16.01 22.93 -13.06 -47.06 -11.07 -33.05
11.9133 12.98 19.99 18 23.97 -15.05 -15.05 14.97 26.99 26.99 -1.035 -17.04 25.96 9.954 24.92 -1.035 0
11.92 38.94 20.94 21.98 21.98 -14.01 -3.026 22.93 38.94 16.96 7.963 -21.02 43 22.93 34.96 -9.078 5.972
11.9267 56.93 47.94 41.96 33.92 35.99 11.94 40.93 61 18.95 21.98 -7.007 67.92 49.93 44.99 4.937 18.95
11.9333 30.98 22.93 15.93 13.94 9.954 2.946 29.94 31.93 40.93 13.94 -14.01 40.93 31.93 15.93 -7.007 0.9555
11.94 44.99 21.98 21.98 13.94 5.972 15.93 30.98 46.98 22.93 33.92 7.963 39.97 45.95 54.94 8.998 18.95
11.9467 12.98 8.998 1.991 1.991 -24.05 1.991 22.93 18.95 26.99 27.95 3.981 22.93 34.96 52.95 0.9555 13.94
11.9533 22.93 11.94 7.963 1.991 1.991 3.981 26.99 32.97 -6.052 53.99 15.93 27.95 52 70.95 18.95 32.97
11.96 1.991 1.991 -1.035 -2.07 0 1.991 11.94 3.981 14.97 52.95 -4.061 6.928 39.97 35.99 16.96 12.98
11.9667 0.9555 -6.052 -4.061 -7.007 -11.07 -1.035 -5.017 0 1.991 45.95 -24.05 -3.026 5.972 31.93 -1.035 -2.07
11.9733 26.99 11.94 16.96 9.954 -5.017 4.937 -8.043 1.991 0.9555 38.94 -10.03 6.928 -11.07 6.928 -5.017 -25
11.98 8.998 37.98 25.96 34.96 25.96 0.9555 -1.035 4.937 1.991 44.99 -12.02 10.99 -29.06 -20.07 -7.007 -38.06
11.9867 25.96 44.99 43.96 54.94 65.93 10.99 6.928 28.98 11.94 44.99 0.9555 28.98 -15.05 -41.01 16.96 -30.02
11.9933 0.9555 25.96 18 37.98 27.95 -9.078 -1.035 7.963 23.97 15.93 -25 7.963 -29.06 -69.04 -3.026 -39.02
12 -1.035 1.991 8.998 21.98 -2.07 -18.08 -24.05 0 -1.035 2.946 -30.02 -4.061 -28.03 -20.07 -13.06 -27.07
12.0067 -7.007 0.9555 10.99 32.97 0.9555 -12.02 1.991 5.972 1.991 8.998 -14.01 -1.035 1.991 10.99 6.928 8.998
12.0133 -9.078 1.991 0 21.98 1.991 -9.078 13.94 5.972 0.9555 3.981 -5.017 1.991 11.94 23.97 30.98 21.98
12.02 -13.06 -1.035 -3.026 0 -9.078 -2.07 15.93 2.946 -7.007 -4.061 6.928 -2.07 5.972 -1.035 22.93 -4.061
12.0267 -12.02 -7.007 -14.01 -1.035 -10.03 -12.02 3.981 -6.052 -10.03 -24.05 -6.052 -2.07 -4.061 -2.07 -1.035 -32.01
12.0333 -3.026 -12.02 -5.017 1.991 -11.07 1.991 4.937 0.9555 -17.04 -6.052 1.991 -2.07 5.972 20.94 -9.078 -14.01
12.04 -7.007 -2.07 -14.01 3.981 -15.05 -10.03 16.96 -7.007 -7.007 -10.03 -10.03 -1.035 21.98 26.99 -5.017 3.981
12.0467 -38.06 -25 -35.04 -19.03 -26.04 -36.07 -17.04 -24.05 -16.01 -14.01 -16.01 -25 16.96 26.99 -29.06 2.946
12.0533 -41.01 -23.01 -25 -15.05 9.954 -41.01 -31.06 -21.02 -23.01 -7.007 -15.05 -29.06 13.94 37.98 -33.05 -2.07
12.06 -11.07 -11.07 -7.007 -2.07 5.972 -25 -27.07 -13.06 0 -7.007 -1.035 -21.02 13.94 18 -13.06 7.963
12.0667 0 0 -1.035 9.954 -23.01 -6.052 -5.017 -16.01 1.991 -4.061 4.937 -15.05 1.991 -6.052 10.99 12.98
12.0733 0.9555 5.972 -2.07 9.954 -40.05 -22.06 -11.07 -32.01 -13.06 -36.07 -2.07 -12.02 -20.07 -57.01 4.937 0
12.08 -15.05 -4.061 -10.03 -5.017 -44.03 -28.03 -29.06 -33.05 -41.01 -57.01 0.9555 -26.04 -60.04 -65.06 -19.03 -33.05
12.0867 1.991 7.963 0 19.99 -20.07 -22.06 -5.017 -4.061 -44.03 -52.08 18.95 -3.026 -55.02 -58.05 6.928 -22.06
12.0933 -3.026 -2.07 -5.017 15.93 -37.03 -14.01 0 -3.026 -24.05 -41.01 20.94 -3.026 -43.08 -58.05 20.94 -15.05
12.1 -1.035 13.94 -1.035 41.96 -3.026 -3.026 29.94 1.991 -27.07 -7.007 19.99 7.963 3.981 -33.05 61 21.98
12.1067 -15.05 -12.02 -26.04 0 -32.01 4.937 5.972 -3.026 -5.017 -7.007 6.928 -6.052 2.946 -25 32.97 11.94
12.1133 -13.06 -19.03 -18.08 -2.07 -14.01 18 15.93 2.946 -15.05 16.96 19.99 -4.061 26.99 11.94 36.95 34.96
12.12 -13.06 -21.02 -17.04 3.981 -7.007 11.94 19.99 3.981 0 31.93 25.96 0.9555 33.92 13.94 34.96 33.92
12.1267 -29.06 -24.05 -26.04 9.954 0.9555 0 19.99 -5.017 7.963 35.99 20.94 -4.061 43 29.94 36.95 47.94
12.1333 -42.04 -22.06 -39.02 2.946 1.991 -13.06 14.97 -22.06 6.928 18.95 -1.035 -13.06 38.94 27.95 28.98 44.99
12.14 -50.01 -45.07 -56.06 -32.01 -15.05 -12.02 -18.08 -37.03 -7.007 -2.07 -18.08 -37.03 2.946 21.98 0.9555 22.93
12.1467 -34 -41.01 -40.05 -26.04 15.93 -2.07 -24.05 -29.06 -21.02 5.972 -11.07 -36.07 1.991 19.99 -11.07 11.94
12.1533 -36.07 -46.03 -50.01 -28.03 1.991 1.991 -30.02 -40.05 -1.035 6.928 -21.02 -41.01 -2.07 6.928 -21.02 4.937
12.16 -47.06 -65.06 -68 -51.04 -24.05 -5.017 -43.08 -63.07 -22.06 0 -29.06 -59 -19.03 -18.08 -31.06 -9.078
12.1667 -13.06 -37.03 -47.06 -40.05 -20.07 22.93 -28.03 -41.01 -34 -9.078 5.972 -37.03 -18.08 -7.007 -5.017 -1.035
12.1733 11.94 -13.06 -20.07 -25 -18.08 41.96 -17.04 -23.01 -26.04 -11.07 39.97 -19.03 -29.06 -2.07 -1.035 -5.017
12.18 15.93 11.94 -7.007 0 -21.02 34.96 0 -18.08 -5.017 -29.06 25.96 1.991 -24.05 -22.06 2.946 -7.007
12.1867 11.94 -3.026 -24.05 -15.05 -52.08 31.93 -11.07 -31.06 -20.07 -65.06 13.94 -5.017 -43.08 -60.04 -5.017 -29.06
12.1933 13.94 -3.026 -21.02 -20.07 -18.08 54.94 -1.035 -15.05 -34 -65.06 43.96 3.981 -28.03 -51.04 18.95 -25
12.2 25.96 -1.035 -18.08 -21.02 -14.01 83.93 19.99 -2.07 -12.02 -50.01 69.99 11.94 -19.03 -56.06 26.99 -13.06
12.2067 10.99 -1.035 -8.043 -16.01 -16.01 71.98 36.95 -1.035 -2.07 -48.02 47.94 13.94 -4.061 -52.08 43 -2.07
12.2133 10.99 -9.078 -14.01 -24.05 -41.01 56.93 16.96 -1.035 -11.07 -49.05 33.92 2.946 -9.078 -67.05 24.92 -9.078
12.22 12.98 -5.017 -4.061 -22.06 -7.007 52.95 12.98 3.981 -17.04 -30.02 56.93 9.954 0.9555 -2.07 34.96 -1.035
12.2267 6.928 -4.061 -15.05 -22.06 -21.02 39.97 22.93 4.937 -4.061 -10.03 57.97 7.963 20.94 27.95 34.96 26.99
12.2333 5.972 -4.061 -22.06 -29.06 -14.01 22.93 21.98 1.991 -3.026 -9.078 30.98 0.9555 26.99 33.92 20.94 31.93
12.24 13.94 11.94 -9.078 -1.035 0.9555 18 43.96 9.954 -3.026 -3.026 21.98 13.94 53.99 53.99 43 59.96
12.2467 0.9555 -11.07 -12.02 -31.06 -20.07 -1.035 -3.026 -12.02 0 -18.08 -1.035 -14.01 20.94 35.99 -9.078 16.96
12.2533 -11.07 2.946 0.9555 -9.078 2.946 -22.06 -2.07 -13.06 -3.026 -31.06 -18.08 -4.061 18.95 29.94 -3.026 23.97
12.26 -17.04 -9.078 0.9555 -19.03 7.963 -39.02 -39.02 -25 -11.07 -33.05 -57.01 -23.01 -9.078 -25 -57.01 -21.02
12.2667 18 37.98 43.96 35.99 73.98 -2.07 -3.026 19.99 0.9555 -2.07 -16.01 18 15.93 -1.035 -13.06 0
12.2733 24.92 33.92 43.96 33.92 43 24.92 -3.026 30.98 36.95 14.97 -1.035 18 14.97 1.991 -15.05 -8.043
12.28 25.96 43 48.97 41.96 46.98 22.93 19.99 39.97 57.97 1.991 8.998 32.97 26.99 0.9555 14.97 5.972
12.2867 19.99 31.93 32.97 25.96 40.93 20.94 25.96 34.96 52 -14.01 1.991 32.97 28.98 -3.026 10.99 6.928
12.2933 22.93 23.97 37.98 19.99 41.96 26.99 27.95 43 36.95 -1.035 18.95 31.93 29.94 -18.08 14.97 4.937
12.3 15.93 27.95 29.94 23.97 0 25.96 35.99 33.92 39.97 -2.07 18 33.92 21.98 -37.03 22.93 -2.07
12.3067 21.98 23.97 23.97 18 0 23.97 31.93 29.94 15.93 -1.035 18 33.92 15.93 -55.02 14.97 -9.078
12.3133 23.97 25.96 18 13.94 18 25.96 37.98 31.93 13.94 -7.007 37.98 39.97 15.93 -21.02 38.94 -2.07
12.32 20.94 6.928 14.97 -4.061 24.92 36.95 24.92 28.98 16.96 8.998 58.93 26.99 14.97 6.928 30.98 -2.07
12.3267 22.93 8.998 16.96 -2.07 30.98 36.95 26.99 24.92 26.99 12.98 61.95 16.96 20.94 40.93 52.95 12.98
12.3333 -9.078 -2.07 -5.017 -5.017 0.9555 -10.03 2.946 -23.01 31.93 -14.01 -2.07 -7.007 0 14.97 14.97 -3.026
12.34 -31.06 -31.06 -35.04 -41.01 -17.04 -41.01 -49.05 -59 -19.03 -45.07 -41.01 -47.06 -35.04 -9.078 -37.03 -37.03
12.3467 -35.04 -31.06 -35.04 -47.06 -35.04 -45.07 -61.08 -61.08 -35.04 -23.01 -39.02 -51.04 -39.02 -3.026 -35.04 -35.04
12.3533 -16.01 -24.05 -20.07 -50.01 -30.02 -22.06 -62.03 -34 -48.02 -1.035 -22.06 -40.05 -26.04 14.97 -19.03 -12.02
12.36 20.94 26.99 20.94 4.937 26.99 -4.061 0 12.98 -16.01 34.96 0.9555 10.99 20.94 50.96 38.94 38.94
12.3667 -7.007 -1.035 -3.026 -15.05 13.94 -21.02 -15.05 -5.017 7.963 21.98 -27.07 -3.026 7.963 19.99 12.98 3.981
12.3733 1.991 -18.08 -8.043 -30.02 30.98 1.991 -24.05 2.946 0.9555 29.94 -7.007 -8.043 -1.035 21.98 -11.07 -14.01
12.38 -22.06 -25 -24.05 -29.06 -2.07 -19.03 -22.06 -12.02 19.99 5.972 -35.04 -17.04 -1.035 -1.035 -27.07 -33.05
12.3867 7.963 5.972 11.94 -2.07 21.98 0 -12.02 16.96 -2.07 14.97 -10.03 5.972 14.97 18.95 -21.02 -20.07
12.3933 43 54.94 55.98 56.93 66.97 26.99 35.99 55.98 26.99 43 28.98 48.97 58.93 58.93 34.96 22.93
12.4 45.95 35.99 43 21.98 49.93 47.94 18.95 50.96 43.96 33.92 35.99 31.93 31.93 53.99 30.98 7.963
12.4067 22.93 23.97 14.97 11.94 33.92 35.99 21.98 29.94 53.99 -9.078 29.94 18 21.98 15.93 20.94 -3.026
12.4133 -4.061 0 -5.017 -8.043 4.937 4.937 14.97 -1.035 27.95 -45.07 1.991 -1.035 -2.07 -32.01 8.998 -31.06
12.42 10.99 7.963 -2.07 -2.07 0 25.96 11.94 7.963 3.981 -29.06 23.97 1.991 -3.026 -9.078 2.946 -27.07
12.4267 43.96 41.96 28.98 18.95 15.93 44.99 38.94 23.97 1.991 2.946 39.97 35.99 10.99 14.97 50.96 11.94
12.4333 48.97 31.93 25.96 4.937 0 45.95 15.93 23.97 11.94 25.96 37.98 25.96 9.954 45.95 24.92 9.954
12.44 14.97 21.98 9.954 -1.035 6.928 24.92 20.94 6.928 18 23.97 25.96 13.94 16.96 26.99 24.92 13.94
12.4467 -1.035 -7.007 -12.02 -27.07 1.991 11.94 -1.035 -7.007 9.954 29.94 15.93 -5.017 0 13.94 0.9555 1.991
12.4533 -9.078 -17.04 -32.01 -37.03 -5.017 -5.017 -12.02 -30.02 9.954 13.94 0.9555 -17.04 3.981 0 -1.035 0
12.46 -6.052 -18.08 -29.06 -38.06 -2.07 -8.043 -21.02 -29.06 -12.02 12.98 -6.052 -16.01 4.937 0.9555 2.946 8.998
12.4667 -27.07 -41.01 -45.07 -63.07 -35.04 -10.03 -36.07 -36.07 -8.043 -2.07 -8.043 -37.03 0.9555 2.946 -25 -24.05
12.4733 -10.03 -31.06 -34 -49.05 -25 -3.026 -16.01 -28.03 -29.06 -19.03 0.9555 -19.03 3.981 -5.017 -1.035 -9.078
12.48 1.991 -18.08 -18.08 -34 -22.06 0.9555 -12.02 -22.06 -24.05 -13.06 0.9555 -14.01 0.9555 -13.06 -5.017 -14.01
12.4867 7.963 11.94 -3.026 0.9555 -31.06 -2.07 5.972 -11.07 -11.07 -19.03 -1.035 0.9555 18 -23.01 8.998 5.972
12.4933 8.998 0.9555 1.991 -22.06 -18.08 24.92 -12.02 0.9555 -20.07 4.937 4.937 -6.052 2.946 -34 -9.078 -24.05
12.5 4.937 10.99 -1.035 -12.02 1.991 6.928 0 0 12.98 0 -2.07 1.991 16.96 -34 -13.06 -34
12.5067 0.9555 -3.026 -5.017 -27.07 -19.03 -2.07 -25 -13.06 -2.07 3.981 -9.078 -11.07 -9.078 -47.06 -35.04 -53.03
12.5133 0 5.972 -2.07 -3.026 -35.04 -1.035 0.9555 -11.07 -1.035 0 3.981 -2.07 3.981 -31.06 -1.035 -17.04
12.52 0.9555 -5.017 -19.03 -33.05 -71.03 -14.01 -12.02 -23.01 -33.05 -14.01 2.946 -11.07 -13.06 -36.07 -3.026 -13.06
12.5267 6.928 -1.035 -2.07 -30.02 -12.02 -10.03 -14.01 -10.03 -42.04 -2.07 0.9555 0 1.991 -24.05 -1.035 1.991
12.5333 6.928 6.928 -2.07 -12.02 -18.08 -24.05 -28.03 -18.08 -10.03 0.9555 -20.07 -8.043 -12.02 -24.05 -31.06 -14.01
12.54 7.963 1.991 -2.07 -5.017 -15.05 -2.07 -31.06 -9.078 -19.03 37.98 -1.035 -7.007 -17.04 -27.07 -29.06 -21.02
12.5467 -2.07 0 -5.017 3.981 -11.07 -17.04 -15.05 -23.01 -1.035 27.95 -9.078 -9.078 -17.04 -17.04 -29.06 -17.04
12.5533 -19.03 -31.06 -35.04 -33.05 -25 -19.03 -43.08 -39.02 -21.02 27.95 -15.05 -35.04 -37.03 -7.007 -51.04 -29.06
12.56 -18.08 -25 -30.02 -31.06 -3.026 -20.07 -33.05 -42.04 -19.03 18.95 -4.061 -36.07 -20.07 -1.035 -19.03 -4.061
12.5667 -15.05 -22.06 -22.06 -33.05 -14.01 -8.043 -22.06 -31.06 -24.05 32.97 0.9555 -30.02 -5.017 -1.035 6.928 9.954
12.5733 0 -2.07 1.991 -11.07 16.96 5.972 6.928 1.991 -14.01 44.99 25.96 0.9555 33.92 25.96 43 45.95
12.58 -2.07 -9.078 -8.043 -11.07 -12.02 -8.043 5.972 0 7.963 44.99 1.991 -6.052 30.98 20.94 18.95 28.98
12.5867 14.97 -5.017 3.981 -13.06 0 18.95 11.94 22.93 -2.07 68.96 40.93 5.972 36.95 32.97 28.98 26.99
12.5933 0 -11.07 0.9555 -9.078 18 4.937 15.93 3.981 25.96 39.97 24.92 0 13.94 -7.007 26.99 1.991
12.6 -2.07 -12.02 0.9555 -15.05 20.94 3.981 2.946 -1.035 10.99 22.93 11.94 0.9555 -5.017 -7.007 6.928 -15.05
12.6067 -29.06 -30.02 -38.06 -41.01 -62.03 -18.08 -18.08 -45.07 0 -20.07 -18.08 -30.02 -53.03 -50.01 -9.078 -53.03
12.6133 -25 -29.06 -41.01 -47.06 -81.06 -21.02 -35.04 -45.07 -59 -7.007 -25 -35.04 -65.06 -47.06 -17.04 -61.08
12.62 -18.08 -32.01 -35.04 -47.06 -53.03 -9.078 -34 -32.01 -56.06 -5.017 -9.078 -31.06 -61.08 -63.07 -17.04 -50.01
12.6267 -18.08 -27.07 -26.04 -30.02 -21.02 -10.03 -35.04 -36.07 -34 -17.04 -33.05 -32.01 -64.02 -81.06 -37.03 -58.05
12.6333 -1.035 -8.043 -7.007 -13.06 -41.01 11.94 -24.05 -20.07 -40.05 -17.04 -5.017 -13.06 -59 -64.02 -17.04 -37.03
12.64 10.99 11.94 4.937 -1.035 -40.05 26.99 -6.052 -9.078 -33.05 -8.043 2.946 5.972 -33.05 -35.04 10.99 -8.043
12.6467 22.93 25.96 27.95 14.97 1.991 27.95 1.991 18 -26.04 20.94 1.991 20.94 -12.02 -2.07 6.928 12.98
12.6533 6.928 24.92 20.94 5.972 -11.07 8.998 -5.017 8.998 5.972 8.998 -19.03 9.954 -16.01 -6.052 -17.04 -2.07
12.66 -6.052 6.928 13.94 0.9555 -2.07 -11.07 -35.04 0.9555 -2.07 13.94 -45.07 -5.017 -27.07 -13.06 -45.07 -32.01
12.6667 3.981 16.96 20.94 27.95 15.93 -13.06 -19.03 10.99 0 16.96 -27.07 7.963 -2.07 16.96 -21.02 -1.035
12.6733 -2.07 0.9555 8.998 18 49.93 -25 -25 5.972 12.98 18 -34 1.991 0.9555 7.963 -27.07 -2.07
12.68 -1.035 2.946 6.928 15.93 19.99 -9.078 0.9555 16.96 21.98 18.95 -9.078 9.954 -2.07 0.9555 -7.007 0.9555
12.6867 -2.07 1.991 3.981 1.991 -20.07 -1.035 13.94 9.954 12.98 13.94 1.991 7.963 9.954 -3.026 8.998 -1.035
12.6933 10.99 10.99 26.99 15.93 5.972 20.94 39.97 40.93 1.991 32.97 31.93 27.95 30.98 36.95 34.96 16.96
12.7 22.93 31.93 39.97 48.97 43.96 15.93 61.95 49.93 40.93 12.98 25.96 43 40.93 52.95 48.97 36.95
12.7067 2.946 5.972 20.94 18.95 24.92 8.998 12.98 21.98 45.95 -2.07 -1.035 11.94 -3.026 11.94 0.9555 -28.03
12.7133 6.928 24.92 18 33.92 -13.06 0.9555 24.92 8.998 34.96 -17.04 -21.02 15.93 -5.017 -14.01 12.98 -25
12.72 -10.03 -3.026 -1.035 -1.035 -29.06 -12.02 -5.017 -6.052 -8.043 -19.03 -33.05 -8.043 -28.03 -31.06 -13.06 -58.05
12.7267 4.937 30.98 31.93 43.96 27.95 -2.07 16.96 16.96 -4.061 5.972 -9.078 19.99 0 9.954 8.998 -10.03
12.7333 0.9555 13.94 29.94 39.97 31.93 -2.07 -5.017 11.94 19.99 7.963 -2.07 3.981 -1.035 15.93 2.946 0
12.74 -13.06 16.96 18.95 49.93 8.998 -22.06 -12.02 -3.026 36.95 10.99 -42.04 1.991 -9.078 2.946 -3.026 3.981
12.7467 -13.06 0.9555 7.963 23.97 -14.01 -31.06 -44.03 -12.02 2.946 8.998 -57.01 -17.04 -23.01 11.94 -23.01 7.963
12.7533 -23.01 -3.026 -9.078 0.9555 -39.02 -28.03 -57.01 -27.07 -7.007 11.94 -77 -27.07 -35.04 0 -49.05 -1.035
12.76 8.998 0 0 -3.026 -11.07 2.946 -41.01 -4.061 -27.07 20.94 -32.01 -7.007 -8.043 22.93 -21.02 26.99
12.7667 -2.07 -7.007 -6.052 -1.035 -1.035 -4.061 -21.02 -14.01 -7.007 -1.035 -38.06 -6.052 0 4.937 -23.01 24.92
12.7733 -11.07 -16.01 -7.007 -2.07 4.937 1.991 -18.08 -20.07 -2.07 -18.08 -27.07 -9.078 0.9555 1.991 -23.01 5.972
12.78 -3.026 -8.043 -4.061 0.9555 -4.061 20.94 0 -7.007 -10.03 -14.01 0 1.991 5.972 24.92 -17.04 7.963
12.7867 -4.061 -1.035 -10.03 -7.007 -27.07 22.93 3.981 -8.043 -9.078 -22.06 -10.03 -2.07 -1.035 14.97 -11.07 -1.035
12.7933 23.97 11.94 11.94 3.981 19.99 43.96 7.963 15.93 -23.01 0.9555 7.963 15.93 19.99 45.95 0.9555 15.93
12.8 -17.04 -9.078 -21.02 -9.078 1.991 3.981 -9.078 -13.06 11.94 -33.05 -29.06 -11.07 0.9555 -2.07 -21.02 -17.04
12.8067 -16.01 -27.07 -29.06 -31.06 -25 18.95 -23.01 -20.07 -16.01 -49.05 -12.02 -19.03 -14.01 1.991 -25 -35.04
