    T[sec]  F7  F3 Fz   F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
1.67969 -53.14 -3.037 -1.139 13.66 103.6 -69.08 -23.15 -33.02 71.74 123.7 -43.27 -13.29 199.7 231.9 -4.175 192.8
1.6875 -102.1 -48.21 -37.2 3.796 76.68 -161.3 -93.38 -49.35 145 154.9 -174.2 -164.4 242.9 238.8 -161.3 147.7
1.69531 -87.3 -63.01 -75.16 -41.37 -11.01 -173.1 -111.2 -55.04 85.79 61.87 -241 -243.3 179.9 139.7 -221.3 69.84
1.70313 43.65 39.86 0 -13.29 -37.2 -39.1 -11.01 51.62 31.88 -87.3 -205.4 -128.3 139.7 6.832 -76.3 93
1.71094 207.6 207.6 165.9 103.6 25.81 142 143.9 199.7 73.64 -149.2 -75.16 86.92 169.7 -60.35 146.9 188.7
1.71875 221.7 225.9 203.8 164 70.98 187.9 194 177.6 102.9 -83.13 40.99 150.7 118.8 -82.37 178.8 142.7
1.72656 59.97 59.97 43.65 55.8 -5.314 47.83 73.64 -9.11 5.694 -23.15 51.62 -7.212 -107 -135.1 -15.18 -119.2
1.73438 -89.2 -83.13 -111.2 -91.1 -119.2 -99.07 -47.07 -145.4 -127.2 -75.16 -9.11 -157.1 -351.1 -231.2 -179.2 -389.1
1.74219 -107 -73.26 -101.3 -129.1 -145.4 -127.2 -31.13 -111.2 -181.1 -163.2 -50.1 -126 -415.3 -284.3 -130.2 -440.3
1.75 -67.19 -3.037 -21.26 -77.05 -79.33 -111.2 27.71 -67.19 -171.2 -151.1 -80.09 -70.22 -341.2 -234.2 -28.09 -326.1
1.75781 -87.3 -15.18 -25.05 -53.14 -9.11 -165.1 -11.01 -125.3 -165.1 -53.14 -161.3 -133.2 -247.1 -121.1 -49.35 -185.2
1.76563 -141.2 -73.26 -79.33 -63.01 9.869 -215.2 -109.3 -171.2 -127.2 15.94 -231.2 -181.1 -119.2 -7.212 -111.2 -31.13
1.77344 -123.4 -89.2 -91.1 -55.04 -7.212 -149.2 -103.2 -95.27 -35.3 15.94 -165.1 -58.08 63.77 58.83 -74.02 140.8
1.78125 -51.24 -67.19 -75.16 -51.24 -57.32 -25.05 -2.277 0.7592 29.99 -9.11 -3.037 97.93 179.9 81.99 -2.277 227
1.78906 -9.11 -59.21 -85.03 -77.05 -93.38 17.84 59.97 -15.18 0 -31.13 83.89 99.83 134 67.94 -2.277 164
1.79688 -21.26 -57.32 -85.03 -91.1 -75.16 -5.314 27.71 -93.38 -57.32 -35.3 53.9 -5.314 45.93 51.62 -9.11 73.64
1.80469 -51.24 -45.17 -49.35 -51.24 -27.33 -35.3 -9.11 -121.1 -63.01 -25.05 3.796 -62.25 41.75 48.97 26.95 78.95
1.8125 -75.16 -41.37 -23.15 -1.139 -3.037 -53.14 -11.01 -85.03 -33.02 -13.29 -13.29 -69.08 75.92 43.65 25.81 109.7
1.82031 -75.16 -23.15 -9.11 21.64 -9.11 -73.26 11.77 -17.08 -1.139 -23.15 -63.01 -113.1 59.97 11.77 -69.08 45.93
1.82813 -33.02 23.91 41.75 53.9 -9.11 -61.11 71.74 63.77 37.96 -57.32 -131.3 -155.2 15.94 -41.37 -183.3 -95.27
1.83594 17.84 65.67 105.9 83.89 -11.01 0.7592 149.9 113.9 67.94 -79.33 -121.1 -131.3 -33.02 -115 -216.4 -255.1
1.84375 31.88 35.68 79.71 49.72 -49.35 47.83 186 61.87 9.869 -91.1 -37.2 -83.13 -141.2 -191.3 -197 -365.2
1.85156 31.88 0 7.971 -17.08 -91.1 61.87 165.9 -9.11 -91.1 -119.2 19.74 -39.1 -237.2 -223.2 -127.2 -349.2
1.85938 81.99 61.87 33.78 -17.08 -61.11 89.96 165.9 29.99 -97.17 -145.4 35.68 71.74 -179.2 -173.1 37.96 -157.1
1.86719 135.9 157.9 137.8 59.97 17.84 129.8 207.6 149.9 17.84 -105.1 71.74 246 5.694 -65.29 251.7 101.7
1.875 77.81 112 123.7 79.71 51.62 87.68 194 139.7 85.79 0.7592 119.9 307.8 113.9 27.71 320 251.7
1.88281 -75.16 -65.29 -43.27 -17.08 11.77 -39.1 81.99 -25.05 7.971 81.99 87.68 179.9 67.94 79.71 191.7 253.9
1.89063 -161.3 -177.3 -165.1 -107 -29.23 -125.3 -7.212 -143.1 -75.16 83.89 -5.314 31.88 17.84 97.93 49.72 201.9
1.89844 -97.17 -109.3 -109.3 -81.23 -37.2 -75.16 5.694 -81.23 -39.1 35.68 -53.14 15.94 39.86 69.84 17.84 109.7
1.90625 7.971 19.74 7.971 0 -31.13 7.971 61.87 39.86 49.72 -1.139 -21.26 65.67 31.88 -5.314 15.94 -41.37
1.91406 55.8 99.83 67.94 55.8 -5.314 31.88 69.84 101.7 93.76 -21.26 0.7592 77.81 -9.11 -73.26 -29.23 -143.1
1.92188 61.87 127.9 91.86 107.8 73.64 25.81 67.94 131.7 115.8 0 -17.08 87.68 23.91 -33.02 -65.29 -47.07
1.92969 63.77 121.8 109.7 161.7 179.9 39.86 103.6 159.8 175.7 93.76 -15.18 123.7 137.8 95.65 -59.21 134
1.9375 45.93 75.92 87.68 164 203.8 41.75 123.7 142 213.7 194 11.77 89.96 159.8 197.8 -65.29 187.9
1.94531 29.99 53.9 63.77 119.9 142 21.64 97.93 95.65 171.9 191.7 -5.314 -17.08 83.89 197.8 -73.26 143.9
1.95313 83.89 137.8 139.7 129.8 89.96 51.62 115.8 129.8 119.9 79.71 -71.36 -55.04 89.96 143.9 3.796 201.9
1.96094 157.9 233.8 247.9 191.7 93.76 129.8 199.7 213.7 117.7 -7.212 -67.19 23.91 186 87.68 137.8 321.9
1.96875 115.8 155.6 183.7 151.8 81.99 123.7 205.7 165.9 97.93 0 27.71 63.77 155.6 21.64 157.9 251.7
1.97656 -47.07 -77.05 -61.11 -29.23 5.694 -9.11 55.8 -49.35 -1.139 49.72 103.6 -39.1 -45.17 -43.27 43.65 -5.314
1.98438 -161.3 -237.2 -251.3 -191.3 -65.29 -137 -105.1 -237.2 -115 33.78 81.99 -153.4 -187.1 -71.36 -25.05 -165.1
1.99219 -113.1 -203.1 -221.3 -185.2 -83.13 -129.1 -127.2 -241 -149.2 -41.37 33.78 -137 -139.3 -57.32 27.71 -97.17
2 -9.11 -101.3 -101.3 -89.2 -81.23 -55.04 -63.01 -143.1 -127.2 -113.1 23.91 -57.32 -53.14 -63.01 87.68 -5.314
2.00781 9.869 -71.36 -51.24 -41.37 -101.3 -39.1 -33.02 -77.05 -101.3 -137 7.971 -27.33 -53.14 -89.2 41.75 -45.17
2.01563 -15.18 -77.05 -45.17 -33.02 -101.3 -69.08 -21.26 -29.23 -51.24 -97.17 -57.32 -15.18 -41.37 -65.29 -47.07 -119.2
2.02344 -9.11 -27.33 1.898 5.694 -39.1 -61.11 49.72 39.86 37.96 -7.212 -135.1 31.88 37.96 5.694 -115 -115
2.03125 27.71 57.7 83.89 83.89 47.83 -3.037 159.8 112 112 79.71 -139.3 73.64 81.99 41.75 -177.3 -95.27
2.03906 55.8 121.8 135.9 142 107.8 47.83 211.8 142 115.8 103.6 -73.26 59.97 29.99 1.898 -241 -117.3
2.04688 59.97 135.9 142 153.7 129.8 75.92 187.9 139.7 89.96 73.64 -7.212 35.68 -5.314 -25.05 -253.2 -109.3
2.05469 39.86 85.79 99.83 117.7 125.6 63.77 125.6 105.9 73.64 69.84 5.694 11.77 13.66 11.77 -207.3 -33.02
2.0625 -3.037 -7.212 0 29.99 97.93 13.66 45.93 15.94 59.97 117.7 -7.212 -53.14 19.74 77.81 -145.4 23.91
2.07031 -53.14 -85.03 -89.2 -57.32 47.83 -31.13 -19.36 -83.13 27.71 143.9 -3.037 -141.2 -23.15 93.76 -47.07 43.65
2.07813 -65.29 -97.17 -111.2 -89.2 -2.277 -23.15 -51.24 -131.3 -15.18 87.68 59.97 -135.1 -45.17 61.87 135.9 83.89
2.08594 -45.17 -93.38 -97.17 -87.3 -55.04 13.66 -61.11 -153.4 -97.17 -19.36 161.7 -15.18 -29.23 -2.277 347.7 147.7
2.09375 -43.27 -131.3 -131.3 -123.4 -131.3 21.64 -97.17 -201.2 -213.3 -125.3 216 85.79 -49.35 -79.33 447.9 159.8
2.10156 -49.35 -157.1 -169.3 -165.1 -183.3 0 -113.1 -217.1 -259.3 -183.3 186 121.8 -73.26 -133.2 415.6 121.8
2.10938 -25.05 -97.17 -115 -121.1 -145.4 5.694 -29.23 -89.2 -123.4 -153.4 127.9 161.7 13.66 -95.27 345.8 117.7
2.11719 7.971 -5.314 -7.212 -3.037 -41.37 41.75 121.8 107.8 117.7 -35.3 105.9 224 177.6 9.869 259.6 125.6
2.125 21.64 37.96 47.83 69.84 35.68 51.62 205.7 216 269.9 77.81 85.79 211.8 231.9 77.81 99.83 33.78
2.13281 63.77 101.7 95.65 103.6 75.92 45.93 216 221.7 255.8 93.76 -7.212 105.9 161.7 59.97 -113.1 -115
2.14063 189.8 271.8 251.7 201.9 153.7 81.99 283.9 283.9 219.8 47.83 -169.3 13.66 147.7 41.75 -281.3 -153.4
2.14844 305.9 443.7 445.6 361.7 273.7 127.9 415.6 413.7 265.7 69.84 -287.3 5.694 227.7 81.99 -347.3 -53.14
2.15625 246 389.8 449.8 411.8 321.9 75.92 413.7 411.8 293.8 167.8 -281.3 -19.36 195.9 112 -389.1 -13.29
2.16406 25.81 105.9 197.8 251.7 219.8 -67.19 169.7 159.8 167.8 201.9 -187.1 -145.4 -41.37 51.62 -437.3 -143.1
2.17188 -149.2 -153.4 -77.05 13.66 49.72 -181.1 -139.3 -157.1 -61.11 87.68 -99.07 -265.3 -297.2 -47.07 -393.2 -277.1
2.17969 -169.3 -215.2 -189 -135.1 -67.19 -179.2 -293 -325.3 -245.2 -65.29 -57.32 -269.1 -343.1 -89.2 -209.1 -207.3
2.1875 -119.2 -161.3 -183.3 -195.1 -127.2 -123.4 -285.1 -341.2 -315.1 -135.1 -31.13 -189 -229.3 -55.04 13.66 -3.037
2.19531 -111.2 -143.1 -197 -243.3 -179.2 -93.38 -247.1 -323 -317.3 -121.1 11.77 -119.2 -149.2 -21.26 161.7 125.6
2.20313 -119.2 -167 -229.3 -259.3 -197 -69.08 -217.1 -283.2 -275.2 -107 81.99 -59.21 -135.1 -31.13 219.8 135.9
2.21094 -85.03 -141.2 -193.2 -187.1 -151.1 -17.08 -145.4 -179.2 -183.3 -119.2 135.9 17.84 -103.2 -63.01 249.8 123.7
2.21875 -37.2 -63.01 -103.2 -79.33 -93.38 25.81 -55.04 -63.01 -93.38 -127.2 149.9 79.71 -41.37 -89.2 257.7 127.9
2.22656 -23.15 -5.314 -49.35 -43.27 -83.13 15.94 -43.27 -37.2 -71.36 -117.3 123.7 61.87 -11.01 -103.2 216 95.65
2.23438 -15.18 -2.277 -41.37 -61.11 -89.2 -11.01 -105.1 -75.16 -83.13 -101.3 79.71 1.898 -7.212 -95.27 125.6 25.81
2.24219 16.7 0.7592 -20.12 -35.3 -30.37 -6.073 -129.1 -53.14 -29.23 -49.35 25.81 -19.36 33.78 -44.03 21.64 -7.212
2.25 59.97 13.66 29.99 53.9 61.87 23.91 -63.01 53.9 99.83 35.68 -23.15 -15.18 123.7 23.91 -101.3 0.7592
2.25781 85.79 65.67 91.86 139.7 117.7 53.9 37.96 175.7 217.9 112 -63.01 -11.01 187.9 71.74 -237.2 -7.212
2.26563 123.7 157.9 153.7 177.6 123.7 89.96 131.7 265.7 253.9 125.6 -63.01 23.91 199.7 75.92 -303.3 -35.3
2.27344 192.8 266.8 232.7 218.6 142.7 148.8 203.8 331.8 257.7 123.7 -13.29 134 201.9 78.95 -239.1 -13.29
2.28125 235.7 329.9 295.7 271.8 195.9 197.8 243.7 357.9 277.9 169.7 57.7 263.8 207.6 112 -95.27 47.83
2.28906 218.6 311.6 298.7 295.7 238.8 208.8 235.7 311.6 293.8 239.9 123.7 320 195.9 162.8 25.81 83.89
2.29688 183.7 268 259.6 276 239.9 195.9 221.7 249.8 279.8 271.8 161.7 309.7 195.9 201.9 112 77.81
2.30469 180.7 260.8 246.7 252.8 214.8 205 246 233.8 255.8 257.7 194.7 291.9 249.8 232.7 211.8 99.83
2.3125 164 241.8 219.8 217.9 167.8 194 229.6 211.8 209.9 227.7 209.9 255.8 298 243.7 301.8 149.9
2.32031 84.65 132.9 114.6 128.7 93 110.8 73.64 91.86 105.9 173.8 173.8 129.8 224 192.8 283.9 129.8
2.32813 4.935 0.7592 -15.18 17.84 33.78 -1.139 -133.2 -55.04 -5.314 75.92 69.84 -27.33 59.97 75.92 164 11.77
2.33594 26.95 -2.277 -18.22 12.91 56.94 -26.19 -181.1 -53.14 -23.15 -13.29 -38.34 -89.2 -19.36 -30.37 77.81 -56.18
2.34375 112 117.7 105.9 117.7 117.7 27.71 -23.15 83.89 61.87 -41.37 -81.23 -23.15 35.68 -59.21 89.96 -1.139
2.35156 120.7 180.7 175 168.9 104.8 58.83 103.6 143.9 112 -5.314 -50.1 9.869 93.76 -20.12 75.92 69.84
2.35938 1.898 68.7 54.66 58.83 -4.175 -22.02 31.88 15.94 29.99 17.84 -31.13 -69.08 31.88 2.657 -51.24 29.99
2.36719 -129.1 -86.16 -112.4 -80.09 -104 -141.2 -117.3 -121.1 -81.23 3.796 -70.22 -179.2 -55.04 0.7592 -203.1 -44.03
2.375 -144.2 -122.2 -140.1 -98.31 -96.03 -170.1 -153.4 -101.3 -99.07 -23.15 -115 -163.2 -51.24 -6.073 -209.1 -19.36
2.38281 -58.08 -52 -54.28 -20.12 -28.09 -96.03 -65.29 3.796 -47.07 -47.07 -86.16 -41.37 -1.139 -10.25 -87.3 76.68
2.39063 19.74 0.7592 -3.037 12.91 0 -5.314 1.898 37.96 -23.15 -57.32 -4.175 48.97 -31.13 -21.26 0.7592 86.92
2.39844 65.67 28.85 -9.11 1.898 -2.277 45.93 27.71 7.971 -31.13 -39.1 52.76 70.98 -107 -29.23 -1.139 -14.04
2.40625 99.83 93 29.99 20.88 27.71 77.81 65.67 24.67 0.7592 3.796 56.94 82.75 -101.3 0.7592 -2.277 -80.09
2.41406 116.9 158.7 106.7 86.92 94.89 88.82 117.7 81.99 51.62 63.77 36.82 97.93 1.898 54.66 41.75 -24.29
