    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1 284.1
0.625 14.98 -13.04 -28.03 -2.081 14.98 30.94 -14.01 -1.11 18.87 0.9712 -11.1 -2.081 -2.081 0 -7.076 1.942
0.63 11.93 -10.13 -19.01 4.995 9.989 23.86 -10.13 -3.052 12.9 1.942 -5.133 -4.023 -8.047 3.885 -1.11 -6.105
0.635 0 -12.07 -21.09 0.9712 2.914 3.885 -14.01 1.942 14.98 -10.13 -11.1 -8.047 -7.076 -1.11 2.914 -8.047
0.64 -7.076 -19.01 -27.05 -4.023 -7.076 0 -21.09 -7.076 5.966 -21.09 -14.01 -11.1 -14.01 0 4.995 -14.01
0.645 -18.04 -24 -34.13 -8.047 -21.09 -2.081 -23.03 -21.09 -5.133 -29.14 -19.01 -13.04 -21.09 -2.081 4.995 -11.1
0.65 -23.03 -37.04 -43.01 -17.06 -27.05 -16.09 -25.11 -23.03 -15.12 -27.05 -21.09 -13.04 -19.01 -5.133 0.9712 -5.133
0.655 -33.02 -52.03 -47.03 -32.05 -35.1 -18.04 -31.08 -35.1 -21.09 -27.05 -16.09 -21.09 -27.05 -2.081 6.937 -3.052
0.66 -34.13 -50.09 -54.11 -41.07 -43.01 -8.047 -31.08 -51.06 -31.08 -29.14 -13.04 -27.05 -31.08 -6.105 8.879 -1.11
0.665 -32.05 -46.06 -48 -39.12 -37.04 -13.04 -25.11 -43.01 -27.05 -25.11 -13.04 -23.03 -23.03 -15.12 10.96 6.937
0.67 -41.07 -49.11 -41.07 -33.02 -41.07 -33.02 -25.11 -41.07 -19.01 -25.11 -17.06 -27.05 -23.03 -13.04 2.914 1.942
0.675 -47.03 -43.01 -39.12 -35.1 -55.08 -32.05 -29.14 -51.06 -25.11 -27.05 -23.03 -43.01 -29.14 -5.133 -23.03 -7.076
0.68 -46.06 -40.1 -30.11 -32.05 -57.02 -22.06 -27.05 -45.09 -25.11 -21.09 -22.06 -43.01 -23.03 1.942 -45.09 -21.09
0.685 -44.12 -42.04 -28.03 -31.08 -57.02 -13.04 -23.03 -37.04 -15.12 -19.01 -21.09 -37.04 -17.06 -2.081 -37.04 -26.08
0.69 -44.12 -44.12 -40.1 -34.13 -59.1 0.9712 -23.03 -37.04 -17.06 -21.09 -21.09 -37.04 -21.09 -6.105 -29.14 -25.11
0.695 -38.01 -50.09 -36.07 -34.13 -49.11 -2.081 -17.06 -29.14 -17.06 -13.04 -15.12 -27.05 -21.09 -12.07 -13.04 -28.03
