    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1 281.1
0.625 47.91 42.97 11.94 29.93 17.98 35.97 5.903 17.98 15.92 11.94 -1.098 9.884 -1.098 1.922 1.922 3.981
0.63 45.99 42.97 13.86 36.93 30.89 47.91 6.864 19.9 17.98 28.96 5.903 11.94 9.884 13.86 4.942 12.9
0.635 43.93 36.93 16.88 38.99 34.87 47.91 8.923 14.96 25.94 40.91 8.923 9.884 21.96 17.98 2.883 15.92
0.64 35.97 30.89 13.86 31.98 29.93 35.97 7.962 9.884 27.87 37.89 3.981 0 23.89 9.884 0.9609 11.94
0.645 30.89 20.87 12.9 22.92 18.94 18.94 2.883 6.864 26.91 24.98 1.922 -7.001 13.86 -3.02 0 0
0.65 26.91 10.98 6.864 13.86 8.923 2.883 -3.02 4.942 16.88 8.923 -6.04 -15.1 0 -19.08 -2.059 -9.06
0.655 19.9 0.9609 0 9.884 0 0 -7.001 3.981 3.981 -1.098 -7.001 -19.08 -7.001 -23.06 -5.079 -17.02
0.66 16.88 -1.098 1.922 7.962 0 6.864 -7.001 6.864 0.9609 -7.001 -1.098 -15.1 -13.04 -13.04 -9.06 -13.04
0.665 14.96 2.883 1.922 7.962 5.903 22.92 -1.098 7.962 2.883 -5.079 3.981 -9.06 -7.001 0 -13.04 -5.079
0.67 17.98 10.98 -2.059 9.884 15.92 37.89 1.922 5.903 7.962 1.922 9.884 -1.098 0.9609 19.9 -19.08 0
0.675 23.89 20.87 -2.059 13.86 23.89 45.99 7.962 5.903 15.92 13.86 13.86 0 3.981 31.98 -19.08 7.962
0.68 33.91 30.89 1.922 23.89 29.93 43.93 11.94 7.962 17.98 25.94 9.884 3.981 5.903 35.97 -11.12 9.884
0.685 37.89 38.99 3.981 33.91 29.93 35.97 11.94 17.98 19.9 33.91 7.962 9.884 7.962 33.91 0.9609 9.884
0.69 37.89 38.99 7.962 41.87 29.93 25.94 15.92 31.98 19.9 37.89 5.903 17.98 9.884 33.91 9.884 11.94
0.695 35.97 34.87 9.884 43.93 31.98 15.92 21.96 45.99 23.89 39.95 7.962 27.87 17.98 37.89 17.98 13.86
0.7 31.98 30.89 11.94 39.95 35.97 13.86 25.94 51.89 27.87 39.95 11.94 37.89 27.87 41.87 17.98 17.98
