    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1 267.1
0.625 22.96 31.96 -1.043 16.96 19.96 42.91 25.96 36 27 12 33.91 46.96 48.91 36.91 36.91 39
0.63 3 6 -18 0 0 21 25.96 18.91 12 -5.087 4.957 16.96 21.91 15 -2.087 16.96
0.635 -1.043 3 -4.043 -1.043 -3 6.913 -2.087 -3 7.957 -9 -8.087 -11.09 -4.043 9 -30 0
0.64 0.913 3.913 9 15 1.957 4.957 -35.09 -26.09 9.913 -1.043 -24 -16.04 -7.043 15 -41.09 0.913
0.645 -5.087 -7.043 1.957 15 0.913 3 -53.09 -35.09 0.913 -9 -43.04 1.957 1.957 16.96 -38.09 3
0.65 -25.04 -37.04 -12 1.957 -16.04 -9 -42 -38.09 -13.04 -27 -71.09 0.913 -2.087 -2.087 -45 -2.087
0.655 -31.04 -50.09 -15 -12 -29.09 -30 -36 -42 -30 -39 -87 -34.04 -26.09 -18 -79.04 -32.09
0.66 -19.04 -43.04 -1.043 -10.04 -26.09 -40.04 -50.09 -51 -32.09 -33 -85.04 -64.04 -52.04 -24 -106 -52.04
0.665 -5.087 -28.04 -4.043 -11.09 -10.04 -31.04 -62.09 -58.04 -29.09 -19.04 -72 -54 -52.04 -23.09 -99 -46.04
0.67 -7.043 -29.09 -30 -21 -1.043 -24 -56.09 -57 -29.09 -11.09 -56.09 -26.09 -37.04 -20.09 -71.09 -28.04
0.675 -11.09 -27 -49.04 -36 -2.087 -24 -44.09 -53.09 -31.04 -10.04 -40.04 -16.04 -28.04 -22.04 -51 -20.09
0.68 -7.043 -20.09 -48 -31.04 -2.087 -14.09 -42 -50.09 -26.09 -4.043 -18 -19.04 -23.09 -16.04 -42 -15
0.685 -3 -6 -34.04 -15 1.957 1.957 -33 -42 -8.087 3.913 1.957 -2.087 -8.087 -2.087 -24 -7.043
0.69 -3 0.913 -29.09 -3 6.913 15.91 -12 -27 3.913 16.96 18 21 7.957 3.913 0.913 3
0.695 -9 -1.043 -26.09 -2.087 6.913 19.96 1.957 -21 7.957 19.96 25.96 33 18 6 27.91 7.957
0.7 -7.043 -1.043 -16.04 -1.043 7.957 12.91 -6 -25.04 0 18.91 21.91 27 10.96 1.957 36 0.913
0.705 -1.043 1.957 -2.087 1.957 9 6 -14.09 -27 -8.087 15 21 19.96 6 -5.087 33.91 -1.043
0.71 3 1.957 0.913 -1.043 6.913 3 -6 -14.09 -4.043 6.913 15 25.96 7.957 -4.043 27 -7.043
0.715 -1.043 -4.043 -6 -1.043 3.913 3 4.957 -2.087 -2.087 1.957 7.957 27.91 12.91 -2.087 16.96 -1.043
0.72 3 -4.043 -9 -10.04 0.913 3 3.913 -4.043 -4.043 0 -1.043 7.957 1.957 -8.087 0.913 -5.087
0.725 3 -9 -12 -19.04 0 1.957 -14.09 -22.04 -26.09 -8.087 -22.04 -11.09 -14.09 -21 -19.04 -7.043
0.73 -9 -24 -21 -26.09 -16.04 -15 -37.04 -38.09 -51 -31.04 -59.09 -40.04 -40.04 -41.09 -45 -23.09
0.735 -29.09 -45 -34.04 -34.04 -38.09 -40.04 -51 -51 -59.09 -57 -101.1 -65.09 -68.09 -58.04 -76.04 -48
0.74 -41.09 -57 -35.09 -41.09 -53.09 -58.04 -48 -63 -56.09 -66 -115 -80.09 -88.04 -66 -103 -70.04
0.745 -39 -47.09 -26.09 -32.09 -47.09 -58.04 -37.04 -67.04 -44.09 -51 -89.09 -72 -87 -56.09 -101.1 -70.04
0.75 -21 -20.09 -16.04 -18 -27 -35.09 -29.09 -46.04 -27 -24 -44.09 -36 -62.09 -37.04 -72 -48
0.755 -13.04 0 -14.09 -2.087 -9 -7.043 -25.04 -22.04 -7.043 -10.04 -8.087 -2.087 -27 -13.04 -32.09 -20.09
0.76 -9 3 -10.04 7.957 -2.087 4.957 -20.09 -2.087 6 -1.043 10.96 18.91 -1.043 0.913 0 -2.087
0.765 -3 7.957 1.957 19.96 0.913 12.91 1.957 6 22.96 9.913 37.96 39 15 21 27.91 9
0.77 3 24 19.96 36 18.91 24.91 37.96 25.96 45.91 42 75 69 45.91 45 75 33
0.775 21 42 34.96 55.96 43.96 43.96 51.91 54 66 69.91 102.9 93 78.91 75.91 123 63.91
0.78 33 60 33.91 67.96 57 58.96 45.91 78 78 78 111 101 99.91 88.96 144.9 84.91
0.785 34.96 60.91 24.91 60.91 57 60.91 39 75 69 69 93 87.91 97.96 84.91 138.9 81.91
0.79 39 57 22.96 43.96 48.91 55.96 45 58.96 51.91 60 76.96 75 85.96 64.96 120.9 70.96
0.795 40.96 54 24 27.91 43.96 54 51 45.91 36 48 63.91 63.91 69.91 49.96 104 61.96
0.8 36.91 51 27 24.91 42.91 51.91 39.91 40.96 30 33 54.91 60.91 58.96 42 93 63
0.805 28.96 40.96 21.91 21 34.96 46.96 22.96 39 22.96 12.91 33 48 42 30.91 70.96 54
0.81 21 30 18 18.91 24 36 19.96 30 15 -2.087 9.913 33 27 19.96 30.91 36.91
0.815 15 24 22.96 21.91 9.913 27.91 28.96 24 6.913 -14.09 -6 18.91 10.96 9.913 0 19.96
0.82 4.957 15.91 24.91 13.96 0 21 27 15.91 1.957 -24 -27 -1.043 0 -1.043 -29.09 9
