    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1
0.625 -7.085 -17.04 -19.05 -31.02 0 -2.011 -13.02 -15.03 0 0 -7.085 0 35.91 -2.011 33.99 31.98
0.63 -1.053 -3.064 -5.075 -24.03 0 -1.053 -12.06 -18 0 0.9575 -15.03 -15.03 18.96 -6.032 6.99 12.93
0.635 3.926 -1.053 1.915 -17.04 -8.043 -12.06 -13.02 -16.09 -7.085 -16.09 -19.05 -36 -9 -21.06 -23.08 -14.08
0.64 3.926 6.99 0 -15.03 -25.09 -21.06 -7.085 -15.03 -27 -31.02 -11.01 -53.05 -45 -35.04 -51.03 -53.05
0.645 6.99 12.93 3.926 -8.043 -29.01 -19.05 -1.053 -6.032 -36 -31.02 0.9575 -52.09 -68.08 -38.01 -61.09 -76.03
0.65 11.97 20.97 0 0.9575 -19.05 -11.01 -2.011 0 -34.09 -19.05 1.915 -38.01 -72 -28.05 -51.03 -80.05
0.655 17.91 22.98 0.9575 5.936 -5.075 -1.053 -2.011 9.958 -21.06 -5.075 5.936 -19.05 -55.06 -13.02 -35.04 -61.09
0.66 21.93 18.96 1.915 11.97 6.99 4.979 0 15.99 -2.011 2.968 -2.011 3.926 -22.02 0.9575 -16.09 -31.02
0.665 12.93 12.93 -2.011 10.92 12.93 8.905 0 15.99 4.979 10.92 -5.075 19.92 2.968 10.92 -4.021 -1.053
0.67 -2.011 -1.053 -7.085 3.926 9.958 3.926 0 11.97 7.947 5.936 -7.085 29.97 21.93 7.947 -2.011 15.99
0.675 -8.043 -1.053 -12.06 -1.053 2.968 -1.053 0.9575 1.915 5.936 2.968 -7.085 32.94 30.93 4.979 8.905 27.96
0.68 -16.09 -1.053 -18 0 1.915 -1.053 -7.085 -3.064 1.915 0.9575 -3.064 30.93 35.91 1.915 16.95 37.92
