    T[sec]  F7  F3 Fz   F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
0.933333 -7.004 -13.06 -23.03 -23.03 -17.09 -5.105 -25.05 -33 -25.05 -19.11 -3.086 -27.07 -33 5.936 -13.06 -11.04
0.94 -17.09 -27.07 -23.03 -31.1 -23.03 -15.08 -31.1 -42.02 -37.04 -29.08 -17.09 -39.06 -43.09 -3.086 -37.04 -33
0.946667 -17.09 -23.03 -17.09 -25.05 -23.03 -17.09 -31.1 -40.01 -41.07 -25.05 -27.07 -37.04 -45.11 -7.004 -49.03 -49.03
0.953333 1.899 -11.04 -5.105 -7.004 -13.06 -7.004 -19.11 -21.01 -29.08 -17.09 -33 -25.05 -41.07 -5.105 -47.01 -45.11
0.96 -7.004 -7.004 -1.068 -2.018 -9.022 -13.06 -11.04 -11.04 -17.09 -13.06 -43.09 -17.09 -33 -13.06 -55.08 -51.05
0.966667 1.899 -1.068 7.954 14.96 3.917 -8.072 0.9497 0.9497 -12.11 0.9497 -35.02 -8.072 -16.03 -8.072 -49.03 -47.01
0.973333 -2.018 6.885 13.89 18.99 5.936 -8.072 5.936 9.972 0 2.968 -31.1 0.9497 -1.068 0.9497 -41.07 -32.05
0.98 -1.068 8.903 9.972 24.93 7.954 -6.054 6.885 14.96 16.98 13.89 -21.01 2.968 8.903 14.96 -25.05 -7.004
0.986667 -9.022 1.899 0 20.89 5.936 -10.09 2.968 16.98 20.89 17.93 -13.06 4.986 16.98 24.93 -5.105 9.972
0.993333 -10.09 -2.018 8.903 16.98 7.954 -13.06 0.9497 20.89 7.954 17.93 -6.054 5.936 17.93 21.96 2.968 11.99
1 0 5.936 17.93 23.98 21.96 -2.018 16.98 29.91 14.96 26.95 5.936 14.96 32.88 40.96 12.94 36.92
1.00667 1.899 8.903 20.89 26.95 23.98 1.899 16.98 28.97 27.9 35.97 18.99 17.93 37.99 52 26.95 47.96
1.01333 0 5.936 8.903 26 22.91 11.99 11.99 14.96 27.9 38.94 34.9 17.93 36.92 64.93 40.96 49.98
1.02 2.968 1.899 8.903 16.98 19.94 26 4.986 10.92 17.93 41.9 40.96 23.98 26 63.98 44.99 52
1.02667 -2.018 3.917 7.954 11.99 13.89 18.99 8.903 9.972 12.94 30.98 31.93 22.91 14.96 52.94 44.99 42.97
1.03333 -1.068 4.986 8.903 14.96 11.99 17.93 12.94 18.99 15.91 21.96 24.93 23.98 13.89 43.92 46.89 37.99
1.04 1.899 2.968 -1.068 8.903 -2.018 6.885 10.92 10.92 10.92 11.99 11.99 12.94 8.903 26.95 34.9 19.94
1.04667 -1.068 -2.018 -3.086 10.92 -1.068 4.986 6.885 2.968 6.885 1.899 5.936 2.968 1.899 16.98 16.98 9.972
1.05333 -2.018 0 -2.018 10.92 -1.068 1.899 0 0.9497 1.899 -6.054 -3.086 -3.086 -7.004 6.885 0.9497 -4.036
1.06 -17.09 -2.018 0.9497 4.986 -5.105 -16.03 -8.072 -11.04 0 -15.08 -11.04 -22.08 -16.03 0.9497 -27.07 -23.03
1.06667 -9.022 -5.105 -3.086 5.936 -3.086 -21.01 -25.05 -7.004 -3.086 -15.08 -23.03 -31.1 -17.09 0.9497 -35.02 -31.1
1.07333 -31.1 -9.022 -7.004 5.936 -3.086 -33 -25.05 -11.04 -5.105 -5.105 -31.1 -41.07 -19.11 0 -49.03 -37.04
1.08 -15.08 -9.022 -1.068 11.99 0 -21.01 -13.06 0.9497 -1.068 0 -31.1 -29.08 -15.08 3.917 -43.09 -41.07
1.08667 -9.022 3.917 7.954 19.94 15.91 -1.068 1.899 6.885 5.936 19.94 -19.11 -5.105 0 21.96 -41.07 -33
1.09333 19.94 9.972 15.91 21.96 21.96 9.972 13.89 21.96 26 21.96 -11.04 11.99 11.99 23.98 -33 -25.05
1.1 23.98 26 27.9 31.93 35.97 29.91 23.98 30.98 39.89 35.97 7.954 33.95 31.93 41.9 -9.022 -1.068
1.10667 35.97 41.9 45.94 39.89 33.95 37.99 41.9 44.99 39.89 39.89 21.96 45.94 35.97 49.98 8.903 13.89
1.11333 45.94 57.93 49.98 49.98 39.89 41.9 52 52.94 43.92 41.9 33.95 53.89 47.96 63.98 38.94 39.89
1.12 35.97 49.98 47.96 47.96 37.99 33.95 53.89 42.97 39.89 39.89 27.9 41.9 49.98 69.92 46.89 55.91
1.12667 31.93 33.95 35.97 39.89 29.91 29.91 39.89 30.98 39.89 31.93 37.99 27.9 39.89 59.95 54.96 53.89
1.13333 19.94 29.91 39.89 37.99 27.9 26 31.93 21.96 27.9 27.9 33.95 19.94 31.93 55.91 54.96 52
1.14 19.94 29.91 31.93 27.9 11.99 7.954 21.96 9.972 26 7.954 17.93 5.936 3.917 29.91 38.94 33.95
1.14667 9.972 19.94 27.9 21.96 19.94 -2.018 9.972 0 9.972 0 5.936 -2.018 1.899 23.98 32.88 29.91
1.15333 0 0 9.972 7.954 9.972 -9.022 0 0.9497 3.917 -2.018 3.917 -7.004 -2.018 19.94 18.99 11.99
1.16 -21.01 -15.08 -1.068 0.9497 1.899 -19.11 -11.04 -11.04 0.9497 -9.022 -6.054 -11.04 0.9497 5.936 4.986 -3.086
1.16667 -33 -25.05 -19.11 -15.08 -7.004 -29.08 -25.05 -31.1 -15.08 -21.01 -23.03 -27.07 -17.09 -1.068 -23.03 -29.08
1.17333 -39.06 -37.04 -37.04 -25.05 -9.022 -19.11 -41.07 -41.07 -33 -25.05 -27.07 -31.1 -27.07 -9.022 -31.1 -37.04
1.18 -9.022 -41.07 -33 -31.1 -1.068 -3.086 -37.04 -37.04 -43.09 -13.06 -7.004 -25.05 -23.03 -1.068 -31.1 -37.04
1.18667 -9.022 -33 -29.08 -37.04 -11.04 0 -25.05 -37.04 -37.04 -19.11 0 -21.01 -31.1 -9.022 -33 -47.01
1.19333 -3.086 -13.06 -11.04 -29.08 -5.105 -3.086 -17.09 -35.02 -39.06 -25.05 -3.086 -23.03 -37.04 -19.11 -37.04 -61.02
1.2 0.9497 -3.086 -7.004 -19.11 3.917 0.9497 -15.08 -21.01 -29.08 -9.022 9.972 -23.03 -29.08 -9.022 -27.07 -53.06
1.20667 -1.068 -7.004 -1.068 -2.018 17.93 -3.086 -9.022 -12.11 -9.022 0.9497 -1.068 -15.08 -13.06 -1.068 -9.022 -29.08
1.21333 4.986 -4.036 0 -1.068 15.91 1.899 -7.004 -2.018 3.917 -3.086 4.986 -3.086 -2.018 0.9497 0.9497 -11.04
1.22 -5.105 -8.072 0 3.917 7.954 4.986 -3.086 3.917 1.899 -14.01 10.92 9.972 1.899 1.899 16.98 9.972
1.22667 -1.068 -4.036 9.972 10.92 15.91 7.954 -2.018 5.936 0 -10.09 20.89 11.99 8.903 19.94 28.97 21.96
1.23333 1.899 -2.018 15.91 18.99 29.91 9.972 1.899 9.972 3.917 5.936 10.92 13.89 18.99 39.89 38.94 45.94
1.24 7.954 10.92 26 33.95 29.91 -1.068 1.899 1.899 15.91 4.986 -9.022 -5.105 7.954 34.9 20.89 42.97
1.24667 22.91 13.89 21.96 20.89 27.9 4.986 2.968 13.89 11.99 16.98 0 -2.018 14.96 47.96 18.99 49.98
1.25333 5.936 4.986 1.899 7.954 11.99 1.899 8.903 6.885 17.93 16.98 3.917 0.9497 19.94 52.94 18.99 44.99
1.26 7.954 -6.054 -19.11 -21.01 0 1.899 4.986 -3.086 4.986 11.99 11.99 1.899 11.99 45.94 22.91 33.95
1.26667 -21.01 -28.02 -43.09 -43.09 -19.11 -13.06 -12.11 -32.05 -9.022 2.968 -3.086 -15.08 -9.022 32.88 0.9497 2.968
1.27333 -26.12 -47.01 -57.1 -60.07 -31.1 -24.1 -38.11 -47.01 -35.02 -8.072 -1.068 -35.02 -32.05 15.91 -9.022 -29.08
1.28 -59.12 -66 -69.09 -67.07 -37.04 -35.02 -60.07 -64.1 -53.06 -20.06 -17.09 -49.03 -43.09 -1.068 -21.01 -42.02
1.28667 -54.01 -64.1 -63.04 -64.1 -37.04 -37.04 -59.12 -59.12 -63.04 -29.08 -26.12 -53.06 -42.02 -5.105 -37.04 -51.05
1.29333 -42.02 -58.05 -65.05 -60.07 -39.06 -37.04 -54.01 -55.08 -59.12 -32.05 -34.07 -45.11 -34.07 -11.04 -45.11 -51.05
1.3 -27.07 -52.11 -51.05 -61.02 -33 -16.03 -47.01 -39.06 -55.08 -24.1 -14.01 -43.09 -23.03 -1.068 -43.09 -49.03
1.30667 -12.11 -36.09 -39.06 -54.01 -31.1 -7.004 -33 -34.07 -37.04 -21.01 -8.072 -25.05 -14.01 -11.04 -23.03 -47.01
1.31333 -3.086 -19.11 -17.09 -39.06 -17.09 0 -21.01 -16.03 -37.04 -11.04 -2.018 -15.08 -3.086 -3.086 -17.09 -39.06
1.32 0.9497 -1.068 -1.068 -9.022 -9.022 7.954 0 0.9497 -13.06 -5.105 5.936 -2.018 5.936 1.899 -3.086 -21.01
1.32667 -2.018 0 -2.018 -1.068 -5.105 21.96 5.936 7.954 -7.004 -1.068 13.89 5.936 5.936 5.936 6.885 -7.004
1.33333 9.972 11.99 15.91 7.954 7.954 19.94 27.9 31.93 0 5.936 12.94 27.9 21.96 29.91 14.96 11.99
1.34 37.99 31.93 37.99 21.96 17.93 19.94 43.92 45.94 15.91 19.94 3.917 41.9 33.95 43.92 22.91 37.99
1.34667 47.96 53.89 55.91 37.99 33.95 23.98 65.88 61.97 35.97 35.97 5.936 47.96 55.91 61.97 28.97 57.93
1.35333 39.89 61.97 53.89 45.94 35.97 23.98 67.9 65.88 57.93 33.95 15.91 49.98 59.95 59.95 40.96 67.9
1.36 27.9 45.94 39.89 27.9 31.93 15.91 53.89 53.89 59.95 29.91 8.903 41.9 59.95 53.89 36.92 63.98
1.36667 11.99 27.9 23.98 13.89 23.98 11.99 35.97 35.97 53.89 31.93 11.99 33.95 47.96 55.91 38.94 57.93
1.37333 0 19.94 11.99 0.9497 9.972 7.954 23.98 15.91 35.97 21.96 13.89 26 31.93 52 38.94 49.98
1.38 -1.068 1.899 5.936 -5.105 0.9497 7.954 15.91 1.899 15.91 9.972 15.91 15.91 9.972 39.89 28.97 23.98
1.38667 -2.018 0.9497 -2.018 -11.04 -7.004 -2.018 7.954 -7.004 0.9497 -7.004 7.954 1.899 -1.068 21.96 10.92 5.936
1.39333 -3.086 -19.11 -9.022 -25.05 -19.11 -7.004 -9.022 -24.1 -15.08 -15.08 -3.086 -13.06 -23.03 3.917 -9.022 -21.01
1.4 -21.01 -21.01 -29.08 -37.04 -31.1 -31.1 -31.1 -53.06 -31.1 -25.05 -35.02 -41.07 -43.09 -9.022 -35.02 -43.09
1.40667 -39.06 -31.1 -31.1 -45.11 -27.07 -39.06 -45.11 -57.1 -43.09 -21.01 -51.05 -55.08 -53.06 -13.06 -63.04 -63.04
1.41333 -31.1 -29.08 -31.1 -47.01 -27.07 -35.02 -43.09 -50.1 -49.03 -23.03 -47.01 -55.08 -51.05 -17.09 -65.05 -65.05
1.42 -27.07 -25.05 -23.03 -39.06 -17.09 -23.03 -33 -34.07 -43.09 -25.05 -21.01 -37.04 -45.11 -23.03 -49.03 -61.02
1.42667 -13.06 -19.11 -17.09 -31.1 -19.11 -9.022 -25.05 -23.03 -35.02 -25.05 -5.105 -23.03 -39.06 -31.1 -37.04 -61.02
1.43333 -15.08 -3.086 -3.086 -13.06 -7.004 -3.086 -15.08 -17.09 -23.03 -21.01 -5.105 -11.04 -23.03 -23.03 -31.1 -45.11
1.44 9.972 9.972 13.89 7.954 5.936 5.936 -3.086 5.936 -7.004 0.9497 0 0 0 7.954 -13.06 -9.022
1.44667 5.936 13.89 23.98 26 9.972 9.972 1.899 7.954 7.954 3.917 0 9.972 15.91 17.93 -1.068 9.972
1.45333 21.96 19.94 37.99 37.99 27.9 19.94 11.99 26.95 19.94 20.89 7.954 19.94 31.93 37.99 16.98 35.97
1.46 8.903 21.96 39.89 34.9 19.94 23.98 26 24.93 27.9 22.91 10.92 17.93 39.89 35.97 24.93 54.96
1.46667 29.91 38.94 48.91 45.94 33.95 30.98 36.92 38.94 30.98 29.91 13.89 26 45.94 37.99 36.92 65.88
1.47333 38.94 52 57.93 52.94 35.97 37.99 50.93 50.93 37.99 41.9 18.99 39.89 56.98 42.97 48.91 70.99
1.48 38.94 49.98 55.91 52.94 35.97 33.95 47.96 44.99 49.98 33.95 18.99 41.9 52.94 36.92 44.99 56.98
1.48667 32.88 44.99 45.94 45.94 29.91 26 38.94 37.99 44.99 26.95 26 36.92 48.91 28.97 54.96 57.93
1.49333 2.968 27.9 24.93 26.95 11.99 6.885 16.98 8.903 29.91 0 16.98 11.99 24.93 1.899 40.96 30.98
1.5 -6.054 4.986 0 1.899 1.899 -9.022 -2.018 -11.04 2.968 -10.09 -2.018 -4.036 -1.068 -20.06 26.95 1.899
1.50667 -32.05 -18.04 -20.06 -10.09 -10.09 -30.03 -31.1 -42.02 -14.01 -33 -15.08 -32.05 -29.08 -39.06 -5.105 -28.02
1.51333 -20.06 -36.09 -31.1 -21.01 -19.11 -33 -46.06 -49.03 -30.03 -42.02 -25.05 -42.02 -48.08 -42.02 -29.08 -51.05
1.52 -44.04 -41.07 -38.11 -28.02 -31.1 -38.11 -48.08 -54.01 -49.03 -43.09 -36.09 -53.06 -58.05 -40.01 -53.06 -70.04
1.52667 -38.11 -42.02 -45.11 -35.02 -31.1 -41.07 -52.11 -49.03 -50.1 -30.03 -39.06 -52.11 -66 -32.05 -63.04 -85.12
1.53333 -70.04 -63.04 -57.1 -42.02 -25.05 -47.01 -53.06 -46.06 -45.11 -23.03 -38.11 -49.03 -60.07 -34.07 -65.05 -80.01
1.54 -40.01 -57.1 -47.01 -36.09 -13.06 -29.08 -46.06 -30.03 -37.04 -5.105 -20.06 -33 -42.02 -24.1 -51.05 -70.04
1.54667 -27.07 -44.04 -24.1 -19.11 1.899 -10.09 -20.06 -2.018 -10.09 9.972 -13.06 -9.022 -13.06 -1.068 -31.1 -39.06
1.55333 -22.08 -17.09 -5.105 1.899 17.93 -3.086 -5.105 12.94 3.917 28.97 -10.09 3.917 11.99 17.93 -11.04 -16.03
1.56 -13.06 -7.004 3.917 9.972 29.91 -11.04 0.9497 26.95 27.9 42.97 -13.06 13.89 33.95 41.9 -1.068 23.98
1.56667 -15.08 0 19.94 26 43.92 -15.08 5.936 49.98 39.89 39.89 -13.06 26 53.89 45.94 12.94 47.96
1.57333 26 21.96 41.9 47.96 47.96 -7.004 29.91 69.92 63.98 43.92 -9.022 47.96 67.9 55.91 26.95 71.94
1.58 -5.105 23.98 43.92 57.93 45.94 -3.086 35.97 67.9 77.99 45.94 -11.04 47.96 75.97 52 24.93 67.9
1.58667 5.936 31.93 37.99 52 39.89 0.9497 27.9 55.91 69.92 53.89 -5.105 41.9 73.96 57.93 24.93 65.88
1.59333 5.936 37.99 41.9 45.94 37.99 9.972 33.95 60.9 57.93 55.91 0 39.89 71.94 61.97 28.97 73.96
1.6 31.93 47.96 52 47.96 37.99 31.93 49.98 68.97 52 53.89 29.91 55.91 65.88 67.9 32.88 65.88
1.60667 33.95 47.96 53.89 49.98 26 43.92 61.97 52 61.97 45.94 35.97 57.93 53.89 57.93 32.88 45.94
1.61333 23.98 39.89 35.97 33.95 19.94 35.97 52 41.9 55.91 27.9 45.94 49.98 39.89 39.89 30.98 21.96
1.62 21.96 26 23.98 19.94 5.936 21.96 29.91 18.99 37.99 7.954 39.89 31.93 17.93 17.93 32.88 9.972
1.62667 -2.018 3.917 1.899 0 -7.004 5.936 3.917 0 7.954 -7.004 43.92 13.89 -1.068 1.899 32.88 -1.068
1.63333 -17.09 -17.09 -19.11 -19.11 -33 -2.018 -15.08 -23.03 -17.09 -29.08 33.95 3.917 -29.08 -3.086 20.89 -19.11
1.64 -15.08 -25.05 -27.07 -35.02 -43.09 9.972 -19.11 -30.03 -45.11 -37.04 37.99 -2.018 -43.09 -11.04 14.96 -35.02
1.64667 8.903 -10.09 -6.054 -30.03 -26.12 28.97 -4.036 -9.022 -42.02 -22.08 42.97 8.903 -34.07 -4.036 12.94 -24.1
1.65333 30.98 4.986 10.92 -6.054 -14.01 32.88 6.885 -6.054 -24.1 -14.01 30.98 4.986 -26.12 -8.072 4.986 -34.07
1.66 19.94 7.954 1.899 -5.105 -11.04 5.936 3.917 -7.004 -15.08 -15.08 -3.086 -3.086 -17.09 -13.06 -15.08 -31.1
1.66667 -3.086 -3.086 -5.105 -17.09 -17.09 -11.04 -13.06 -26.12 -23.03 -13.06 -31.1 -21.01 -21.01 -15.08 -33 -29.08
1.67333 0.9497 -9.022 -5.105 -17.09 -11.04 -11.04 -29.08 -18.04 -29.08 -1.068 -27.07 -23.03 -11.04 -7.004 -35.02 -17.09
1.68 -1.068 0.9497 2.968 -4.036 -2.018 1.899 -12.11 -7.004 -14.01 0.9497 -12.11 -8.072 -2.018 0.9497 -17.09 -2.018
1.68667 14.96 14.96 10.92 6.885 1.899 12.94 0.9497 1.899 -2.018 1.899 0 0.9497 0.9497 0.9497 -1.068 1.899
1.69333 23.98 19.94 17.93 3.917 0 23.98 23.98 24.93 -2.018 11.99 3.917 19.94 23.98 19.94 10.92 19.94
1.7 48.91 30.98 30.98 12.94 4.986 32.88 30.98 30.98 14.96 18.99 14.96 28.97 38.94 34.9 24.93 32.88
1.70667 49.98 32.88 30.98 10.92 1.899 41.9 44.99 40.96 23.98 24.93 26.95 37.99 49.98 42.97 28.97 37.99
1.71333 44.99 34.9 17.93 5.936 -6.054 33.95 34.9 14.96 24.93 7.954 11.99 26 33.95 33.95 26.95 38.94
1.72 33.95 17.93 0.9497 -5.105 -14.01 26.95 17.93 1.899 -1.068 -2.018 17.93 10.92 12.94 32.88 14.96 31.93
1.72667 11.99 5.936 -8.072 -12.11 -18.04 7.954 1.899 -15.08 -7.004 -8.072 10.92 -3.086 -7.004 16.98 8.903 13.89
1.73333 1.899 -6.054 -21.01 -19.11 -26.12 0.9497 -13.06 -26.12 -23.03 -26.12 14.96 -15.08 -23.03 0 4.986 -4.036
1.74 -8.072 -18.04 -34.07 -32.05 -33 -6.054 -26.12 -40.01 -41.07 -36.09 3.917 -33 -39.06 -13.06 -1.068 -22.08
1.74667 -22.08 -30.03 -51.05 -45.11 -48.08 -20.06 -45.11 -65.05 -54.01 -50.1 -3.086 -47.01 -51.05 -18.04 -3.086 -32.05
1.75333 -43.09 -47.01 -57.1 -61.02 -56.03 -27.07 -65.05 -74.08 -73.01 -62.09 -8.072 -61.02 -68.02 -29.08 -25.05 -45.11
1.76 -36.09 -52.11 -67.07 -63.04 -66 -30.03 -67.07 -83.1 -84.05 -74.08 -19.11 -61.02 -85.12 -50.1 -25.05 -60.07
1.76667 -30.03 -66 -72.06 -72.06 -65.05 -26.12 -68.02 -78.11 -93.07 -76.09 -21.01 -61.02 -91.05 -53.06 -39.06 -58.05
1.77333 -12.11 -60.07 -63.04 -71.11 -60.07 -18.04 -55.08 -62.09 -81.08 -64.1 -22.08 -47.01 -77.04 -44.04 -33 -42.02
1.78 -29.08 -53.06 -58.05 -64.1 -52.11 -19.11 -48.08 -45.11 -71.11 -54.01 -30.03 -41.07 -55.08 -32.05 -45.11 -37.04
1.78667 -15.08 -33 -45.11 -45.11 -38.11 -14.01 -27.07 -28.02 -54.01 -37.04 -35.02 -26.12 -32.05 -31.1 -39.06 -35.02
1.79333 -8.072 -18.04 -35.02 -29.08 -30.03 -13.06 -10.09 -10.09 -36.09 -21.01 -37.04 -15.08 -7.004 -23.03 -37.04 -34.07
1.8 -9.022 -18.04 -28.02 -28.02 -21.01 -7.004 -8.072 1.899 -15.08 -4.036 -36.09 -7.004 -2.018 0 -27.07 -21.01
1.80667 0 -14.01 -18.04 -26.12 -14.01 -4.036 -4.036 2.968 -2.018 4.986 -14.01 2.968 18.99 26.95 -7.004 -1.068
1.81333 -5.105 -15.08 -17.09 -17.09 -1.068 0.9497 -11.04 6.885 -2.018 17.93 -9.022 7.954 31.93 47.96 6.885 21.96
1.82 1.899 -8.072 -14.01 0 2.968 -1.068 -4.036 5.936 10.92 24.93 -1.068 14.96 44.99 52.94 22.91 40.96
1.82667 -2.018 -8.072 -10.09 1.899 2.968 -2.018 -6.054 1.899 8.903 26.95 0 8.903 44.99 54.96 16.98 36.92
1.83333 -2.018 -3.086 -5.105 0.9497 3.917 -3.086 0 12.94 5.936 35.97 -5.105 9.972 41.9 57.93 14.96 41.9
1.84 1.899 -2.018 -1.068 -2.018 11.99 5.936 13.89 22.91 13.89 35.97 3.917 17.93 41.9 67.9 18.99 39.89
1.84667 21.96 11.99 0.9497 5.936 21.96 17.93 26 31.93 26 33.95 5.936 27.9 37.99 57.93 28.97 49.98
1.85333 28.97 12.94 1.899 6.885 12.94 18.99 24.93 16.98 34.9 8.903 8.903 20.89 22.91 26.95 16.98 24.93
1.86 26.95 12.94 -1.068 -1.068 -1.068 18.99 16.98 9.972 6.885 1.899 8.903 12.94 4.986 2.968 8.903 -2.018
1.86667 9.972 13.89 0 0 0.9497 17.93 11.99 -1.068 0 -7.004 21.96 3.917 0.9497 -7.004 0.9497 -21.01
1.87333 3.917 3.917 -3.086 -2.018 -3.086 26 5.936 0.9497 0 -13.06 33.95 5.936 -3.086 -15.08 14.96 -23.03
1.88 1.899 0 -11.04 0 -5.105 15.91 1.899 0 -2.018 -9.022 29.91 9.972 -3.086 -5.105 16.98 -11.04
1.88667 -2.018 -3.086 -15.08 -1.068 -7.004 9.972 -3.086 -2.018 1.899 -1.068 21.96 3.917 -3.086 -2.018 12.94 -9.022
1.89333 1.899 0 -9.022 -1.068 -1.068 11.99 -2.018 8.903 -2.018 11.99 28.97 15.91 5.936 21.96 20.89 7.954
1.9 -2.018 -2.018 -8.072 0 -1.068 13.89 0.9497 0.9497 13.89 7.954 26.95 17.93 7.954 29.91 22.91 23.98
1.90667 -7.004 -1.068 -13.06 -3.086 -9.022 9.972 -1.068 3.917 3.917 3.917 26 26 1.899 33.95 30.98 26
1.91333 -11.04 -2.018 -7.004 -1.068 -3.086 -1.068 -3.086 3.917 0 1.899 -2.018 13.89 -3.086 29.91 14.96 15.91
1.92 -17.09 -2.018 -5.105 -2.018 -5.105 -15.08 -2.018 0.9497 -2.018 -3.086 -11.04 0 -9.022 9.972 2.968 1.899
1.92667 0.9497 0 1.899 0.9497 -2.018 -15.08 0 -1.068 -11.04 -7.004 -24.1 -3.086 -9.022 5.936 -5.105 5.936
1.93333 -2.018 5.936 -2.018 5.936 5.936 -7.004 0 -2.018 -5.105 -3.086 -19.11 -5.105 -1.068 5.936 -5.105 13.89
1.94 1.899 11.99 9.972 11.99 15.91 0 3.917 7.954 -5.105 9.972 -15.08 -2.018 3.917 15.91 -1.068 13.89
1.94667 11.99 21.96 30.98 28.97 29.91 0.9497 17.93 24.93 11.99 31.93 -16.03 5.936 17.93 29.91 0.9497 11.99
1.95333 16.98 37.99 44.99 48.91 38.94 0.9497 29.91 37.99 30.98 40.96 -10.09 10.92 26.95 31.93 4.986 9.972
1.96 27.9 42.97 50.93 50.93 41.9 2.968 40.96 41.9 35.97 41.9 1.899 6.885 26 42.97 6.885 15.91
1.96667 2.968 32.88 36.92 43.92 28.97 5.936 35.97 26.95 38.94 32.88 0.9497 1.899 20.89 31.93 8.903 15.91
1.97333 -2.018 13.89 26.95 26.95 22.91 9.972 19.94 21.96 28.97 20.89 1.899 1.899 4.986 21.96 0.9497 0.9497
1.98 -2.018 8.903 15.91 26 16.98 0.9497 8.903 6.885 22.91 2.968 1.899 -8.072 -8.072 4.986 0.9497 -16.03
1.98667 2.968 14.96 23.98 23.98 20.89 -1.068 0 5.936 10.92 -1.068 5.936 -15.08 -14.01 -2.018 2.968 -21.01
1.99333 20.89 28.97 27.9 31.93 14.96 -2.018 12.94 12.94 18.99 0.9497 12.94 -2.018 -4.036 0.9497 6.885 -10.09
2 3.917 23.98 27.9 30.98 9.972 6.885 16.98 24.93 19.94 5.936 16.98 6.885 5.936 3.917 8.903 -6.054
2.00667 12.94 22.91 17.93 26 4.986 13.89 22.91 24.93 30.98 -1.068 24.93 20.89 8.903 -1.068 16.98 -2.018
2.01333 8.903 14.96 15.91 15.91 4.986 22.91 21.96 23.98 20.89 6.885 33.95 23.98 10.92 3.917 20.89 3.917
2.02 6.885 6.885 9.972 9.972 0.9497 17.93 20.89 10.92 18.99 2.968 16.98 16.98 -1.068 6.885 10.92 6.885
2.02667 -4.036 1.899 1.899 1.899 -2.018 1.899 5.936 0.9497 2.968 0.9497 2.968 4.986 -12.11 9.972 2.968 3.917
2.03333 -22.08 -8.072 -6.054 -7.004 -4.036 -3.086 -11.04 -12.11 -6.054 0.9497 -2.018 -11.04 -12.11 21.96 -13.06 11.99
2.04 -17.09 -6.054 -6.054 -8.072 -7.004 -2.018 -10.09 -5.105 -15.08 5.936 1.899 0 0.9497 36.92 -3.086 35.97
2.04667 -10.09 -3.086 -2.018 -4.036 0 -2.018 -9.022 -2.018 -8.072 16.98 -2.018 0.9497 12.94 41.9 -7.004 39.89
2.05333 -11.04 -3.086 -6.054 -6.054 -9.022 -7.004 -1.068 0 -1.068 7.954 -18.04 -2.018 15.91 29.91 -11.04 29.91
2.06 -3.086 -5.105 -9.022 -15.08 -17.09 -11.04 -9.022 -11.04 -7.004 -2.018 -17.09 -11.04 5.936 17.93 -11.04 11.99
