    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2 335.2
0.625 3.928 8.837 19.97 43.86 51.88 41.9 75.94 125.9 71.84 29.95 79.86 211.9 220 85.92 269.9 197.9
0.63 8.837 4.91 26.84 38.95 37.97 43.86 68.9 105.9 55.97 37.97 68.9 180.8 180.8 81.99 225.8 156
0.635 22.91 8.837 31.91 38.95 32.89 39.93 53.84 77.9 40.91 39.93 55.97 133.9 124.9 72.99 161.9 98.85
0.64 35.84 20.95 29.95 35.84 31.91 41.9 35.84 45.99 31.91 35.84 39.93 79.86 61.86 59.9 93.94 33.88
0.645 47.95 38.95 26.84 38.95 42.88 46.97 19.97 22.91 33.88 40.91 23.89 30.93 2.946 50.9 30.93 -19.15
0.65 57.93 54.99 17.84 36.99 50.9 41.9 0.9819 4.91 41.9 42.88 11.95 -11.13 -49.1 40.91 -21.11 -66.12
0.655 57.93 58.92 11.95 33.88 45.99 33.88 -7.037 -7.037 37.97 41.9 0 -53.02 -99.01 25.86 -71.03 -109.2
0.66 47.95 52.86 15.87 25.86 25.86 19.97 -10.15 -20.13 22.91 34.86 -4.091 -81.01 -142.1 5.892 -106 -141.1
0.665 31.91 34.86 22.91 13.91 0.9819 1.964 -6.055 -32.08 -4.091 20.95 -4.091 -104.1 -175.1 -7.037 -132.1 -164.1
0.67 17.84 16.86 31.91 3.928 -31.09 -15.06 -3.109 -37.15 -39.11 5.892 -3.109 -111.1 -187.1 -23.08 -157.1 -167.1
0.675 9.983 4.91 30.93 -2.128 -46.15 -22.09 0 -39.11 -62.02 0.9819 0 -108 -167.1 -22.09 -181 -147.1
0.68 5.892 0.9819 16.86 -3.109 -44.02 -18 -7.037 -37.15 -62.02 -3.109 0 -102.1 -128.1 -12.11 -203.1 -103.1
0.685 1.964 -3.109 -9.001 -9.001 -31.09 -9.001 -19.15 -35.02 -45 -1.146 -3.109 -101.1 -73.15 0.9819 -217 -53.02
0.69 -1.146 -9.001 -38.13 -19.15 -14.07 1.964 -31.09 -37.15 -17.02 -2.128 -4.091 -92.14 -16.04 6.873 -194.1 -1.146
0.695 -13.09 -17.02 -55.15 -27 0 6.873 -39.11 -35.02 3.928 0 -2.128 -69.06 30.93 16.86 -128.1 48.93
0.7 -21.11 -23.08 -55.15 -29.13 5.892 13.91 -33.06 -27 21.93 1.964 13.91 -27 75.94 25.86 -31.09 89.85
0.705 -19.15 -19.15 -37.15 -17.02 17.84 23.89 -11.13 -3.109 31.91 7.855 35.84 27.98 116.8 39.93 76.92 127
0.71 -7.037 0.9819 -17.02 1.964 33.88 31.91 9.983 27.98 41.9 17.84 55.97 85.92 149.9 57.93 168.9 155
0.715 7.855 18.98 -1.146 25.86 45.99 39.93 33.88 59.9 51.88 27.98 67.92 131.9 174 69.88 221.9 169.9
0.72 21.93 32.89 0.9819 39.93 47.95 41.9 45.99 79.86 59.9 31.91 65.95 147.9 179.9 73.97 233.9 167.9
0.725 23.89 28.97 -5.073 35.84 41.9 35.84 41.9 77.9 57.93 29.95 57.93 138 165.9 65.95 215.9 147.9
0.73 13.91 12.93 -13.09 19.97 25.86 25.86 27.98 57.93 47.95 21.93 49.91 110 133.9 51.88 185.9 111.9
0.735 3.928 0.9819 -13.09 5.892 9.983 13.91 15.87 31.91 27.98 11.95 49.91 77.9 87.88 37.97 156 65.95
0.74 -1.146 0.9819 -5.073 3.928 -1.146 1.964 9.983 11.95 7.855 3.928 55.97 49.91 35.84 21.93 125.9 15.87
0.745 -3.109 8.837 3.928 11.95 -15.06 -7.037 9.983 1.964 -9.001 0.9819 63.99 25.86 -15.06 5.892 93.94 -29.13
