    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1 114.1
0.625 21 19.99 13.98 17.99 9.969 13.98 9.969 13.98 9.969 3.954 0 9.969 7.964 11.97 1.949 5.959
0.63 21 19.99 5.959 8.966 8.966 12.98 5.959 7.964 1.949 4.957 0.9468 3.954 0.9468 4.957 7.964 0
0.635 24.95 21 3.954 8.966 12.98 13.98 2.952 4.957 2.952 5.959 8.966 5.959 -1.002 0.9468 17.99 1.949
0.64 24.95 23.95 11.97 11.97 15.98 13.98 5.959 7.964 11.97 13.98 13.98 9.969 5.959 5.959 25.95 11.97
0.645 21 29.96 28.96 24.95 15.98 15.98 13.98 21 27.96 14.98 19.99 16.99 19.99 21 26.95 27.96
0.65 18.99 27.96 40.99 35.98 19.99 15.98 22.94 29.96 38.98 12.98 15.98 17.99 30.96 29.96 7.964 41.99
0.655 16.99 22 41.99 35.98 13.98 15.98 25.95 33.97 37.98 5.959 9.969 11.97 33.97 35.98 -15.04 39.99
0.66 16.99 16.99 34.97 32.97 14.98 12.98 27.96 30.96 33.97 3.954 7.964 8.966 28.96 32.97 -36.03 30.96
0.665 16.99 12.98 24.95 23.95 13.98 14.98 22.94 22.94 21 10.97 8.966 8.966 22.94 22 -38.04 13.98
0.67 16.99 11.97 17.99 19.99 15.98 15.98 19.99 17.99 15.98 19.99 15.98 15.98 15.98 15.98 -21.05 5.959
0.675 14.98 14.98 19.99 22 19.99 16.99 17.99 19.99 13.98 25.95 22.94 21 17.99 17.99 2.952 7.964
0.68 10.97 14.98 23.95 22.94 16.99 16.99 19.99 19.99 17.99 22.94 22.94 22.94 19.99 17.99 21 10.97
0.685 10.97 13.98 19.99 19.99 11.97 13.98 15.98 17.99 13.98 13.98 13.98 13.98 15.98 15.98 22 9.969
0.69 10.97 11.97 14.98 16.99 8.966 10.97 12.98 14.98 8.966 0 1.949 6.961 6.961 12.98 8.966 4.957
0.695 12.98 11.97 4.957 6.961 6.961 7.964 6.961 8.966 0.9468 -5.012 -3.007 1.949 0.9468 6.961 -4.01 0
0.7 12.98 9.969 -2.005 -2.005 3.954 7.964 7.964 3.954 -2.005 -9.022 -5.012 -1.002 0 3.954 -11.03 -5.012
0.705 10.97 7.964 0.9468 -1.002 6.961 5.959 10.97 4.957 2.952 0 1.949 3.954 6.961 6.961 -1.002 0
0.71 6.961 7.964 6.961 1.949 5.959 5.959 14.98 9.969 10.97 4.957 2.952 10.97 14.98 11.97 8.966 3.954
0.715 2.952 5.959 11.97 9.969 5.959 3.954 15.98 15.98 15.98 5.959 3.954 9.969 19.99 15.98 15.98 11.97
0.72 -1.002 1.949 11.97 9.969 0 0 9.969 15.98 13.98 2.952 0.9468 4.957 17.99 13.98 12.98 15.98
0.725 -1.002 -2.005 5.959 5.959 -1.002 0.9468 3.954 7.964 7.964 -5.012 -5.012 0 9.969 5.959 -1.002 13.98
0.73 -5.012 -3.007 -2.005 -2.005 -7.017 -5.012 0.9468 0 0 -17.04 -17.04 -11.03 1.949 -2.005 -7.017 11.97
0.735 -9.022 -9.022 -3.007 -3.007 -13.03 -13.03 -5.012 -1.002 -1.002 -25.01 -23 -15.04 -2.005 -3.007 -5.012 9.969
0.74 -13.03 -15.04 -7.017 -7.017 -17.04 -17.04 -9.022 -5.012 -5.012 -27.01 -25.01 -17.04 -2.005 -5.012 1.949 5.959
0.745 -17.04 -19.05 -9.022 -9.022 -21.05 -21.05 -11.03 -5.012 -7.017 -29.02 -25.01 -19.05 0.9468 -5.012 15.98 -2.005
0.75 -19.05 -23 -11.03 -13.03 -25.01 -23 -17.04 -9.022 -11.03 -31.02 -27.01 -25.01 -5.012 -7.017 17.99 -7.017
0.755 -21.05 -25.01 -15.04 -17.04 -27.01 -25.01 -23 -13.03 -15.04 -35.03 -31.02 -34.03 -11.03 -11.03 5.959 -20.05
0.76 -19.05 -25.01 -19.05 -21.05 -29.02 -27.01 -27.01 -19.05 -19.05 -41.04 -36.03 -40.04 -17.04 -17.04 -13.03 -32.02
0.765 -17.04 -23 -21.05 -23 -29.02 -27.01 -29.02 -23 -21.05 -41.04 -39.04 -41.04 -17.04 -21.05 -31.02 -41.04
0.77 -13.03 -19.05 -19.05 -23 -27.01 -26.01 -25.01 -23 -19.05 -36.03 -36.03 -38.04 -15.04 -23 -34.03 -40.04
0.775 -11.03 -15.04 -17.04 -21.05 -21.05 -24 -21.05 -19.05 -17.04 -32.02 -36.03 -35.03 -13.03 -19.05 -30.02 -40.04
0.78 -11.03 -15.04 -19.05 -23 -21.05 -21.05 -21.05 -21.05 -21.05 -31.02 -37.03 -35.03 -17.04 -21.05 -21.05 -39.04
