    T[sec]  F7  F3 Fz   F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
0.906667 -42.09 -25.02 -8.057 -35.09 -10.07 -47.07 -20.04 -7.103 -11.02 -10.07 -14.1 -31.06 1.908 33.92 -5.088 8.905
0.913333 -48.02 -30 -18.02 -43.04 -22.05 -39.01 -21.1 -11.02 -15.05 -17.07 -17.07 -46.01 -12.09 30.95 -7.103 -1.06
0.92 -41.03 -25.02 -12.09 -47.07 -16.01 -28.09 -18.02 -7.103 -8.057 -22.05 -3.074 -32.01 -23 17.92 0.9541 1.908
0.926667 -35.09 -18.02 -5.088 -42.09 -23 -6.043 -8.057 -16.01 -26.08 -26.08 2.968 -27.03 -28.09 6.997 12.93 5.936
0.933333 -20.04 -6.043 0.9541 -30 -14.1 7.951 0 -10.07 -30 -14.1 25.97 -13.04 -20.04 10.92 22.9 15.9
0.94 -13.04 -6.043 -2.014 -18.02 -27.03 24.91 -2.014 -17.07 -7.103 -16.01 24.91 -3.074 -24.06 -1.06 28.94 15.9
0.946667 0.9541 12.93 5.936 -15.05 -21.1 43.99 13.99 -6.043 -30 0 39.97 11.98 -16.01 2.968 38.91 24.91
0.953333 22.9 30.95 27.99 3.922 -1.06 69.97 37.95 16.96 -24.06 20.99 53.96 39.97 8.905 2.968 56.93 40.92
0.96 34.98 35.94 40.92 24.91 12.93 68.91 53.96 30.95 -1.06 38.91 43.99 46.96 31.91 0 62.97 49.93
0.966667 30.95 45.9 41.98 41.98 19.93 62.97 52.9 44.95 28.94 51.94 41.98 41.98 53.96 0 62.97 47.92
0.973333 28.94 40.92 39.97 37.95 7.951 59.89 43.99 38.91 37 44.95 33.92 25.97 46.96 -8.057 54.91 40.92
0.98 29.89 37.95 25.97 35.94 7.951 51.94 41.98 29.89 8.905 33.92 35.94 29.89 39.97 -9.011 58.94 49.93
0.986667 25.97 13.99 9.965 25.97 3.922 47.92 25.97 11.98 11.98 27.99 33.92 13.99 21.94 -19.08 42.93 35.94
0.993333 5.936 6.997 -22.05 0 -9.011 28.94 9.965 -18.02 2.968 11.98 17.92 -4.028 0.9541 -24.06 20.99 8.905
1 -11.02 -18.02 -42.09 -28.09 -21.1 7.951 -17.07 -28.09 -9.011 3.922 2.968 -22.05 -14.1 -15.05 -1.06 -6.043
1.00667 -32.01 -41.03 -61.06 -49.08 -36.04 0 -35.09 -48.02 -37.1 1.908 -8.057 -40.07 -24.06 -14.1 -25.02 -22.05
1.01333 -39.01 -48.02 -70.07 -45.05 -37.1 -6.043 -47.07 -50.04 -48.02 15.9 -21.1 -54.06 -26.08 -2.014 -51.1 -38.06
1.02 -33.07 -52.05 -70.07 -51.1 -31.06 0.9541 -43.04 -50.04 -18.02 23.96 -19.08 -54.06 -24.06 1.908 -55.02 -42.09
1.02667 -4.028 -18.02 -40.07 -33.07 -4.028 18.98 -9.011 -14.1 -34.03 48.98 0.9541 -22.05 1.908 26.93 -19.08 -10.07
1.03333 0 -11.02 -17.07 -23 1.908 31.91 0 2.968 -12.09 42.93 12.93 -4.028 10.92 24.91 2.968 7.951
1.04 -7.103 -8.057 -5.088 0 10.92 34.98 9.965 7.951 -8.057 34.98 24.91 1.908 12.93 18.98 30.95 26.93
1.04667 -14.1 -10.07 -8.057 4.982 12.93 38.91 1.908 7.951 3.922 32.97 41.98 13.99 17.92 28.94 52.9 38.91
1.05333 -25.02 -26.08 -26.08 -1.06 4.982 37 0.9541 1.908 0 37 42.93 11.98 19.93 27.99 68.91 50.99
1.06 -27.03 -19.08 -36.04 -12.09 0 18.98 -5.088 -11.02 -23 46.96 34.98 2.968 25.97 26.93 62.97 55.97
1.06667 -23 -13.04 -35.09 -27.03 0.9541 21.94 -2.014 -6.043 -29.05 44.95 32.97 0.9541 27.99 25.97 42.93 51.94
1.07333 3.922 8.905 -8.057 -1.06 24.91 25.97 7.951 6.997 -31.06 57.99 42.93 0 43.99 29.89 40.92 52.9
1.08 10.92 23.96 -1.06 24.91 32.97 28.94 19.93 20.99 -1.06 53.96 48.98 17.92 42.93 20.99 38.91 43.99
1.08667 15.9 19.93 2.968 27.99 35.94 34.98 18.98 23.96 1.908 48.98 57.99 21.94 50.99 18.98 40.92 38.91
1.09333 16.96 29.89 1.908 7.951 17.92 47.92 17.92 14.95 5.936 33.92 69.97 31.91 48.98 14.95 40.92 35.94
1.1 14.95 4.982 -7.103 -5.088 0.9541 38.91 16.96 1.908 -1.06 10.92 53.96 23.96 29.89 3.922 42.93 29.89
1.10667 14.95 10.92 1.908 -1.06 0 28.94 15.9 5.936 -12.09 1.908 50.99 9.965 14.95 -2.014 30.95 16.96
1.11333 2.968 1.908 6.997 15.9 2.968 20.99 4.982 5.936 -9.011 -6.043 39.97 -3.074 1.908 -9.011 20.99 0
1.12 8.905 7.951 19.93 19.93 9.965 25.97 3.922 20.99 -8.057 -3.074 39.97 0.9541 2.968 -9.011 18.98 1.908
1.12667 1.908 15.9 14.95 19.93 15.9 28.94 12.93 19.93 0 -1.06 35.94 3.922 6.997 4.982 24.91 2.968
1.13333 -2.014 11.98 6.997 0.9541 5.936 18.98 11.98 12.93 12.93 7.951 18.98 -2.014 14.95 14.95 12.93 1.908
1.14 -3.074 4.982 0.9541 -10.07 6.997 5.936 5.936 2.968 13.99 15.9 8.905 -9.011 7.951 29.89 2.968 0.9541
1.14667 -13.04 -2.014 -1.06 -13.04 3.922 -1.06 4.982 -6.043 13.99 14.95 0 -15.05 5.936 33.92 -3.074 1.908
1.15333 -19.08 -5.088 -13.04 -28.09 0.9541 -20.04 -7.103 -27.03 11.98 0.9541 -10.07 -30 -3.074 26.93 -15.05 -1.06
1.16 -37.1 -22.05 -30 -42.09 -12.09 -28.09 -17.07 -46.01 2.968 -11.02 -20.04 -35.09 -13.04 14.95 -9.011 1.908
1.16667 -32.01 -24.06 -30 -42.09 -14.1 -26.08 -27.03 -53 -9.011 -14.1 -11.02 -31.06 -21.1 2.968 -5.088 0
1.17333 -37.1 -24.06 -29.05 -44.1 -12.09 -22.05 -41.03 -53 -22.05 -14.1 0.9541 -31.06 -22.05 1.908 2.968 -1.06
1.18 -28.09 -23 -13.04 -21.1 -9.011 -17.07 -33.07 -36.04 -14.1 -14.1 6.997 -22.05 -8.057 -3.074 16.96 7.951
1.18667 -6.043 -1.06 -1.06 -7.103 4.982 10.92 -15.05 -6.043 -4.028 10.92 23.96 -4.028 17.92 10.92 34.98 26.93
1.19333 11.98 26.93 10.92 11.98 21.94 34.98 21.94 2.968 20.99 39.97 29.89 18.98 38.91 18.98 40.92 42.93
1.2 21.94 32.97 18.98 13.99 29.89 42.93 39.97 10.92 37 55.97 23.96 37 48.98 16.96 28.94 38.91
1.20667 26.93 31.91 31.91 19.93 34.98 46.96 45.9 20.99 43.99 59.89 38.91 40.92 60.96 14.95 20.99 22.9
1.21333 45.9 42.93 48.98 52.9 49.93 53.96 59.89 37.95 65.94 65.94 50.99 50.99 72.93 11.98 28.94 16.96
1.22 37.95 42.93 44.95 51.94 41.98 50.99 47.92 38.91 82.9 59.89 59.89 50.99 54.91 1.908 34.98 2.968
1.22667 41.98 45.9 41.98 47.92 33.92 49.93 45.9 33.92 67.95 49.93 61.91 51.94 49.93 -1.06 40.92 -2.014
1.23333 35.94 43.99 29.89 31.91 19.93 57.99 39.97 17.92 53.96 47.92 61.91 47.92 45.9 5.936 46.96 0
1.24 43.99 40.92 20.99 21.94 6.997 58.94 37.95 2.968 41.98 46.96 54.91 48.98 41.98 20.99 48.98 13.99
1.24667 16.96 21.94 0.9541 9.965 1.908 37.95 19.93 -16.01 24.91 39.97 37 26.93 43.99 41.98 42.93 30.95
1.25333 -5.088 -2.014 -11.02 -10.07 -2.014 17.92 -6.043 -33.07 5.936 33.92 18.98 1.908 24.91 41.98 24.91 34.98
1.26 -23 -16.01 -16.01 -19.08 -2.014 10.92 -11.02 -42.09 -3.074 28.94 8.905 0 13.99 40.92 18.98 47.92
1.26667 -25.02 -12.09 -12.09 -9.011 -6.043 24.91 -11.02 -40.07 -15.05 24.91 18.98 4.982 1.908 34.98 8.905 39.97
1.27333 -27.03 -6.043 -8.057 -6.043 -12.09 26.93 -11.02 -46.01 -14.1 8.905 18.98 9.965 -6.043 20.99 4.982 25.97
1.28 37 16.96 37.95 30.95 53.96 37.95 34.98 17.92 42.93 35.94 31.91 22.9 58.94 30.95 38.91 25.97
1.28667 37.95 7.951 19.93 10.92 40.92 35.94 28.94 11.98 48.98 38.91 33.92 15.9 71.98 47.92 58.94 48.98
1.29333 14.95 -17.07 7.951 0.9541 21.94 23.96 5.936 1.908 44.95 29.89 26.93 -5.088 57.99 44.95 48.98 50.99
1.3 -3.074 -16.01 -2.014 -3.074 14.95 15.9 -15.05 -30 35.94 19.93 23.96 -28.09 46.96 54.91 40.92 43.99
1.30667 -8.057 -37.1 -8.057 -10.07 10.92 12.93 -28.09 -39.01 1.908 21.94 26.93 -27.03 45.9 63.92 38.91 56.93
1.31333 -14.1 -33.07 -12.09 -27.03 13.99 14.95 -35.09 0 1.908 28.94 37 -11.02 58.94 46.96 40.92 67.95
1.32 -22.05 -43.04 -24.06 -42.09 2.968 11.98 -37.1 -37.1 31.91 15.9 26.93 -27.03 41.98 60.96 26.93 49.93
1.32667 -18.02 -23 3.922 -26.08 20.99 10.92 -21.1 -25.02 -8.057 9.965 24.91 -16.01 46.96 51.94 24.91 37.95
1.33333 -1.06 -2.014 37.95 0.9541 44.95 13.99 1.908 7.951 1.908 27.99 22.9 -12.09 56.93 44.95 26.93 28.94
1.34 6.997 21.94 53.96 3.922 46.96 8.905 16.96 20.99 35.94 25.97 8.905 -15.05 56.93 33.92 12.93 11.98
1.34667 22.9 41.98 61.91 1.908 48.98 11.98 23.96 27.99 40.92 23.96 -6.043 -21.1 54.91 20.99 -17.07 -7.103
1.35333 30.95 42.93 67.95 2.968 54.91 7.951 35.94 13.99 40.92 23.96 -20.04 -17.07 42.93 42.93 -49.08 -29.05
1.36 37 39.97 76.96 37 64.98 1.908 37.95 45.9 41.98 23.96 -16.01 -29.05 43.99 14.95 -47.07 -13.04
1.36667 26.93 33.92 62.97 37.95 59.89 -1.06 41.98 37.95 60.96 24.91 -2.014 -23 48.98 20.99 -11.02 7.951
1.37333 16.96 27.99 48.98 30.95 52.9 0.9541 26.93 13.99 65.94 17.92 10.92 -21.1 54.91 41.98 24.91 30.95
1.38 1.908 12.93 35.94 15.9 42.93 1.908 21.94 32.97 45.9 25.97 11.98 -4.028 54.91 34.98 60.96 47.92
1.38667 -10.07 -7.103 17.92 5.936 33.92 -6.043 5.936 14.95 67 20.99 10.92 -11.02 56.93 41.98 80.99 68.91
1.39333 -15.05 -19.08 5.936 -4.028 22.9 -3.074 -8.057 2.968 52.9 10.92 29.89 -31.06 52.9 41.98 86.93 76.96
1.4 -16.01 -16.01 -11.02 -20.04 3.922 0.9541 -14.1 -13.04 37 9.965 33.92 -36.04 34.98 68.91 74.95 71.98
1.40667 -6.043 -10.07 -18.02 -21.1 0 3.922 -12.09 -9.011 19.93 6.997 30.95 -40.07 33.92 73.99 62.97 62.97
1.41333 -10.07 -18.02 -28.09 -35.09 -6.043 -8.057 -17.07 -6.043 23.96 0.9541 19.93 -44.1 25.97 31.91 40.92 49.93
1.42 -24.06 -34.03 -42.09 -38.06 -16.01 -28.09 -32.01 -40.07 29.89 -16.01 -2.014 -58.09 1.908 27.99 8.905 12.93
1.42667 -15.05 -25.02 -25.02 -28.09 1.908 -16.01 -35.09 -28.09 -2.014 -6.043 -1.06 -53 -1.06 28.94 0.9541 0.9541
1.43333 -13.04 -9.011 -21.1 -24.06 0 -4.028 -33.07 -12.09 9.965 0.9541 -8.057 -49.08 -5.088 22.9 -19.08 -16.01
1.44 -12.09 0 -12.09 -35.09 -7.103 -18.02 -24.06 -26.08 24.91 -13.04 -15.05 -68.06 -12.09 -3.074 -45.05 -41.03
1.44667 -24.06 -13.04 -17.07 -40.07 -15.05 -32.01 -31.06 -36.04 9.965 -19.08 -35.09 -77.07 -20.04 -15.05 -73.04 -71.03
1.45333 -13.04 -13.04 -14.1 -24.06 -6.043 0 -29.05 -16.01 0.9541 6.997 -29.05 -51.1 -19.08 16.96 -81.1 -74.1
1.46 -9.011 -1.06 -1.06 -7.103 3.922 -3.074 -13.04 -13.04 20.99 -3.074 -27.03 -59.05 -14.1 -18.02 -75.05 -59.05
1.46667 0.9541 19.93 5.936 1.908 23.96 -2.014 3.922 -3.074 15.9 5.936 -21.1 -45.05 -3.074 -9.011 -47.07 -41.03
1.47333 0 16.96 17.92 4.982 40.92 5.936 0.9541 -16.01 30.95 14.95 -14.1 -49.08 8.905 22.9 -29.05 -17.07
1.48 -1.06 8.905 11.98 10.92 44.95 22.9 3.922 -2.014 23.96 40.92 -4.028 -32.01 29.89 32.97 -3.074 13.99
1.48667 0.9541 7.951 14.95 5.936 46.96 28.94 7.951 0.9541 50.99 43.99 10.92 -24.06 47.92 45.9 16.96 51.94
1.49333 -6.043 14.95 7.951 12.93 46.96 11.98 2.968 -22.05 48.98 14.95 20.99 -37.1 50.99 26.93 30.95 69.97
1.5 -22.05 -7.103 -19.08 -14.1 20.99 5.936 -22.05 -46.01 18.98 24.91 14.95 -39.01 22.9 48.98 20.99 56.93
1.50667 -5.088 -12.09 -13.04 -16.01 21.94 5.936 -33.07 -52.05 0.9541 16.96 31.91 -46.01 11.98 47.92 20.99 55.97
1.51333 -2.014 -19.08 -14.1 -9.011 16.96 16.96 -21.1 -20.04 1.908 15.9 46.96 -41.03 9.965 29.89 30.95 51.94
1.52 0 -15.05 -7.103 0.9541 17.92 9.965 -23 -45.05 22.9 -5.088 29.89 -46.01 0 28.94 18.98 28.94
1.52667 -4.028 -30 -18.02 10.92 13.99 4.982 -25.02 -50.04 -2.014 -8.057 7.951 -38.06 0.9541 25.97 4.982 14.95
1.53333 5.936 -12.09 -8.057 -1.06 12.93 15.9 -26.08 -19.08 -11.02 10.92 6.997 -35.09 0.9541 17.92 -5.088 -1.06
1.54 23.96 6.997 12.93 2.968 28.94 12.93 -2.014 -14.1 22.9 -1.06 0 -29.05 16.96 21.94 -9.011 -2.014
1.54667 21.94 12.93 21.94 3.922 31.91 9.965 1.908 -8.057 23.96 6.997 -16.01 -36.04 26.93 10.92 -21.1 -14.1
1.55333 31.91 26.93 44.95 23.96 51.94 15.9 11.98 -20.04 39.97 7.951 -29.05 -20.04 31.91 11.98 -49.08 -29.05
1.56 37 30.95 47.92 44.95 39.97 28.94 26.93 2.968 28.94 20.99 -22.05 -2.014 18.98 -22.05 -67.1 -54.06
1.56667 40.92 46.96 54.91 34.98 37 33.92 25.97 0 48.98 13.99 -23 6.997 0.9541 -26.08 -79.08 -63.08
1.57333 23.96 22.9 45.9 12.93 16.96 1.908 18.98 -30 45.9 0.9541 -30 0.9541 -8.057 8.905 -67.1 -61.06
1.58 2.968 12.93 20.99 1.908 5.936 -3.074 0 -31.06 20.99 0 -22.05 -26.08 -8.057 -11.02 -41.03 -35.09
1.58667 -1.06 2.968 18.98 -1.06 6.997 0.9541 1.908 -21.1 27.99 10.92 1.908 -22.05 16.96 15.9 4.982 14.95
1.59333 -10.07 -10.07 -1.06 -3.074 7.951 -9.011 -6.043 -39.01 37 -1.06 22.9 -40.07 24.91 15.9 26.93 41.98
1.6 -23 -32.01 -19.08 -33.07 -10.07 -31.06 -30 -64.03 19.93 -6.043 8.905 -55.02 0.9541 32.97 26.93 39.97
1.60667 -36.04 -38.06 -28.09 -46.01 -20.04 -41.03 -51.1 -75.05 -8.057 -19.08 3.922 -70.07 -16.01 16.96 16.96 33.92
1.61333 -24.06 -36.04 -29.05 -44.1 -15.05 -16.01 -62.02 -44.1 -14.1 -2.014 10.92 -64.03 -20.04 16.96 8.905 28.94
1.62 -44.1 -58.09 -36.04 -52.05 -7.103 -41.03 -65.09 -79.08 15.9 -27.03 1.908 -73.04 -25.02 29.89 -3.074 15.9
1.62667 -33.07 -60 -21.1 -41.03 0 -25.02 -57.03 -62.02 -9.011 -18.02 -1.06 -56.08 -16.01 34.98 -1.06 14.95
1.63333 -29.05 -42.09 0 -28.09 6.997 -11.02 -40.07 -36.04 -5.088 -1.06 -4.028 -49.08 -8.057 17.92 -3.074 5.936
1.64 -27.03 -14.1 12.93 -6.043 24.91 -13.04 -28.09 -39.01 23.96 -1.06 -16.01 -44.1 0 21.94 -5.088 -1.06
1.64667 -22.05 -24.06 16.96 -4.028 31.91 -26.08 -25.02 -40.07 22.9 0.9541 -35.09 -58.09 -2.014 15.9 -31.06 -28.09
1.65333 -30 -23 33.92 1.908 39.97 -10.07 -17.07 -21.1 24.91 6.997 -47.07 -64.03 -2.014 12.93 -53 -50.04
1.66 -5.088 -11.02 40.92 15.9 38.91 -8.057 -5.088 -12.09 37.95 15.9 -40.07 -55.02 3.922 -1.06 -49.08 -57.03
1.66667 5.936 37 61.91 32.97 51.94 0.9541 7.951 -20.04 47.92 6.997 -33.07 -30 9.965 -19.08 -43.04 -51.1
1.67333 32.97 56.93 69.97 44.95 46.96 0.9541 32.97 -2.014 42.93 22.9 -24.06 -15.05 12.93 16.96 -37.1 -59.05
1.68 40.92 63.92 67.95 37 50.99 15.9 52.9 2.968 48.98 8.905 -22.05 -1.06 14.95 -30 -29.05 -52.05
1.68667 49.93 51.94 78.98 57.99 58.94 24.91 57.99 12.93 48.98 17.92 -10.07 6.997 35.94 -13.04 -9.011 -23
1.69333 59.89 58.94 87.99 46.96 60.96 48.98 65.94 0 61.91 30.95 14.95 25.97 67.95 30.95 26.93 27.99
1.7 54.91 73.99 95.94 76.96 56.93 65.94 76.96 40.92 52.9 56.93 32.97 49.93 82.9 56.93 72.93 80.99
1.70667 39.97 53.96 67.95 59.89 41.98 59.89 69.97 33.92 80.99 59.89 47.92 57.99 99.97 69.97 100.9 111.9
1.71333 25.97 27.99 45.9 53.96 51.94 53.96 49.93 -1.06 75.9 35.94 57.99 63.92 105.9 35.94 111 135.9
1.72 13.99 5.936 24.91 21.94 30.95 37 33.92 1.908 41.98 59.89 46.96 38.91 92.97 85.97 98.91 121.9
1.72667 12.93 11.98 16.96 3.922 25.97 34.98 33.92 -3.074 47.92 49.93 50.99 30.95 82.9 87.99 92.97 112.9
1.73333 0 -2.014 1.908 -2.014 0 8.905 7.951 -4.028 37.95 37 30.95 0 45.9 32.97 60.96 67.95
1.74 -17.07 -19.08 -24.06 -33.07 -8.057 -2.014 -14.1 -71.03 37.95 -1.06 14.95 -26.08 10.92 19.93 20.99 17.92
1.74667 -5.088 -31.06 -12.09 -21.1 -1.06 3.922 -14.1 -67.1 -15.05 4.982 8.905 -23 0 14.95 2.968 -1.06
1.75333 4.982 -15.05 1.908 -21.1 10.92 24.91 0.9541 0.9541 -13.04 37.95 8.905 -18.02 15.9 25.97 -19.08 -16.01
1.76 17.92 -1.06 10.92 1.908 24.91 28.94 11.98 -19.08 35.94 21.94 -1.06 -3.074 22.9 0 -37.1 -27.03
1.76667 29.89 17.92 21.94 5.936 37 43.99 21.94 -8.057 0.9541 17.92 0.9541 -1.06 21.94 -15.05 -57.03 -55.02
1.77333 51.94 30.95 57.99 34.98 59.89 65.94 40.92 0.9541 10.92 37 3.922 17.92 21.94 20.99 -57.03 -69.01
1.78 71.98 60.96 83.96 74.95 84.91 72.93 64.98 50.99 40.92 47.92 7.951 31.91 40.92 -24.06 -45.05 -56.08
1.78667 71.98 71.98 94.98 88.94 99.97 68.91 81.94 54.91 75.9 51.94 3.922 37.95 69.97 -17.07 -23 -25.02
1.79333 68.91 71.98 79.93 67 80.99 64.98 74.95 9.965 77.92 33.92 17.92 42.93 60.96 27.99 -1.06 -5.088
1.8 54.91 45.9 63.92 51.94 67 61.91 68.91 31.91 42.93 43.99 39.97 49.93 55.97 20.99 40.92 27.99
1.80667 46.96 26.93 51.94 49.93 59.89 71.98 64.98 19.93 56.93 44.95 75.9 63.92 63.92 50.99 90.96 82.9
1.81333 39.97 27.99 45.9 58.94 67 68.91 62.97 1.908 61.91 28.94 107.9 75.9 98.91 42.93 141 141
1.82 9.965 0 9.965 29.89 32.97 40.92 37 -10.07 37 34.98 102.9 48.98 80.99 102.9 141 144.9
1.82667 1.908 -23 -5.088 4.982 16.96 26.93 10.92 -27.03 31.91 20.99 93.92 27.99 65.94 93.92 130.9 128
1.83333 -14.1 -56.08 -20.04 -1.06 1.908 8.905 -15.05 -21.1 18.98 10.92 68.91 -5.088 37 39.97 90.96 93.92
1.84 -15.05 -67.1 -27.03 -28.09 -14.1 2.968 -24.06 -67.1 29.89 -18.02 61.91 -9.011 9.965 51.94 70.92 61.91
1.84667 -13.04 -53 -27.03 -17.07 -14.1 2.968 -22.05 -64.03 -4.028 -20.04 67 -16.01 -1.06 41.98 60.96 44.95
1.85333 -3.074 -53 -21.1 -26.08 -18.02 20.99 -18.02 -32.01 -5.088 0.9541 69.97 -9.011 -8.057 26.93 44.95 20.99
1.86 12.93 -34.03 -1.06 3.922 0.9541 15.9 0.9541 -41.03 32.97 -12.09 45.9 -2.014 -3.074 4.982 37 0.9541
1.86667 15.9 -16.01 7.951 1.908 4.982 11.98 14.95 -27.03 10.92 -5.088 17.92 1.908 1.908 6.997 4.982 -13.04
1.87333 18.98 -2.014 17.92 4.982 20.99 4.982 20.99 -33.07 23.96 1.908 1.908 0.9541 0.9541 9.965 -7.103 -29.05
1.88 0 -1.06 14.95 10.92 15.9 0.9541 11.98 -20.04 37.95 -9.011 -6.043 -21.1 -1.06 -31.06 -29.05 -53
1.88667 22.9 -1.06 35.94 24.91 37 22.9 26.93 -2.014 37 -2.014 1.908 0.9541 10.92 -27.03 -21.1 -34.03
1.89333 29.89 16.96 57.99 38.91 39.97 37.95 44.95 0.9541 44.95 -1.06 15.9 15.9 19.93 10.92 -1.06 -23
1.9 51.94 29.89 65.94 31.91 50.99 65.94 65.94 25.97 46.96 11.98 37.95 56.93 39.97 -21.1 24.91 9.965
1.90667 35.94 17.92 52.9 19.93 40.92 62.97 49.93 17.92 69.97 5.936 37.95 49.93 38.91 -17.07 46.96 31.91
1.91333 44.95 13.99 58.94 33.92 54.91 84.91 49.93 39.97 57.99 31.91 62.97 62.97 63.92 19.93 82.9 84.91
1.92 35.94 7.951 58.94 29.89 46.96 71.98 57.99 33.92 45.9 46.96 56.93 74.95 72.93 47.92 102.9 109.9
1.92667 41.98 23.96 67 43.99 48.98 61.91 67 35.94 71.98 48.98 54.91 81.94 87.99 56.93 111 128
1.93333 38.91 13.99 56.93 28.94 35.94 54.91 51.94 20.99 71.98 37 44.95 58.94 77.92 28.94 100.9 128
1.94 16.96 -2.014 32.97 15.9 15.9 26.93 33.92 -3.074 37.95 19.93 22.9 37.95 45.9 71.98 86.93 107
1.94667 -1.06 -21.1 1.908 -5.088 -4.028 13.99 -1.06 -33.07 5.936 5.936 18.98 11.98 20.99 65.94 62.97 81.94
1.95333 -35.09 -49.08 -39.01 -45.05 -17.07 -9.011 -37.1 -72.09 0.9541 -2.014 -2.014 -19.08 -6.043 18.98 16.96 29.89
1.96 -25.02 -57.03 -35.09 -41.03 -15.05 -15.05 -55.02 -79.08 21.94 -5.088 -3.074 -41.03 -21.1 21.94 -19.08 -3.074
1.96667 1.908 -34.03 -3.074 -19.08 -2.014 -1.06 -37.1 -55.02 -2.014 0 -7.103 -35.09 -15.05 20.99 -37.1 -25.02
1.97333 13.99 -8.057 25.97 0.9541 -1.06 1.908 -17.07 -39.01 6.997 -1.06 -11.02 -36.04 -25.02 16.96 -59.05 -59.05
1.98 20.99 -1.06 34.98 3.922 7.951 9.965 -6.043 -32.01 21.94 -10.07 -21.1 -34.03 -33.07 -31.06 -77.07 -80.04
1.98667 13.99 10.92 29.89 3.922 16.96 13.99 0.9541 -31.06 6.997 -1.06 -25.02 -25.02 -31.06 -44.1 -81.1 -81.1
1.99333 9.965 2.968 35.94 5.936 10.92 25.97 -5.088 -22.05 0.9541 3.922 -15.05 -5.088 -23 13.99 -81.1 -77.07
2 0.9541 6.997 42.93 10.92 16.96 34.98 0 -8.057 19.93 18.98 4.982 11.98 -2.014 -16.01 -67.1 -43.04
2.00667 12.93 15.9 60.96 31.91 28.94 52.9 10.92 8.905 18.98 32.97 34.98 40.92 18.98 1.908 -19.08 11.98
2.01333 23.96 29.89 63.92 55.97 47.92 67.95 33.92 29.89 28.94 52.9 67 58.94 48.98 16.96 40.92 85.97
2.02 30.95 21.94 50.99 29.89 40.92 56.93 32.97 26.93 18.98 48.98 67.95 63.92 59.89 61.91 86.93 116.9
2.02667 40.92 31.91 64.98 26.93 51.94 56.93 48.98 47.92 33.92 57.99 86.93 74.95 80.99 67.95 112.9 132.9
2.03333 42.93 46.96 63.92 24.91 41.98 55.97 55.97 47.92 42.93 42.93 90.96 73.99 79.93 30.95 116.9 128.9
2.04 39.97 47.92 54.91 26.93 25.97 41.98 48.98 29.89 10.92 10.92 82.9 57.99 41.98 39.97 97 97.95
2.04667 15.9 26.93 23.96 14.95 7.951 24.91 21.94 0 6.997 -6.043 72.93 25.97 11.98 30.95 62.97 63.92
2.05333 0 3.922 2.968 -13.04 -2.014 8.905 -4.028 -27.03 -2.014 -15.05 67 0.9541 -6.043 6.997 38.91 33.92
2.06 -24.06 -28.09 -14.1 -16.01 1.908 0 -32.01 -46.01 1.908 -22.05 38.91 -36.04 -19.08 6.997 10.92 1.908
2.06667 -35.09 -33.07 -30 -34.03 -19.08 -20.04 -51.1 -57.03 -22.05 -33.07 13.99 -59.05 -29.05 0.9541 -9.011 -13.04
2.07333 -43.04 -42.09 -33.07 -28.09 -15.05 -24.06 -58.09 -55.02 -27.03 -38.06 1.908 -70.07 -50.04 -6.043 -31.06 -48.02
2.08 -42.09 -29.05 -35.09 -31.06 -22.05 -26.08 -53 -55.02 -1.06 -52.05 -1.06 -74.1 -60 -40.07 -37.1 -75.05
