    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1 169.1
0.625 -7.018 -23.03 -57.05 -11.06 31.95 33.93 -1.073 -1.073 -5.036 39.96 51.93 49.95 25.92 23.94 37.98 67.95
0.63 -17.01 -43.01 -65.06 -16.02 18.99 10.98 -20.06 -15.03 -14.04 8.999 23.94 36 10.98 23.94 19.98 70.92
0.635 -27.08 -56.06 -68.03 -20.06 1.981 -8.008 -35.01 -28.07 -18.08 -19.07 2.972 22.95 0 18 1.981 67.95
0.64 -33.02 -59.03 -65.06 -21.05 -7.018 -25.02 -39.05 -35.01 -17.01 -49.04 -9.082 13.95 -5.036 9.99 -2.064 61.92
0.645 -31.04 -55.07 -50.03 -11.06 -14.04 -27.08 -33.02 -31.04 -14.04 -59.03 -16.02 8.999 -6.027 6.935 0 54.98
0.65 -29.06 -50.03 -39.05 -9.082 -16.02 -30.05 -30.05 -24.02 -11.06 -53 -20.06 2.972 -8.008 1.981 0.9907 37.98
0.655 -27.08 -43.01 -33.02 -3.055 -13.04 -33.02 -27.08 -19.07 -13.04 -45.08 -23.03 0.9907 -11.06 -5.036 -1.073 9.99
0.66 -19.07 -35.01 -19.07 0 -9.082 -30.05 -24.02 -15.03 -10.07 -36.08 -21.05 -8.008 -17.01 -17.01 -8.008 -15.03
0.665 -9.082 -20.06 -1.073 6.935 -2.064 -24.02 -16.02 -14.04 -3.055 -23.03 -15.03 -15.03 -26.01 -30.05 -15.03 -42.02
0.67 0.9907 -2.064 19.98 15.93 5.944 -7.018 -3.055 -11.06 1.981 -11.06 0.9907 -11.06 -27.08 -35.01 -11.06 -57.05
0.675 16.92 25.92 48.96 27.99 25.92 13.95 13.95 -2.064 19.98 3.963 18.99 -1.073 -19.07 -30.05 -1.073 -57.05
0.68 30.96 53.99 67.95 34.92 42.93 43.92 39.96 18 28.98 18 34.92 5.944 -1.073 -20.06 12.96 -61.01
0.685 36.99 71.99 71.99 39.96 51.93 61.92 53.99 33.93 31.95 23.94 43.92 13.95 11.97 -11.06 23.94 -67.04
0.69 36.99 74.96 63.98 37.98 53.99 74.96 60.93 40.95 30.96 27 45 18 20.97 -9.082 31.95 -78.02
0.695 30.96 64.97 46.98 31.95 51.93 70.92 52.92 38.97 24.93 27.99 38.97 11.97 24.93 -7.018 28.98 -84.05
0.7 24.93 49.95 25.92 15.93 45.99 59.94 39.96 27.99 15.93 31.95 27.99 9.99 21.96 -7.018 23.94 -69.02
0.705 18.99 36.99 10.98 2.972 45 50.94 27 18.99 8.999 38.97 21.96 9.99 22.95 -1.073 24.93 -30.05
0.71 16.92 24.93 0 -6.027 42.93 40.95 16.92 8.999 0 36.99 19.98 13.95 24.93 12.96 18.99 12.96
0.715 12.96 11.97 -17.01 -21.05 43.92 29.97 5.944 1.981 -5.036 25.92 19.98 18 27.99 25.92 15.93 55.98
0.72 6.935 0 -35.01 -26.01 38.97 18 -2.064 0.9907 -9.082 8.999 15.93 21.96 29.97 36.99 7.926 81.98
0.725 2.972 -5.036 -49.04 -25.02 29.97 5.944 -3.055 -1.073 -7.018 0.9907 13.95 23.94 31.95 43.92 3.963 89.99
0.73 4.954 -7.018 -53 -15.03 27.99 0 -5.036 -1.073 -2.064 7.926 13.95 21.96 31.95 49.95 5.944 85.94
0.735 10.98 -1.073 -43.01 0.9907 29.97 1.981 -5.036 -2.064 11.97 33.93 19.98 19.98 31.95 53.99 15.93 81.98
0.74 16.92 3.963 -25.02 10.98 31.95 7.926 -1.073 3.963 19.98 62.99 24.93 18 31.95 52.92 28.98 77.94
0.745 22.95 14.94 -5.036 16.92 32.94 13.95 0 9.99 18 74.96 27 18 28.98 42.93 40.95 74.96
0.75 22.95 21.96 7.926 13.95 25.92 18 3.963 11.97 9.99 61.92 27.99 19.98 21.96 27.99 43.92 67.95
0.755 22.95 30.96 27 10.98 18.99 21.96 10.98 12.96 6.935 36 31.95 27 18.99 18 40.95 58.95
