    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1 293.1
0.625 0.8588 2.863 2.863 -1.002 1.861 5.869 19.9 1.861 -4.008 1.861 4.867 23.9 15.89 -4.008 24.91 45.95
0.63 0.8588 2.863 5.869 1.861 0 0.8588 12.88 2.863 -2.004 -4.008 -4.008 6.871 11.88 -4.008 -1.002 12.88
0.635 -3.006 1.861 6.871 2.863 -2.004 -2.004 5.869 1.861 -4.008 -3.006 -13.03 0 0 -7.014 -13.03 -13.03
0.64 0.8588 2.863 6.871 2.863 2.863 0.8588 -1.002 0.8588 -3.006 1.861 -20.04 -21.04 -10.02 -8.016 -32.06 -41.08
0.645 -1.002 3.865 8.874 8.874 5.869 3.865 -5.01 1.861 -2.004 -2.004 -37.07 -52.1 -27.05 -9.018 -52.1 -75
0.65 4.867 4.867 17.89 13.88 5.869 4.867 -16.03 4.867 4.867 0 -57.11 -83.02 -46.09 -9.018 -74 -118.1
0.655 4.867 3.865 18.89 12.88 1.861 1.861 -31.06 3.865 0.8588 0 -73.14 -102.1 -62.12 -11.02 -91.03 -160
0.66 0.8588 0 12.88 6.871 -2.004 0.8588 -47.09 -1.002 -8.016 -2.004 -75 -100.1 -77.01 -15.03 -96.04 -185.1
0.665 -1.002 -1.002 0.8588 1.861 0.8588 -7.014 -53.1 -13.03 -20.04 1.861 -57.11 -76.01 -74 -21.04 -75 -182.1
0.67 0.8588 -7.014 -3.006 -7.014 0.8588 -9.018 -43.08 -21.04 -19.04 5.869 -25.05 -37.07 -53.1 -19.04 -43.08 -129.1
0.675 -1.002 -5.01 -2.004 -4.008 0.8588 -3.006 -21.04 -15.03 -2.004 7.872 9.876 10.88 -7.014 -7.014 -1.002 -37.07
0.68 -1.002 -3.006 0 -2.004 -2.004 0 5.869 0.8588 9.876 9.876 41.94 59.97 39.94 7.872 44.94 64.98
0.685 0.8588 0.8588 7.872 7.872 1.861 5.869 31.92 11.88 19.9 9.876 65.99 100.9 77.87 23.9 84.88 152.9
0.69 2.863 -2.004 11.88 13.88 5.869 5.869 49.95 23.9 21.9 11.88 77.87 121 95.9 31.92 110.9 197
0.695 8.874 1.861 13.88 13.88 9.876 5.869 53.96 23.9 19.9 17.89 83.88 126 93.9 29.92 124 204
0.7 18.89 9.876 15.89 15.89 17.89 11.88 55.97 21.9 15.89 27.91 89.89 124 81.87 21.9 127 188.9
0.705 26.91 19.9 19.9 17.89 25.91 27.91 61.98 21.9 15.89 33.92 89.89 113.9 69.99 15.89 117.9 161.9
0.71 28.91 27.91 27.91 21.9 31.92 43.94 69.99 23.9 15.89 29.92 81.87 97.91 59.97 15.89 99.91 133
0.715 20.9 27.91 37.93 29.92 27.91 47.95 72 25.91 15.89 17.89 59.97 67.99 47.95 17.89 69.99 95.9
0.72 10.88 21.9 45.95 39.94 15.89 37.93 59.97 25.91 19.9 3.865 27.91 29.92 31.92 19.9 27.91 49.95
0.725 4.867 17.89 51.96 49.95 3.865 19.9 41.94 25.91 21.9 0.8588 -1.002 -7.014 7.872 17.89 -11.02 0
0.73 8.874 15.89 51.96 53.96 0 9.876 21.9 25.91 21.9 -2.004 -27.05 -41.08 -11.02 11.88 -49.1 -41.08
0.735 14.89 17.89 51.96 49.95 5.869 7.872 7.872 21.9 17.89 3.865 -43.08 -65.13 -29.06 3.865 -75 -79.01
0.74 20.9 19.9 53.96 43.94 15.89 15.89 -2.004 17.89 13.88 9.876 -51.1 -81.02 -41.08 0 -89.03 -109.1
0.745 24.91 23.9 59.97 43.94 21.9 21.9 -3.006 13.88 15.89 13.88 -51.1 -87.03 -45.09 0 -93.04 -131.1
0.75 22.9 27.91 65.99 47.95 19.9 23.9 -5.01 11.88 19.9 13.88 -47.09 -81.02 -45.09 1.861 -91.03 -147
0.755 22.9 31.92 67.99 55.97 15.89 21.9 -3.006 13.88 21.9 13.88 -35.07 -65.13 -37.07 5.869 -77.01 -147
0.76 22.9 33.92 65.99 57.97 13.88 17.89 0.8588 17.89 23.9 13.88 -19.04 -43.08 -27.05 11.88 -51.1 -127.1
0.765 22.9 31.92 63.98 59.97 13.88 17.89 1.861 23.9 25.91 13.88 -1.002 -17.03 -9.018 21.9 -19.04 -85.02
0.77 18.89 25.91 61.98 57.97 11.88 15.89 3.865 25.91 31.92 11.88 7.872 1.861 11.88 31.92 3.865 -29.06
0.775 14.89 21.9 59.97 57.97 7.872 11.88 5.869 29.92 41.94 8.874 18.89 21.9 37.93 39.94 19.9 23.9
0.78 8.874 17.89 59.97 59.97 1.861 9.876 13.88 35.93 51.96 4.867 28.91 35.93 55.97 45.95 31.92 67.99
0.785 10.88 17.89 63.98 63.98 1.861 11.88 23.9 45.95 53.96 5.869 37.93 45.95 65.99 49.95 41.94 99.91
0.79 16.89 26.91 71 68.99 11.88 19.9 39.94 55.97 52.96 12.88 50.96 60.98 65.99 51.96 57.97 118.9
0.795 28.91 33.92 79.87 72 23.9 29.92 53.96 59.97 45.95 23.9 61.98 72 63.98 49.95 69.99 126
0.8 36.93 42.94 86.88 74.86 32.92 39.94 63.98 57.97 40.94 32.92 68.99 80.87 65.99 45.95 78.87 125
0.805 38.93 46.95 86.88 74.86 33.92 45.95 63.98 53.96 38.93 32.92 64.98 82.88 67.99 41.94 75.86 112.9
0.81 34.93 44.94 80.87 71 30.92 47.95 59.97 49.95 38.93 29.92 52.96 71 65.99 37.93 62.98 88.89
0.815 30.92 43.94 74.86 66.99 28.91 47.95 53.96 45.95 37.93 23.9 33.92 46.95 56.97 34.93 38.93 57.97
0.82 28.91 42.94 66.99 59.97 29.92 47.95 41.94 41.94 32.92 24.91 16.89 13.88 37.93 27.91 9.876 22.9
