    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2 309.2
0.625 59.93 52.98 21.89 49.97 23.85 27.93 11.93 37.89 -2.113 5.887 5.887 37.89 19.93 0.9057 57.97 47.85
0.63 51.93 48.91 15.85 55.85 16.91 25.96 9.963 32.91 -2.113 3.925 15.85 30.95 4.981 -4.076 47.85 36.98
0.635 24.91 38.95 3.925 38.95 0 17.96 1.962 21.89 -1.057 0.9057 15.85 15.85 0.9057 1.962 37.89 29.89
0.64 0.9057 30.95 -5.132 13.89 -15.1 3.925 -7.095 1.962 -9.057 0 5.887 0.9057 -1.057 3.925 19.93 21.89
0.645 -18.11 14.94 -17.06 -8 -26.11 -1.057 -17.06 -11.02 -13.13 6.944 0 -12.08 1.962 9.963 -5.132 12.98
0.65 -20.08 2.868 -25.06 -24 -29.13 1.962 -23.1 -23.1 -17.06 14.94 -8 -24 1.962 3.925 -44.08 1.962
0.655 -15.1 -7.095 -23.1 -29.13 -21.13 3.925 -17.06 -25.06 -17.06 19.93 -17.06 -25.06 -3.019 0.9057 -77.14 -17.06
0.66 -7.095 -13.13 -15.1 -15.1 -5.132 14.94 -5.132 -18.11 -13.13 21.89 -12.08 -18.11 -6.038 -7.095 -90.12 -30.04
0.665 -9.057 -15.1 -5.132 0 4.981 26.87 3.925 -4.076 -1.057 23.85 -6.038 -2.113 -8 -7.095 -77.14 -36.08
0.67 -13.13 -11.02 1.962 15.85 17.96 35.93 11.93 7.85 9.963 29.89 -1.057 9.963 -5.132 -1.057 -41.06 -31.1
0.675 -13.13 -9.057 9.963 32.91 32.91 41.96 15.85 22.94 27.93 39.85 0 28.98 4.981 0 0 -11.02
0.68 -5.132 -17.06 13.89 38.95 38.95 41.96 13.89 32.91 43.93 51.93 0 43.93 27.93 7.85 26.87 11.93
0.685 7.85 -27.02 9.963 31.85 37.89 31.85 11.93 33.96 51.93 57.97 0.9057 51.93 53.89 15.85 43.93 41.96
0.69 21.89 -23.1 0 16.91 28.98 13.89 5.887 26.87 49.97 53.89 -9.057 49.97 71.85 21.89 53.89 69.89
0.695 29.89 -9.057 -3.019 0 11.93 0.9057 0.9057 13.89 39.85 37.89 -21.13 37.89 77.89 21.89 48.91 81.97
0.7 25.96 8.906 -5.132 -21.13 0.9057 -13.13 -11.02 1.962 21.89 15.85 -29.13 23.85 69.89 17.96 45.89 77.89
0.705 17.96 32.91 -1.057 -29.13 -7.095 -17.06 -21.13 0.9057 1.962 -1.057 -27.02 9.963 51.93 7.85 42.87 65.97
