    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1 179.1
0.625 -13.03 -1.049 -5.072 7.957 1.924 0.9619 0.9619 19.94 15.91 5.946 0.9619 21.95 17.93 9.969 25.97 17.93
0.63 -9.007 -5.072 -8.045 0 -1.049 -3.061 -7.083 6.996 6.996 -1.049 -3.061 16.96 16.96 11.98 25.97 26.93
0.635 0 -7.083 -12.07 -6.034 -3.061 0.9619 -11.02 0 0.9619 0 -7.083 9.969 12.94 13.99 23.96 30.96
0.64 -1.049 -13.03 -15.04 -15.04 -3.061 -1.049 -15.04 -13.03 -1.049 -5.072 -17.05 -2.011 3.935 7.957 13.99 27.98
0.645 -11.02 -11.02 -21.07 -18.01 -5.072 -2.011 -21.07 -22.04 -8.045 -7.083 -24.05 -11.02 -1.049 -2.011 0 21.95
0.65 -25.01 -11.02 -23.09 -22.04 -9.007 -6.034 -27.02 -33.05 -17.05 -9.007 -32 -21.07 -5.072 -5.072 -9.007 15.91
0.655 -35.07 -13.03 -21.07 -23.09 -13.03 -5.072 -25.01 -37.08 -19.06 -5.072 -39 -33.05 -9.007 -9.007 -19.06 7.957
0.66 -32 -11.02 -17.05 -19.06 -11.02 -1.049 -21.07 -34.02 -15.04 -1.049 -36.03 -32 -9.007 -3.061 -25.01 1.924
0.665 -12.07 -7.083 -11.02 -15.04 -1.049 6.996 -13.03 -31.04 -5.072 1.924 -30.08 -30.08 -5.072 1.924 -31.04 -1.049
0.67 9.969 -3.061 -3.061 -9.007 3.935 13.99 -3.061 -23.09 1.924 11.98 -25.01 -27.02 -3.061 13.99 -37.08 -9.007
0.675 36.99 0.9619 -2.011 -3.061 11.98 15.91 -2.011 -15.04 11.98 19.94 -19.06 -24.05 -1.049 19.94 -49.06 -17.05
0.68 46.96 2.973 1.924 -2.011 13.99 15.91 0 -12.07 15.91 21.95 -15.04 -28.07 -3.061 19.94 -61.04 -19.06
0.685 37.95 8.919 1.924 3.935 11.98 15.91 0 -13.03 13.99 21.95 -13.03 -31.04 -7.083 13.99 -69.08 -19.06
0.69 21.95 12.94 3.935 9.969 13.99 19.94 0 -8.045 9.969 19.94 -11.02 -28.07 -11.02 3.935 -63.05 -15.04
0.695 9.969 12.94 7.957 17.93 21.95 27.98 3.935 1.924 9.969 15.91 -5.072 -17.05 -11.02 -2.011 -45.03 -11.02
0.7 3.935 10.93 15.91 25.97 33.93 37.95 9.969 5.946 15.91 15.91 0 -1.049 -3.061 0.9619 -17.05 -7.083
0.705 7.957 8.919 21.95 33.93 41.97 39.96 19.94 20.99 21.95 17.93 13.99 15.91 3.935 0 5.946 0.9619
0.71 13.99 12.94 25.97 35.94 39.96 35.94 25.97 25.97 27.98 19.94 25.97 31.92 15.91 5.946 25.97 5.946
0.715 17.93 24.92 21.95 31.92 27.98 25.97 27.98 29.99 27.98 19.94 33.93 39.96 25.97 9.969 33.93 19.94
0.72 13.99 38.91 9.969 23.96 11.98 13.99 21.95 25.97 23.96 15.91 29.99 37.95 29.99 9.969 33.93 29.99
0.725 5.946 46.96 -2.011 13.99 0 1.924 7.957 17.93 13.99 9.969 15.91 25.97 29.99 9.969 27.98 35.94
0.73 -2.011 40.92 -9.007 1.924 -3.061 0.9619 -5.072 9.969 3.935 1.924 0.9619 13.99 23.96 7.957 21.95 35.94
0.735 -3.061 20.99 -17.05 -1.049 -5.072 -5.072 -21.07 0 0.9619 -1.049 -15.04 1.924 17.93 3.935 15.91 29.99
0.74 -7.083 -3.061 -19.06 -9.007 -11.02 -15.04 -31.04 -5.072 -7.083 -11.02 -21.07 -3.061 7.957 -2.011 9.969 21.95
0.745 -11.02 -27.02 -21.07 -15.04 -19.06 -25.01 -35.07 -13.03 -15.04 -17.05 -19.06 -11.02 0.9619 -7.083 3.935 11.98
0.75 -17.05 -37.08 -21.07 -19.06 -31.04 -37.08 -29.03 -21.07 -23.09 -19.06 -9.007 -17.05 -13.03 -19.06 -2.011 1.924
0.755 -25.01 -31.04 -19.06 -23.09 -41.01 -41.01 -19.06 -25.01 -29.03 -17.05 -1.049 -23.09 -23.09 -25.01 -3.061 -5.072
0.76 -31.04 -17.05 -15.04 -23.09 -39 -35.07 -7.083 -25.01 -31.04 -9.007 -2.011 -25.01 -29.03 -21.07 -5.072 -11.02
0.765 -31.04 -3.061 -5.072 -19.06 -27.02 -21.07 0.9619 -19.06 -27.02 0 -2.011 -23.09 -25.01 -11.02 -9.007 -17.05
0.77 -27.02 2.973 1.924 -9.007 -11.02 -3.061 -2.011 -10.06 -19.06 15.91 1.924 -18.01 -15.04 -1.049 -13.03 -19.06
0.775 -14.08 6.996 9.969 -2.011 -2.011 5.946 -2.011 -2.011 -9.007 29.99 -4.022 -14.08 -7.083 0 -19.06 -19.06
0.78 -3.061 6.996 13.99 7.957 7.957 11.98 -1.049 0 -1.049 37.95 -9.007 -13.03 -3.061 -2.011 -23.09 -23.09
0.785 0.9619 8.919 14.95 12.94 12.94 14.95 -2.011 0.9619 -2.011 42.94 -6.034 -12.07 -5.072 -1.049 -23.09 -25.01
0.79 2.973 10.93 10.93 10.93 14.95 14.95 0 -1.049 0.9619 44.95 0 -10.06 -5.072 -3.061 -17.05 -25.01
0.795 -2.011 12.94 5.946 3.935 15.91 13.99 0 0.9619 -1.049 47.92 5.946 -5.072 -1.049 -1.049 -5.072 -19.06
0.8 -4.022 12.94 4.984 0.9619 20.99 14.95 8.919 0 0.9619 50.98 19.94 3.935 3.935 0 4.984 -5.072
0.805 -12.07 6.996 2.973 0.9619 20.99 10.93 12.94 3.935 -2.011 52.99 27.98 17.93 18.98 5.946 20.99 7.957
0.81 -19.06 0.9619 0 0 15.91 5.946 13.99 11.98 1.924 49.93 31.92 29.99 27.98 5.946 31.92 25.97
0.815 -19.06 -7.083 -1.049 3.935 7.957 0 13.99 18.98 1.924 46 28.94 38.91 30.96 1.924 42.94 38.91
0.82 -19.06 -17.05 1.924 -2.011 -3.061 -3.061 5.946 17.93 0 31.92 24.92 36.99 24.92 0.9619 46.96 46.96
0.825 -19.06 -27.02 -1.049 -3.061 -15.04 -11.02 0 9.969 -9.007 23.96 15.91 27.98 15.91 -1.049 47.92 47.92
0.83 -17.05 -23.09 0.9619 -6.034 -20.02 -16 1.924 3.935 -19.06 16.96 10.93 18.98 10.93 -3.061 43.98 50.98
0.835 -16 -17.05 -1.049 -9.007 -25.01 -15.04 0.9619 0.9619 -27.02 13.99 3.935 11.98 7.957 0 40.92 48.97
0.84 -13.03 -5.072 0 -3.061 -19.06 -15.04 -1.049 -1.049 -27.02 17.93 1.924 5.946 5.946 -3.061 35.94 41.97
0.845 -4.022 2.973 4.984 1.924 -8.045 -4.022 1.924 1.924 -16 26.93 0.9619 7.957 9.969 0 30.96 38.91
0.85 2.973 14.95 8.919 16.96 3.935 0.9619 -1.049 13.99 -1.049 34.98 -2.011 9.969 13.99 0.9619 26.93 29.99
0.855 18.98 20.99 13.99 28.94 16.96 9.969 6.996 23.96 5.946 42.94 1.924 18.98 16.96 0.9619 20.99 20.99
0.86 32.97 26.93 18.98 36.99 25.97 12.94 12.94 33.93 11.98 44.95 1.924 21.95 17.93 3.935 10.93 9.969
0.865 40.92 30.96 23 37.95 26.93 14.95 18.98 35.94 12.94 42.94 2.973 25.97 13.99 2.973 4.984 -1.049
0.87 35.94 30.96 19.94 35.94 23.96 17.93 19.94 33.93 11.98 39.96 1.924 23.96 7.957 -2.011 -2.011 -5.072
0.875 23 32.97 18.98 33.93 23.96 25.97 21.95 33.93 11.98 39.96 0 23.96 5.946 -1.049 0.9619 -12.07
0.88 9.969 28.94 15.91 34.98 26.93 30.96 23 35.94 13.99 40.92 0.9619 23 4.984 -2.011 0 -14.08
0.885 1.924 26.93 15.91 33.93 29.99 35.94 19.94 33.93 17.93 41.97 3.935 19.94 1.924 1.924 0 -17.05
0.89 9.969 23 13.99 33.93 33.93 41.97 17.93 33.93 17.93 41.97 8.919 14.95 2.973 5.946 0.9619 -14.08
0.895 31.92 18.98 12.94 33.93 37.95 37.95 13.99 26.93 15.91 46 10.93 6.996 2.973 7.957 1.924 -14.08
0.9 49.93 8.919 5.946 25.97 29.99 27.98 3.935 15.91 11.98 43.98 9.969 0 1.924 5.946 -2.011 -9.007
0.905 62.96 4.984 0.9619 16.96 23 23 0 5.946 5.946 40.92 9.969 0.9619 4.984 5.946 2.973 -3.061
0.91 62.96 2.973 0 8.919 16.96 14.95 -2.011 0 3.935 40.92 9.969 1.924 5.946 3.935 10.93 0.9619
0.915 47.92 0.9619 -3.061 0 9.969 11.98 -1.049 0.9619 3.935 35.94 9.969 1.924 7.957 5.946 15.91 0
0.92 30.96 -1.049 -2.011 0.9619 6.996 8.919 0.9619 -1.049 3.935 34.98 14.95 12.94 11.98 5.946 17.93 3.935
0.925 10.93 -1.049 1.924 2.973 6.996 6.996 6.996 2.973 3.935 32.97 14.95 16.96 11.98 5.946 15.91 5.946
0.93 -1.049 -1.049 0 7.957 5.946 3.935 5.946 5.946 3.935 31.92 7.957 13.99 11.98 3.935 7.957 7.957
0.935 -6.034 -5.072 1.924 9.969 5.946 1.924 1.924 6.996 1.924 29.99 2.973 10.93 11.98 1.924 3.935 9.969
0.94 -5.072 -11.02 0 5.946 1.924 0 0.9619 0.9619 -2.011 25.97 0 6.996 9.969 1.924 1.924 13.99
0.945 0.9619 -15.04 0.9619 0.9619 0.9619 0.9619 -5.072 -1.049 -1.049 19.94 -9.007 1.924 7.957 5.946 1.924 15.91
0.95 -2.011 -7.083 -1.049 -7.083 -5.072 -3.061 -9.007 -9.007 -3.061 11.98 -11.02 -2.011 3.935 7.957 0 13.99
0.955 -3.061 0.9619 -3.061 -13.03 -9.007 -5.072 -9.007 -15.04 -5.072 9.969 -11.02 -1.049 0 7.957 0.9619 9.969
0.96 -15.04 4.984 -5.072 -13.03 -5.072 -1.049 -9.007 -19.06 -7.083 9.969 -11.02 -7.083 -1.049 3.935 -9.007 3.935
0.965 -27.02 4.984 -5.072 -11.02 -2.011 0 -11.02 -21.07 -7.083 11.98 -11.02 -13.03 -5.072 -2.011 -19.06 0.9619
0.97 -29.03 0.9619 -3.061 -7.083 3.935 3.935 -13.03 -21.07 -7.083 13.99 -15.04 -19.06 -7.083 -1.049 -27.02 -7.083
0.975 -13.03 -1.049 -3.061 -7.083 3.935 3.935 -15.04 -21.07 -5.072 13.99 -19.06 -25.01 -9.007 -1.049 -29.03 -13.03
0.98 7.957 -1.049 -3.061 -7.083 -2.011 0 -13.03 -21.07 -3.061 9.969 -21.07 -27.02 -11.02 0.9619 -27.02 -17.05
0.985 29.99 0.9619 -1.049 -7.083 -3.061 0.9619 -13.03 -21.07 -1.049 5.946 -23.09 -25.01 -11.02 0.9619 -23.09 -19.06
0.99 39.96 4.984 -1.049 -3.061 -3.061 -1.049 -9.007 -17.05 0 3.935 -19.06 -21.07 -11.02 -2.011 -15.04 -19.06
0.995 31.92 8.919 0.9619 0 -2.011 -2.011 -5.072 -11.02 5.946 3.935 -9.007 -13.03 -7.083 1.924 -7.083 -21.07
1 17.93 10.93 -2.011 9.969 7.957 3.935 0.9619 -4.022 9.969 5.946 0.9619 -3.061 -3.061 5.946 0.9619 -23.09
1.005 3.935 8.919 1.924 13.99 11.98 5.946 0 -1.049 11.98 5.946 5.946 1.924 0.9619 9.969 0 -23.09
1.01 1.924 2.973 3.935 9.969 7.957 -2.011 1.924 -2.011 7.957 0 7.957 5.946 0.9619 9.969 -2.011 -23.09
1.015 3.935 -5.072 1.924 0 -1.049 -9.007 0 1.924 -2.011 -5.072 0 4.984 -3.061 0 -5.072 -21.07
1.02 0 -15.04 0 -7.083 -17.05 -19.06 -1.049 -2.011 -7.083 -17.05 -5.072 -1.049 -9.007 -9.007 -19.06 -19.06
1.025 -7.083 -23.09 0.9619 -13.03 -27.02 -21.07 -5.072 -9.007 -17.05 -27.02 -13.03 -9.007 -17.05 -21.07 -31.04 -15.04
1.03 -30.08 -23.09 -3.061 -13.03 -23.09 -15.04 -5.072 -9.007 -21.07 -31.04 -12.07 -10.06 -19.06 -27.02 -37.08 -13.03
1.035 -48.01 -17.05 -5.072 -7.083 -15.04 -7.083 -3.061 -7.083 -19.06 -31.04 -6.034 -10.06 -17.05 -21.07 -35.07 -7.083
1.04 -45.03 -7.083 -3.061 -3.061 -7.083 -5.072 0.9619 -3.061 -15.04 -27.02 0 -9.007 -11.02 -9.007 -27.02 -3.061
1.045 -22.04 -1.049 -3.061 -7.083 -9.007 -9.007 -1.049 -2.011 -13.03 -21.07 2.973 -3.061 -5.072 0 -19.06 1.924
1.05 0.9619 -1.049 -5.072 -17.05 -15.04 -19.06 -5.072 -7.083 -13.03 -19.06 -1.049 -3.061 -5.072 1.924 -11.02 -1.049
1.055 15.91 -1.049 -7.083 -31.04 -27.02 -29.03 -11.02 -19.06 -19.06 -19.06 -5.072 -5.072 -9.007 -5.072 -7.083 -2.011
1.06 12.94 -7.083 -13.03 -41.01 -32 -31.04 -14.08 -25.01 -25.01 -19.06 -13.03 -6.034 -12.07 -10.06 -5.072 -1.049
1.065 -7.083 -15.04 -15.04 -45.03 -30.08 -28.07 -18.01 -34.02 -29.03 -17.05 -19.06 -9.007 -18.01 -12.07 -3.061 -4.022
1.07 -37.08 -23.09 -19.06 -45.03 -27.02 -27.02 -19.06 -37.08 -31.04 -17.05 -17.05 -13.03 -23.09 -9.007 -1.049 -13.03
1.075 -54.04 -27.02 -20.02 -44.07 -26.06 -26.06 -20.02 -35.07 -31.04 -18.01 -12.07 -14.08 -28.07 -5.072 0 -25.01
