    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
20.97 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1
0.625 65.92 48.93 58.99 45.98 33.97 25.95 101.9 41.92 35.92 33.97 61.95 65.92 29.92 49.95 84.94 47.92
0.63 65.92 54.93 68.96 45.98 23.92 25.95 101.9 35.92 26.96 37.95 61.95 59.92 29.92 49.95 82.99 43.95
0.635 73.95 59.92 81.98 49.95 23.92 27.97 107.9 37.95 27.97 45.98 71.92 63.98 37.95 51.98 84.94 41.92
0.64 81.98 70.99 96.94 63.98 32.96 27.97 124 47.92 42.93 51.98 85.95 73.95 45.98 51.98 88.99 39.98
0.645 91.95 74.96 110 73.95 44.96 23.92 136 63.98 58.99 47.92 89.92 83.92 53.92 47.92 82.99 39.98
0.65 99.98 81.98 113.9 77.92 53.92 17.92 140 73.95 73.95 39.98 79.95 81.98 53.92 43.95 58.99 31.95
0.655 104 91.95 118 77.92 58.99 15.97 137.9 73.95 78.94 29.92 59.92 67.95 47.92 39.98 16.99 20.96
0.66 104 98.97 114.9 69.98 60.93 24.93 128 63.98 77.92 21.97 36.93 43.95 39.98 37.95 -33.04 6.93
0.665 99.98 101.9 112 63.98 53.92 35.92 118 53.92 73.95 19.95 27.97 23.92 31.95 35.92 -77.08 0.9297
0.67 91.95 101 112 61.95 47.92 44.96 112 44.96 69.98 21.97 32.96 13.94 27.97 29.92 -97.02 -2.028
0.675 75.98 89.92 111 59.92 37.95 50.96 110 42.93 64.99 25.95 46.99 17.92 25.95 20.96 -87.05 -1.014
0.68 59.92 73.95 107.9 55.95 27.97 51.98 113.9 39.98 55.95 29.92 65.92 33.97 29.92 11.92 -51.05 11.92
0.685 48.93 60.93 99.98 48.93 18.93 50.96 114.9 40.99 49.95 30.93 82.99 51.98 36.93 6.93 -1.014 31.95
0.69 44.96 50.96 95.92 38.96 12.93 51.98 114.9 40.99 37.95 30.93 96.94 73.95 46.99 6.93 54.93 53.92
0.695 45.98 49.95 87.98 35.92 11.92 51.98 113.9 45.98 37.95 27.97 107.9 87.98 55.95 9.973 96.94 67.95
0.7 54.93 57.98 84.94 42.93 18.93 53.92 117 57.98 43.95 28.99 118 105 66.94 14.96 126.9 80.96
0.705 54.93 60.93 81.98 52.99 23.92 56.96 120.9 67.95 53.92 26.96 123 113 70.99 23.92 141 89.92
0.71 51.98 59.92 83.92 57.98 27.97 51.98 128 71.92 57.98 25.95 113.9 113.9 63.98 21.97 132.9 81.98
0.715 48.93 53.92 89.92 49.95 20.96 43.95 129 64.99 50.96 17.92 96.94 101.9 46.99 21.97 113 65.92
0.72 41.92 48.93 87.98 36.93 6.93 30.93 119.9 41.92 30.93 8.958 72.94 75.98 21.97 15.97 82.99 36.93
0.725 36.93 44.96 88.99 13.94 -4.057 16.99 102.9 17.92 6.93 -1.014 52.99 39.98 -2.028 2.958 48.93 4.986
0.73 29.92 44.96 87.98 2.958 -16.06 4.986 85.95 0 -6 -10.06 44.96 13.94 -21.04 -1.014 20.96 -14.03
