    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1 261.1
0.625 -17.09 4.973 7.905 11.99 0.8925 -31.11 21.93 51.89 -9.053 -17.09 -3.06 39.91 53.93 25.88 38 103.9
0.63 -14.03 -1.02 -9.053 -1.02 -1.02 -27.03 7.905 41.95 -1.02 -6.12 -14.03 22.95 65.92 40.93 22.95 110.9
0.635 -24.1 -21.04 -35.06 -27.03 -3.06 -32 -19.13 13.9 1.913 -4.08 -23.08 8.925 64.9 49.98 14.92 108.9
0.64 -47.05 -45.01 -53.04 -47.05 -27.03 -49.09 -45.01 -5.1 0.8925 -9.053 -25.12 1.913 53.93 47.94 17.98 101.9
0.645 -67.07 -55.08 -57.12 -58.01 -46.03 -63.11 -51 -21.04 -1.02 -12.11 -15.05 9.945 44.88 41.95 32.9 87.98
0.65 -80.07 -59.03 -48.07 -57.12 -65.03 -63.11 -34.04 -22.06 -6.12 -14.03 -2.04 20.91 34.94 29.96 45.9 68.98
0.655 -81.09 -53.04 -33.02 -47.05 -69.11 -53.04 -3.06 -13.01 -5.1 -13.01 1.913 29.96 21.93 13.9 43.99 41.95
0.66 -70.13 -41.06 -29.07 -38.12 -61.07 -34.04 11.99 -4.08 -3.06 -9.053 4.973 31.88 7.905 -1.02 32.9 8.925
0.665 -52.02 -35.06 -33.02 -38.12 -48.07 -22.06 13.9 -7.013 -3.06 -3.06 1.913 23.97 -5.1 -8.033 11.99 -28.05
0.67 -37.1 -35.06 -41.06 -39.02 -37.1 -21.04 -1.02 -15.05 -11.09 -5.1 -3.06 3.953 -27.03 -21.04 -5.1 -67.07
0.675 -24.1 -29.07 -41.06 -37.1 -26.01 -28.05 -24.1 -22.06 -18.11 -8.033 -8.033 -8.033 -47.05 -30.09 -19.13 -102
0.68 -18.11 -25.12 -30.09 -27.03 -18.11 -34.04 -36.08 -20.02 -24.1 -10.07 -17.09 -22.06 -55.08 -36.08 -30.09 -120.1
0.685 -13.01 -21.04 -11.09 -13.01 -7.013 -31.11 -33.02 -11.09 -25.12 -13.01 -23.08 -29.07 -53.04 -37.1 -33.02 -119.1
0.69 -9.053 -11.09 6.885 2.933 0.8925 -13.01 -16.07 0 -12.11 -6.12 -23.08 -24.1 -41.06 -26.01 -26.01 -95.12
0.695 0.8925 -3.06 20.91 14.92 13.9 5.993 1.913 16.96 -1.02 4.973 -22.06 -12.11 -19.13 -7.013 -16.07 -59.03
0.7 3.953 0.8925 17.98 13.9 23.97 31.88 3.953 27.92 17.98 21.93 -15.05 -1.02 0.8925 9.945 -1.02 -19.13
0.705 7.905 -1.02 4.973 6.885 23.97 43.99 1.913 26.9 29.96 29.96 -6.12 7.905 11.99 27.92 14.92 11.99
0.71 3.953 -9.053 -11.09 -8.033 11.99 35.96 -1.02 19 31.88 23.97 1.913 15.94 21.93 38 29.96 33.92
0.715 -3.06 -23.08 -27.03 -23.08 -3.06 7.905 -11.09 7.905 21.93 0 0 15.94 23.97 35.96 39.91 43.99
0.72 -21.04 -39.02 -35.06 -33.02 -25.12 -29.07 -13.01 0.8925 1.913 -21.04 1.913 9.945 23.97 29.96 38 45.9
0.725 -37.1 -47.05 -33.02 -31.11 -43.1 -65.03 -9.053 -9.053 -13.01 -37.1 1.913 5.993 23.97 23.97 31.88 45.9
0.73 -43.1 -45.01 -25.12 -25.12 -47.05 -75.1 -5.1 -13.01 -25.12 -29.07 5.993 5.993 25.88 19.89 29.96 43.99
0.735 -37.1 -35.06 -15.05 -17.09 -39.02 -53.04 -3.06 -9.053 -21.04 0.8925 11.99 13.9 31.88 19.89 31.88 47.94
0.74 -25.12 -21.04 -9.053 -11.09 -25.12 -13.01 -5.1 -3.06 -7.013 27.92 17.98 27.92 39.91 21.93 39.91 51.89
0.745 -15.05 -13.01 -9.053 -9.053 -11.09 11.99 -7.013 0.8925 5.993 39.91 17.98 39.91 43.99 17.98 47.94 49.98
0.75 -9.053 -15.05 -11.09 -11.09 -9.053 13.9 -7.013 -1.02 15.94 27.92 13.9 41.95 38 7.905 49.98 39.91
0.755 -11.09 -23.08 -11.09 -11.09 -13.01 -3.06 -9.053 -9.053 15.94 2.933 5.993 33.92 23.97 -5.1 42.97 23.97
0.76 -11.09 -25.12 -2.04 -7.013 -15.05 -21.04 -9.053 -13.01 11.99 -6.12 5.993 17.98 7.905 -21.04 30.98 3.953
0.765 -5.1 -15.05 9.945 1.913 -5.1 -9.053 -9.053 -15.05 11.99 0 7.905 3.953 0 -29.07 15.94 -5.1
0.77 7.905 6.885 30.98 19.89 15.94 28.94 -1.02 -3.06 25.88 28.94 16.96 -2.04 0 -31.11 2.933 -14.03
0.775 31.88 34.94 50.87 43.99 45.9 74.97 9.945 13.9 43.99 58.91 24.99 3.953 5.993 -25.12 0 -22.06
0.78 47.94 54.95 61.97 59.93 61.97 89.89 29.96 38 53.93 57.89 27.92 13.9 5.993 -25.12 -9.053 -37.1
0.785 53.93 62.99 62.99 67.96 63.88 68.98 47.94 55.97 53.93 29.96 28.94 19.89 -2.04 -34.04 -11.09 -60.05
0.79 45.9 54.95 57.89 65.92 50.87 26.9 51.89 63.88 35.96 -5.1 22.95 16.96 -26.01 -52.02 -9.053 -86.06
0.795 35.96 44.88 45.9 59.93 33.92 -2.04 45.9 63.88 11.99 -33.02 19.89 9.945 -49.09 -67.07 -5.1 -99.07
0.8 27.92 38.89 39.91 51.89 32.9 9.945 26.9 54.95 -2.04 -28.05 17.98 4.973 -60.05 -68.09 1.913 -83
0.805 23.97 32.9 32.9 45.9 40.93 41.95 4.973 46.92 0 -1.02 15.94 0.8925 -46.03 -52.02 7.905 -45.01
0.81 17.98 24.99 23.97 38 43.99 61.97 -1.02 35.96 13.9 33.92 11.99 1.913 -19.13 -25.12 15.94 1.913
0.815 7.905 10.97 17.98 21.93 38.89 56.99 -2.04 26.9 29.96 49.98 6.885 2.933 5.993 1.913 17.98 44.88
0.82 -3.06 0.8925 3.953 4.973 16.96 24.99 1.913 16.96 33.92 36.98 1.913 1.913 19.89 17.98 19 70.89
0.825 -17.09 -17.09 -5.1 -7.013 -7.013 -5.1 0 3.953 23.97 3.953 -1.02 -2.04 21.93 23.97 19.89 79.94
0.83 -27.03 -21.04 -12.11 -14.03 -25.12 -16.07 -1.02 0 8.925 -23.08 0 -2.04 16.96 20.91 23.97 80.96
0.835 -26.01 -19.13 -17.09 -14.03 -26.01 -11.09 0.8925 -2.04 0 -35.06 2.933 8.925 13.9 12.88 30.98 79.94
0.84 -25.12 -17.09 -19.13 -11.09 -19.13 -1.02 -11.09 1.913 -3.06 -25.12 13.9 17.98 15.94 5.993 33.92 77.9
0.845 -26.01 -13.01 -19.13 -13.01 -9.053 -2.04 -19.13 6.885 0.8925 -7.013 20.91 27.92 20.91 -1.02 35.96 71.91
0.85 -31.11 -19.13 -22.06 -21.04 -9.053 -14.03 -23.08 3.953 1.913 1.913 22.95 26.9 19.89 0.8925 31.88 55.97
0.855 -36.08 -25.12 -22.06 -28.05 -12.11 -23.08 -25.12 -1.02 -3.06 -4.08 23.97 16.96 11.99 -4.08 23.97 33.92
0.86 -37.1 -25.12 -12.11 -27.03 -15.05 -16.07 -19.13 -13.01 -11.09 -16.07 14.92 -1.02 -1.02 -5.1 11.99 1.913
0.865 -24.1 -17.09 1.913 -11.09 -5.1 0 -11.09 -20.02 -21.04 -27.03 8.925 -13.01 -20.02 -12.11 -1.02 -21.04
0.87 -9.053 -3.06 17.98 5.993 7.905 7.905 -3.06 -15.05 -27.03 -33.02 1.913 -21.04 -37.1 -23.08 -23.08 -51
0.875 4.973 16.96 38 28.94 28.94 7.905 0 -2.04 -22.06 -29.07 0.8925 -26.01 -49.09 -42.08 -38.12 -85.04
0.88 17.98 32.9 48.96 44.88 39.91 4.973 0.8925 17.98 -18.11 -27.03 0.8925 -25.12 -62.09 -62.09 -53.04 -126.1
0.885 27.92 42.97 51.89 47.94 41.95 1.913 -2.04 27.92 -15.05 -31.11 0.8925 -27.03 -77.01 -75.1 -57.12 -161
0.89 35.96 44.88 45.9 44.88 34.94 12.88 -1.02 32.9 -17.09 -38.12 1.913 -31.11 -91.04 -71.02 -52.02 -174
0.895 33.92 36.98 35.96 33.92 22.95 24.99 -1.02 22.95 -21.04 -43.1 -6.12 -44.12 -93.08 -52.02 -47.05 -158.1
0.9 25.88 19 17.98 21.93 7.905 23.97 -1.02 5.993 -25.12 -45.01 -21.04 -59.03 -89.13 -27.03 -49.09 -115
0.905 9.945 -1.02 1.913 3.953 -2.04 5.993 -12.11 -8.033 -25.12 -36.08 -35.06 -74.08 -70.13 -2.04 -49.09 -53.04
0.91 -9.053 -17.09 -17.09 -13.01 -16.07 -11.09 -30.09 -26.01 -27.03 -22.06 -45.01 -88.11 -44.12 8.925 -44.12 1.913
0.915 -25.12 -33.02 -31.11 -33.02 -25.12 -23.08 -49.09 -39.02 -25.12 -5.1 -49.09 -89.13 -17.09 21.93 -33.02 41.95
0.92 -33.02 -37.1 -35.06 -45.01 -26.01 -10.07 -61.07 -37.1 -25.12 15.94 -40.04 -76.12 0.8925 32.9 -11.09 66.94
0.925 -27.03 -33.02 -32 -43.1 -19.13 10.97 -55.08 -27.03 -21.04 35.96 -26.01 -53.04 14.92 44.88 7.905 68.98
0.93 -17.09 -25.12 -21.04 -31.11 -11.09 33.92 -37.1 -11.09 -17.09 41.95 -11.09 -25.12 15.94 45.9 25.88 57.89
0.935 -9.053 -21.04 -8.033 -15.05 -5.1 38.89 -11.09 0 -11.09 28.94 -1.02 -1.02 7.905 33.92 32.9 44.88
0.94 -7.013 -19.13 1.913 -5.1 -3.06 34.94 3.953 5.993 -9.053 2.933 2.933 3.953 -1.02 13.9 28.94 30.98
0.945 -7.013 -19.13 1.913 0.8925 0.8925 27.92 9.945 0.8925 -9.053 -21.04 3.953 7.905 -9.053 -1.02 23.97 23.97
0.95 -7.013 -15.05 6.885 -3.06 1.913 31.88 3.953 -9.053 -9.053 -34.04 5.993 7.905 -9.053 -7.013 24.99 23.97
0.955 -3.06 -9.053 1.913 -3.06 11.99 38 -3.06 -19.13 -9.053 -30.09 5.993 5.993 0.8925 -1.02 28.94 23.97
0.96 -1.02 -3.06 0 -1.02 17.98 35.96 -15.05 -23.08 -7.013 -9.053 5.993 3.953 7.905 7.905 27.92 17.98
0.965 0.8925 0.8925 -2.04 0 17.98 19.89 -17.09 -19.13 -7.013 7.905 3.953 0 11.99 17.98 21.93 9.945
0.97 -3.06 0.8925 0 5.993 13.9 0 -11.09 -13.01 -9.053 21.93 0.8925 -3.06 5.993 19.89 9.945 -2.04
0.975 -5.1 -1.02 7.905 11.99 5.993 -1.02 -1.02 -3.06 -13.01 19.89 -7.013 -13.01 0.8925 9.945 0.8925 -7.013
0.98 -3.06 -1.02 19.89 15.94 1.913 7.905 -2.04 0 -9.053 5.993 -15.05 -17.09 -9.053 -2.04 -7.013 -17.09
0.985 0 -1.02 31.88 19.89 7.905 39.91 -2.04 10.97 0.8925 -9.053 -23.08 -19.13 -15.05 -9.053 -13.01 -27.03
0.99 9.945 6.885 39.91 26.9 19.89 70 -2.04 20.91 11.99 -25.12 -22.06 -15.05 -19.13 -21.04 -21.04 -41.06
