    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2 362.2
0.625 21.93 36.96 17.86 47.92 1.945 -13.09 -51.11 -35.02 -147.1 -147.1 -91.07 -149.1 -201.1 -69.15 -51.11 -33.07
0.63 -7.074 36.96 20.87 40.85 -11.14 -25.11 -42.09 -23.17 -117.1 -119 -50.05 -112.1 -148 -59.07 -10.08 9.903
0.635 -34.13 28.83 18.92 27.94 -17.15 -21.04 -25.11 -7.074 -97.09 -86.12 -7.074 -69.15 -109.1 -56.06 22.99 26
0.64 -39.08 20.87 17.86 13.97 -17.15 -9.019 0.8842 0 -77.1 -47.04 21.93 -27.06 -81.17 -45.1 53.94 26
0.645 -20.16 12.91 14.85 2.83 0 6.897 22.99 12.91 -49.16 -8.135 36.96 19.98 -50.05 -30.06 82.94 19.98
0.65 0.8842 2.83 8.842 1.945 12.91 22.99 44.92 19.98 -14.15 15.92 35.9 65.96 -12.03 -13.09 101.9 18.92
0.655 21.93 -15.03 -2.122 -5.128 23.87 29.89 51.99 21.93 15.92 41.91 33.95 111.9 26 7.958 115.8 29.89
0.66 33.95 -29 -7.074 -14.15 26.88 30.95 46.86 18.92 50.93 59.95 43.86 150.8 75.87 36.96 127 52.88
0.665 27.94 -37.14 -15.03 -28.12 20.87 24.94 30.95 14.85 75.87 77.99 55 179.9 116.9 62.96 130 75.87
0.67 11.85 -37.14 -19.1 -45.1 7.958 13.97 11.85 9.903 85.95 83.82 61.9 197.9 147.8 83.82 127.9 93.9
0.675 1.945 -27.06 -15.03 -54.11 -2.122 3.891 6.897 13.97 84.89 86.83 55 205 165 93.9 119.9 101
0.68 -8.135 -15.03 -7.074 -51.11 -3.006 0.8842 9.903 19.98 66.85 73.92 38.91 199.8 156 89.84 98.86 92.84
0.685 -15.03 -9.019 0.8842 -41.03 -7.074 -5.128 19.98 29.89 43.86 53.94 23.87 177.9 133.9 73.92 73.92 71.98
0.69 -20.16 -5.128 0.8842 -29 -11.14 -9.019 27.94 38.91 19.98 37.84 20.87 147.8 104.9 62.96 48.99 51.99
0.695 -24.05 -5.128 -5.128 -19.1 -13.09 -5.128 27.94 38.91 -1.061 26.88 24.94 101 73.92 56.94 16.98 28.83
0.7 -25.11 -3.006 -13.09 -13.09 -13.09 -2.122 21.93 26 -15.03 23.87 29.89 47.92 47.92 55.88 -9.019 3.891
0.705 -15.03 -1.061 -13.09 -9.019 -11.14 7.958 13.97 2.83 -28.12 20.87 19.98 -1.061 27.94 58.89 -44.03 -10.08
0.71 -3.006 4.952 -7.074 -5.128 -7.074 13.97 5.836 -25.11 -44.03 14.85 0.8842 -40.14 2.83 53.94 -81.17 -26.17
0.715 1.945 8.842 0 -1.061 -7.074 11.85 0 -59.07 -65.08 -2.122 -31.12 -81.17 -23.17 47.92 -113 -33.07
0.72 3.891 10.96 9.903 -2.122 -7.074 7.958 -5.128 -87.01 -83.12 -19.1 -57.12 -115.1 -50.05 35.9 -139.2 -27.06
0.725 0 10.96 13.97 5.836 -5.128 1.945 -23.17 -103.1 -91.07 -39.08 -71.09 -145 -74.1 26 -149.1 -11.14
0.73 -1.061 14.85 9.903 17.86 -1.061 1.945 -43.15 -99.03 -89.13 -49.16 -75.16 -169.1 -79.05 13.97 -143.1 5.836
0.735 -1.061 22.99 1.945 31.83 1.945 5.836 -57.12 -77.1 -71.09 -43.15 -73.04 -177 -63.13 3.891 -119 29.89
0.74 1.945 30.95 0.8842 45.98 11.85 15.92 -57.12 -45.1 -41.03 -21.04 -67.02 -167.1 -29 -2.122 -79.05 49.87
0.745 11.85 30.95 -5.128 51.99 17.86 21.93 -43.15 -13.09 -9.019 1.945 -61.01 -137.1 7.958 -2.122 -33.07 61.9
