    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1 150.1
0.625 24.99 0 -1.026 -17 8.94 0 0 19.93 -15.02 17.95 9.966 23.96 -1.026 0 21.98 1.979
0.63 4.983 -3.004 1.979 -9.013 3.957 -2.052 0 19.93 -1.026 14 14 25.94 0 3.957 23.96 -3.004
0.635 -3.004 0 8.94 -1.026 1.979 1.979 1.979 21.98 11.94 5.936 11.94 25.94 1.979 4.983 21.98 -5.056
0.64 -9.013 1.979 14.95 7.987 2.931 0.9526 7.987 20.96 21.98 -1.026 5.936 22.94 4.983 7.987 8.94 -6.009
0.645 -9.013 5.936 15.97 9.966 0 0.9526 7.987 17.95 21.98 -11.06 -1.026 14 3.957 5.936 0.9526 -5.056
0.65 -9.013 5.936 14 14 1.979 -3.004 -1.026 11.94 11.94 -20 -15.02 -2.052 0 1.979 -12.02 -5.056
0.655 -5.056 5.936 12.97 11.94 -7.035 -15.02 -9.013 0.9526 1.979 -28.07 -33.05 -12.02 -4.03 -3.004 -20 -8.061
0.66 -1.026 2.931 11.94 8.94 -10.04 -21.03 -23.01 -5.056 -1.026 -27.04 -43.01 -26.01 -17 -7.035 -22.06 -12.02
0.665 10.99 7.987 8.94 5.936 -11.06 -23.01 -31.07 -16.05 -3.004 -20 -45.07 -32.02 -30.04 -15.02 -20 -18.03
0.67 18.98 15.97 1.979 1.979 -3.004 -15.02 -28.07 -21.03 -1.026 -14.07 -37.01 -33.05 -41.04 -27.04 -18.03 -17
0.675 24.99 21.98 0 -9.013 0.9526 -7.035 -21.03 -23.01 0 -7.035 -21.03 -23.01 -39.06 -37.01 -17 -13.04
0.68 24.99 25.94 -1.026 -13.04 2.931 1.979 -7.035 -12.02 -2.052 -1.026 -5.056 -8.061 -24.04 -33.05 -10.04 -2.052
0.685 20.96 24.99 0.9526 -14.07 3.957 3.957 0.9526 -3.004 -1.026 0 3.957 -2.052 -9.013 -32.02 -3.004 3.957
0.69 16.93 23.96 7.987 -7.035 5.936 1.979 0 0 -9.013 1.979 14 5.936 -1.026 -33.05 3.957 5.936
0.695 16.93 29.97 18.98 1.979 8.94 5.936 0 9.966 -17 1.979 19.93 9.966 2.931 -29.02 19.93 10.99
0.7 20.96 35.98 25.94 11.94 8.94 5.936 0 14.95 -19.05 9.966 19.93 6.961 6.961 -17 28.94 9.966
0.705 24.99 33.93 27.99 9.966 7.987 1.979 0.9526 11.94 -17 5.936 11.94 -2.052 1.979 -11.06 19.93 7.987
0.71 14.95 26.97 21.98 2.931 0.9526 0 -7.035 3.957 -11.06 -2.052 0.9526 -16.05 -3.004 -11.06 0.9526 1.979
0.715 -1.026 8.94 3.957 -6.009 -6.009 -16.05 -21.03 -3.004 -1.026 -21.03 -25.06 -38.03 -22.06 -13.04 -29.02 -6.009
0.72 -23.01 -11.06 -5.056 -21.03 -19.05 -33.05 -39.06 -21.03 0 -37.01 -49.02 -57.01 -37.01 -15.02 -55.03 -17
0.725 -41.04 -28.07 -17 -26.01 -26.01 -42.06 -49.02 -34 5.936 -45.07 -61.04 -67.05 -42.06 -13.04 -56.06 -22.06
0.73 -47.04 -38.03 -23.01 -24.04 -29.02 -44.04 -53.05 -40.01 5.936 -48.07 -59.06 -63.02 -43.01 -18.03 -42.06 -24.04
0.735 -41.04 -35.03 -23.01 -21.03 -23.01 -39.06 -47.04 -37.01 0.9526 -41.04 -45.07 -53.05 -33.05 -19.05 -19.05 -17
0.74 -27.04 -27.04 -17 -13.04 -17 -30.04 -37.01 -30.04 -9.013 -26.01 -29.02 -40.01 -20 -11.06 1.979 -10.04
0.745 -19.05 -21.03 -13.04 -9.013 -13.04 -25.06 -33.05 -28.07 -17 -14.07 -21.03 -36.05 -15.02 -10.04 2.931 -9.013
0.75 -15.02 -21.03 -9.013 -7.035 -11.06 -25.06 -33.05 -31.07 -21.03 -13.04 -21.03 -41.04 -19.05 -13.04 -2.052 -9.013
0.755 -17 -21.03 -9.013 -9.013 -13.04 -29.02 -39.06 -37.01 -19.05 -16.05 -27.04 -48.07 -25.06 -17 -3.004 -9.013
0.76 -21.03 -23.01 -9.013 -11.06 -13.04 -29.02 -43.01 -43.01 -11.06 -19.05 -33.05 -46.02 -30.04 -15.02 -1.026 -7.035
0.765 -23.01 -21.03 -11.06 -13.04 -13.04 -29.02 -45.07 -45.07 -9.013 -17 -33.05 -41.04 -31.07 -17 0.9526 -5.056
0.77 -23.01 -19.05 -11.06 -15.02 -9.013 -25.06 -43.01 -47.04 -11.06 -17 -29.02 -37.01 -30.04 -20 -1.026 -1.026
0.775 -19.05 -15.02 -11.06 -13.04 -9.013 -23.01 -41.04 -47.04 -19.05 -19.05 -29.02 -33.05 -26.01 -20 -9.013 -1.026
0.78 -15.02 -11.06 -9.013 -9.013 -11.06 -23.01 -37.01 -45.07 -29.02 -21.03 -33.05 -33.05 -23.01 -17 -25.06 -5.056
0.785 -7.035 -5.056 -3.004 -7.035 -11.06 -23.01 -35.03 -41.04 -33.05 -25.06 -41.04 -37.01 -23.01 -13.04 -37.01 -11.06
0.79 0.9526 -2.052 -2.052 -7.035 -9.013 -21.03 -29.02 -33.05 -35.03 -27.04 -47.04 -38.03 -21.03 -11.06 -38.03 -15.02
