    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2 321.2
0.625 41.87 18.97 -41.09 -19.13 -9.095 41.87 -61 -65.08 -59.12 -17.09 -75.11 -53 -75.11 -51.12 -17.09 -89.07
0.63 59.9 40.93 -21.01 7.998 13.96 49.87 -46.1 -38.11 -26.03 -6.116 -62.1 -59.12 -73.08 -46.1 -47.04 -99.11
0.635 60.84 36.85 -16.15 5.959 11.92 44.85 -44.06 -42.03 -16.15 -6.116 -60.06 -88.13 -80.13 -44.06 -93.15 -106
0.64 47.99 22.89 -21.01 -9.095 -3.136 33.87 -53 -65.08 -29.01 -9.095 -63.04 -127 -89.07 -43.12 -131.1 -109.1
0.645 35.91 10.98 -22.11 -28.07 -23.05 26.97 -55.04 -81.07 -45.01 -3.136 -65.08 -147.1 -83.11 -27.13 -139.1 -91.11
0.65 32.93 10.98 -11.13 -31.05 -24.15 24.93 -52.06 -78.09 -48.14 -1.098 -58.02 -127 -57.08 -10.04 -110.1 -57.08
0.655 41.87 24.93 3.92 -11.13 -11.13 31.99 -37.01 -47.04 -31.05 7.998 -39.05 -79.03 -19.13 5.959 -57.08 -17.09
0.66 57.86 44.85 24.93 16.94 5.959 44.85 -14.11 -4.077 -1.098 18.97 -13.02 -14.11 18.97 22.89 -1.098 20.86
0.665 69 54.89 34.97 38.89 29.95 50.96 -1.098 32.93 27.91 24.93 7.998 38.89 50.96 30.89 37.95 50.96
0.67 67.9 48.93 19.92 39.99 39.99 51.91 3.92 53.94 47.99 25.87 17.88 67.9 65.86 29.95 61.94 69.94
0.675 61.94 32.93 0.9409 21.95 39.99 45.95 -1.098 53.94 58.96 24.93 14.9 70.88 69 26.97 74.96 82.96
0.68 51.91 10.98 -31.05 -3.136 26.97 35.91 -19.13 37.95 52.85 22.89 1.882 54.89 60.84 22.89 80.92 88.91
0.685 39.99 -7.057 -53 -31.05 9.879 27.91 -41.09 13.96 39.99 17.88 -23.05 29.95 47.99 16 81.86 83.9
