    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1 147.1
0.625 68.94 53.93 35.98 31.96 57.95 67.93 73.97 45.96 33.97 66 73.97 67.93 57.95 53.93 55.94 37.99
0.63 70.95 56.95 42.94 33.97 56.95 75.98 75.98 48.98 32.96 59.96 70.95 64.99 58.96 58.96 53 41.94
0.635 58.96 50.99 38.99 27.94 49.98 69.95 72.96 40.93 26 49.98 56.95 53.93 48.98 49.98 40.93 40
0.64 40.93 37.99 27.94 17.95 37.99 57.95 57.95 26 13.93 35.98 40 37.99 33.97 33.97 21.97 35.98
0.645 24.99 26 14.94 5.96 22.98 40.93 40.93 11.99 2.944 18.96 21.97 19.96 17.95 17.95 7.971 29.95
0.65 8.977 10.99 2.944 -2.011 6.966 22.98 18.96 0 0 1.939 2.944 3.95 5.96 5.96 0.9336 20.97
0.655 -3.016 -1.005 -1.005 -3.016 -7.038 1.939 0.9336 -5.027 -11.06 -9.048 -11.06 -7.038 -1.005 -1.005 -9.048 11.99
0.66 -13.07 -12.06 -9.048 -9.048 -18.02 -8.043 -15.01 -13.07 -16.01 -20.04 -22.05 -18.02 -13.07 -8.043 -11.06 3.95
0.665 -23.05 -22.05 -17.02 -15.01 -26.07 -22.05 -29.01 -19.03 -22.05 -30.02 -28.01 -25.06 -23.05 -18.02 -3.016 0.9336
0.67 -31.02 -29.01 -23.05 -21.04 -29.01 -29.01 -37.06 -25.06 -25.06 -29.01 -27 -31.02 -31.02 -29.01 5.96 -5.027
0.675 -29.01 -28.01 -25.06 -25.06 -27 -31.02 -34.04 -25.06 -26.07 -19.03 -21.04 -28.01 -31.02 -30.02 23.99 -4.021
0.68 -25.06 -22.05 -23.05 -25.06 -19.03 -29.01 -28.01 -23.05 -23.05 -11.06 -15.01 -27 -27 -28.01 31.96 -4.021
0.685 -21.04 -13.07 -17.02 -19.03 -13.07 -25.06 -21.04 -15.01 -17.02 -13.07 -15.01 -21.04 -21.04 -23.05 33.97 -7.038
0.69 -11.06 -5.027 -7.038 -9.048 -11.06 -21.04 -14 -7.038 -9.048 -14 -12.06 -17.02 -15.01 -14 23.99 -10.05
0.695 -3.016 0.9336 -2.011 0.9336 -9.048 -15.01 -8.043 -2.011 -1.005 -18.02 -16.01 -12.06 -9.048 -7.038 7.971 -16.01
