    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3 550.3
0.625 29.82 20.96 15.85 -37.08 -69.05 -9.135 -3.224 -73.08 -85.17 -65.02 -19.08 -77.11 -85.17 -83.02 -25.26 -49.17
0.63 41.91 32.78 28.75 -27.14 -59.11 1.881 1.881 -75.23 -62.07 -36 -16.12 -81.14 -62.07 -57.23 -28.21 -34.12
0.635 43.8 34.93 29.82 -17.2 -36 11.82 -1.075 -65.02 -19.08 1.881 -7.255 -67.17 -22.03 -21.23 -20.15 -10.21
0.64 37.88 28.75 21.76 -13.17 -3.224 19.88 -1.075 -41.11 19.88 37.88 0.8061 -43.26 7.792 5.911 -1.075 0.8061
0.645 38.96 18.81 5.911 -2.149 24.99 22.84 -1.075 -14.24 51.86 59.92 9.941 -12.09 21.76 30.9 15.85 -6.18
0.65 42.99 12.9 -10.21 0.8061 40.84 23.91 4.836 8.867 61.8 67.98 18.81 14.78 11.82 36.81 32.78 -32.24
0.655 47.83 8.867 -27.14 11.82 43.8 21.76 5.911 31.97 55.89 63.95 27.94 39.77 -7.255 23.91 37.88 -65.02
0.66 58.84 10.75 -32.24 26.87 46.75 29.82 10.75 57.77 49.98 61.8 37.88 56.96 -27.14 10.75 30.9 -91.08
0.665 66.9 20.96 -18 44.87 52.93 40.84 24.99 82.76 49.98 65.83 43.8 66.9 -33.05 0.8061 8.867 -97.26
0.67 73.89 34.93 -2.149 65.83 63.95 49.98 39.77 111.8 59.92 73.89 35.74 65.83 -27.14 0.8061 -13.17 -95.11
0.675 83.83 44.87 22.84 83.83 75.77 53.74 62.87 130.9 67.98 75.77 24.99 59.92 -17.2 -3.224 -39.23 -86.25
0.68 85.98 48.9 35.74 95.92 81.95 49.98 71.74 129.8 63.95 71.74 6.986 45.95 -13.17 -5.105 -55.08 -84.1
0.685 77.92 44.87 35.74 89.74 75.77 43.8 65.83 113.9 43.8 55.89 -5.105 25.79 -23.11 -11.02 -65.02 -87.05
0.69 63.95 34.93 27.94 69.86 57.77 36.81 49.98 80.87 15.85 33.85 -14.24 5.911 -39.23 -21.23 -62.07 -88.13
0.695 49.98 24.99 19.88 39.77 31.97 30.9 27.94 39.77 -7.255 9.941 -14.24 -9.135 -55.08 -29.02 -52.13 -82.22
0.7 41.91 16.93 11.82 15.85 7.792 25.79 13.97 7.792 -31.17 -5.105 -13.17 -27.14 -67.17 -41.11 -39.23 -75.23
0.705 41.91 12.9 7.792 -2.149 -5.105 18.81 7.792 -7.255 -45.14 -25.26 -11.02 -41.11 -73.08 -51.05 -26.06 -65.02
0.71 37.88 10.75 1.881 -9.135 -21.23 8.867 1.881 -22.03 -59.11 -41.11 -13.17 -55.08 -81.14 -59.11 -16.12 -61.26
0.715 25.79 6.986 -1.075 -19.08 -39.23 -3.224 -5.105 -39.23 -73.08 -55.08 -17.2 -69.05 -89.2 -57.23 -11.02 -57.23
0.72 0 0.8061 -7.255 -35.2 -57.23 -13.17 -23.11 -54.01 -85.17 -63.14 -21.23 -79.26 -87.05 -43.26 -5.105 -47.02
0.725 -29.02 -5.105 -13.17 -53.2 -75.23 -15.05 -37.08 -68.25 -85.17 -57.23 -19.08 -79.26 -69.05 -15.05 1.881 -23.11
0.73 -59.11 -15.05 -15.05 -67.17 -81.14 -11.02 -43.26 -69.05 -71.2 -43.26 -11.02 -63.14 -33.05 11.82 19.88 13.97
0.735 -73.08 -23.11 -17.2 -67.17 -75.23 -7.255 -35.2 -57.23 -43.26 -25.26 0.8061 -31.17 11.82 39.77 47.83 61.8
0.74 -67.17 -27.14 -17.2 -53.2 -57.23 -5.105 -17.2 -29.02 -9.135 -9.135 7.792 7.792 57.77 53.74 75.77 101.8
0.745 -47.02 -23.11 -13.17 -29.02 -33.05 -9.135 0 1.881 11.82 -2.149 15.85 51.86 85.98 51.86 97.8 118
0.75 -21.23 -11.02 -3.224 0.8061 -7.255 -11.02 23.91 37.88 29.82 9.941 21.76 81.95 89.74 37.88 105.9 105.9
0.755 -2.149 6.986 7.792 25.79 11.82 -3.224 43.8 67.98 41.91 23.91 25.79 95.92 71.74 19.88 97.8 73.89
0.76 17.73 32.78 21.76 55.89 33.85 13.97 61.8 91.89 53.74 45.95 27.94 91.89 41.91 5.911 71.74 31.97
0.765 31.97 52.93 27.94 77.92 57.77 43.8 67.98 105.9 65.83 67.98 25.79 75.77 9.941 1.881 31.97 -3.224
0.77 45.95 60.99 21.76 93.77 79.8 70.93 63.95 111.8 77.92 84.9 20.96 51.86 -9.135 3.762 -6.18 -35.2
0.775 63.95 60.99 11.82 97.8 94.85 86.79 47.83 105.9 79.8 90.82 6.986 25.79 -21.23 15.85 -48.09 -49.17
0.78 79.8 56.96 5.911 93.77 99.95 79.8 27.94 91.89 71.74 83.83 -7.255 3.762 -17.2 33.85 -81.14 -43.26
0.785 97 58.84 6.986 81.95 94.85 64.75 9.941 71.74 53.74 70.93 -24.18 -9.135 -3.224 53.74 -96.19 -21.23
0.79 104.8 64.75 8.867 70.93 80.87 40.84 -1.075 51.86 33.85 52.93 -38.15 -23.11 15.85 66.9 -98.07 2.956
0.795 99.95 64.75 7.792 55.89 59.92 15.85 -5.105 31.97 13.97 33.85 -43.26 -33.05 35.74 67.98 -83.02 31.97
0.8 82.76 52.93 0.8061 42.99 38.96 0 -4.03 13.97 0.8061 16.93 -33.05 -37.08 50.78 58.84 -56.16 50.78
0.805 50.78 24.99 -12.09 26.87 16.93 -9.135 -2.149 -3.224 -4.03 1.881 -21.23 -33.05 50.78 40.84 -17.2 60.99
0.81 15.85 -7.255 -29.02 1.881 -1.075 -25.26 -1.075 -23.11 -19.08 -13.17 -1.075 -21.23 43.8 21.76 11.82 61.8
