    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1 161.1
0.625 -13.06 -17.07 -17.07 -17.07 -19.03 -21 -15.02 -21 -21 -29.02 -47.03 -27.06 -19.03 -11.01 -37.04 -21
0.63 -15.02 -12.03 -17.07 -19.03 -19.03 -17.07 -12.03 -16.04 -20.06 -28 -46.01 -30.04 -20.06 -14 -43.02 -29.02
0.635 -11.01 -14 -18.01 -20.06 -13.06 -13.06 -9.045 -13.06 -17.07 -20.06 -35 -31.07 -23.04 -15.02 -40.03 -36.02
0.64 -15.02 -15.02 -15.02 -17.07 -13.06 -7 -7 -11.01 -13.06 -7 -21 -25.01 -19.03 -17.07 -25.01 -37.04
0.645 -13.06 -12.03 -10.07 -11.01 -9.045 -1.022 -5.034 -10.07 -8.022 2.989 0 -12.03 -14 -11.01 -1.022 -28
0.65 -13.06 -15.02 -6.056 -9.045 -6.056 -2.045 -8.022 -15.02 -7 14 9.989 0.9438 -12.03 -8.022 15.97 -19.03
0.655 -11.01 -17.07 -9.045 -13.06 -3.067 -5.034 -13.06 -23.04 -13.06 15.97 14 0 -13.06 -9.045 23.99 -11.01
0.66 -3.067 -10.07 -19.03 -18.01 1.966 -8.022 -20.06 -27.06 -21 8.966 14 -2.045 -14 -13.06 24.93 -8.022
0.665 2.989 0.9438 -23.04 -22.02 1.966 -13.06 -24.07 -32.01 -24.07 -2.045 7 0.9438 -18.01 -15.02 14 -10.07
0.67 0.9438 -2.045 -25.01 -25.01 -1.022 -15.02 -23.04 -27.06 -21 -5.034 0 -3.067 -15.02 -17.07 5.978 -11.01
0.675 2.989 1.966 -13.06 -12.03 -3.067 -10.07 -13.06 -17.07 -11.01 -7 -1.022 1.966 -8.022 -12.03 1.966 -7
0.68 -3.067 0 0.9438 1.966 -5.034 -9.045 -3.067 -7 -2.045 -14 -9.045 -2.045 -1.022 -6.056 -8.022 -7
0.685 -5.034 0 11.96 11.96 -9.045 -9.045 1.966 1.966 9.989 -21 -21 0 0.9438 -1.022 -23.04 -13.06
0.69 -1.022 0 19.98 17.93 -12.03 -11.01 8.966 8.966 16.99 -26.03 -30.04 -1.022 0.9438 0 -38.07 -18.01
0.695 2.989 0.9438 19.98 17.93 -14 -16.04 10.93 14.94 14.94 -30.04 -36.02 1.966 -3.067 -2.045 -46.01 -22.02
0.7 -1.022 0 15.97 9.989 -15.02 -21 3.933 9.989 5.978 -29.02 -33.03 -5.034 -7 -7 -43.02 -21
0.705 -1.022 1.966 5.978 0 -12.03 -18.01 1.966 4.955 0 -20.06 -26.03 -10.07 -9.045 -13.06 -32.01 -14
0.71 -1.022 1.966 0.9438 -7 -8.022 -12.03 -8.022 -4.011 -14 -11.01 -16.04 -16.04 -13.06 -17.07 -23.04 -9.045
0.715 -3.067 -1.022 -7 -15.02 -3.067 -7 -23.04 -19.03 -27.06 -3.067 -11.01 -23.04 -19.03 -25.01 -13.06 -7
0.72 -1.022 -2.045 -17.07 -23.04 0.9438 -5.034 -33.03 -33.03 -37.04 -2.045 -7 -27.06 -25.01 -35 -7 -7
0.725 0.9438 -1.022 -25.01 -29.02 0 -5.034 -37.04 -39.01 -39.01 1.966 -3.067 -27.06 -29.02 -41.06 -1.022 -7
0.73 0.9438 -1.022 -27.06 -31.07 1.966 -9.045 -33.03 -37.04 -37.04 3.933 -2.045 -21 -25.01 -41.06 5.978 -3.067
0.735 -3.067 -7 -27.06 -29.02 -2.045 -13.06 -25.01 -25.01 -27.06 3.933 5.978 -11.01 -15.02 -31.07 19.98 1.966
0.74 -7 -11.01 -25.01 -23.04 -1.022 -15.02 -17.07 -15.02 -17.07 0 9.989 -3.067 0.9438 -17.07 28 11.96
0.745 -11.01 -14 -21 -15.02 -5.034 -17.07 -15.02 -5.034 -7 -3.067 7.944 0.9438 7.944 -1.022 25.96 17.93
0.75 -13.06 -17.07 -17.07 -9.045 -7 -17.07 -17.07 -1.022 0.9438 -11.01 1.966 -2.045 14 3.933 15.97 19.98
0.755 -9.045 -20.06 -15.02 -3.067 -8.022 -15.02 -15.02 -2.045 0.9438 -21 0 0.9438 17.93 12.98 0 15.97
0.76 -9.045 -15.02 -11.01 -2.045 -8.022 -12.03 -8.022 2.989 7 -25.01 -6.056 2.989 21.94 21 -9.045 14
0.765 -15.02 -11.01 -5.034 3.933 -11.01 -9.045 -1.022 9.989 9.989 -25.01 -9.045 5.978 23.99 19.98 -15.02 7.944
0.77 -15.02 -10.07 -1.022 7.944 -12.03 -6.056 2.989 12.98 12.98 -24.07 -6.056 8.966 21.94 21 -16.04 1.966
0.775 -15.02 -13.06 -1.022 7.944 -12.03 -6.056 2.989 8.966 8.966 -22.02 -8.022 7 14 14 -14 -5.034
0.78 -15.02 -11.01 -5.034 0 -13.06 -9.045 -1.022 -2.045 -2.045 -21 -7 1.966 1.966 0 -13.06 -15.02
0.785 -5.034 -4.011 -11.01 -3.067 -9.045 -9.045 -6.056 -6.056 -5.034 -14 -3.067 5.978 -1.022 -9.045 -4.011 -22.02
0.79 -5.034 -5.034 -13.06 -9.045 -13.06 -11.01 -7 -9.045 -9.045 -6.056 -1.022 9.989 -6.056 -16.04 0.9438 -22.02
0.795 -5.034 -7 -9.045 -7 -15.02 -11.01 -1.022 -5.034 -7 -1.022 0.9438 9.989 -3.067 -15.02 3.933 -13.06
0.8 -5.034 -2.045 0.9438 -2.045 -16.04 -7 3.933 0 -1.022 -1.022 -2.045 12.98 -1.022 -9.045 2.989 -2.045
0.805 -3.067 -1.022 5.978 7.944 -17.07 -6.056 8.966 7 7 -11.01 -13.06 7 0.9438 0 -3.067 2.989
0.81 -3.067 1.966 11.96 14 -17.07 -13.06 3.933 3.933 9.989 -25.01 -25.01 0.9438 1.966 -2.045 -21 7.944
