    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2 401.2
0.625 7.836 -25.07 -45.06 -45.06 -1.175 -7.052 -85.02 -113 -45.06 -17.04 -93.05 -177.1 -93.05 -59.16 -119.1 -123
0.63 34.87 -11.17 -34.09 -44.08 7.836 12.93 -96.19 -115.2 -44.08 0.9795 -103 -202.2 -100.1 -57.01 -142 -166.1
0.635 58.96 -3.134 -21.16 -31.15 34.87 34.87 -98.14 -109.1 -35.07 15.87 -102.1 -200 -86.19 -40.16 -143 -180
0.64 69.94 0.9795 -9.011 -15.08 59.94 47.99 -83.06 -83.06 -11.17 39.96 -83.06 -163.2 -51.13 -3.134 -119.1 -157.1
0.645 74.83 10.97 -4.114 -4.114 73.85 46.82 -53.09 -44.08 16.85 57.99 -53.09 -98.14 0.9795 28.99 -77.18 -100.1
0.65 59.94 18.81 -4.114 -2.155 71.89 22.92 -22.14 -1.175 48.97 64.84 -19 -24.1 42.9 50.93 -26.05 -30.17
0.655 29.97 24.88 -5.093 -5.093 35.85 -11.17 1.959 31.93 61.9 49.95 3.918 41.92 69.94 51.91 13.91 27.82
0.66 -6.073 16.85 -6.073 -8.032 -4.114 -55.05 20.96 57.99 52.89 19.98 26.84 97.95 74.83 33.89 52.89 71.89
0.665 -47.02 0.9795 -4.114 -10.19 -46.04 -81.1 30.95 62.88 20.96 -11.17 38.98 129.9 62.88 7.836 80.91 95.99
0.67 -75.03 -29.19 -11.17 -15.08 -71.11 -89.13 35.85 55.83 -9.011 -39.18 45.84 141.8 41.92 -7.052 99.91 109.9
0.675 -87.17 -53.09 -22.14 -23.12 -70.13 -78.16 38.98 46.82 -30.17 -52.11 46.82 136 26.84 -6.073 113.8 119.9
0.68 -86.19 -67.19 -33.11 -33.11 -58.18 -58.18 38.98 36.83 -37.02 -50.15 42.9 121.8 20.96 0 127.9 123.8
0.685 -79.14 -69.15 -37.02 -39.18 -47.02 -47.02 29.97 25.86 -31.15 -45.06 31.93 99.91 15.87 0 127.9 119.9
0.69 -68.17 -61.12 -31.15 -39.18 -43.1 -44.08 15.87 16.85 -19 -40.16 17.83 79.93 15.87 1.959 122.8 106
0.695 -56.03 -55.05 -19 -31.15 -47.02 -48.19 0 6.856 -15.08 -38 3.918 59.94 9.991 -8.032 107 81.88
