    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1 248.1
0.625 13.93 8.965 29.92 31.98 15.99 -2.06 37.92 47.98 -7.027 1.938 39.98 41.92 -57.06 -31.02 55.97 -85.05
0.63 17.93 26.9 37.92 41.92 27.99 -2.06 44.95 54.88 0 2.908 14.9 49.91 -55 -28.11 49.91 -103.1
0.635 17.93 26.9 35.98 38.89 33.92 0 42.89 50.88 12.96 0 -8.117 51.97 -41.07 -18.05 45.92 -102
0.64 7.996 18.9 31.98 27.99 31.98 3.998 33.92 37.92 23.99 0 -21.08 39.98 -15.02 -7.027 47.98 -81.05
0.645 2.908 14.9 33.92 20.96 21.93 1.938 23.99 26.9 30.89 0.9692 -7.027 24.96 12.96 -2.06 55.97 -40.1
0.65 1.938 18.9 45.92 18.9 9.935 0 19.99 15.99 28.96 0.9692 17.93 10.9 40.95 5.936 67.97 1.938
0.655 -3.029 30.89 59.97 23.99 -2.06 -5.088 17.93 15.99 19.99 -1.09 45.92 0 57.91 9.935 77.9 27.99
0.66 -8.117 38.89 67.97 30.89 -1.09 -11.02 15.99 13.93 12.96 -5.088 57.91 1.938 64.94 9.935 81.9 50.88
0.665 -20.11 32.95 63.97 33.92 -5.088 -19.02 13.93 9.935 7.996 -13.08 49.91 -2.06 60.94 7.996 75.96 58.88
0.67 -31.02 16.96 53.91 29.92 -5.088 -27.02 9.935 0 5.936 -23.02 29.92 -7.027 51.97 7.996 65.91 59.97
0.675 -43.01 -1.09 45.92 23.99 -9.086 -37.07 5.936 -5.088 1.938 -35.01 11.99 -15.02 39.98 5.936 53.91 59.97
0.68 -53.06 -7.027 45.92 15.99 -21.08 -51.01 3.998 -11.02 -3.029 -49.07 3.998 -23.02 23.99 0 41.92 51.97
0.685 -61.06 -5.088 47.98 9.935 -39.01 -69.06 1.938 -9.086 -23.02 -65.06 1.938 -31.02 -2.06 -9.086 33.92 33.92
0.69 -63.12 -1.09 49.91 3.998 -55 -87.11 1.938 -7.027 -49.07 -83.11 1.938 -37.07 -33.07 -33.07 33.92 3.998
0.695 -65.06 4.967 43.98 1.938 -67.12 -101 1.938 -3.029 -77.05 -97.04 3.998 -37.07 -73.06 -59 33.92 -29.08
0.7 -65.06 4.967 33.92 -2.06 -73.06 -105 -2.06 -3.029 -97.04 -107.1 7.996 -33.07 -109 -83.11 35.98 -61.06
0.705 -69.06 -1.09 25.93 -2.06 -69.06 -103.1 -2.06 -5.088 -105 -107.1 13.93 -23.02 -131.1 -97.04 31.98 -81.05
0.71 -71.12 -15.02 23.99 0 -61.06 -95.11 0.9692 -7.027 -95.11 -97.04 23.99 -13.08 -131.1 -95.11 25.93 -89.05
0.715 -75.11 -27.02 21.93 3.998 -51.01 -87.11 -2.06 -7.027 -75.11 -85.05 27.99 -5.088 -115.1 -83.11 15.99 -85.05
0.72 -71.12 -35.01 21.93 7.996 -41.07 -77.05 0 -5.088 -51.01 -71.12 27.99 -1.09 -89.05 -65.06 5.936 -81.05
0.725 -61.06 -31.02 17.93 7.996 -35.01 -63.12 -2.06 -3.029 -31.02 -57.06 21.93 -1.09 -59 -47.01 -2.06 -77.05
0.73 -43.01 -17.08 13.93 1.938 -29.08 -43.01 -1.09 -5.088 -23.02 -41.07 19.99 -5.088 -29.08 -33.07 -2.06 -71.12
0.735 -27.02 -1.09 9.935 0.9692 -25.08 -21.08 -9.086 -11.02 -21.08 -23.02 21.93 -11.02 -1.09 -21.08 1.938 -59
0.74 -17.08 16.96 11.99 -5.088 -23.02 -3.029 -15.02 -17.08 -19.02 -7.027 27.99 -15.02 21.93 -11.02 7.996 -37.07
0.745 -15.02 24.96 15.99 -9.086 -23.02 0.9692 -19.02 -21.08 -15.02 0.9692 31.98 -19.02 43.98 -3.029 15.99 -15.02
0.75 -21.08 18.9 17.93 -7.027 -21.08 -11.02 -19.02 -21.08 -9.086 -3.029 25.93 -23.02 59.97 0.9692 19.99 -2.06
0.755 -31.02 8.965 15.99 -3.029 -19.02 -29.08 -15.02 -17.08 -3.029 -15.02 5.936 -23.02 63.97 0.9692 21.93 5.936
0.76 -39.01 -1.09 9.935 0.9692 -15.02 -47.01 -9.086 -11.02 0.9692 -31.02 -13.08 -23.02 53.91 -7.027 23.99 7.996
0.765 -43.01 -5.088 3.998 0 -11.02 -53.06 -1.09 -5.088 -1.09 -41.07 -33.07 -19.02 35.98 -17.08 25.93 9.935
0.77 -45.07 -7.027 0 0 -9.086 -49.07 -2.06 -1.09 -5.088 -45.07 -37.07 -14.05 17.93 -23.02 27.99 19.99
0.775 -41.07 -11.02 3.998 0 -11.02 -35.01 1.938 0 -9.086 -41.07 -21.08 -12.12 3.998 -23.02 25.93 33.92
0.78 -35.01 -13.08 9.935 1.938 -13.08 -23.02 3.998 5.936 -11.02 -31.02 1.938 -13.08 -2.06 -19.02 21.93 47.98
0.785 -27.02 -11.02 17.93 5.936 -15.02 -17.08 5.936 10.9 -15.02 -21.08 23.99 -16.11 -3.029 -13.08 13.93 51.97
0.79 -19.02 -3.029 21.93 10.9 -15.02 -19.02 6.906 10.9 -19.02 -19.02 33.92 -18.05 -13.08 -11.02 8.965 39.98
0.795 -15.02 2.908 21.93 13.93 -17.08 -25.08 7.996 5.936 -25.08 -21.08 29.92 -19.02 -29.08 -17.08 5.936 17.93
0.8 -13.08 10.9 13.93 12.96 -17.08 -31.02 8.965 0.9692 -33.07 -27.02 20.96 -13.08 -51.01 -29.08 6.906 -4.119
0.805 -14.05 8.965 1.938 4.967 -21.08 -31.02 6.906 0 -39.01 -31.02 16.96 -13.08 -73.06 -38.04 4.967 -28.11
0.81 -17.08 -1.09 -5.088 -1.09 -21.08 -25.08 0 -7.027 -41.07 -31.02 15.99 -13.08 -87.11 -41.07 0 -49.07
0.815 -18.05 -17.08 -13.08 -10.06 -21.08 -15.02 1.938 -9.086 -35.01 -23.02 12.96 -16.11 -87.11 -40.1 1.938 -54.03
0.82 -20.11 -29.08 -11.02 -14.05 -21.08 -9.086 -3.029 -13.08 -25.08 -15.02 2.908 -19.02 -71.12 -36.1 1.938 -54.03
0.825 -27.02 -27.02 -5.088 -15.02 -15.02 -9.086 -7.027 -11.02 -13.08 -9.086 -5.088 -21.08 -39.01 -29.08 1.938 -43.01
0.83 -28.11 -11.02 0.9692 -13.08 -10.06 -16.11 -7.027 -10.06 -5.088 -13.08 -11.02 -21.08 -5.088 -24.11 9.935 -25.08
0.835 -29.08 2.908 4.967 -8.117 -12.12 -26.05 -2.06 -9.086 -3.029 -21.08 -7.027 -22.05 15.99 -21.08 14.9 -5.088
0.84 -25.08 12.96 5.936 -7.027 -17.08 -31.02 -5.088 -13.08 -7.027 -29.08 3.998 -25.08 31.98 -21.08 13.93 11.99
0.845 -9.086 14.9 2.908 -9.086 -21.08 -27.02 -5.088 -15.02 -12.12 -25.08 21.93 -30.05 36.95 -21.08 5.936 30.89
0.85 1.938 14.9 0.9692 -15.02 -30.05 -17.08 -8.117 -20.11 -15.02 -16.11 30.89 -39.01 30.89 -23.02 0 41.92
0.855 6.906 12.96 -1.09 -19.02 -29.08 -8.117 -11.02 -25.08 -17.08 -8.117 21.93 -43.01 21.93 -24.11 0.9692 43.98
0.86 9.935 14.9 -1.09 -15.02 -26.05 1.938 -10.06 -20.11 -15.02 0 10.9 -39.01 10.9 -23.02 3.998 37.92
0.865 3.998 24.96 0.9692 -7.027 -19.02 3.998 -3.029 -15.02 -16.11 0.9692 -2.06 -24.11 8.965 -17.08 5.936 26.9
0.87 -2.06 28.96 5.936 -3.029 -13.08 5.936 3.998 -3.029 -13.08 0.9692 -1.09 -9.086 5.936 -13.08 3.998 15.99
0.875 1.938 30.89 12.96 2.908 -4.119 10.9 12.96 3.998 -9.086 -2.06 0.9692 0.9692 3.998 -9.086 0 3.998
0.88 0 22.9 22.9 9.935 0.9692 12.96 15.99 12.96 -3.029 0 0 5.936 0.9692 -16.11 -9.086 -1.09
0.885 -1.09 14.9 27.99 19.99 3.998 11.99 13.93 15.99 0 1.938 0.9692 1.938 -13.08 -27.02 -17.08 -19.02
0.89 0 12.96 31.98 24.96 7.996 7.996 11.99 13.93 5.936 5.936 -2.06 3.998 -29.08 -32.11 -17.08 -30.05
0.895 1.938 18.9 31.98 26.9 13.93 3.998 10.9 15.99 9.935 3.998 -2.06 8.965 -39.01 -32.11 -18.05 -38.04
0.9 1.938 28.96 29.92 31.98 17.93 5.936 17.93 17.93 15.99 5.936 -1.09 19.99 -31.02 -25.08 -21.08 -39.01
0.905 12.96 32.95 29.92 40.95 23.99 17.93 28.96 26.9 21.93 15.99 0.9692 31.98 -7.027 -10.06 -28.11 -34.04
0.91 19.99 26.9 31.98 46.89 35.98 31.98 40.95 36.95 31.98 25.93 6.906 41.92 19.99 -1.09 -36.1 -28.11
0.915 27.99 14.9 33.92 49.91 41.92 41.92 47.98 45.92 47.98 37.92 5.936 37.92 49.91 0.9692 -37.07 -27.02
0.92 29.92 4.967 31.98 46.89 47.98 41.92 46.89 46.89 59.97 41.92 3.998 28.96 67.97 -3.029 -24.11 -25.08
0.925 25.93 6.906 25.93 31.98 41.92 29.92 35.98 40.95 61.91 35.98 0.9692 20.96 67.97 -11.02 -5.088 -17.08
0.93 17.93 18.9 15.99 15.99 25.93 7.996 17.93 23.99 51.97 21.93 -9.086 11.99 57.91 -13.08 9.935 0.9692
0.935 7.996 30.89 5.936 1.938 5.936 -9.086 0 5.936 31.98 1.938 -15.02 6.906 43.98 -9.086 17.93 19.99
0.94 0 28.96 0 0 -5.088 -23.02 -9.086 -1.09 5.936 -11.02 -19.02 4.967 31.98 -1.09 15.99 47.98
0.945 -1.09 14.9 0.9692 5.936 -15.02 -23.02 -11.02 -7.027 -9.086 -19.02 -17.08 1.938 19.99 3.998 5.936 71.96
0.95 0.9692 0.9692 0.9692 11.99 -13.08 -13.08 -7.027 -1.09 -17.08 -19.02 -11.02 5.936 9.935 7.996 -1.09 85.9
0.955 1.938 -9.086 -2.06 13.93 -3.029 -1.09 0.9692 1.938 -15.02 -11.02 -9.086 11.99 1.938 9.935 -9.086 89.9
0.96 7.996 -1.09 0 9.935 0 0 1.938 9.935 -5.088 -5.088 -13.08 19.99 -1.09 9.935 -13.08 89.9
0.965 5.936 8.965 1.938 0 3.998 -2.06 1.938 9.935 0 -1.09 -17.08 25.93 -1.09 9.935 -17.08 87.96
0.97 -1.09 20.96 5.936 -1.09 0 -3.029 -2.06 3.998 1.938 -3.029 -13.08 27.99 1.938 13.93 -25.08 83.96
0.975 -15.02 20.96 7.996 -3.029 -5.088 -7.027 -3.029 -1.09 0.9692 -5.088 -1.09 25.93 9.935 17.93 -35.01 71.96
0.98 -21.08 6.906 7.996 0.9692 -13.08 0.9692 -7.027 -7.027 -5.088 -1.09 9.935 23.99 13.93 21.93 -47.01 49.91
0.985 -13.08 -1.09 5.936 -2.06 -17.08 11.99 -7.027 -9.086 -11.02 3.998 17.93 19.99 9.935 17.93 -57.06 17.93
0.99 3.998 -3.029 0 1.938 -7.027 35.98 -1.09 -3.029 -9.086 19.99 7.996 17.93 -2.06 9.935 -63.12 -13.08
0.995 33.92 4.967 0.9692 5.936 3.998 59.97 1.938 0 -2.06 41.92 -11.02 15.99 -7.027 0 -63.12 -39.01
1 63.97 24.96 -5.088 9.935 25.93 79.96 5.936 9.935 11.99 61.91 -33.07 13.93 -7.027 -1.09 -59 -47.01
1.005 83.96 36.95 -9.086 11.99 43.98 93.89 7.996 15.99 27.99 81.9 -41.07 13.93 3.998 -1.09 -49.07 -37.07
1.01 87.96 38.89 -15.02 11.99 53.91 99.95 7.996 15.99 41.92 93.89 -25.08 17.93 29.92 1.938 -37.07 -13.08
1.015 79.96 30.89 -19.02 7.996 57.91 101.9 5.936 13.93 51.97 99.95 3.998 29.92 57.91 11.99 -25.08 5.936
1.02 67.97 18.9 -21.08 5.936 61.91 97.89 7.996 15.99 61.91 97.89 33.92 47.98 83.96 21.93 -17.08 25.93
1.025 61.91 12.96 -19.02 5.936 69.91 91.96 13.93 19.99 71.96 93.89 49.91 63.97 97.89 31.98 -13.08 43.98
1.03 65.91 14.9 -15.02 13.93 79.96 86.99 17.93 25.93 83.96 87.96 43.98 71.96 101.9 35.98 -10.06 59.97
1.035 78.99 22.9 -12.12 21.93 85.9 80.93 17.93 29.92 90.99 82.99 23.99 71 95.95 35.98 -10.06 75.96
1.04 91.96 32.95 -19.02 25.93 79.96 77.9 11.99 25.93 87.96 77.9 5.936 57.91 77.9 31.98 -11.02 87.96
1.045 103 34.89 -28.11 15.99 64.94 78.99 0.9692 11.99 74.99 74.99 0.9692 40.95 49.91 21.93 -16.11 94.98
1.05 100.9 34.89 -38.04 1.938 44.95 82.99 -13.08 0.9692 52.94 72.93 -1.09 20.96 19.99 13.93 -24.11 90.99
1.055 89.9 30.89 -47.01 -9.086 31.98 85.9 -23.02 -9.086 31.98 73.9 -2.06 7.996 -1.09 7.996 -33.07 79.96
1.06 74.99 22.9 -50.04 -21.08 30.89 91.96 -25.08 -11.02 18.9 80.93 0.9692 0.9692 -8.117 11.99 -38.04 72.93
