    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1 171.1
0.625 -17.04 6.934 23.98 19.97 -3.007 -27.07 9.941 3.926 -3.007 0 19.97 7.936 -23.06 1.921 11.95 9.941
0.63 -13.03 12.95 34 34 2.924 -31.08 23.98 23.98 11.95 10.94 28.99 27.98 -10.02 7.936 24.98 22.97
0.635 -16.04 10.94 34 34 5.931 -39.01 21.97 23.98 16.96 4.929 13.95 24.98 -5.012 3.926 34.92 30.99
0.64 -21.05 2.924 19.97 25.98 -2.005 -51.04 9.941 13.95 7.936 -5.012 -5.012 3.926 -7.017 -7.017 34 34
0.645 -22.05 -1.002 5.931 9.941 -2.005 -62.07 4.929 5.931 -1.002 -11.03 -14.03 -6.015 1.921 -14.03 18.96 35.92
0.65 -28.07 -7.017 0.9189 0 -8.02 -70 5.931 8.938 -2.005 -10.02 -6.015 -10.02 14.95 -8.02 -1.002 39.93
0.655 -33.08 -7.017 0 1.921 -15.04 -69 17.96 15.96 0.9189 -1.002 9.941 -1.002 35.92 -2.005 -11.03 39.93
0.66 -34.08 0.9189 13.95 13.95 -14.03 -58.06 34.92 29.99 4.929 6.934 30.99 15.96 54.97 18.96 -9.022 34
0.665 -25.06 14.95 31.99 34 -2.005 -36 46.95 45.95 10.94 14.95 44.94 37.93 58.98 38.93 0 21.97
0.67 -3.007 33 47.95 49.96 15.96 -9.022 53.96 55.97 15.96 19.97 49.96 53.96 49.96 53.96 15.96 11.95
0.675 25.98 52.96 49.96 55.97 43.94 7.936 57.97 58.98 23.98 30.99 51.96 61.98 42.94 63.99 25.98 7.936
0.68 49.96 60.98 41.94 47.95 63.99 19.97 53.96 58.98 35.92 40.93 55.97 65.99 41.94 59.98 29.99 15.96
