    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1 234.1
0.625 -3.086 -5.03 -15.09 -13.03 -3.086 1.943 -9.031 -9.031 -3.086 -1.029 -7.087 -5.03 3.887 -2.058 -5.03 0.9145
0.63 -1.029 -1.029 -18.06 -7.087 1.943 8.916 -17.03 -10.06 1.943 -1.029 -12 -4.001 1.943 1.943 0 -1.029
0.635 -1.029 0.9145 -16 -3.086 0 13.95 -22.06 -7.087 2.972 3.887 -15.09 -3.086 0.9145 10.97 1.943 0
0.64 0 0.9145 -7.087 0 5.944 11.89 -17.03 0.9145 7.888 5.944 -9.031 -1.029 1.943 9.945 -2.058 0
0.645 0 -1.029 3.887 6.973 10.97 6.973 0 11.89 9.945 3.887 0.9145 -2.058 0.9145 1.943 -2.058 0.9145
0.65 3.887 2.972 15.89 13.95 11.89 1.943 10.97 20.92 13.95 0 4.915 3.887 -1.029 0.9145 0.9145 -2.058
0.655 3.887 6.973 21.95 19.89 11.89 -3.086 19.89 25.95 9.945 -1.029 9.945 9.945 0.9145 -9.031 -1.029 0.9145
0.66 8.916 8.916 20.92 25.95 15.89 0 19.89 23.89 8.916 -2.058 14.98 14.98 0.9145 -4.001 1.943 3.887
0.665 12.92 12.92 12.92 29.95 16.92 2.972 19.89 25.95 7.888 0.9145 16.92 20.92 0 6.973 6.973 10.97
0.67 11.89 14.98 3.887 25.95 19.89 9.945 17.95 25.95 15.89 11.89 13.95 25.95 7.888 25.95 15.89 19.89
0.675 14.98 12.92 -2.058 22.98 22.98 12.92 18.98 30.98 27.89 24.92 10.97 30.98 20.92 38.98 22.98 22.98
0.68 8.916 8.916 -6.059 14.98 20.92 5.944 14.98 30.98 30.98 26.98 5.944 34.98 26.98 38.98 22.98 14.98
0.685 3.887 0.9145 -11.09 5.944 15.89 -1.029 5.944 25.95 29.95 21.95 3.887 29.95 23.89 27.89 17.95 1.943
0.69 0.9145 -5.03 -9.031 2.972 10.97 -9.031 -1.029 14.98 20.92 12.92 1.943 24.92 12.92 13.95 12.92 0
0.695 -7.087 -17.03 -5.03 -1.029 4.915 -15.09 -2.058 6.973 8.916 1.943 1.943 17.95 0.9145 5.944 5.944 -4.001
0.7 -11.09 -21.03 0.9145 1.943 1.943 -11.09 -2.058 1.943 1.943 0.9145 1.943 13.95 -1.029 5.944 1.943 -3.086
0.705 -13.03 -21.03 0 5.944 0 -1.029 9.945 5.944 2.972 -2.058 1.943 9.945 0.9145 7.888 1.943 0.9145
0.71 -11.09 -15.09 -2.058 7.888 0 0 17.95 9.945 5.944 1.943 1.943 7.888 0 11.89 0 -2.058
0.715 -5.03 -7.087 -1.029 7.888 1.943 5.944 17.95 13.95 9.945 9.945 1.943 5.944 5.944 13.95 -2.058 0.9145
0.72 -2.058 -1.029 -3.086 5.944 5.944 7.888 9.945 11.89 15.89 15.89 5.944 5.944 9.945 15.89 1.943 0.9145
0.725 5.944 6.973 -1.029 7.888 11.89 5.944 3.887 11.89 19.89 17.95 13.95 7.888 13.95 17.95 7.888 0.9145
0.73 9.945 12.92 3.887 11.89 19.89 3.887 5.944 11.89 21.95 15.89 21.95 13.95 13.95 17.95 13.95 0
0.735 9.945 16.92 15.89 17.95 21.95 0 15.89 15.89 21.95 9.945 25.95 19.89 13.95 13.95 17.95 1.943
0.74 5.944 14.98 23.89 19.89 15.89 -1.029 23.89 21.95 15.89 -2.058 25.95 25.95 11.89 5.944 15.89 0.9145
