    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1 230.1
0.625 -61.01 -63.03 -47.08 -51.01 -23.03 -25.06 -23.03 -33.03 -31.01 -23.03 -21.01 -21.01 7.978 -21.01 45.96 30
0.63 -57.08 -53.03 -31.01 -35.06 -24.04 -19.1 -16.07 -27.08 -29.1 -18.09 -12.02 -13.03 7.978 -17.08 40.9 21.91
0.635 -44.04 -41.01 -12.02 -14.04 -21.01 -16.07 -2.022 -11.01 -20 -11.01 0.8989 -1.011 4.944 -7.079 34.94 17.98
0.64 -27.08 -25.06 0.8989 0.8989 -9.101 -5.056 3.933 0 -5.056 0 5.955 13.93 3.933 0 25.96 10
0.645 -7.079 -13.03 1.91 3.933 0.8989 1.91 13.93 14.94 5.955 18.99 13.93 22.92 2.921 14.94 10.9 3.933
0.65 7.978 -5.056 0.8989 1.91 12.92 13.93 13.93 20.9 21.91 30.9 11.91 24.94 2.921 26.97 -3.034 0
0.655 21.91 -3.034 -1.011 -5.056 20 17.98 5.955 13.93 31.91 35.96 3.933 11.91 1.91 35.96 -31.01 -3.034
0.66 36.97 0.8989 -3.034 -12.02 24.94 20.9 -1.011 6.966 40.9 38.99 -3.034 0 0.8989 40.9 -52.02 -11.01
0.665 48.99 -1.011 1.91 -12.02 28.99 22.92 -11.01 -1.011 42.92 36.97 -15.06 -3.034 0.8989 40.9 -69.1 -21.01
0.67 55.96 0.8989 7.978 -5.056 30 23.93 -19.1 -1.011 43.93 37.98 -21.01 -7.079 -5.056 41.91 -69.1 -27.08
0.675 58.99 6.966 21.91 6.966 33.93 28.99 -17.08 -2.022 44.94 40 -19.1 1.91 -7.079 43.93 -57.08 -31.01
0.68 52.92 8.989 31.91 18.99 35.96 34.94 -13.03 3.933 44.94 41.91 -9.101 6.966 -7.079 43.93 -40 -29.1
0.685 43.93 8.989 30 25.96 35.96 35.96 -3.034 11.91 43.93 41.91 -2.022 17.98 -1.011 41.91 -17.08 -21.01
0.69 31.91 8.989 22.92 23.93 33.93 33.93 5.955 23.93 43.93 43.93 13.93 30.9 1.91 40 8.989 -9.101
0.695 17.98 2.921 4.944 11.91 25.96 25.96 21.91 31.91 43.93 40 27.98 42.92 10 35.96 40.9 3.933
0.7 0 -5.056 -15.06 -5.056 11.91 10 31.91 40 37.98 33.93 33.93 47.98 15.96 30 71.91 21.91
0.705 -17.08 -27.08 -36.07 -31.01 -1.011 -3.034 33.93 40 30 23.93 33.93 45.96 21.91 20 98.99 40
0.71 -41.01 -53.03 -54.04 -53.03 -19.1 -17.08 27.98 31.91 17.98 10 25.96 37.98 27.98 10 113.9 53.93
0.715 -59.1 -77.08 -61.01 -63.03 -33.03 -27.08 17.98 20 5.955 -2.022 15.96 25.96 30 1.91 120 60
0.72 -69.1 -89.1 -59.1 -63.03 -37.08 -27.08 7.978 7.978 0.8989 -3.034 7.978 13.93 31.91 0.8989 110 57.98
0.725 -67.08 -87.08 -53.03 -55.06 -29.1 -19.1 1.91 -2.022 -1.011 -3.034 0 5.955 31.91 0.8989 90 53.93
0.73 -53.03 -75.06 -47.08 -43.03 -15.06 -7.079 -2.022 -3.034 -3.034 -1.011 -1.011 1.91 27.98 0.8989 63.93 45.96
0.735 -35.06 -59.1 -41.01 -35.06 -1.011 -2.022 -3.034 -5.056 -1.011 0 -7.079 -2.022 20 -2.022 37.98 40
0.74 -19.1 -43.03 -37.08 -33.03 5.955 5.955 -9.101 -9.101 0.8989 1.91 -13.03 -8.09 11.91 -2.022 13.93 31.91
0.745 -7.079 -33.03 -33.03 -32.02 11.91 10 -19.1 -13.03 -2.022 1.91 -17.08 -20 5.955 0 -1.011 25.96
0.75 -1.011 -25.06 -29.1 -33.03 11.91 11.91 -27.08 -17.08 1.91 1.91 -23.03 -31.01 1.91 1.91 -23.03 21.91
0.755 0.8989 -21.01 -26.07 -32.02 11.91 13.93 -33.03 -20 3.933 1.91 -29.1 -38.09 0 1.91 -51.01 13.93
0.76 0 -19.1 -28.09 -32.02 11.91 11.91 -39.1 -24.04 3.933 0 -37.08 -43.03 -1.011 1.91 -87.08 1.91
0.765 3.933 -13.03 -25.06 -29.1 11.91 11.91 -41.01 -29.1 0 0.8989 -41.01 -53.03 -11.01 0.8989 -121 -7.079
0.77 10 -7.079 -16.07 -17.08 11.91 11.91 -39.1 -34.04 -3.034 -3.034 -43.03 -57.08 -27.08 -3.034 -148.1 -25.06
0.775 17.98 0.8989 -1.011 -7.079 13.93 13.93 -32.02 -32.02 -11.01 -6.067 -37.08 -56.07 -43.03 -6.067 -158.1 -41.01
0.78 23.93 4.944 0 0 15.96 13.93 -17.08 -23.03 -11.01 -7.079 -25.06 -47.08 -53.03 -7.079 -147.1 -55.06
0.785 27.98 12.92 5.955 10.9 17.98 11.91 0 -7.079 -9.101 -4.045 -6.067 -29.1 -57.08 -4.045 -114 -62.02
0.79 27.98 14.94 8.989 15.96 15.96 10 10.9 3.933 -2.022 -2.022 2.921 -4.045 -55.06 -2.022 -78.09 -66.07
0.795 25.96 16.97 10 13.93 11.91 7.978 17.98 20 0.8989 0.8989 15.96 11.91 -51.01 -3.034 -39.1 -63.03
0.8 23.93 16.97 13.93 13.93 5.955 5.955 22.92 28.99 -1.011 0.8989 24.94 22.92 -46.07 0 -7.079 -56.07
0.805 26.97 20.9 20.9 12.92 1.91 5.955 26.97 32.92 -1.011 7.978 30.9 27.98 -38.09 0.8989 11.91 -44.04
0.81 23.93 22.92 25.96 15.96 1.91 7.978 23.93 31.91 1.91 13.93 30 23.93 -31.01 10 30 -29.1
0.815 24.94 16.97 24.94 14.94 1.91 10 23.93 28.99 8.989 17.98 25.96 18.99 -20 17.98 38.99 -11.01
0.82 20.9 2.921 7.978 6.966 3.933 11.91 13.93 17.98 15.96 22.92 11.91 8.989 -12.02 22.92 43.93 -2.022
0.825 5.955 -17.08 -13.03 -9.101 3.933 7.978 0.8989 -2.022 20 20 -1.011 -3.034 -5.056 21.91 41.91 10
0.83 -4.045 -37.08 -33.03 -30 0 1.91 -13.03 -18.09 13.93 15.96 -16.07 -17.08 -2.022 15.96 40 24.94
0.835 -15.06 -49.1 -44.04 -46.07 -2.022 1.91 -30 -34.04 8.989 8.989 -27.08 -29.1 4.944 6.966 34.94 37.98
0.84 -21.01 -47.08 -43.03 -51.01 -2.022 0.8989 -33.03 -39.1 3.933 7.978 -27.08 -35.06 15.96 7.978 35.96 50
0.845 -13.03 -23.03 -27.08 -37.08 0.8989 0.8989 -23.03 -29.1 3.933 17.98 -18.09 -24.04 32.92 15.96 40.9 61.91
0.85 0 0.8989 0 -8.09 4.944 7.978 -7.079 -5.056 16.97 30.9 -5.056 -5.056 46.97 27.98 45.96 67.98
0.855 10.9 16.97 20 15.96 12.92 12.92 3.933 13.93 31.91 42.92 5.955 8.989 52.92 42.92 33.93 63.93
0.86 20.9 28.99 40.9 36.97 16.97 13.93 15.96 25.96 38.99 44.94 11.91 17.98 44.94 43.93 10 47.98
0.865 30 30.9 45.96 43.93 16.97 14.94 20 30 41.91 37.98 16.97 16.97 24.94 40 -22.02 20
0.87 27.98 24.94 41.91 41.91 13.93 7.978 15.96 21.91 31.91 20 13.93 5.955 -2.022 21.91 -67.08 -9.101
0.875 23.93 16.97 30.9 32.92 10 0.8989 8.989 12.92 14.94 -1.011 7.978 -5.056 -28.09 0.8989 -110 -45.06
0.88 14.94 10.9 13.93 20.9 1.91 -1.011 1.91 2.921 -3.034 -13.03 -1.011 -23.03 -55.06 -13.03 -143 -78.09
0.885 3.933 8.989 3.933 10 0.8989 -5.056 -3.034 -3.034 -19.1 -23.03 -7.079 -39.1 -77.08 -23.03 -167.1 -97.08
0.89 1.91 6.966 0 6.966 -3.034 -1.011 -9.101 -9.101 -21.01 -20 -15.06 -42.02 -86.07 -18.09 -165.1 -95.06
0.895 -1.011 8.989 0.8989 4.944 0.8989 1.91 -13.03 -14.04 -14.04 -5.056 -17.08 -40 -76.07 -3.034 -148.1 -73.03
0.9 3.933 8.989 3.933 5.955 1.91 10 -17.08 -19.1 0.8989 10 -23.03 -33.03 -53.03 15.96 -111 -41.01
0.905 12.92 8.989 12.92 10.9 10 17.98 -16.07 -12.02 18.99 31.91 -18.09 -15.06 -18.09 36.97 -61.01 0
0.91 20 12.92 20 20 15.96 20 -12.02 -4.045 38.99 46.97 -12.02 0 12.92 52.92 1.91 30.9
0.915 27.98 12.92 25.96 25.96 17.98 17.98 -3.034 3.933 50 55.96 -1.011 11.91 43.93 60 53.93 57.98
0.92 30 14.94 32.92 35.96 15.96 13.93 2.921 21.91 56.97 62.92 6.966 26.97 67.98 64.94 102.9 74.94
0.925 33.93 16.97 40 40.9 15.96 10 18.99 37.98 60 70.9 22.92 40 81.91 64.94 132.9 86.97
0.93 35.96 20.9 45.96 43.93 17.98 11.91 30 50 65.96 75.96 33.93 53.93 95.96 70 136 97.98
0.935 40 26.97 50 47.98 21.91 13.93 40.9 58.99 73.93 82.92 41.91 66.97 108 76.97 124.9 108
0.94 41.91 32.92 44.94 47.98 21.91 17.98 41.91 56.97 80 83.93 41.91 67.98 113.9 80 104.9 113.9
0.945 40 36.97 35.96 37.98 20 15.96 37.98 50 81.91 80 35.96 61.91 116 77.98 87.98 111.9
0.95 30 34.94 22.92 28.99 10 11.91 27.98 36.97 73.93 70 25.96 53.93 108 70 81.91 103.9
0.955 15.96 22.92 4.944 10.9 0 5.955 20 22.92 61.91 53.93 17.98 40.9 91.91 53.93 85.96 87.98
0.96 -2.022 4.944 -9.101 -5.056 -3.034 0.8989 13.93 11.91 43.93 35.96 13.93 27.98 70 33.93 90 70
0.965 -13.03 -13.03 -23.03 -16.07 -11.01 -7.079 10 5.955 21.91 15.96 11.91 20.9 45.96 11.91 85.96 45.96
0.97 -25.06 -27.08 -31.01 -25.06 -17.08 -17.08 7.978 0 0 -5.056 10 10.9 17.98 -9.101 65.96 20
0.975 -31.01 -29.1 -33.03 -27.08 -23.03 -25.06 3.933 -3.034 -19.1 -31.01 3.933 -1.011 -9.101 -35.06 31.91 -5.056
0.98 -31.01 -21.01 -31.01 -25.06 -31.01 -33.03 0.8989 -15.06 -43.03 -57.08 -1.011 -21.01 -39.1 -59.1 -7.079 -37.08
