    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
41 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1 253.1
0 -7.045 -5.067 19.9 15.94 22 13.97 53.89 41.9 66 99.99 19.9 1.978 15.94 17.92 35.97 61.92
0.005 2.966 0 33.99 33.99 47.96 37.94 77.99 61.92 77.99 103.9 13.97 0.9888 25.96 22 39.92 61.92
0.01 12.98 -2.101 41.9 35.97 51.91 44 75.89 61.92 77.99 93.93 17.92 1.978 27.93 17.92 41.9 57.97
0.015 33 1.978 60.93 45.98 60.93 50.92 80.96 61.92 91.96 102 24.97 0 35.97 33 58.96 56.98
0.02 42.89 17.92 70.94 58.96 74.9 60.93 96.9 67.98 102 108.9 28.92 -1.112 51.91 48.94 72.92 58.96
0.025 46.97 16.93 77 49.93 84.91 66.99 99.99 73.91 99.99 103.9 30.9 -1.112 61.92 28.92 77.99 55
0.03 48.94 13.97 72.92 50.92 84.91 64.89 101 79.97 103.9 111 26.94 8.899 56.98 16.93 80.96 56.98
0.035 42.89 14.96 55.99 41.9 71.93 55.99 91.96 71.93 99.99 103.9 23.98 7.91 53.89 19.9 77.99 57.97
0.04 28.92 9.888 39.92 29.91 57.97 45.98 69.96 61.92 79.97 79.97 15.94 7.91 44 11.99 67.98 51.91
0.045 20.89 8.899 36.96 27.93 46.97 36.96 53.89 47.96 66 66 2.966 11 19.9 11 49.93 42.89
0.05 18.91 11.99 34.98 25.96 38.93 30.9 55 37.94 57.97 59.94 4.944 7.91 19.9 18.91 38.93 33
0.055 8.899 0 27.93 20.89 38.93 29.91 46.97 37.94 46.97 48.94 0 11.99 22.99 6.921 26.94 24.97
0.06 -7.045 -7.045 9.888 7.91 19.9 19.9 31.89 25.96 37.94 44 -7.045 19.9 5.933 0.9888 11.99 22
0.065 -15.08 0 0.9888 0 6.921 12.98 26.94 15.94 37.94 44 0 22 5.933 2.966 18.91 26.94
0.07 -13.1 1.978 5.933 8.899 11.99 17.92 26.94 26.94 44.99 48.94 0 23.98 11 7.91 26.94 33.99
0.075 -7.045 1.978 11.99 26.94 16.93 27.93 33 39.92 49.93 55 1.978 31.89 1.978 8.899 27.93 36.96
0.08 0.9888 8.899 14.96 34.98 18.91 35.97 44 46.97 46.97 55.99 9.888 31.89 1.978 14.96 26.94 34.98
0.085 -1.112 0.9888 11 23.98 19.9 34.98 40.91 42.89 37.94 53.89 18.91 24.97 9.888 17.92 26.94 33.99
0.09 -13.1 -11 0.9888 7.91 13.97 26.94 35.97 28.92 25.96 45.98 15.94 25.96 6.921 13.97 22.99 34.98
0.095 -11 -14.09 -3.09 -1.112 11.99 13.97 31.89 16.93 18.91 35.97 17.92 13.97 9.888 3.955 22.99 27.93
0.1 2.966 -19.03 5.933 -5.067 22 7.91 38.93 22 37.94 41.9 25.96 1.978 16.93 3.955 33 26.94
0.105 11 -11 22 4.944 36.96 9.888 52.9 33.99 66 50.92 25.96 -9.022 31.89 6.921 45.98 30.9
0.11 20.89 -7.045 26.94 14.96 41.9 22.99 56.98 44.99 68.97 56.98 22 -27.07 36.96 3.955 53.89 27.93
0.115 22.99 -13.1 25.96 16.93 38.93 27.93 59.94 44.99 69.96 66 26.94 -47.09 34.98 6.921 56.98 29.91
0.12 20.89 -9.022 23.98 22 37.94 35.97 58.96 45.98 68.97 71.93 16.93 -40.04 33.99 6.921 55 38.93
0.125 20.89 0.9888 9.888 24.97 34.98 45.98 53.89 50.92 49.93 63.9 6.921 -25.09 12.98 -1.112 38.93 35.97
0.13 16.93 7.91 8.899 14.96 29.91 38.93 42.89 40.91 38.93 50.92 7.91 -9.022 0.9888 0.9888 27.93 25.96
0.135 20.89 15.94 13.97 22.99 22.99 31.89 34.98 29.91 37.94 42.89 9.888 5.933 13.97 8.899 25.96 24.97
0.14 22.99 13.97 9.888 25.96 19.9 33.99 22.99 27.93 23.98 37.94 1.978 18.91 18.91 15.94 24.97 26.94
0.145 18.91 16.93 7.91 23.98 9.888 23.98 9.888 18.91 11 25.96 1.978 22 11.99 15.94 18.91 23.98
0.15 12.98 15.94 2.966 15.94 0.9888 11 7.91 2.966 0 13.97 0 31.89 11 15.94 12.98 20.89
0.155 0.9888 9.888 -8.034 5.933 -11 0.9888 -2.101 -2.101 -9.022 -2.101 -1.112 33 1.978 7.91 -1.112 15.94
0.16 -13.1 2.966 -26.08 -10.01 -28.06 -7.045 -21.01 -20.02 -24.1 -21.01 -1.112 31.89 -19.03 0 -14.09 0
0.165 -21.01 0.9888 -39.06 -20.02 -50.06 -31.02 -46.1 -45.11 -35.1 -40.04 -3.09 25.96 -29.04 -6.056 -29.04 -16.07
0.17 -29.04 -10.01 -43.01 -20.02 -59.08 -39.06 -60.07 -56.11 -40.04 -46.1 -13.1 13.97 -42.02 -5.067 -40.04 -17.06
0.175 -41.03 -17.06 -50.06 -25.09 -64.02 -38.07 -58.09 -61.06 -51.04 -55 -22 1.978 -59.08 -20.02 -48.08 -22
0.18 -39.06 -11 -49.07 -23.11 -69.09 -43.01 -51.04 -57.1 -55 -53.02 -9.022 0.9888 -47.09 -25.09 -43.01 -17.06
0.185 -29.04 -6.056 -37.08 -14.09 -56.11 -29.04 -34.11 -41.03 -40.04 -36.09 0.9888 -7.045 -32.01 -20.02 -32.01 -4.079
0.19 -29.04 -9.022 -34.11 -19.03 -44 -16.07 -32.01 -29.04 -35.1 -27.07 -6.056 -13.1 -35.1 -36.09 -28.06 -10.01
0.195 -17.06 0 -22 -13.1 -41.03 -18.04 -29.04 -23.11 -31.02 -17.06 -1.112 -6.056 -33 -30.03 -25.09 -7.045
0.2 -1.112 7.91 -3.09 3.955 -23.11 -7.045 -15.08 -13.1 -17.06 -11 3.955 -1.112 -31.02 -5.067 -29.04 5.933
0.205 4.944 11 0 15.94 -17.06 1.978 -7.045 -9.022 -9.022 -5.067 0.9888 -3.09 -31.02 0 -27.07 9.888
0.21 11 15.94 11 26.94 -14.09 0.9888 0 -7.045 -11 -1.112 0.9888 -10.01 -16.07 11 -14.09 16.93
0.215 8.899 4.944 16.93 25.96 -6.056 6.921 0.9888 -3.09 -11 -1.112 -4.079 -26.08 -11 16.93 -13.1 22.99
0.22 0.9888 -1.112 8.899 11 -12.11 0.9888 -10.01 -9.022 -15.08 -10.01 -26.08 -32.01 -13.1 0.9888 -8.034 12.98
0.225 2.966 11.99 12.98 9.888 -12.11 0 -6.056 -5.067 -13.1 -11 -18.04 -21.01 -5.067 1.978 -1.112 14.96
0.23 11 16.93 27.93 22 -2.101 9.888 3.955 1.978 -3.09 -7.045 -9.022 -8.034 -2.101 3.955 -2.101 29.91
0.235 12.98 4.944 31.89 27.93 5.933 23.98 13.97 5.933 0 -2.101 -5.067 -8.034 -2.101 0 -2.101 23.98
0.24 4.944 9.888 31.89 27.93 9.888 25.96 15.94 7.91 -5.067 0 0.9888 -11 -1.112 -1.112 -5.067 11.99
0.245 -1.112 1.978 15.94 13.97 1.978 19.9 3.955 0.9888 -15.08 -5.067 -5.067 -11 -15.08 -9.022 -23.11 3.955
0.25 -21.01 -11 -15.08 -8.034 -21.01 0.9888 -19.03 -24.1 -21.01 -19.03 -21.01 -2.101 -29.04 -16.07 -29.04 -4.079
0.255 -43.01 -4.079 -39.06 -26.08 -37.08 -23.11 -33 -38.07 -25.09 -25.09 -43.01 2.966 -37.08 -18.04 -23.11 -11
0.26 -51.04 -2.101 -45.11 -29.04 -39.06 -30.03 -26.08 -40.04 -16.07 -19.03 -55 13.97 -39.06 -21.01 -13.1 -4.079
0.265 -47.09 -6.056 -43.01 -27.07 -33 -28.06 -20.02 -33 -16.07 -16.07 -51.04 11.99 -35.1 -26.08 -7.045 -5.067
0.27 -45.11 -1.112 -39.06 -26.08 -29.04 -20.02 -20.02 -32.01 -23.11 -21.01 -47.09 0.9888 -35.1 -32.01 -13.1 -14.09
0.275 -39.06 -11 -39.06 -31.02 -37.08 -25.09 -24.1 -35.1 -20.02 -20.02 -37.08 -4.079 -33 -38.07 -23.11 -15.08
0.28 -35.1 -19.03 -45.11 -43.01 -51.04 -41.03 -37.08 -49.07 -39.06 -31.02 -27.07 -5.067 -33 -41.03 -27.07 -23.11
0.285 -43.01 -6.056 -51.04 -53.02 -59.08 -57.1 -41.03 -57.1 -47.09 -45.11 -37.08 -7.045 -45.11 -47.09 -29.04 -29.04
0.29 -39.06 -7.045 -41.03 -46.1 -53.02 -62.04 -30.03 -52.03 -27.07 -31.02 -25.09 -4.079 -37.08 -48.08 -17.06 -24.1
0.295 -17.06 -3.09 -23.11 -25.09 -29.04 -44 -14.09 -41.03 -28.06 -25.09 0.9888 0 -17.06 -47.09 -11 -22
0.3 -5.067 0.9888 -23.11 -16.07 -17.06 -23.11 -9.022 -30.03 -22 -22 1.978 -12.11 -9.022 -44 -7.045 -23.11
0.305 -3.09 1.978 -19.03 -19.03 -17.06 -23.11 -9.022 -23.11 -1.112 -1.112 9.888 -27.07 1.978 -37.08 5.933 -19.03
0.31 0.9888 0 -13.1 -23.11 -13.1 -20.02 -1.112 -23.11 -6.056 -3.09 15.94 -19.03 9.888 -37.08 13.97 -20.02
0.315 4.944 0 -9.022 -24.1 -6.056 -27.07 5.933 -26.08 4.944 -8.034 11.99 -21.01 7.91 -37.08 23.98 -14.09
0.32 24.97 7.91 11 -7.045 1.978 -28.06 17.92 -14.09 49.93 6.921 34.98 -13.1 34.98 -20.02 46.97 -1.112
0.325 55 15.94 40.91 8.899 22.99 -4.079 37.94 -3.09 49.93 14.96 64.89 1.978 61.92 -13.1 53.89 1.978
0.33 62.91 15.94 50.92 17.92 30.9 11 36.96 3.955 44.99 11.99 60.93 -5.067 58.96 -17.06 55 0.9888
0.335 56.98 22 53.89 28.92 34.98 15.94 40.91 18.91 55 29.91 55.99 -8.034 59.94 0 63.9 11.99
0.34 55 23.98 53.89 40.91 44.99 34.98 53.89 30.9 36.96 35.97 47.96 4.944 56.98 1.978 56.98 19.9
0.345 44.99 26.94 46.97 52.9 44 42.89 52.9 41.9 29.91 27.93 26.94 -1.112 38.93 0 42.89 31.89
0.35 42.89 28.92 40.91 49.93 37.94 38.93 47.96 44.99 44 34.98 26.94 0 36.96 8.899 40.91 34.98
0.355 34.98 13.97 35.97 25.96 28.92 36.96 37.94 35.97 27.93 22.99 27.93 2.966 34.98 6.921 30.9 25.96
0.36 14.96 0 22.99 6.921 14.96 22.99 22.99 15.94 13.97 11 11 -11 17.92 -1.112 19.9 22.99
0.365 12.98 3.955 17.92 6.921 9.888 8.899 18.91 16.93 20.89 23.98 13.97 -13.1 15.94 -1.112 15.94 27.93
0.37 12.98 -1.112 26.94 14.96 16.93 18.91 24.97 22 17.92 28.92 28.92 -7.045 31.89 -1.112 22 22.99
0.375 2.966 -13.1 23.98 23.98 14.96 30.9 19.9 17.92 17.92 26.94 19.9 -16.07 24.97 -10.01 22.99 23.98
0.38 2.966 -4.079 18.91 27.93 11.99 34.98 19.9 20.89 19.9 26.94 14.96 -11 16.93 -8.034 22.99 17.92
0.385 -5.067 -12.11 6.921 2.966 9.888 24.97 18.91 7.91 5.933 5.933 1.978 -4.079 11 -12.11 11 3.955
0.39 -23.11 -22 -15.08 -14.09 -4.079 -2.101 -1.112 -18.04 -6.056 -7.045 -23.11 -8.034 -6.056 -18.04 -4.079 0.9888
0.395 -1.112 -1.112 -11 -8.034 -10.01 -27.07 -4.079 -18.04 -8.034 -5.067 -7.045 -4.079 -7.045 -6.056 -11 0
0.4 22.99 5.933 4.944 -1.112 -4.079 -24.1 0.9888 -11 -6.056 -3.09 12.98 1.978 8.899 -3.09 -2.101 4.944
0.405 40.91 17.92 20.89 8.899 0 -12.11 1.978 -13.1 0 -1.112 28.92 0.9888 17.92 0.9888 5.933 11
0.41 62.91 31.89 33 29.91 5.933 4.944 9.888 -1.112 13.97 14.96 40.91 15.94 24.97 0.9888 22.99 13.97
0.415 55 22 27.93 30.9 6.921 7.91 13.97 0.9888 14.96 11 37.94 29.91 25.96 0.9888 23.98 11
0.42 36.96 15.94 7.91 25.96 -1.112 2.966 0.9888 -1.112 11 3.955 35.97 33.99 15.94 -1.112 22 8.899
0.425 34.98 25.96 -2.101 19.9 -5.067 0 -2.101 -1.112 7.91 9.888 37.94 29.91 7.91 0 15.94 11.99
0.43 18.91 18.91 0.9888 8.899 0.9888 1.978 9.888 0 8.899 6.921 31.89 22.99 9.888 1.978 13.97 13.97
0.435 2.966 11.99 0 9.888 1.978 1.978 16.93 0 16.93 7.91 23.98 13.97 15.94 -3.09 22 16.93
0.44 -7.045 13.97 0 8.899 7.91 2.966 22.99 8.899 17.92 23.98 11.99 0.9888 19.9 -6.056 25.96 12.98
0.445 -25.09 6.921 -2.101 5.933 11.99 1.978 25.96 9.888 19.9 31.89 7.91 -11 22 -11 25.96 11.99
0.45 -23.11 0.9888 9.888 15.94 17.92 5.933 35.97 25.96 37.94 45.98 13.97 -21.01 27.93 -3.09 31.89 23.98
0.455 -19.03 -5.067 17.92 22 29.91 27.93 46.97 41.9 46.97 68.97 -2.101 -22 27.93 8.899 29.91 39.92
0.46 -29.04 -13.1 17.92 28.92 39.92 40.91 52.9 48.94 45.98 71.93 -13.1 -18.04 19.9 12.98 22 50.92
0.465 -23.11 -10.01 25.96 49.93 45.98 56.98 55 59.94 46.97 60.93 -15.08 -9.022 13.97 14.96 19.9 55.99
0.47 -17.06 -8.034 25.96 53.89 39.92 62.91 42.89 52.9 24.97 49.93 -19.03 -1.112 1.978 15.94 3.955 42.89
0.475 -13.1 -10.01 13.97 42.89 23.98 45.98 23.98 30.9 5.933 33.99 -7.045 -1.112 -5.067 11 -5.067 27.93
0.48 0.9888 -1.112 17.92 40.91 15.94 33 17.92 28.92 13.97 31.89 9.888 18.91 0.9888 14.96 0.9888 24.97
0.485 6.921 4.944 19.9 29.91 15.94 23.98 17.92 27.93 27.93 47.96 22 25.96 15.94 15.94 7.91 25.96
0.49 14.96 11.99 17.92 27.93 17.92 23.98 23.98 27.93 29.91 45.98 29.91 27.93 22 13.97 13.97 22
0.495 28.92 22 22 31.89 11.99 27.93 23.98 27.93 27.93 33.99 25.96 30.9 15.94 11.99 15.94 18.91
0.5 24.97 24.97 15.94 27.93 -2.101 19.9 9.888 15.94 17.92 29.91 22 26.94 11.99 15.94 7.91 11.99
0.505 33 31.89 11 28.92 -4.079 12.98 1.978 1.978 -2.101 18.91 34.98 33.99 7.91 22.99 0 4.944
0.51 44.99 36.96 16.93 30.9 -6.056 12.98 -1.112 1.978 1.978 18.91 36.96 52.9 5.933 22.99 1.978 0.9888
0.515 44.99 33 18.91 37.94 -2.101 14.96 -1.112 11.99 27.93 33 40.91 56.98 11.99 22.99 5.933 4.944
0.52 56.98 30.9 26.94 50.92 4.944 28.92 9.888 29.91 23.98 33 46.97 50.92 15.94 26.94 0.9888 11.99
0.525 62.91 34.98 27.93 44 1.978 33.99 11.99 33.99 13.97 27.93 31.89 49.93 5.933 25.96 0.9888 9.888
0.53 44.99 27.93 22 35.97 0.9888 23.98 5.933 23.98 17.92 44 19.9 39.92 3.955 23.98 0 9.888
0.535 30.9 17.92 24.97 39.92 9.888 19.9 22 22 3.955 50.92 17.92 26.94 13.97 26.94 9.888 16.93
0.54 6.921 19.9 28.92 34.98 22.99 24.97 37.94 29.91 17.92 64.89 -2.101 7.91 11.99 20.89 22 20.89
0.545 -25.09 0.9888 24.97 34.98 34.98 34.98 52.9 45.98 66 89.98 -10.01 -15.08 13.97 15.94 38.93 33.99
0.55 -37.08 -18.04 27.93 37.94 53.89 53.89 75.89 73.91 77.99 91.96 -7.045 -45.11 27.93 11.99 41.9 41.9
0.555 -37.08 -23.11 28.92 34.98 62.91 70.94 79.97 83.92 73.91 94.92 -14.09 -53.02 23.98 11 41.9 48.94
0.56 -49.07 -22 17.92 30.9 57.97 69.96 66.99 77.99 79.97 97.89 -15.08 -54.01 19.9 15.94 42.89 51.91
0.565 -43.01 -18.04 4.944 33.99 46.97 64.89 55.99 71.93 55 73.91 -18.04 -53.02 18.91 13.97 19.9 48.94
0.57 -33 -7.045 -1.112 30.9 22.99 47.96 36.96 49.93 26.94 49.93 -26.08 -42.02 -2.101 15.94 0 36.96
0.575 -21.01 -2.101 -1.112 29.91 -2.101 27.93 22 29.91 26.94 42.89 -21.01 -23.11 -2.101 22.99 1.978 28.92
0.58 0.9888 9.888 4.944 36.96 -1.112 22.99 17.92 23.98 13.97 31.89 -11 -10.01 0 29.91 0 17.92
0.585 24.97 24.97 17.92 42.89 3.955 20.89 16.93 17.92 4.944 27.93 -9.022 1.978 1.978 39.92 0.9888 16.93
0.59 26.94 33 18.91 47.96 5.933 18.91 9.888 11.99 15.94 34.98 0.9888 20.89 1.978 44.99 0 16.93
0.595 28.92 28.92 13.97 41.9 0.9888 26.94 1.978 13.97 14.96 19.9 4.944 26.94 0 29.91 -7.045 6.921
0.6 46.97 29.91 5.933 33.99 -9.022 19.9 -6.056 1.978 -2.101 0 13.97 33.99 -10.01 15.94 -18.04 0.9888
0.605 55 33 -2.101 22 -28.06 4.944 -24.1 -8.034 -3.09 -1.112 17.92 44 -10.01 11.99 -13.1 -2.101
0.61 56.98 36.96 -9.022 11.99 -40.04 0.9888 -27.07 -8.034 -5.067 -1.112 0.9888 44 -11 4.944 -14.09 0
0.615 52.9 26.94 -12.11 11.99 -30.03 -1.112 -20.02 -4.079 -7.045 8.899 -13.1 37.94 -22 7.91 -23.11 0
0.62 26.94 22 -13.1 11.99 -23.11 -3.09 -6.056 -2.101 -2.101 22 -19.03 39.92 -24.1 13.97 -18.04 6.921
0.625 11 22.99 -1.112 9.888 -14.09 -1.112 0.9888 1.978 0.9888 15.94 -24.1 36.96 -28.06 17.92 -17.06 6.921
0.63 6.921 14.96 2.966 15.94 -7.045 -1.112 -3.09 0.9888 -1.112 0.9888 -23.11 20.89 -26.08 24.97 -21.01 8.899
0.635 -15.08 0 -5.067 6.921 -17.06 -8.034 -10.01 -7.045 -8.034 -1.112 -29.04 5.933 -18.04 29.91 -23.11 16.93
0.64 -65.01 -17.06 -32.01 -8.034 -29.04 -20.02 -17.06 -13.1 -7.045 5.933 -43.01 -2.101 -27.07 23.98 -19.03 23.98
0.645 -111.1 -38.07 -51.04 -25.09 -23.11 -21.01 -11 -9.022 8.899 24.97 -53.02 -29.04 -30.03 11 -15.08 26.94
0.65 -145.1 -69.09 -68.1 -42.02 -18.04 -21.01 -1.112 -2.101 22.99 39.92 -54.01 -50.06 -33 0.9888 -5.067 24.97
0.655 -151 -72.06 -64.02 -43.01 -8.034 -14.09 11.99 9.888 22.99 49.93 -68.1 -67.11 -34.11 -11 0 24.97
0.66 -131 -62.04 -41.03 -30.03 1.978 1.978 18.91 23.98 31.89 49.93 -79.1 -89.11 -23.11 -11 4.944 33.99
0.665 -101.1 -61.06 -28.06 -20.02 11 8.899 31.89 39.92 33.99 52.9 -88 -101.1 -13.1 -6.056 3.955 46.97
0.67 -75.02 -48.08 -9.022 -11 19.9 11.99 35.97 45.98 39.92 63.9 -79.1 -99 -13.1 -9.022 7.91 53.89
0.675 -33 -26.08 11 0.9888 34.98 24.97 40.91 53.89 59.94 73.91 -58.09 -89.11 0.9888 -1.112 18.91 55.99
0.68 4.944 -7.045 22.99 22.99 38.93 34.98 53.89 61.92 57.97 68.97 -34.11 -67.11 9.888 11 27.93 44.99
0.685 36.96 22 30.9 39.92 31.89 33.99 47.96 45.98 31.89 48.94 -23.11 -30.03 5.933 18.91 19.9 28.92
0.69 48.94 39.92 31.89 47.96 17.92 31.89 25.96 22 13.97 17.92 -17.06 0.9888 -2.101 33.99 0.9888 13.97
0.695 42.89 34.98 15.94 41.9 0 22 5.933 0.9888 -11 -7.045 -21.01 27.93 -15.08 44 -25.09 1.978
0.7 24.97 34.98 1.978 20.89 -16.07 0.9888 -17.06 -29.04 -37.08 -24.1 -34.11 44.99 -47.09 30.9 -44 -1.112
0.705 11 30.9 -10.01 0 -36.09 -14.09 -37.08 -43.01 -25.09 -24.1 -38.07 44.99 -49.07 12.98 -51.04 -4.079
0.71 8.899 16.93 -14.09 -4.079 -34.11 -22 -29.04 -35.1 -15.08 -12.11 -34.11 38.93 -35.1 12.98 -39.06 -4.079
0.715 2.966 11.99 -10.01 -8.034 -28.06 -26.08 -17.06 -29.04 -11 -1.112 -24.1 29.91 -27.07 8.899 -31.02 0
0.72 2.966 4.944 -3.09 0.9888 -21.01 -21.01 -7.045 -15.08 0.9888 13.97 -3.09 28.92 -11 11.99 -25.09 -2.101
0.725 0.9888 5.933 0 9.888 -7.045 -3.09 0 0.9888 -3.09 15.94 1.978 28.92 -9.022 29.91 -25.09 6.921
0.73 -17.06 3.955 -7.045 5.933 -11 -1.112 -1.112 -3.09 -17.06 9.888 -19.03 7.91 -31.02 19.9 -33 3.955
0.735 -45.11 -9.022 -23.11 -7.045 -27.07 -13.1 -17.06 -13.1 -11 5.933 -31.02 -1.112 -37.08 -2.101 -33 1.978
0.74 -63.03 -20.02 -27.07 -12.11 -27.07 -19.03 -15.08 -10.01 -1.112 9.888 -31.02 -16.07 -31.02 1.978 -19.03 4.944
0.745 -79.1 -30.03 -43.01 -29.04 -15.08 -21.01 -3.09 -8.034 5.933 19.9 -37.08 -34.11 -31.02 -1.112 -3.09 2.966
0.75 -89.11 -54.01 -55 -46.1 -11 -24.1 -1.112 -5.067 16.93 30.9 -37.08 -33 -25.09 -3.09 0 5.933
0.755 -81.08 -56.11 -55 -49.07 -9.022 -26.08 1.978 -1.112 8.899 28.92 -45.11 -39.06 -31.02 -7.045 -7.045 3.955
0.76 -73.04 -48.08 -53.02 -54.01 -11 -26.08 0 0 0.9888 28.92 -73.04 -48.08 -49.07 -12.11 -23.11 -1.112
0.765 -69.09 -49.07 -45.11 -51.04 -23.11 -26.08 -3.09 0.9888 8.899 40.91 -87.01 -47.09 -47.09 -22 -19.03 7.91
0.77 -49.07 -37.08 -27.07 -31.02 -19.03 -15.08 -1.112 5.933 13.97 51.91 -79.1 -47.09 -41.03 -15.08 -7.045 17.92
0.775 -25.09 -24.1 -19.03 -17.06 -3.09 0.9888 7.91 19.9 23.98 57.97 -83.06 -47.09 -39.06 1.978 -1.112 19.9
0.78 -13.1 -12.11 -21.01 -16.07 0.9888 1.978 16.93 18.91 26.94 55 -85.03 -36.09 -39.06 2.966 -3.09 20.89
0.785 4.944 17.92 -13.1 -6.056 0.9888 -6.056 8.899 11.99 18.91 36.96 -71.07 -33 -37.08 -2.101 -15.08 9.888
0.79 26.94 31.89 1.978 3.955 14.96 -3.09 22 11 28.92 35.97 -59.08 -34.11 -27.07 2.966 -8.034 -1.112
0.795 33 23.98 11.99 15.94 23.98 0.9888 35.97 17.92 39.92 45.98 -41.03 -13.1 -7.045 5.933 3.955 7.91
0.8 30.9 27.93 15.94 12.98 19.9 6.921 30.9 23.98 36.96 50.92 -13.1 0.9888 -5.067 9.888 7.91 13.97
0.805 22.99 7.91 1.978 -2.101 14.96 7.91 22 20.89 27.93 47.96 -7.045 0.9888 -18.04 15.94 -4.079 12.98
0.81 -3.09 -10.01 -20.02 -34.11 -3.09 0.9888 4.944 5.933 2.966 31.89 -17.06 19.9 -37.08 1.978 -27.07 9.888
0.815 -29.04 -18.04 -47.09 -56.11 -34.11 -25.09 -23.11 -16.07 -10.01 13.97 -24.1 23.98 -56.11 -8.034 -39.06 -1.112
0.82 -49.07 -30.03 -52.03 -60.07 -42.02 -36.09 -30.03 -31.02 -7.045 4.944 -29.04 22 -56.11 -3.09 -37.08 -5.067
0.825 -57.1 -25.09 -49.07 -50.06 -33 -43.01 -18.04 -32.01 -6.056 0.9888 -24.1 29.91 -48.08 0 -26.08 -8.034
0.83 -55 -21.01 -40.04 -45.11 -28.06 -47.09 -18.04 -34.11 0.9888 -1.112 -7.045 8.899 -34.11 -2.101 -17.06 -14.09
0.835 -57.1 -37.08 -32.01 -43.01 -23.11 -43.01 -8.034 -32.01 3.955 0 1.978 -9.022 -25.09 -1.112 -16.07 -14.09
0.84 -75.02 -41.03 -34.11 -40.04 -13.1 -39.06 -1.112 -25.09 0 3.955 -13.1 -11 -17.06 -7.045 -15.08 -13.1
0.845 -91.09 -47.09 -42.02 -43.01 -14.09 -40.04 -1.112 -19.03 7.91 17.92 -31.02 -23.11 -16.07 -16.07 -4.079 -9.022
0.85 -103.1 -54.01 -42.02 -44 -11 -34.11 4.944 -9.022 27.93 42.89 -33 -30.03 -16.07 -14.09 0 0.9888
0.855 -91.09 -39.06 -29.04 -34.11 1.978 -17.06 13.97 4.944 26.94 53.89 -25.09 -17.06 -7.045 -2.101 11 6.921
0.86 -67.11 -20.02 -12.11 -22 -2.101 -12.11 14.96 11.99 25.96 40.91 -21.01 -18.04 0 0.9888 17.92 11.99
0.865 -45.11 -1.112 -4.079 -11 -4.079 -12.11 11 3.955 15.94 25.96 -11 -27.07 -4.079 4.944 12.98 9.888
0.87 -23.11 13.97 1.978 -4.079 -3.09 -9.022 4.944 -3.09 -4.079 19.9 -19.03 -17.06 -5.067 0.9888 3.955 1.978
0.875 -3.09 19.9 2.966 0 -7.045 -9.022 4.944 -6.056 7.91 14.96 -32.01 -23.11 -11 -13.1 -1.112 0
0.88 0.9888 25.96 11 9.888 1.978 -1.112 6.921 -2.101 37.94 27.93 -31.02 -36.09 -10.01 -16.07 1.978 2.966
0.885 12.98 25.96 22 18.91 13.97 13.97 14.96 4.944 40.91 42.89 -38.07 -35.1 -4.079 -6.056 6.921 8.899
0.89 12.98 12.98 20.89 14.96 11 16.93 16.93 9.888 37.94 36.96 -57.1 -37.08 -18.04 1.978 0 13.97
0.895 2.966 8.899 13.97 16.93 -1.112 11.99 9.888 12.98 28.92 37.94 -62.04 -27.07 -30.03 11 -11 18.91
0.9 2.966 2.966 16.93 24.97 3.955 19.9 6.921 17.92 11 37.94 -65.01 -5.067 -31.02 29.91 -27.07 13.97
0.905 2.966 7.91 17.92 28.92 8.899 27.93 15.94 26.94 19.9 39.92 -55 14.96 -36.09 27.93 -28.06 14.96
0.91 -3.09 15.94 7.91 24.97 9.888 30.9 16.93 31.89 24.97 34.98 -37.08 22 -35.1 22 -27.07 15.94
0.915 -15.08 -1.112 -7.045 1.978 1.978 23.98 7.91 11.99 3.955 17.92 -23.11 15.94 -25.09 15.94 -27.07 5.933
0.92 -23.11 -11 -25.09 -21.01 -12.11 -3.09 -1.112 -8.034 0 5.933 -1.112 14.96 -27.07 4.944 -20.02 0
0.925 -21.01 -9.022 -29.04 -40.04 -25.09 -32.01 -12.11 -19.03 1.978 -1.112 11.99 11.99 -19.03 0 -15.08 -5.067
0.93 -21.01 -26.08 -23.11 -44 -19.03 -44 -10.01 -20.02 1.978 -1.112 15.94 1.978 -3.09 0 -5.067 -12.11
0.935 -17.06 -30.03 -11 -37.08 -7.045 -41.03 3.955 -11 19.9 19.9 25.96 -1.112 9.888 -9.022 7.91 -5.067
0.94 -17.06 -23.11 0 -17.06 9.888 -17.06 25.96 9.888 44 39.92 22 -13.1 22 -2.101 19.9 9.888
0.945 -25.09 -37.08 1.978 -3.09 23.98 4.944 44 27.93 48.94 46.97 5.933 -29.04 22 11 22 13.97
0.95 -33 -45.11 -2.101 1.978 33.99 12.98 52.9 34.98 58.96 58.96 -2.101 -12.11 19.9 4.944 33.99 12.98
0.955 -37.08 -46.1 0.9888 -1.112 39.92 22.99 52.9 37.94 60.93 60.93 -13.1 -1.112 7.91 5.933 37.94 15.94
0.96 -59.08 -52.03 -29.04 -24.1 17.92 16.93 34.98 23.98 30.9 36.96 -51.04 -3.09 -13.1 1.978 23.98 5.933
