    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1 237.1
0 11 5.905 49.9 11.93 51.98 45.96 45.96 31.96 1.968 -11.11 25.93 -1.042 41.91 0 17.95 -3.01
0.005 0.9262 -7.063 39.94 7.989 47.93 33.92 45.96 22 -3.01 -23.04 23.97 -5.094 39.94 -1.042 19.91 -3.01
0.01 -11.11 -21.07 25.93 3.936 33.92 19.91 31.96 9.957 -15.05 -35.08 15.98 -5.094 31.96 -3.01 19.91 -3.01
0.015 -19.1 -31.03 11.93 -3.01 11.93 5.905 11.93 -2.084 -19.1 -43.07 7.989 -9.031 17.95 -9.031 13.89 -7.063
0.02 -25.01 -37.05 0 -17.02 -3.01 -3.01 -3.01 -7.063 -15.05 -41.1 0.9262 -17.02 1.968 -19.1 7.989 -13.08
0.025 -27.09 -39.02 -5.094 -27.09 -19.1 -13.08 -17.02 -15.05 -7.063 -35.08 -13.08 -21.07 -11.11 -29.06 0 -21.07
0.03 -27.09 -37.05 -11.11 -29.06 -25.01 -17.02 -21.07 -19.1 -3.01 -27.09 -29.06 -23.04 -27.09 -37.05 -3.01 -25.01
0.035 -25.01 -26.05 -15.05 -23.04 -25.01 -17.02 -18.06 -21.07 -3.01 -19.1 -43.07 -21.07 -40.06 -35.08 -13.08 -23.04
0.04 -23.04 -16.09 -17.02 -15.05 -18.06 -13.08 -14.01 -20.03 -7.063 -15.05 -52.1 -15.05 -46.08 -27.09 -23.04 -17.02
0.045 -23.04 -5.094 -19.1 -13.08 -15.05 -13.08 -13.08 -23.04 -13.08 -9.031 -51.06 -11.11 -47.01 -17.02 -29.06 -5.094
0.05 -15.05 1.968 -21.07 -15.05 -16.09 -15.05 -16.09 -22.11 -15.05 0.9262 -36.01 -9.031 -38.09 -9.031 -28.02 2.894
0.055 -5.094 1.968 -20.03 -21.07 -16.09 -17.02 -20.03 -22.11 -11.11 3.936 -14.01 -9.031 -26.05 -8.105 -18.06 12.97
0.06 -1.042 -3.01 -11.11 -25.01 -19.1 -21.07 -17.02 -21.07 -1.042 7.989 1.968 -9.031 -11.11 -15.05 -1.042 15.98
