    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1 202.1
0 76.97 83.98 55.95 7.993 11.94 15.99 9.967 90 -17.07 1.974 45.99 25.95 17.96 19.93 -13.03 3.947
0.005 108.9 108 51.91 -3.059 3.947 7.993 1.974 79.93 -15.1 13.91 51.91 37.99 17.96 23.98 -13.03 13.91
0.01 124.9 123.9 47.96 -3.059 5.921 11.94 3.947 79.93 -7.006 27.93 43.91 47.96 17.96 31.97 -5.033 21.91
0.015 113 122 47.96 1.974 15.99 21.91 13.91 85.95 -2.072 31.97 27.93 47.96 19.93 35.92 0 21.91
0.02 76.97 103.9 51.91 13.91 26.94 30 25.95 90 3.947 27.93 15.99 41.94 21.91 33.95 7.993 15.99
0.025 42.93 79.93 58.91 21.91 32.96 34.93 31.97 85.95 5.921 21.91 13.91 33.95 21.91 25.95 9.967 7.993
0.03 28.91 60 63.95 23.98 30 31.97 30 75.98 5.921 17.96 19.93 25.95 21.91 19.93 9.967 5.921
0.035 45 49.93 66.91 21.91 26.94 28.91 23.98 63.95 5.921 19.93 31.97 23.98 19.93 15.99 11.94 9.967
0.04 72.93 49.93 58.91 19.93 21.91 24.97 15.99 55.95 9.967 25.95 43.91 23.98 18.95 17.96 15.99 17.96
0.045 88.91 53.98 49.93 11.94 13.91 21.91 11.94 49.93 11.94 27.93 51.91 21.91 13.91 19.93 19.93 21.91
0.05 82.99 53.98 38.98 3.947 10.95 20.92 9.967 43.91 13.91 21.91 51.91 17.96 12.93 21.91 23.98 19.93
0.055 56.94 52.99 33.95 -3.059 8.98 17.96 5.921 34.93 13.91 11.94 45.99 7.993 10.95 15.99 28.91 11.94
0.06 30.99 41.94 27.93 -11.05 5.921 5.921 1.974 19.93 7.993 -2.072 33.95 -2.072 9.967 5.921 27.93 0
0.065 18.95 32.96 23.98 -12.04 1.974 0.9868 -1.085 6.908 0 -7.006 17.96 -5.033 15 -1.085 24.97 -11.05
0.07 20.92 18.95 18.95 -8.092 -1.085 -6.02 -7.006 2.96 -5.033 -11.05 5.921 -11.05 13.91 -9.079 12.93 -21.02
0.075 28.91 9.967 11.94 -5.033 -1.085 -9.079 -11.05 1.974 -11.05 -11.05 -2.072 -11.05 11.94 -9.079 0 -23.09
0.08 30.99 6.908 11.94 0 -4.046 -5.033 -9.079 10.95 -10.07 -11.05 -1.085 -9.079 7.993 -5.033 -4.046 -23.09
0.085 24.97 7.993 7.993 -1.085 -9.079 -1.085 -7.006 19.93 -2.072 -11.05 2.96 -3.059 2.96 0 -9.079 -17.07
0.09 18.95 11.94 9.967 0 -13.03 0 -3.059 13.91 0 -7.006 9.967 0.9868 -1.085 7.993 -13.03 -13.03
0.095 16.97 17.96 12.93 9.967 -15.1 3.947 0 5.921 6.908 -3.059 16.97 1.974 -7.006 10.95 -11.05 -9.079
0.1 18.95 20.92 16.97 11.94 -9.079 3.947 -2.072 0 12.93 0.9868 20.92 -1.085 -8.092 8.98 -8.092 -5.033
0.105 18.95 19.93 15.99 9.967 -3.059 1.974 -1.085 -9.079 13.91 1.974 17.96 -1.085 -5.033 0 -3.059 -2.072
0.11 15 17.96 11.94 -1.085 4.934 0 2.96 -9.079 18.95 4.934 15.99 -6.02 2.96 1.974 0 7.993
0.115 15 12.93 5.921 -9.079 9.967 -4.046 15 -1.085 18.95 4.934 13.91 -9.079 11.94 1.974 6.908 18.95
0.12 18.95 3.947 1.974 -11.05 16.97 -1.085 24.97 6.908 15.99 5.921 22.99 -6.02 16.97 1.974 10.95 22.99
0.125 26.94 1.974 7.993 1.974 13.91 -1.085 24.97 17.96 8.98 8.98 35.92 -7.006 15.99 4.934 10.95 18.95
0.13 30.99 -3.059 25.95 18.95 15 2.96 18.95 23.98 2.96 15 53.98 -8.092 12.93 2.96 5.921 3.947
0.135 24.97 -3.059 41.94 27.93 13.91 5.921 11.94 25.95 0.9868 13.91 65.92 -19.05 17.96 -2.072 5.921 -11.05
0.14 16.97 1.974 54.97 17.96 17.96 1.974 4.934 20.92 1.974 5.921 70.95 -32.07 22.99 -6.02 10.95 -25.06
0.145 12.93 0 46.97 1.974 13.91 -5.033 0.9868 7.993 0.9868 -5.033 62.96 -39.08 23.98 -12.04 15.99 -29.01
0.15 22.99 3.947 25.95 -19.05 5.921 -13.03 -2.072 -3.059 -2.072 -23.09 47.96 -35.03 15.99 -15.1 23.98 -23.09
0.155 45 1.974 9.967 -16.09 -2.072 -15.1 -2.072 -11.05 1.974 -33.06 34.93 -15.1 0.9868 -9.079 27.93 -11.05
0.16 60.98 -6.02 7.993 2.96 0 0.9868 0.9868 -14.01 -2.072 -33.06 30 0 -9.079 -2.072 28.91 -2.072
0.165 64.93 -15.1 19.93 30 0 11.94 1.974 -9.079 -5.033 -23.09 37.99 13.91 -13.03 5.921 30 1.974
0.17 54.97 -14.01 36.91 38.98 12.93 26.94 5.921 -2.072 -3.059 -17.07 51.91 9.967 -1.085 5.921 38.98 -1.085
0.175 36.91 -4.046 45.99 18.95 21.91 25.95 11.94 -2.072 0 -19.05 65.92 -3.059 10.95 0.9868 40.95 -13.03
0.18 26.94 3.947 33.95 -19.05 19.93 9.967 11.94 -11.05 5.921 -27.04 77.96 -27.04 21.91 -15.1 41.94 -31.08
0.185 36.91 16.97 11.94 -61.08 6.908 -13.03 5.921 -28.03 7.993 -35.03 77.96 -45.1 18.95 -31.08 32.96 -43.02
0.19 48.95 19.93 -2.072 -83.09 -6.02 -38.09 -2.072 -35.03 5.921 -35.03 67.99 -47.07 4.934 -37.01 19.93 -49.04
