    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
0.26 20.95 3.95 17.95 11.97 9.934 11.97 0 3.95 0 23.94 0.9575 0 -3.112 -7.062 5.984 27.89
0.265 8.977 -5.027 3.95 0.9575 -5.027 1.915 -15.08 0.9575 -9.096 13.88 -9.096 0.9575 -13.05 -1.077 -5.027 21.9
0.27 -5.027 -17.12 -9.096 -13.05 -24.06 -5.027 -35.07 -7.062 -23.1 9.934 -15.08 -3.112 -25.01 0.9575 -23.1 13.88
0.275 -21.06 -25.01 -23.1 -23.1 -41.05 -17.12 -51.11 -19.03 -29.08 9.934 -23.1 -9.096 -37.1 -1.077 -31.12 7.899
0.28 -35.07 -31.12 -35.07 -29.08 -52.06 -31.12 -59.01 -29.08 -27.05 11.97 -29.08 -15.08 -43.09 -9.096 -31.12 1.915
0.285 -43.09 -37.1 -41.05 -35.07 -54.1 -45 -53.02 -35.07 -17.12 11.97 -33.03 -23.1 -47.04 -21.06 -23.1 -1.077
0.29 -45 -39.02 -41.05 -41.05 -51.11 -55.06 -41.05 -39.02 -5.027 3.95 -33.03 -29.08 -47.04 -29.08 -15.08 -3.112
0.295 -39.02 -41.05 -39.02 -45 -44.04 -61.04 -26.09 -41.05 0 -2.035 -29.08 -31.12 -45 -34.11 -11.01 -10.05
0.3 -31.12 -41.05 -35.07 -49.07 -37.1 -64.03 -14 -41.05 3.95 -14 -25.01 -35.07 -41.05 -38.06 -15.08 -18.07
0.305 -27.05 -39.02 -35.07 -53.02 -37.1 -65.11 -11.01 -43.09 3.95 -27.05 -19.03 -39.02 -39.02 -43.09 -19.03 -27.05
0.31 -21.06 -39.02 -34.11 -52.06 -33.03 -62.12 -10.05 -43.09 -2.035 -36.03 -13.05 -41.05 -35.07 -46.08 -23.1 -28.01
0.315 -21.06 -39.02 -32.08 -50.03 -28.01 -60.08 -12.09 -43.09 -7.062 -44.04 -9.096 -41.05 -31.12 -44.04 -21.06 -23.1
0.32 -21.06 -35.07 -31.12 -43.09 -21.06 -53.02 -7.062 -35.07 -15.08 -47.04 -7.062 -35.07 -29.08 -37.1 -19.03 -19.03
0.325 -15.08 -27.05 -26.09 -32.08 -13.05 -42.01 0 -27.05 -18.07 -44.04 -6.104 -23.1 -23.1 -21.06 -17.12 -15.08
0.33 -9.096 -17.12 -22.02 -22.02 -9.096 -27.05 1.915 -16.04 -20.11 -35.07 -4.069 -7.062 -19.03 -7.062 -21.06 -14
0.335 -7.062 -7.062 -15.08 -11.01 -13.05 -19.03 -5.027 -11.01 -31.12 -27.05 -5.027 -2.035 -21.06 -2.035 -29.08 -19.03
0.34 -1.077 -2.035 -9.096 -1.077 -20.11 -15.08 -22.02 -10.05 -44.04 -14 -2.035 2.992 -27.05 6.942 -37.1 -17.12
0.345 -1.077 5.984 -2.035 -2.035 -26.09 -10.05 -40.1 -12.09 -59.01 -8.019 0 6.942 -33.03 11.97 -41.05 -10.05
0.35 2.992 9.934 1.915 1.915 -27.05 -7.062 -49.07 -9.096 -73.01 0.9575 0 5.984 -37.1 15.92 -41.05 1.915
0.355 6.942 13.88 10.89 8.977 -17.12 -2.035 -46.08 -1.077 -68.1 4.907 6.942 9.934 -26.09 23.94 -30.04 17.95
0.36 14.96 19.99 20.95 13.88 -7.062 12.93 -35.07 5.984 -49.07 14.96 11.97 11.97 -9.096 31.96 -16.04 34.95
0.365 20.95 21.9 26.93 17 3.95 25.97 -18.07 14.96 -17.12 23.94 14.96 7.899 0 32.91 1.915 40.93
0.37 20.95 19.99 24.89 11.97 9.934 28.96 -7.062 13.88 5.984 36.98 11.97 5.984 15.92 31.96 12.93 36.98
0.375 17 13.88 18.91 4.907 11.97 21.9 0 9.934 32.91 44.88 4.907 1.915 18.91 25.97 26.93 29.92
0.38 6.942 7.899 5.984 -3.112 7.899 13.88 1.915 7.899 51.94 51.94 0.9575 0.9575 11.97 17.95 37.94 27.89
0.385 -1.077 1.915 0 -9.096 6.942 8.977 18.91 18.91 71.93 64.99 -8.019 0 1.915 17.95 47.99 32.91
0.39 -3.112 0 -3.112 -9.096 14.96 7.899 42.97 34.95 84.98 72.89 -12.09 0 0.9575 17 55.89 37.94
0.395 -3.112 1.915 -5.027 -7.062 23.94 13.88 69.9 55.89 87.97 75.88 -11.01 -1.077 1.915 17.95 55.89 33.99
0.4 0.9575 5.984 2.992 1.915 35.91 23.94 91.92 72.89 82.94 73.97 0 0 15.92 23.94 47.99 28.96
0.405 10.89 11.97 12.93 6.942 47.99 32.91 100.9 77.92 64.99 62.96 6.942 5.984 31.96 25.97 33.99 13.88
0.41 18.91 17.95 23.94 13.88 49.91 35.91 93.95 69.9 41.89 43.93 13.88 13.88 35.91 25.97 21.9 3.95
0.415 24.89 21.9 26.93 18.91 44.88 40.93 76.96 49.91 21.9 24.89 11.97 17.95 27.89 24.89 9.934 1.915
0.42 22.98 21.9 22.98 18.91 31.96 34.95 52.9 23.94 5.984 2.992 1.915 13.88 7.899 14.96 3.95 0.9575
0.425 18.91 19.99 9.934 13.88 11.97 19.99 23.94 0.9575 -5.027 -15.08 -7.062 5.984 -11.01 -2.035 0.9575 0
0.43 18.91 13.88 0 7.899 -3.112 0.9575 1.915 -27.05 -25.01 -38.06 -17.12 -2.035 -29.08 -12.09 -9.096 -1.077
0.435 18.91 9.934 -3.112 3.95 -22.02 -13.05 -26.09 -45 -51.11 -52.06 -19.03 0.9575 -37.1 -24.06 -21.06 -2.035
0.44 18.91 9.934 -5.027 3.95 -35.07 -23.1 -49.07 -49.07 -75.04 -53.02 -13.05 0 -39.02 -21.06 -35.07 -3.112
0.445 14.96 11.97 -1.077 11.97 -34.11 -15.08 -61.04 -37.1 -89.05 -39.02 -7.062 9.934 -35.07 -3.112 -45 -1.077
0.45 12.93 15.92 -2.035 19.99 -24.06 1.915 -65.11 -17.12 -89.05 -15.08 -5.027 17.95 -33.03 15.92 -49.07 9.934
0.455 8.977 19.99 1.915 25.97 -19.03 25.97 -61.04 1.915 -81.03 3.95 -7.062 21.9 -33.03 35.91 -47.04 19.99
0.46 6.942 17.95 0 25.97 -12.09 43.93 -57.09 17.95 -69.06 17.95 -11.01 19.99 -33.03 41.89 -39.02 21.9
0.465 2.992 9.934 -3.112 21.9 -15.08 47.99 -55.06 21.9 -59.01 21.9 -17.12 11.97 -31.12 35.91 -27.05 15.92
0.47 0.9575 0.9575 -15.08 9.934 -23.1 35.91 -51.11 15.92 -47.04 15.92 -19.03 0 -29.08 19.99 -15.08 3.95
0.475 -9.096 -17.12 -27.05 -1.077 -31.12 13.88 -45 5.984 -33.03 11.97 -21.06 -7.062 -27.05 3.95 -3.112 -2.035
0.48 -25.01 -35.07 -37.1 -15.08 -33.03 -1.077 -31.12 0 -13.05 11.97 -21.06 -15.08 -25.01 -5.027 1.915 -2.035
0.485 -41.05 -51.11 -43.09 -27.05 -31.12 -13.05 -9.096 1.915 3.95 21.9 -21.06 -23.1 -23.1 -11.01 9.934 5.984
0.49 -49.07 -57.09 -39.02 -35.07 -21.06 -17.12 9.934 9.934 25.97 35.91 -17.12 -27.05 -19.03 -15.08 17.95 15.92
0.495 -47.04 -57.09 -31.12 -37.1 -9.096 -17.12 33.99 17.95 41.89 45.96 -13.05 -33.03 -7.062 -17.12 23.94 21.9
0.5 -35.07 -49.07 -19.03 -33.03 0 -15.08 49.91 23.94 53.98 47.99 -7.062 -37.1 3.95 -21.06 27.89 19.99
0.505 -17.12 -37.1 -5.027 -27.05 11.97 -15.08 62 23.94 59.96 39.98 -3.112 -41.05 15.92 -27.05 27.89 7.899
0.51 0.9575 -27.05 0 -21.06 19.99 -19.03 63.91 15.92 57.93 19.99 -1.077 -39.02 23.94 -35.07 23.94 -9.096
0.515 6.942 -21.06 5.984 -15.08 21.9 -23.1 55.89 -2.035 47.99 -2.035 0.9575 -33.03 19.99 -37.1 15.92 -31.12
0.52 6.942 -17.12 5.984 -11.01 21.9 -29.08 41.89 -17.12 33.99 -19.03 -2.035 -23.1 9.934 -37.1 7.899 -51.11
0.525 -1.077 -15.08 1.915 -13.05 18.91 -33.03 22.98 -35.07 17 -41.05 1.915 -15.08 -2.035 -35.07 2.992 -63.08
0.53 -5.027 -15.08 0.9575 -21.06 8.977 -37.1 2.992 -51.11 1.915 -57.09 5.984 -11.01 -6.104 -33.03 2.992 -61.04
0.535 -7.062 -17.12 -1.077 -29.08 1.915 -39.02 -13.05 -59.01 -21.06 -67.02 13.88 -11.01 -13.05 -33.03 0 -47.04
0.54 -1.077 -19.03 0.9575 -33.03 1.915 -37.1 -28.01 -59.01 -46.08 -71.09 19.99 -11.01 -10.05 -30.04 0 -29.08
0.545 6.942 -17.12 3.95 -28.01 -2.035 -26.09 -42.01 -53.02 -70.02 -63.08 24.89 -5.027 -6.104 -24.06 -10.05 -13.05
0.55 18.91 -7.062 13.88 -15.08 -5.027 -11.01 -51.11 -39.02 -87.01 -45 25.97 1.915 -1.077 -11.01 -23.1 0.9575
0.555 28.96 -2.035 21.9 -1.077 0.9575 8.977 -53.02 -21.06 -91.08 -21.06 24.89 19.99 0.9575 10.89 -30.04 6.942
0.56 31 12.93 25.97 17 0 34.95 -55.06 -2.035 -77.08 -1.077 24.89 29.92 6.942 31 -27.05 14.96
0.565 26.93 17.95 25.97 23.94 5.984 49.91 -51.11 17.95 -53.02 3.95 25.97 29.92 11.97 41.89 -15.08 19.99
0.57 17 12.93 19.99 17 12.93 54.94 -38.06 25.97 -22.02 7.899 26.93 20.95 11.97 36.98 -2.035 24.89
0.575 0.9575 0 9.934 1.915 14.96 44.88 -23.1 21.9 0 5.984 26.93 0.9575 11.97 21.9 17 18.91
0.58 -13.05 -25.01 -2.035 -21.06 9.934 21.9 -5.027 13.88 29.92 5.984 19.99 -15.08 13.88 -2.035 25.97 9.934
0.585 -27.05 -44.04 -7.062 -39.02 10.89 0 15.92 7.899 57.93 17 13.88 -26.09 19.99 -12.09 31.96 1.915
0.59 -43.09 -57.09 -13.05 -46.08 13.88 -10.05 42.97 10.89 85.94 32.91 6.942 -31.12 28.96 -22.02 38.9 0.9575
0.595 -45 -59.01 -13.05 -43.09 25.97 -19.03 67.98 15.92 108 43.93 0 -35.07 37.94 -25.01 45.96 0.9575
0.6 -41.05 -53.02 -12.09 -37.1 36.98 -21.06 86.89 20.95 116.9 49.91 1.915 -36.03 41.89 -30.04 54.94 0
0.605 -31.12 -47.04 -12.09 -38.06 40.93 -29.08 90.96 9.934 108 37.94 0.9575 -38.06 39.98 -37.1 54.94 -9.096
0.61 -27.05 -46.08 -15.08 -41.05 34.95 -45 78.99 -4.069 82.94 10.89 -1.077 -41.05 27.89 -48.11 44.88 -21.06
0.615 -27.05 -43.09 -24.06 -48.11 20.95 -61.04 55.89 -25.01 53.98 -15.08 -5.027 -42.01 13.88 -51.11 22.98 -37.1
0.62 -29.08 -41.05 -28.01 -47.04 4.907 -73.01 31 -42.01 24.89 -41.05 -5.027 -34.11 0 -50.03 0.9575 -44.04
0.625 -21.06 -33.03 -27.05 -41.05 -3.112 -75.04 7.899 -49.07 0 -59.01 -5.027 -25.01 -5.027 -43.09 -13.05 -43.09
0.63 -9.096 -15.08 -19.03 -24.06 -9.096 -60.08 -4.069 -46.08 -21.06 -64.03 0 -7.062 -12.09 -30.04 -24.06 -37.1
0.635 4.907 1.915 -9.096 -3.112 -10.05 -39.02 -17.12 -41.05 -47.04 -60.08 1.915 1.915 -17.12 -18.07 -35.07 -29.08
0.64 17 11.97 -1.077 7.899 -19.03 -19.03 -39.02 -43.09 -77.08 -61.04 3.95 3.95 -31.12 -7.062 -51.11 -31.12
0.645 22.98 20.95 -2.035 18.91 -24.06 -4.069 -57.09 -41.05 -99.1 -65.11 4.907 8.977 -37.1 0 -66.07 -36.03
0.65 22.98 22.98 -2.035 24.89 -30.04 2.992 -72.05 -37.1 -106 -71.09 2.992 14.96 -37.1 8.977 -77.08 -40.1
0.655 17 21.9 -2.035 25.97 -31.12 9.934 -77.08 -29.08 -97.07 -71.09 0 19.99 -25.01 11.97 -75.04 -39.02
0.66 17 18.91 1.915 28.96 -19.03 18.91 -67.02 -17.12 -75.04 -61.04 4.907 25.97 -6.104 12.93 -49.07 -28.01
0.665 14.96 13.88 7.899 28.96 -7.062 26.93 -43.09 -5.027 -47.04 -37.1 8.977 25.97 4.907 8.977 -14 -16.04
0.67 10.89 5.984 7.899 21.9 1.915 27.89 -19.03 1.915 -21.06 -7.062 11.97 19.99 15.92 3.95 11.97 -3.112
0.675 2.992 -1.077 1.915 8.977 8.977 22.98 1.915 13.88 1.915 19.99 8.977 11.97 18.91 2.992 34.95 3.95
0.68 -9.096 -15.08 -3.112 -3.112 10.89 13.88 12.93 25.97 14.96 41.89 0.9575 1.915 12.93 4.907 36.98 13.88
0.685 -25.01 -25.01 -15.08 -13.05 7.899 7.899 23.94 37.94 31.96 53.98 -11.01 0.9575 7.899 5.984 31.96 23.94
0.69 -33.03 -29.08 -21.06 -19.03 12.93 3.95 34.95 47.99 46.92 55.89 -21.06 0.9575 6.942 5.984 24.89 27.89
0.695 -35.07 -29.08 -23.1 -19.03 18.91 1.915 46.92 51.94 50.99 47.99 -25.01 -1.077 9.934 -2.035 20.95 23.94
0.7 -33.03 -29.08 -23.1 -19.03 21.9 0.9575 53.98 43.93 47.99 33.99 -23.1 -3.112 13.88 -9.096 19.99 11.97
0.705 -33.03 -31.12 -21.06 -25.01 21.9 -11.01 55.89 27.89 43.93 19.99 -19.03 -7.062 11.97 -19.03 19.99 0.9575
0.71 -35.07 -35.07 -19.03 -33.03 17.95 -25.01 51.94 9.934 39.98 7.899 -17.12 -11.01 5.984 -25.01 15.92 -7.062
0.715 -37.1 -35.07 -21.06 -35.07 5.984 -33.03 41.89 -2.035 37.94 3.95 -19.03 -7.062 -3.112 -23.1 5.984 -7.062
0.72 -35.07 -33.03 -25.01 -31.12 -1.077 -29.08 23.94 -3.112 29.92 7.899 -23.1 0.9575 -19.03 -13.05 -5.027 0.9575
0.725 -31.12 -27.05 -27.05 -21.06 -13.05 -19.03 3.95 -5.027 11.97 11.97 -25.01 3.95 -33.03 -5.027 -23.1 5.984
0.73 -23.1 -23.1 -29.08 -11.01 -27.05 -7.062 -13.05 -11.01 -11.01 7.899 -21.06 5.984 -43.09 -3.112 -39.02 5.984
0.735 -15.08 -21.06 -27.05 -7.062 -39.02 -3.112 -35.07 -23.1 -43.09 -2.035 -13.05 3.95 -49.07 -7.062 -51.11 -2.035
0.74 -5.027 -19.03 -23.1 -7.062 -51.11 -5.027 -55.06 -37.1 -67.02 -15.08 -3.112 1.915 -49.07 -13.05 -55.06 -13.05
0.745 0.9575 -15.08 -15.08 -7.062 -55.06 -11.01 -69.06 -49.07 -79.11 -33.03 1.915 3.95 -43.09 -13.05 -57.09 -25.01
0.75 14.96 -7.062 -3.112 0.9575 -49.07 -13.05 -75.04 -49.07 -81.03 -45 11.97 9.934 -33.03 -5.027 -55.06 -31.12
0.755 26.93 0 7.899 7.899 -35.07 -5.027 -71.09 -41.05 -76 -49.07 19.99 19.99 -17.12 3.95 -51.11 -29.08
0.76 36.98 11.97 21.9 19.99 -13.05 3.95 -57.09 -23.1 -68.1 -47.04 27.89 25.97 0.9575 15.92 -41.05 -21.06
0.765 40.93 15.92 31.96 25.97 1.915 15.92 -41.05 -5.027 -57.09 -39.02 33.99 23.94 11.97 21.9 -23.1 -13.05
0.77 36.98 14.96 35.91 25.97 22.98 21.9 -21.06 7.899 -32.08 -29.08 33.99 17.95 21.9 17.95 0 -3.112
0.775 32.91 8.977 37.94 17.95 32.91 21.9 -1.077 19.99 -2.035 -17.12 31.96 9.934 25.97 9.934 20.95 0
0.78 26.93 1.915 33.99 9.934 35.91 19.99 11.97 29.92 25.97 -3.112 23.94 3.95 27.89 0 39.98 7.899
0.785 24.89 0.9575 27.89 5.984 38.9 15.92 28.96 35.91 55.89 4.907 17.95 -2.035 29.92 -3.112 50.99 17
0.79 22.98 -1.077 19.99 2.992 38.9 9.934 40.93 35.91 75.88 17 11.97 -2.035 29.92 -11.01 54.94 18.91
0.795 17 -1.077 11.97 0 35.91 1.915 49.91 31.96 83.9 25.97 7.899 -11.01 27.89 -23.1 53.98 13.88
0.8 10.89 -3.112 3.95 -4.069 37.94 -5.027 54.94 19.99 90.96 36.98 3.95 -24.06 27.89 -37.1 53.98 4.907
0.805 0.9575 -13.05 -2.035 -18.07 27.89 -23.1 54.94 7.899 93 44.88 0 -34.11 21.9 -49.07 51.94 -2.035
0.81 -1.077 -23.1 -7.062 -33.03 17.95 -39.02 47.99 0.9575 83.9 49.91 -1.077 -43.09 9.934 -57.09 43.93 -9.096
0.815 -7.062 -26.09 -15.08 -40.1 2.992 -52.06 35.91 -11.01 66.91 57.93 -9.096 -40.1 1.915 -51.11 26.93 -9.096
0.82 -9.096 -22.02 -22.02 -40.1 -9.096 -54.1 19.99 -19.03 36.98 49.91 -11.01 -29.08 -12.09 -39.02 7.899 -7.062
0.825 -9.096 -13.05 -25.01 -31.12 -25.01 -51.11 0.9575 -25.01 -2.035 33.99 -9.096 -17.12 -25.01 -23.1 -11.01 -5.027
0.83 0.9575 1.915 -16.04 -13.05 -31.12 -34.11 -18.07 -28.01 -31.12 10.89 0.9575 -3.112 -28.01 -9.096 -25.01 -6.104
0.835 6.942 13.88 -2.035 0.9575 -34.11 -16.04 -35.07 -32.08 -58.05 -13.05 7.899 4.907 -31.12 -3.112 -37.1 -10.05
0.84 20.95 27.89 5.984 15.92 -39.02 -3.112 -53.02 -33.03 -79.11 -35.07 15.92 13.88 -33.03 -2.035 -53.02 -17.12
0.845 34.95 38.9 15.92 33.99 -39.02 3.95 -69.06 -33.03 -99.1 -46.08 22.98 23.94 -34.11 4.907 -67.02 -20.11
0.85 46.92 47.99 19.99 42.97 -48.11 14.96 -85.1 -30.04 -123 -47.04 27.89 33.99 -39.02 11.97 -83.06 -20.11
0.855 46.92 57.93 18.91 49.91 -47.04 23.94 -98.02 -21.06 -137 -46.08 23.94 42.97 -37.1 17.95 -94.07 -19.03
0.86 42.97 55.89 17.95 50.99 -44.04 28.96 -97.07 -14 -139.1 -47.04 23.94 41.89 -35.07 25.97 -85.1 -18.07
0.865 34.95 54.94 17.95 49.91 -31.12 33.99 -85.1 -3.112 -113.1 -48.11 20.95 33.99 -20.11 24.89 -59.01 -14
0.87 28.96 43.93 19.99 37.94 -11.01 33.99 -53.02 0.9575 -67.02 -49.07 17.95 19.99 -1.077 15.92 -19.03 -15.08
0.875 24.89 29.92 24.89 24.89 10.89 32.91 -3.112 2.992 -8.019 -41.05 15.92 6.942 13.88 3.95 19.99 -10.05
0.88 20.95 18.91 24.89 9.934 37.94 22.98 38.9 6.942 43.93 -24.06 17.95 -1.077 26.93 -3.112 51.94 -8.019
0.885 18.91 3.95 21.9 -2.035 57.93 9.934 79.95 11.97 81.99 -7.062 19.99 -11.01 37.94 -15.08 65.95 -5.027
0.89 14.96 1.915 22.98 -2.035 71.93 -1.077 108 21.9 102.9 5.984 21.9 -17.12 44.88 -23.1 67.98 0.9575
0.895 10.89 -6.104 17.95 -8.019 72.89 -6.104 117.9 27.89 108.9 21.9 17.95 -24.06 46.92 -27.05 60.92 0
0.9 -1.077 -13.05 9.934 -17.12 63.91 -13.05 105.9 29.92 103.9 29.92 9.934 -33.03 43.93 -27.05 53.98 1.915
0.905 -11.01 -21.06 -2.035 -26.09 47.99 -19.03 88.93 23.94 96.95 36.98 -1.077 -38.06 33.99 -25.01 49.91 4.907
0.91 -29.08 -31.12 -17.12 -40.1 29.92 -27.05 60.92 9.934 78.99 38.9 -19.03 -40.1 15.92 -23.1 45.96 2.992
0.915 -47.04 -43.09 -39.02 -55.06 5.984 -37.1 27.89 -9.096 53.98 35.91 -41.05 -43.09 -1.077 -25.01 29.92 0
