    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
1.185 146.6 -29.31 -136.8 -48.85 -263.8 -429.9 -87.93 -762.1 -752.3 -655.1 166.1 -244.3 117.2 -283.3 -127 -68.39 -312.7 -615.5 -351.7
1.19 48.85 -293.1 -283.3 -224.7 -312.7 -478.7 -68.39 -664.4 -361.5 -332.2 48.85 -224.7 78.16 -166.1 -48.85 146.6 -263.8 -908.6 -29.31
1.195 -175.9 -371.3 -537.4 -283.3 -596 -429.9 -312.7 -342 -156.3 78.16 -68.39 -234.5 -9.77 -136.8 -175.9 429.9 -576.5 -957.5 -68.39
1.2 -244.3 -655.1 -752.3 -498.3 -752.3 -488.5 -420.1 -254 0 214.9 -322.4 -185.6 -117.2 -97.7 -224.7 517.8 -655.1 -1075 29.31
1.205 -293.1 -556.9 -908.6 -527.6 -1006 -459.2 -615.5 -68.39 146.6 547.1 -381 -156.3 -214.9 -19.54 -263.8 664.4 -830.5 -1075 -78.16
1.21 -244.3 -537.4 -967.8 -635.6 -1045 -527.6 -781.6 -29.31 136.8 527.6 -342 -107.5 -195.4 9.77 -322.4 596 -820.7 -1250 -136.8
1.215 -361.5 -547.6 -1064 -683.9 -1172 -488.5 -879.8 87.93 107.5 674.2 -429.9 -107.5 -429.9 39.08 -478.7 644.8 -889.1 -1153 -244.3
1.22 -361.5 -508.1 -957.5 -605.8 -1006 -420.1 -889.1 205.2 175.9 713.2 -322.4 -127 -205.2 0 -420.1 664.4 -791.4 -996.6 -263.8
1.225 -312.7 -420.1 -869.6 -537.4 -869.6 -263.8 -762.1 439.7 332.2 830.5 -429.9 68.39 -244.3 146.6 -381 742.6 -664.4 -830.5 -166.1
1.23 -400.6 -469 -830.5 -478.7 -762.1 -224.7 -635.6 439.7 332.2 830.5 -439.7 -19.54 -205.2 107.5 -254 723 -537.4 -781.6 -78.16
1.235 -283.3 -127 -693.7 -312.7 -655.1 -87.93 -566.7 586.2 254 771.9 -400.6 107.5 -87.93 156.3 -205.2 664.4 -508.1 -625.3 -78.16
1.24 -312.7 -29.31 -683.9 -156.3 -586.2 78.16 -547.6 576.5 19.54 654.6 -390.8 146.6 -117.2 283.3 -322.4 596 -498.3 -332.2 -117.2
1.245 -302.9 -39.08 -508.1 -58.62 -400.6 97.7 -351.7 537.4 117.2 420.1 -283.3 283.3 29.31 156.3 -195.4 459.2 -429.9 -58.62 9.77
1.25 -342 19.54 -429.9 87.93 -381 205.2 -390.8 390.8 -78.16 156.3 -302.9 293.1 0 273.6 -273.6 205.2 -342 -68.39 9.77
1.255 -136.8 156.3 -263.8 175.9 -273.6 214.9 -371.3 127 -322.4 -439.7 -146.6 420.1 68.39 117.2 -224.7 -48.85 -244.3 29.31 48.85
1.26 -283.3 195.4 -351.7 244.3 -381 234.5 -537.4 -166.1 -615.5 -810.9 -293.1 478.7 -195.4 195.4 -449.4 -244.3 -312.7 224.7 -117.2
1.265 -78.16 390.8 -117.2 381 -244.3 342 -488.5 -293.1 -840.3 -1055 -234.5 527.6 -39.08 195.4 -381 -312.7 -117.2 342 -127
1.27 -9.77 635.1 58.62 508.1 -146.6 429.9 -478.7 -332.2 -1114 -1064 -185.6 664.4 -87.93 293.1 -517.8 -312.7 107.5 400.6 -117.2
1.275 146.6 723 342 625.3 117.2 576.5 -322.4 -361.5 -1064 -1036 -87.93 683.9 58.62 351.7 -263.8 -332.2 351.7 556.9 -48.85
1.28 185.6 596 439.7 498.3 136.8 469 -322.4 -283.3 -1192 -1094 29.31 459.2 166.1 185.6 -351.7 -361.5 400.6 508.1 -78.16
1.285 283.3 771.9 478.7 586.2 185.6 527.6 -332.2 -293.1 -1104 -938 136.8 459.2 234.5 117.2 -351.7 -312.7 429.9 596 -195.4
1.29 19.54 449.4 273.6 351.7 29.31 400.6 -381 -234.5 -869.6 -713.2 -195.4 214.9 19.54 -39.08 -508.1 -263.8 332.2 381 -263.8
1.295 -87.93 293.1 234.5 214.9 107.5 351.7 -146.6 -136.8 -312.7 -420.1 -97.7 361.5 175.9 19.54 -263.8 -136.8 332.2 214.9 -146.6
1.3 -381 185.6 -78.16 19.54 -205.2 254 -400.6 29.31 -78.16 254 -390.8 234.5 -87.93 -29.31 -498.3 117.2 0 97.7 -273.6
1.305 -527.6 -39.08 -224.7 -234.5 -332.2 185.6 -361.5 195.4 342 478.7 -469 254 -97.7 205.2 -420.1 205.2 -166.1 -185.6 -263.8
1.31 -762.1 -351.7 -517.8 -596 -547.6 -87.93 -381 429.9 683.9 820.7 -605.8 48.85 -205.2 -185.6 -566.7 400.6 -478.7 -478.7 -127
1.315 -732.8 -342 -596 -635.6 -655.1 -39.08 -410.4 605.8 576.5 996.6 -655.1 117.2 -381 29.31 -527.6 527.6 -625.3 -566.7 -156.3
1.32 -801.2 -429.9 -644.8 -752.3 -586.2 -156.3 -234.5 703.5 820.7 996.6 -762.1 58.62 -302.9 -107.5 -498.3 576.5 -625.3 -537.4 -29.31
1.325 -566.7 -322.4 -439.7 -703.5 -322.4 -9.77 -9.77 957.5 615.5 1681 -498.3 175.9 -175.9 97.7 -322.4 771.9 -459.2 -351.7 214.9
1.33 -605.8 -332.2 -410.4 -644.8 -166.1 -48.85 0 752.3 537.4 869.6 -478.7 58.62 -97.7 19.54 -224.7 556.9 -420.1 -302.9 127
1.335 -459.2 -400.6 -175.9 -655.1 107.5 -29.31 185.6 732.8 400.6 1260 -224.7 -97.7 78.16 -107.5 -97.7 498.3 -214.9 -302.9 371.3
1.34 -527.6 -263.8 -166.1 -459.2 205.2 234.5 195.4 810.9 381 1114 -224.7 97.7 48.85 9.77 -185.6 488.5 -214.9 68.39 459.2
1.345 -410.4 -293.1 0 -371.3 312.7 224.7 127 644.8 166.1 869.6 -87.93 68.39 205.2 -58.62 -48.85 312.7 -146.6 0 517.8
1.35 -381 29.31 -19.54 -87.93 244.3 439.7 -29.31 527.6 -78.16 644.8 -146.6 332.2 117.2 78.16 -127 127 -68.39 87.93 488.5
1.355 -224.7 293.1 166.1 195.4 342 605.8 -166.1 381 -381 117.2 -39.08 371.3 156.3 127 -136.8 -87.93 29.31 293.1 351.7
1.36 -175.9 371.3 293.1 342 449.4 742.6 -185.6 29.31 -635.6 -566.7 19.54 478.7 156.3 175.9 -166.1 -381 214.9 693.7 136.8
1.365 146.6 596 635.1 527.6 781.6 898.9 78.16 -195.4 -732.8 -1124 293.1 478.7 390.8 205.2 48.85 -586.2 596 1016 97.7
1.37 156.3 644.8 801.2 654.6 947.7 1045 224.7 -469 -791.4 -1495 254 566.7 312.7 254 -97.7 -762.1 820.7 1143 68.39
1.375 498.3 928.2 1055 820.7 1212 1163 469 -478.7 -732.8 -1612 537.4 683.9 605.8 332.2 293.1 -742.6 1192 1202 136.8
1.38 332.2 928.2 840.3 850 967.3 1036 381 -537.4 -801.2 -1739 351.7 674.2 332.2 205.2 58.62 -879.8 889.1 1172 -166.1
1.385 351.7 928.2 850 752.3 1026 977 478.7 -390.8 -576.5 -1114 312.7 615.5 420.1 371.3 234.5 -791.4 840.3 1104 -78.16
1.39 224.7 830.5 732.8 742.6 859.8 928.2 527.6 -175.9 -273.6 -742.6 361.5 605.8 361.5 156.3 175.9 -556.9 732.8 986.8 19.54
1.395 117.2 664.4 635.1 615.5 752.3 791.4 556.9 -78.16 9.77 -254 214.9 498.3 273.6 195.4 136.8 -420.1 556.9 850 78.16
1.4 -68.39 439.7 449.4 420.1 537.4 683.9 576.5 58.62 254 -29.31 127 351.7 175.9 9.77 87.93 -175.9 439.7 762.1 234.5
1.405 -87.93 361.5 390.8 351.7 469 625.3 713.2 332.2 654.6 488.5 39.08 254 117.2 19.54 48.85 156.3 322.4 586.2 342
1.41 -117.2 254 322.4 175.9 342 547.1 723 566.7 654.6 947.7 -87.93 136.8 97.7 0 87.93 381 293.1 361.5 478.7
1.415 -166.1 39.08 244.3 0 351.7 439.7 850 596 918.4 938 -136.8 68.39 97.7 19.54 117.2 508.1 205.2 107.5 537.4
1.42 -234.5 -58.62 224.7 -58.62 312.7 420.1 938 859.8 1065 1339 -195.4 48.85 48.85 29.31 127 683.9 205.2 78.16 693.7
1.425 -254 -107.5 156.3 -146.6 302.9 244.3 850 683.9 1026 1104 -58.62 -48.85 117.2 -68.39 48.85 615.5 48.85 -146.6 547.1
1.43 -293.1 -127 58.62 -175.9 205.2 136.8 771.9 703.5 1065 1114 -97.7 -39.08 78.16 -48.85 263.8 644.8 0 -312.7 420.1
1.435 -244.3 -78.16 78.16 -166.1 175.9 127 615.5 635.1 996.6 1270 107.5 -58.62 117.2 -58.62 263.8 625.3 -58.62 -361.5 390.8
1.44 -381 -127 -87.93 -195.4 -9.77 39.08 254 488.5 566.7 1260 0 -58.62 9.77 -78.16 283.3 615.5 -322.4 -283.3 68.39
1.445 -342 -244.3 -117.2 -322.4 0 -29.31 195.4 371.3 566.7 1114 58.62 -127 58.62 -127 371.3 547.1 -302.9 -371.3 117.2
1.45 -527.6 -302.9 -195.4 -400.6 -107.5 -97.7 -127 78.16 195.4 713.2 -39.08 -205.2 -48.85 -175.9 205.2 361.5 -361.5 -449.4 -68.39
1.455 -488.5 -312.7 -224.7 -429.9 -127 -19.54 -351.7 -263.8 -78.16 146.6 -146.6 -263.8 -87.93 -166.1 136.8 9.77 -302.9 -420.1 -273.6
1.46 -488.5 -234.5 -234.5 -429.9 -214.9 -185.6 -674.6 -801.2 -537.4 -625.3 -48.85 -302.9 -166.1 -312.7 0 -420.1 -312.7 -342 -674.6
1.465 -224.7 302.9 -58.62 -48.85 -107.5 19.54 -918.4 -1064 -1064 -1153 68.39 -156.3 -68.39 -263.8 -9.77 -781.6 -136.8 0 -977.5
1.47 -166.1 508.1 39.08 97.7 -97.7 -29.31 -996.6 -1309 -1426 -1720 136.8 -127 -68.39 -400.6 -146.6 -1192 -19.54 58.62 -1143
1.475 107.5 840.3 254 351.7 166.1 48.85 -762.1 -1348 -1524 -1856 400.6 -19.54 78.16 -342 -29.31 -1309 97.7 371.3 -1172
1.48 156.3 938 342 527.6 283.3 234.5 -390.8 -1104 -1319 -1651 351.7 87.93 97.7 -195.4 39.08 -1085 175.9 742.6 -996.6
1.485 244.3 840.3 527.6 537.4 488.5 302.9 87.93 -947.7 -987.3 -1377 390.8 39.08 136.8 -156.3 58.62 -908.6 273.6 859.8 -771.9
1.49 244.3 752.3 410.4 517.8 449.4 332.2 342 -752.3 -771.9 -977.5 283.3 68.39 68.39 -58.62 -58.62 -655.1 342 635.1 -566.7
1.495 351.7 664.4 459.2 371.3 508.1 263.8 693.7 -390.8 -312.7 -410.4 293.1 48.85 117.2 -58.62 273.6 -332.2 400.6 429.9 -117.2
1.5 127 429.9 166.1 166.1 263.8 127 771.9 29.31 -48.85 97.7 87.93 -19.54 -68.39 -87.93 78.16 -78.16 195.4 263.8 68.39
1.505 224.7 342 195.4 -19.54 332.2 68.39 1133 410.4 664.4 732.8 117.2 -19.54 -48.85 -19.54 312.7 117.2 224.7 166.1 586.2
1.51 -117.2 48.85 -29.31 -205.2 195.4 29.31 1153 820.7 1133 1202 -48.85 -117.2 -117.2 9.77 342 361.5 9.77 39.08 762.1
1.515 19.54 -9.77 39.08 -254 136.8 -39.08 1045 713.2 1016 1348 -48.85 -244.3 -107.5 -136.8 156.3 312.7 39.08 -39.08 703.5
1.52 -107.5 -87.93 19.54 -254 117.2 48.85 957.5 723 1094 1348 -29.31 -234.5 -107.5 29.31 156.3 390.8 19.54 58.62 644.8
1.525 68.39 -127 166.1 -234.5 312.7 -9.77 879.3 693.7 908.6 1426 127 -205.2 9.77 -78.16 195.4 429.9 156.3 107.5 615.5
1.53 87.93 -107.5 185.6 -195.4 234.5 -9.77 762.1 625.3 810.9 1348 185.6 -254 -39.08 -68.39 166.1 390.8 136.8 29.31 537.4
1.535 283.3 -68.39 381 -146.6 527.6 78.16 869.6 830.5 1124 1466 439.7 -58.62 254 -29.31 517.8 566.7 342 117.2 859.8
1.54 87.93 -127 302.9 -117.2 381 68.39 586.2 703.5 938 1163 410.4 -68.39 175.9 -39.08 429.9 390.8 156.3 244.3 556.9
1.545 156.3 0 312.7 -58.62 293.1 39.08 166.1 478.7 693.7 947.7 410.4 -87.93 185.6 -78.16 488.5 175.9 107.5 263.8 263.8
1.55 78.16 19.54 175.9 -87.93 68.39 -107.5 -332.2 -107.5 322.4 244.3 224.7 -224.7 58.62 -185.6 302.9 -185.6 107.5 39.08 -224.7
1.555 68.39 97.7 127 0 -68.39 -175.9 -850 -655.1 -185.6 -381 224.7 -254 -78.16 -263.8 273.6 -478.7 68.39 68.39 -850
1.56 68.39 244.3 97.7 9.77 -146.6 -283.3 -1172 -1201 -615.5 -1163 136.8 -351.7 -48.85 -429.9 166.1 -859.8 9.77 136.8 -1387
1.565 234.5 351.7 254 234.5 -48.85 -136.8 -1250 -1358 -928.2 -1406 263.8 -214.9 39.08 -371.3 107.5 -918.4 146.6 322.4 -1582
1.57 273.6 517.8 351.7 312.7 39.08 -166.1 -1240 -1602 -1270 -1925 361.5 -263.8 107.5 -420.1 146.6 -1182 166.1 293.1 -1837
1.575 322.4 527.6 400.6 420.1 214.9 0 -918.4 -1329 -1270 -1700 410.4 -9.77 166.1 -234.5 58.62 -1016 263.8 420.1 -1582
1.58 332.2 312.7 469 293.1 351.7 -58.62 -488.5 -1133 -1211 -1495 439.7 -214.9 156.3 -283.3 58.62 -859.8 332.2 566.7 -1192
1.585 244.3 312.7 254 254 312.7 29.31 -107.5 -781.6 -928.2 -1104 283.3 -127 0 -195.4 0 -674.6 195.4 586.2 -810.9
1.59 185.6 166.1 175.9 146.6 420.1 78.16 400.6 -302.9 -527.6 -381 195.4 -175.9 -29.31 -127 68.39 -351.7 244.3 566.7 -156.3
1.595 146.6 58.62 146.6 136.8 459.2 127 752.3 87.93 -127 244.3 156.3 -166.1 -19.54 -39.08 107.5 -127 254 615.5 332.2
1.6 -9.77 -9.77 -9.77 48.85 371.3 166.1 879.3 381 9.77 644.8 -9.77 -195.4 -156.3 -78.16 -19.54 -39.08 87.93 654.6 625.3
1.605 39.08 -107.5 -39.08 19.54 342 156.3 1036 625.3 361.5 996.6 -19.54 -244.3 -136.8 -19.54 9.77 156.3 97.7 625.3 908.6
1.61 -48.85 -127 -195.4 19.54 107.5 117.2 908.6 752.3 498.3 1329 -136.8 -195.4 -332.2 9.77 -322.4 332.2 -29.31 371.3 918.4
1.615 -9.77 -136.8 -273.6 48.85 -29.31 68.39 781.6 732.8 576.5 1153 -293.1 -205.2 -400.6 -87.93 -127 400.6 -68.39 293.1 810.9
1.62 -117.2 -273.6 -322.4 -48.85 -156.3 -48.85 586.2 791.4 664.4 1436 -175.9 -224.7 -439.7 -58.62 -322.4 508.1 -185.6 205.2 693.7
1.625 -127 -371.3 -293.1 -205.2 -97.7 -127 420.1 693.7 625.3 1163 -224.7 -273.6 -361.5 -78.16 -19.54 439.7 -244.3 117.2 527.6
1.63 -283.3 -537.4 -381 -390.8 -214.9 -283.3 166.1 654.6 576.5 928.2 -273.6 -429.9 -312.7 -127 -58.62 400.6 -322.4 -68.39 371.3
1.635 -293.1 -655.1 -439.7 -576.5 -244.3 -459.2 -29.31 371.3 615.5 732.8 -195.4 -586.2 -263.8 -302.9 39.08 185.6 -390.8 -224.7 127
1.64 -351.7 -683.9 -615.5 -655.1 -400.6 -508.1 -332.2 146.6 527.6 703.5 -302.9 -596 -293.1 -381 0 97.7 -517.8 -302.9 -224.7
1.645 -449.4 -615.5 -713.2 -556.9 -576.5 -605.8 -644.8 -224.7 371.3 459.2 -351.7 -615.5 -312.7 -469 -9.77 -29.31 -596 -449.4 -664.4
1.65 -547.6 -586.2 -762.1 -586.2 -664.4 -674.6 -928.2 -644.8 19.54 127 -390.8 -644.8 -351.7 -537.4 -39.08 -273.6 -674.6 -596 -1055
1.655 -449.4 -332.2 -644.8 -420.1 -644.8 -586.2 -1055 -898.9 -273.6 -332.2 -312.7 -429.9 -293.1 -498.3 -29.31 -449.4 -635.6 -508.1 -1436
1.66 -371.3 -283.3 -469 -410.4 -586.2 -625.3 -1172 -1299 -732.8 -1075 -254 -439.7 -283.3 -537.4 -107.5 -781.6 -586.2 -400.6 -1720
1.665 127 195.4 -39.08 -48.85 -214.9 -283.3 -879.8 -1240 -918.4 -1495 146.6 -136.8 -58.62 -283.3 19.54 -850 -234.5 9.77 -1563
1.67 410.4 420.1 283.3 185.6 87.93 -19.54 -674.6 -1201 -1172 -1993 224.7 39.08 -9.77 -97.7 -39.08 -977.5 97.7 166.1 -1309
1.675 908.6 664.4 840.3 449.4 615.5 214.9 -156.3 -898.9 -1025 -1935 478.7 146.6 195.4 136.8 68.39 -879.8 537.4 537.4 -683.9
1.68 938 840.3 898.9 693.7 664.4 517.8 -29.31 -517.8 -1114 -1720 469 332.2 -29.31 293.1 -195.4 -683.9 703.5 820.7 -293.1
1.685 1153 801.2 1094 762.1 859.8 644.8 195.4 -175.9 -840.3 -1466 527.6 459.2 146.6 400.6 9.77 -381 889.1 850 117.2
1.69 947.7 615.5 879.3 547.1 635.1 576.5 166.1 9.77 -664.4 -723 342 410.4 -68.39 478.7 -156.3 -68.39 732.8 605.8 351.7
1.695 820.7 449.4 723 390.8 459.2 400.6 195.4 107.5 -566.7 -723 263.8 342 -19.54 381 58.62 58.62 576.5 283.3 449.4
1.7 625.3 97.7 576.5 48.85 410.4 175.9 420.1 205.2 -214.9 -156.3 234.5 263.8 48.85 371.3 146.6 244.3 390.8 58.62 723
1.705 293.1 -166.1 312.7 -195.4 302.9 68.39 596 322.4 117.2 156.3 97.7 136.8 9.77 293.1 175.9 244.3 127 -127 810.9
1.71 48.85 -478.7 146.6 -469 263.8 -234.5 830.5 449.4 527.6 449.4 -9.77 -78.16 19.54 58.62 234.5 293.1 48.85 -469 986.8
1.715 -68.39 -527.6 -39.08 -547.6 166.1 -381 830.5 351.7 879.3 693.7 -9.77 -214.9 -9.77 -117.2 254 244.3 -175.9 -703.5 859.8
1.72 -332.2 -566.7 -371.3 -683.9 -224.7 -596 517.8 390.8 947.7 1172 -234.5 -302.9 -195.4 -244.3 58.62 263.8 -498.3 -850 576.5
1.725 -332.2 -655.1 -439.7 -742.6 -381 -713.2 293.1 175.9 1016 957.5 -195.4 -400.6 -234.5 -322.4 39.08 244.3 -664.4 -908.6 273.6
1.73 -429.9 -655.1 -655.1 -742.6 -703.5 -742.6 -136.8 175.9 723 1143 -332.2 -478.7 -390.8 -420.1 -224.7 273.6 -801.2 -1006 -58.62
1.735 -302.9 -703.5 -537.4 -742.6 -693.7 -713.2 -234.5 136.8 879.3 1163 -429.9 -517.8 -400.6 -390.8 -117.2 214.9 -625.3 -977.5 -9.77
1.74 -293.1 -683.9 -449.4 -635.6 -635.6 -615.5 -420.1 68.39 683.9 683.9 -381 -400.6 -410.4 -312.7 -214.9 244.3 -429.9 -723 -97.7
1.745 -195.4 -547.6 -439.7 -517.8 -664.4 -566.7 -596 39.08 635.1 615.5 -488.5 -371.3 -566.7 -283.3 -312.7 166.1 -400.6 -703.5 -273.6
1.75 -19.54 -596 -244.3 -508.1 -508.1 -556.9 -635.6 -234.5 429.9 0 -361.5 -410.4 -390.8 -97.7 -273.6 -68.39 -175.9 -810.9 -302.9
1.755 -39.08 -508.1 -234.5 -488.5 -517.8 -508.1 -693.7 -361.5 263.8 -195.4 -244.3 -293.1 -332.2 -449.4 -185.6 -146.6 -214.9 -742.6 -488.5
1.76 -166.1 -556.9 -332.2 -459.2 -556.9 -498.3 -742.6 -449.4 87.93 -429.9 -185.6 -312.7 -263.8 -146.6 -156.3 -302.9 -322.4 -556.9 -605.8
1.765 -29.31 -361.5 -48.85 -214.9 -205.2 -244.3 -400.6 -390.8 107.5 -488.5 48.85 -136.8 68.39 -244.3 68.39 -293.1 -58.62 -136.8 -312.7
1.77 -29.31 -351.7 78.16 -127 -9.77 -175.9 -205.2 -429.9 -58.62 -771.9 166.1 -58.62 117.2 -185.6 48.85 -429.9 87.93 97.7 -195.4
1.775 273.6 185.6 390.8 420.1 322.4 283.3 87.93 -117.2 -302.9 -928.2 371.3 185.6 273.6 78.16 136.8 -420.1 469 654.6 78.16
1.78 459.2 332.2 674.2 654.6 625.3 605.8 342 -146.6 -517.8 -1133 420.1 400.6 312.7 283.3 -19.54 -605.8 869.6 1104 293.1
1.785 703.5 625.3 918.4 967.3 859.8 869.6 596 156.3 -459.2 -1045 586.2 508.1 429.9 410.4 39.08 -478.7 1094 1505 556.9
1.79 869.6 810.9 1065 1221 1055 1094 908.6 400.6 -263.8 -762.1 556.9 683.9 439.7 556.9 -19.54 -263.8 1319 1622 918.4
1.795 820.7 801.2 1104 1280 1163 1163 1143 654.6 19.54 -429.9 605.8 693.7 527.6 625.3 117.2 -127 1319 1583 1221
1.8 703.5 693.7 996.6 1133 1172 1065 1358 850 459.2 0 508.1 644.8 537.4 693.7 244.3 58.62 1212 1593 1397
1.805 508.1 488.5 869.6 957.5 1075 1006 1358 1006 547.1 586.2 449.4 556.9 527.6 537.4 342 214.9 879.3 1358 1358
1.81 410.4 234.5 781.6 674.2 1006 752.3 1309 938 635.1 644.8 469 527.6 566.7 596 381 214.9 820.7 1055 1299
1.815 283.3 -68.39 664.4 410.4 889.1 566.7 1241 996.6 791.4 1075 332.2 214.9 420.1 293.1 508.1 273.6 635.1 723 1202
1.82 224.7 -68.39 527.6 342 791.4 508.1 1075 1182 762.1 1172 283.3 332.2 449.4 400.6 449.4 478.7 576.5 693.7 1114
1.825 -107.5 -371.3 107.5 48.85 361.5 244.3 683.9 1094 810.9 1212 58.62 97.7 166.1 273.6 322.4 439.7 156.3 332.2 752.3
1.83 -185.6 -488.5 -19.54 -107.5 254 146.6 439.7 1055 762.1 1270 19.54 166.1 205.2 234.5 390.8 527.6 146.6 19.54 654.6
1.835 -361.5 -693.7 -312.7 -273.6 -117.2 -117.2 9.77 830.5 644.8 1172 -87.93 175.9 29.31 224.7 146.6 439.7 -156.3 -351.7 283.3
1.84 -429.9 -713.2 -449.4 -283.3 -381 -156.3 -429.9 713.2 273.6 1290 -175.9 117.2 -156.3 254 -39.08 508.1 -322.4 -390.8 -39.08
1.845 -302.9 -820.7 -361.5 -351.7 -371.3 -342 -625.3 351.7 78.16 674.2 -127 -39.08 -127 78.16 -78.16 214.9 -312.7 -517.8 -400.6
1.85 -156.3 -762.1 -283.3 -244.3 -371.3 -312.7 -801.2 234.5 -29.31 586.2 -205.2 -146.6 -273.6 -136.8 -254 312.7 -195.4 -449.4 -488.5
1.855 -136.8 -683.9 -244.3 -175.9 -342 -273.6 -810.9 19.54 -214.9 78.16 -185.6 -117.2 -224.7 -29.31 -185.6 127 -185.6 -459.2 -644.8
1.86 -244.3 -732.8 -293.1 -293.1 -371.3 -381 -879.8 -332.2 -429.9 -400.6 -234.5 -234.5 -195.4 -214.9 -175.9 -78.16 -205.2 -361.5 -752.3
1.865 -195.4 -556.9 -195.4 -136.8 -195.4 -244.3 -566.7 -322.4 -371.3 -361.5 -195.4 -48.85 -175.9 -48.85 -185.6 -58.62 -107.5 -97.7 -586.2
1.87 -205.2 -488.5 -244.3 -136.8 -302.9 -302.9 -537.4 -615.5 -655.1 -1016 -195.4 -87.93 -166.1 -58.62 -146.6 -400.6 -97.7 -234.5 -615.5
1.875 117.2 -234.5 9.77 136.8 9.77 -97.7 -185.6 -605.8 -556.9 -1231 -19.54 58.62 -9.77 68.39 -107.5 -517.8 136.8 -68.39 -322.4
1.88 146.6 -78.16 -9.77 254 29.31 68.39 -146.6 -556.9 -713.2 -1426 9.77 185.6 -58.62 244.3 -302.9 -644.8 68.39 214.9 -195.4
1.885 469 97.7 322.4 517.8 371.3 244.3 185.6 -293.1 -576.5 -1387 224.7 293.1 117.2 254 0 -537.4 371.3 420.1 214.9
1.89 420.1 -9.77 351.7 459.2 410.4 283.3 273.6 -107.5 -429.9 -1114 224.7 283.3 68.39 449.4 -127 -439.7 381 429.9 351.7
1.895 381 -58.62 312.7 381 429.9 234.5 361.5 0 -342 -810.9 146.6 97.7 78.16 185.6 -68.39 -205.2 371.3 361.5 498.3
1.9 371.3 -136.8 205.2 224.7 312.7 29.31 312.7 68.39 -185.6 -556.9 195.4 107.5 87.93 283.3 -19.54 -58.62 234.5 293.1 439.7
1.905 293.1 -224.7 127 78.16 195.4 -78.16 244.3 107.5 -48.85 -332.2 254 -146.6 127 87.93 -68.39 58.62 58.62 97.7 244.3
1.91 322.4 -254 87.93 -127 127 -254 351.7 156.3 244.3 -78.16 312.7 -136.8 175.9 78.16 19.54 244.3 58.62 -156.3 342
1.915 146.6 -429.9 -29.31 -205.2 87.93 -263.8 459.2 322.4 605.8 195.4 254 -205.2 146.6 68.39 107.5 302.9 -127 -312.7 332.2
1.92 -87.93 -498.3 -244.3 -263.8 -214.9 -273.6 185.6 254 400.6 312.7 0 -224.7 -58.62 87.93 -58.62 351.7 -351.7 -400.6 -9.77
1.925 -19.54 -537.4 -224.7 -302.9 -322.4 -361.5 39.08 136.8 566.7 283.3 9.77 -302.9 -87.93 39.08 -107.5 263.8 -381 -508.1 -156.3
1.93 -273.6 -683.9 -420.1 -332.2 -537.4 -273.6 -185.6 107.5 547.1 410.4 -136.8 -244.3 -185.6 58.62 -166.1 371.3 -478.7 -556.9 -410.4
1.935 -136.8 -517.8 -429.9 -293.1 -644.8 -244.3 -566.7 48.85 175.9 439.7 -87.93 -214.9 -214.9 117.2 -283.3 508.1 -400.6 -644.8 -586.2
1.94 0 -596 -263.8 -371.3 -508.1 -283.3 -517.8 0 478.7 381 0 -117.2 -136.8 97.7 -146.6 576.5 -185.6 -547.6 -459.2
1.945 -9.77 -429.9 -195.4 -342 -449.4 -283.3 -674.6 0 19.54 283.3 58.62 -146.6 -19.54 58.62 -136.8 742.6 -195.4 -498.3 -644.8
1.95 136.8 -342 -58.62 -342 -449.4 -390.8 -791.4 -302.9 -97.7 78.16 78.16 -175.9 -185.6 87.93 -244.3 635.1 -39.08 -596 -703.5
1.955 205.2 -263.8 58.62 -273.6 -293.1 -420.1 -703.5 -508.1 -332.2 -224.7 156.3 -273.6 39.08 -146.6 -146.6 410.4 39.08 -517.8 -781.6
1.96 166.1 -175.9 39.08 -185.6 -254 -429.9 -644.8 -723 -283.3 -244.3 136.8 -224.7 -48.85 -39.08 -136.8 175.9 29.31 -342 -791.4
1.965 127 -9.77 29.31 -39.08 -175.9 -312.7 -439.7 -752.3 -322.4 -469 175.9 -166.1 48.85 -107.5 19.54 19.54 29.31 -117.2 -762.1
1.97 146.6 58.62 97.7 78.16 -48.85 -205.2 -166.1 -664.4 -283.3 -566.7 127 -195.4 87.93 -58.62 136.8 -68.39 146.6 -29.31 -537.4
1.975 97.7 263.8 78.16 254 -9.77 -68.39 -78.16 -644.8 -459.2 -1133 244.3 19.54 97.7 29.31 127 -127 175.9 156.3 -449.4
1.98 381 342 381 410.4 312.7 205.2 195.4 -429.9 -410.4 -967.8 390.8 156.3 312.7 302.9 234.5 -39.08 449.4 556.9 -127
1.985 420.1 381 390.8 459.2 381 175.9 254 -351.7 -410.4 -1221 361.5 166.1 254 185.6 156.3 9.77 556.9 586.2 97.7
1.99 566.7 273.6 508.1 381 547.1 185.6 517.8 -166.1 -283.3 -957.5 420.1 195.4 390.8 205.2 273.6 58.62 771.9 537.4 488.5
1.995 498.3 302.9 332.2 332.2 439.7 146.6 478.7 19.54 -224.7 -635.6 351.7 107.5 371.3 146.6 234.5 97.7 586.2 410.4 527.6
