    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz 
18.89 -693.7 -752.3 -644.8 -810.9 -703.5 -664.4 0 556.9 478.7 1212 -283.3 -214.9 -78.16 -185.6 97.7 361.5 -898.9 -762.1 205.2
18.895 -771.9 -732.8 -664.4 -840.3 -840.3 -762.1 -371.3 29.31 58.62 527.6 -332.2 -302.9 -175.9 -351.7 78.16 185.6 -908.6 -801.2 -156.3
18.9 -556.9 -576.5 -547.6 -762.1 -850 -781.6 -664.4 -351.7 -283.3 -78.16 -293.1 -322.4 -195.4 -400.6 -19.54 -68.39 -781.6 -810.9 -351.7
18.905 -644.8 -615.5 -478.7 -723 -781.6 -830.5 -977.5 -928.2 -655.1 -644.8 -224.7 -312.7 -214.9 -478.7 -9.77 -361.5 -615.5 -801.2 -674.6
18.91 -390.8 -273.6 -224.7 -478.7 -547.6 -664.4 -1153 -1260 -1025 -1309 -48.85 -214.9 -68.39 -439.7 78.16 -566.7 -410.4 -508.1 -947.7
18.915 -342 -19.54 -97.7 -254 -449.4 -517.8 -1397 -1641 -1397 -1925 -19.54 -39.08 -48.85 -302.9 9.77 -898.9 -254 -351.7 -1260
18.92 -29.31 312.7 195.4 19.54 -166.1 -361.5 -1339 -1954 -1593 -2364 205.2 68.39 175.9 -312.7 136.8 -1182 29.31 -175.9 -1339
18.925 29.31 517.8 390.8 293.1 29.31 -136.8 -1182 -1856 -1671 -2658 244.3 244.3 273.6 -205.2 136.8 -1250 185.6 9.77 -1290
18.93 302.9 625.3 674.2 449.4 429.9 146.6 -683.9 -1416 -1367 -1954 625.3 449.4 547.1 -9.77 332.2 -1016 429.9 390.8 -840.3
18.935 263.8 449.4 801.2 371.3 713.2 205.2 -185.6 -879.8 -1055 -1201 723 342 654.6 -107.5 342 -752.3 488.5 459.2 -439.7
18.94 332.2 302.9 898.9 283.3 898.9 293.1 195.4 -361.5 -781.6 -771.9 801.2 400.6 791.4 136.8 459.2 -527.6 517.8 390.8 -175.9
18.945 400.6 263.8 859.8 127 850 127 371.3 -107.5 -527.6 48.85 762.1 214.9 752.3 -58.62 449.4 -293.1 400.6 175.9 107.5
18.95 322.4 205.2 801.2 127 879.3 234.5 664.4 351.7 0 293.1 625.3 342 683.9 117.2 459.2 -97.7 400.6 205.2 488.5
18.955 -78.16 -19.54 459.2 -9.77 683.9 175.9 801.2 586.2 371.3 742.6 400.6 283.3 556.9 68.39 459.2 175.9 97.7 68.39 752.3
18.96 -39.08 -9.77 351.7 -39.08 566.7 224.7 1133 1006 938 1163 293.1 371.3 508.1 312.7 469 586.2 58.62 -58.62 1143
18.965 -459.2 -400.6 29.31 -263.8 429.9 127 1339 1143 1456 1563 58.62 254 390.8 205.2 478.7 771.9 -254 -332.2 1368
18.97 -439.7 -429.9 -29.31 -400.6 371.3 29.31 1534 1231 1788 1768 117.2 244.3 439.7 205.2 498.3 938 -361.5 -273.6 1417
18.975 -771.9 -830.5 -351.7 -635.6 39.08 -214.9 1309 1065 1710 1837 -78.16 9.77 205.2 -9.77 273.6 791.4 -723 -429.9 1241
18.98 -605.8 -547.6 -302.9 -537.4 -29.31 -214.9 1133 1026 1544 1866 -78.16 78.16 87.93 19.54 39.08 654.6 -576.5 -410.4 1221
18.985 -703.5 -635.6 -332.2 -566.7 -156.3 -283.3 830.5 859.8 1192 1710 -166.1 -78.16 9.77 -195.4 78.16 586.2 -527.6 -351.7 1045
18.99 -556.9 -410.4 -420.1 -517.8 -420.1 -361.5 214.9 547.1 791.4 1339 -254 -9.77 -205.2 -185.6 -136.8 351.7 -586.2 -273.6 556.9
18.995 -644.8 -537.4 -469 -556.9 -527.6 -556.9 -254 78.16 449.4 918.4 -381 -234.5 -263.8 -390.8 -87.93 195.4 -644.8 -420.1 117.2
19 -390.8 -449.4 -459.2 -625.3 -683.9 -781.6 -879.8 -644.8 -68.39 19.54 -371.3 -312.7 -312.7 -488.5 -136.8 -136.8 -644.8 -771.9 -547.6
19.005 -547.6 -459.2 -625.3 -605.8 -908.6 -1006 -1602 -1348 -947.7 -674.6 -508.1 -390.8 -527.6 -635.6 -410.4 -459.2 -693.7 -1006 -1280
19.01 -263.8 -273.6 -459.2 -508.1 -850 -1075 -2012 -2081 -1524 -1582 -371.3 -420.1 -488.5 -674.6 -459.2 -859.8 -566.7 -1025 -1915
19.015 -175.9 -117.2 -390.8 -381 -869.6 -1036 -2442 -2413 -2481 -2628 -371.3 -400.6 -596 -664.4 -752.3 -1016 -478.7 -840.3 -2472
19.02 78.16 58.62 -97.7 -156.3 -576.5 -791.4 -2267 -2491 -2501 -2550 -58.62 -234.5 -410.4 -576.5 -683.9 -1075 -175.9 -625.3 -2364
19.025 -9.77 -9.77 -48.85 -39.08 -449.4 -556.9 -2120 -2267 -2774 -2912 -9.77 -234.5 -361.5 -429.9 -713.2 -1260 -185.6 -361.5 -2403
19.03 175.9 107.5 136.8 156.3 -78.16 -244.3 -1495 -1602 -2208 -2140 254 9.77 -156.3 -283.3 -498.3 -889.1 87.93 78.16 -1700
19.035 -9.77 19.54 48.85 234.5 58.62 -39.08 -889.1 -1025 -1387 -1505 166.1 97.7 -78.16 -48.85 -400.6 -742.6 136.8 195.4 -1094
19.04 58.62 78.16 -9.77 224.7 48.85 117.2 -410.4 -429.9 -889.1 -801.2 263.8 146.6 0 9.77 -302.9 -576.5 107.5 166.1 -449.4
19.045 -214.9 -78.16 -214.9 136.8 -39.08 156.3 0 195.4 -214.9 9.77 97.7 107.5 -97.7 117.2 -293.1 -175.9 -39.08 87.93 127
19.05 -48.85 -78.16 -273.6 0 -117.2 107.5 273.6 508.1 195.4 459.2 146.6 127 -107.5 175.9 -273.6 -156.3 -205.2 -9.77 420.1
19.055 -263.8 -244.3 -469 -214.9 -322.4 -39.08 312.7 781.6 263.8 918.4 -68.39 -156.3 -312.7 9.77 -459.2 48.85 -469 -117.2 586.2
19.06 -107.5 -273.6 -351.7 -254 -283.3 19.54 635.1 1172 840.3 1368 0 -107.5 -254 175.9 -351.7 254 -429.9 -136.8 1016
19.065 -166.1 -302.9 -312.7 -293.1 -283.3 29.31 810.9 1358 1348 1593 -107.5 -205.2 -361.5 117.2 -381 410.4 -342 -166.1 1192
19.07 -87.93 -342 -146.6 -273.6 -205.2 48.85 879.3 1573 1163 1817 -87.93 -214.9 -342 68.39 -342 635.1 -214.9 -9.77 1387
19.075 -97.7 -400.6 -136.8 -283.3 -283.3 -48.85 957.5 1505 1466 1681 -107.5 -283.3 -410.4 39.08 -420.1 556.9 -185.6 -87.93 1378
19.08 -19.54 -410.4 -127 -342 -244.3 -78.16 928.2 1466 1270 1602 -156.3 -351.7 -400.6 9.77 -302.9 625.3 -166.1 -107.5 1329
19.085 -39.08 -508.1 -195.4 -508.1 -420.1 -420.1 791.4 1055 1299 1241 -107.5 -508.1 -342 -175.9 -234.5 459.2 -302.9 -420.1 1055
19.09 -29.31 -439.7 -175.9 -547.6 -302.9 -449.4 781.6 938 1573 1221 -29.31 -420.1 -224.7 -117.2 -97.7 517.8 -302.9 -322.4 889.1
19.095 -146.6 -420.1 -273.6 -586.2 -478.7 -596 214.9 429.9 957.5 547.1 -107.5 -517.8 -234.5 -234.5 -87.93 322.4 -459.2 -459.2 234.5
19.1 -9.77 -371.3 -146.6 -644.8 -449.4 -771.9 -283.3 -156.3 517.8 39.08 -39.08 -586.2 -234.5 -410.4 -156.3 68.39 -381 -635.6 -351.7
19.105 -136.8 -351.7 -293.1 -596 -664.4 -869.6 -1133 -752.3 -596 -820.7 -166.1 -644.8 -429.9 -566.7 -449.4 -273.6 -547.6 -703.5 -1260
19.11 39.08 -234.5 -205.2 -469 -762.1 -879.8 -1798 -1426 -1397 -1553 -68.39 -703.5 -478.7 -674.6 -566.7 -596 -605.8 -703.5 -2032
19.115 -19.54 -273.6 -312.7 -459.2 -830.5 -908.6 -2159 -1866 -1827 -1993 -117.2 -566.7 -517.8 -644.8 -655.1 -732.8 -596 -762.1 -2384
19.12 185.6 -68.39 -205.2 -244.3 -693.7 -830.5 -2316 -2296 -2237 -2648 -87.93 -547.6 -527.6 -635.6 -703.5 -1075 -332.2 -781.6 -2442
19.125 234.5 29.31 -107.5 -156.3 -537.4 -683.9 -2208 -2208 -2472 -2697 -68.39 -469 -547.6 -586.2 -732.8 -1133 -166.1 -664.4 -2198
19.13 459.2 244.3 87.93 78.16 -302.9 -449.4 -1846 -1944 -2286 -2872 39.08 -234.5 -439.7 -293.1 -605.8 -1192 0 -273.6 -1778
19.135 361.5 87.93 0 -58.62 -254 -469 -1544 -1612 -2247 -2442 -136.8 -400.6 -478.7 -478.7 -576.5 -1163 -107.5 -195.4 -1436
19.14 439.7 263.8 68.39 136.8 39.08 -166.1 -820.7 -840.3 -1524 -1661 0 -107.5 -293.1 -136.8 -488.5 -713.2 -19.54 48.85 -655.1
19.145 254 136.8 -78.16 68.39 9.77 -78.16 -410.4 -195.4 -1025 -762.1 -97.7 -87.93 -293.1 19.54 -420.1 -371.3 -58.62 127 -68.39
19.15 244.3 214.9 -107.5 166.1 78.16 136.8 68.39 459.2 -214.9 244.3 -39.08 -39.08 -214.9 97.7 -361.5 166.1 -97.7 400.6 469
19.155 205.2 -19.54 -136.8 39.08 -39.08 58.62 293.1 762.1 195.4 840.3 -97.7 -127 -234.5 136.8 -390.8 312.7 -39.08 283.3 801.2
19.16 361.5 39.08 -39.08 -48.85 -29.31 0 586.2 1075 898.9 1319 68.39 -263.8 -87.93 29.31 -381 586.2 68.39 146.6 1094
19.165 234.5 -224.7 -156.3 -224.7 -185.6 -195.4 732.8 1055 1182 1475 -97.7 -439.7 -254 -97.7 -254 615.5 19.54 -195.4 1182
19.17 205.2 -420.1 -166.1 -420.1 -136.8 -351.7 1006 1192 1641 1768 9.77 -537.4 -156.3 -117.2 -175.9 869.6 -78.16 -263.8 1417
19.175 -39.08 -586.2 -371.3 -586.2 -293.1 -508.1 1124 1055 1856 1612 -214.9 -625.3 -302.9 -244.3 -156.3 771.9 -254 -439.7 1290
19.18 68.39 -420.1 -293.1 -390.8 -146.6 -322.4 1495 1231 2364 1729 -185.6 -449.4 -146.6 -68.39 156.3 898.9 -166.1 -322.4 1456
19.185 -244.3 -625.3 -596 -556.9 -381 -478.7 1280 1065 2081 1358 -478.7 -537.4 -351.7 -136.8 19.54 859.8 -420.1 -537.4 1163
19.19 -234.5 -371.3 -625.3 -312.7 -312.7 -263.8 1202 1055 1983 1456 -449.4 -381 -273.6 -58.62 156.3 977 -400.6 -371.3 996.6
19.195 -508.1 -527.6 -850 -361.5 -381 -293.1 908.6 801.2 1671 938 -625.3 -439.7 -322.4 -146.6 166.1 830.5 -547.6 -488.5 556.9
19.2 -596 -390.8 -957.5 -283.3 -478.7 -244.3 390.8 429.9 967.3 654.6 -605.8 -390.8 -351.7 -78.16 78.16 732.8 -644.8 -498.3 -48.85
19.205 -683.9 -293.1 -996.6 -156.3 -547.6 -254 -136.8 -127 449.4 -39.08 -547.6 -322.4 -302.9 -87.93 48.85 390.8 -703.5 -488.5 -820.7
19.21 -351.7 48.85 -742.6 127 -410.4 -107.5 -508.1 -566.7 48.85 -537.4 -273.6 -117.2 -78.16 -9.77 195.4 127 -488.5 -214.9 -1290
19.215 -97.7 273.6 -439.7 390.8 -351.7 78.16 -996.6 -908.6 -635.6 -1192 -68.39 39.08 19.54 136.8 68.39 -205.2 -263.8 19.54 -1739
19.22 537.4 625.3 87.93 723 0 390.8 -1201 -967.8 -1309 -1593 254 312.7 205.2 342 117.2 -381 342 312.7 -1505
19.225 850 908.6 527.6 1094 351.7 830.5 -1280 -576.5 -1700 -1563 390.8 644.8 283.3 517.8 107.5 -273.6 889.1 654.6 -996.6
19.23 1212 1153 947.7 1329 693.7 1124 -1192 -224.7 -2129 -1416 547.1 840.3 273.6 742.6 -87.93 -273.6 1378 1045 -420.1
19.235 1280 1260 1124 1485 889.1 1378 -928.2 429.9 -2051 -693.7 547.1 938 322.4 938 -78.16 127 1602 1329 244.3
19.24 1290 1065 1114 1319 810.9 1270 -664.4 693.7 -1749 -332.2 488.5 801.2 195.4 918.4 -214.9 302.9 1612 1212 654.6
19.245 918.4 742.6 781.6 1124 605.8 1153 -234.5 1133 -1124 312.7 214.9 703.5 0 967.3 -254 527.6 1319 986.8 1192
19.25 723 312.7 508.1 703.5 439.7 859.8 263.8 1104 -273.6 674.2 48.85 390.8 -58.62 713.2 -185.6 703.5 986.8 683.9 1514
19.255 175.9 -9.77 -19.54 469 39.08 576.5 498.3 1231 97.7 918.4 -293.1 224.7 -273.6 527.6 -195.4 732.8 449.4 439.7 1690
19.26 136.8 -146.6 -117.2 293.1 58.62 420.1 1006 1290 898.9 1212 -283.3 185.6 -175.9 449.4 -78.16 713.2 351.7 127 2003
19.265 -127 -254 -332.2 136.8 -127 175.9 1045 1182 1202 1280 -400.6 68.39 -244.3 361.5 0 693.7 9.77 -136.8 1827
19.27 -214.9 -214.9 -429.9 136.8 -273.6 117.2 938 1085 879.3 1260 -351.7 127 -205.2 410.4 -9.77 615.5 -127 -136.8 1553
19.275 -293.1 -254 -488.5 78.16 -342 9.77 879.3 918.4 1085 1163 -371.3 0 -185.6 302.9 87.93 469 -342 -195.4 1221
19.28 -293.1 -107.5 -527.6 195.4 -459.2 19.54 703.5 850 654.6 1212 -322.4 39.08 -117.2 322.4 78.16 459.2 -459.2 -195.4 869.6
19.285 -302.9 -205.2 -596 48.85 -478.7 -136.8 654.6 586.2 840.3 977 -224.7 -146.6 19.54 195.4 195.4 234.5 -615.5 -371.3 556.9
19.29 -156.3 -136.8 -625.3 78.16 -469 -127 683.9 400.6 908.6 918.4 -185.6 -39.08 68.39 234.5 254 371.3 -596 -439.7 351.7
19.295 -205.2 -293.1 -683.9 -87.93 -469 -351.7 674.2 146.6 1192 654.6 -68.39 -273.6 205.2 58.62 508.1 410.4 -655.1 -556.9 87.93
19.3 -127 -342 -664.4 -185.6 -449.4 -371.3 654.6 -127 1221 478.7 -127 -302.9 214.9 48.85 615.5 625.3 -556.9 -713.2 -156.3
19.305 -254 -586.2 -742.6 -283.3 -576.5 -537.4 381 -605.8 1231 -78.16 -58.62 -302.9 195.4 29.31 547.1 58.62 -683.9 -938 -615.5
19.31 -166.1 -420.1 -752.3 -195.4 -625.3 -449.4 0 -938 742.6 -547.6 -136.8 -273.6 68.39 97.7 410.4 -58.62 -683.9 -810.9 -1172
19.315 -117.2 -439.7 -664.4 -146.6 -625.3 -498.3 -400.6 -1397 390.8 -1240 -127 -263.8 -29.31 -58.62 117.2 -302.9 -576.5 -830.5 -1524
19.32 312.7 58.62 -342 244.3 -390.8 -87.93 -635.6 -1339 -78.16 -1553 68.39 9.77 9.77 263.8 29.31 -508.1 -136.8 -478.7 -1426
19.325 654.6 420.1 87.93 625.3 -78.16 195.4 -752.3 -1104 -429.9 -1632 175.9 48.85 29.31 87.93 -87.93 -400.6 420.1 -68.39 -1025
19.33 1309 1143 703.5 1290 586.2 957.5 -244.3 -244.3 -205.2 -1240 488.5 537.4 302.9 605.8 9.77 -273.6 1124 898.9 -195.4
19.335 1426 1387 1006 1612 938 1280 214.9 459.2 -29.31 -644.8 644.8 723 459.2 723 -87.93 -273.6 1485 1514 576.5
19.34 1690 1417 1260 1632 1280 1436 693.7 1065 9.77 29.31 771.9 791.4 576.5 820.7 -39.08 107.5 1817 1700 1348
19.345 1475 1202 1124 1358 1114 1270 810.9 1270 -146.6 459.2 556.9 596 459.2 723 -156.3 381 1612 1436 1466
19.35 1309 889.1 928.2 1065 928.2 1104 889.1 1407 -146.6 967.3 566.7 537.4 429.9 771.9 -185.6 693.7 1290 1172 1583
19.355 1055 400.6 683.9 478.7 615.5 576.5 703.5 1192 -29.31 1026 390.8 254 302.9 449.4 -214.9 654.6 889.1 723 1397
19.36 977 351.7 615.5 302.9 537.4 576.5 820.7 1417 429.9 1231 429.9 361.5 361.5 586.2 97.7 820.7 742.6 615.5 1563
19.365 596 107.5 351.7 97.7 273.6 371.3 762.1 1192 556.9 1309 156.3 312.7 107.5 429.9 -224.7 713.2 469 439.7 1475
19.37 566.7 78.16 332.2 9.77 322.4 381 889.1 1241 908.6 1456 136.8 351.7 234.5 429.9 48.85 810.9 410.4 469 1553
19.375 244.3 -166.1 127 -156.3 205.2 293.1 918.4 1153 957.5 1417 -39.08 283.3 127 390.8 -78.16 713.2 166.1 381 1456
19.38 234.5 -244.3 127 -146.6 322.4 342 1065 1065 1143 1563 97.7 322.4 283.3 400.6 97.7 674.2 117.2 322.4 1378
19.385 -19.54 -351.7 -9.77 -244.3 205.2 224.7 908.6 879.3 1006 1368 -68.39 332.2 224.7 322.4 68.39 478.7 -107.5 146.6 1016
19.39 117.2 -322.4 117.2 -263.8 342 127 938 478.7 1085 791.4 205.2 214.9 429.9 127 254 156.3 -68.39 146.6 762.1
19.395 -205.2 -293.1 -97.7 -273.6 156.3 9.77 644.8 117.2 1065 586.2 -29.31 166.1 293.1 117.2 156.3 0 -302.9 9.77 195.4
19.4 -175.9 -58.62 -146.6 -166.1 19.54 -117.2 293.1 -342 547.1 -351.7 -97.7 78.16 195.4 -214.9 9.77 -244.3 -332.2 -166.1 -410.4
19.405 -234.5 -97.7 -107.5 -224.7 29.31 -205.2 185.6 -674.6 654.6 -478.7 0 -19.54 332.2 -185.6 146.6 -234.5 -351.7 -273.6 -791.4
19.41 -214.9 0 -48.85 -58.62 87.93 -97.7 58.62 -879.8 420.1 -723 48.85 136.8 351.7 -195.4 127 -185.6 -263.8 -166.1 -1006
19.415 -224.7 -29.31 107.5 19.54 263.8 -19.54 9.77 -1055 136.8 -996.6 136.8 224.7 429.9 -146.6 185.6 -175.9 -117.2 68.39 -1025
19.42 58.62 107.5 410.4 234.5 537.4 205.2 214.9 -947.7 293.1 -908.6 263.8 449.4 517.8 97.7 293.1 -127 254 244.3 -635.6
19.425 127 273.6 517.8 439.7 615.5 400.6 214.9 -771.9 195.4 -898.9 214.9 517.8 459.2 156.3 224.7 -244.3 469 469 -381
19.43 361.5 439.7 723 586.2 732.8 537.4 312.7 -420.1 117.2 -771.9 185.6 605.8 400.6 254 175.9 -244.3 713.2 781.6 -29.31
19.435 459.2 615.5 820.7 820.7 762.1 762.1 342 -97.7 136.8 -615.5 195.4 644.8 322.4 302.9 97.7 -283.3 820.7 1016 214.9
19.44 488.5 654.6 879.3 791.4 723 762.1 322.4 185.6 78.16 -410.4 127 586.2 254 283.3 78.16 -371.3 869.6 996.6 420.1
19.445 420.1 596 820.7 771.9 556.9 703.5 185.6 342 87.93 -244.3 19.54 566.7 87.93 234.5 -58.62 -351.7 771.9 869.6 459.2
19.45 400.6 566.7 771.9 664.4 439.7 556.9 156.3 439.7 195.4 234.5 9.77 381 29.31 156.3 -87.93 -351.7 586.2 664.4 508.1
19.455 78.16 381 420.1 498.3 58.62 351.7 -87.93 596 234.5 693.7 -205.2 234.5 -175.9 -9.77 -205.2 -205.2 224.7 390.8 439.7
19.46 9.77 195.4 312.7 195.4 -58.62 48.85 -234.5 361.5 127 654.6 -244.3 -19.54 -175.9 -224.7 -234.5 -244.3 78.16 -107.5 273.6
19.465 -322.4 -107.5 39.08 -78.16 -273.6 -185.6 -351.7 254 9.77 703.5 -381 -175.9 -302.9 -351.7 -283.3 -136.8 -214.9 -537.4 156.3
19.47 -381 -146.6 -78.16 -234.5 -361.5 -302.9 -439.7 48.85 -136.8 576.5 -322.4 -234.5 -214.9 -420.1 -234.5 -146.6 -351.7 -664.4 -48.85
19.475 -596 -449.4 -224.7 -459.2 -449.4 -469 -410.4 -166.1 -146.6 351.7 -371.3 -381 -332.2 -537.4 -293.1 -244.3 -556.9 -967.8 -175.9
19.48 -644.8 -400.6 -361.5 -488.5 -517.8 -508.1 -332.2 -136.8 195.4 586.2 -361.5 -332.2 -302.9 -478.7 -195.4 -146.6 -723 -1085 -244.3
19.485 -810.9 -703.5 -508.1 -693.7 -605.8 -752.3 -449.4 -342 48.85 420.1 -371.3 -517.8 -322.4 -498.3 -146.6 -293.1 -879.8 -1387 -488.5
19.49 -938 -752.3 -635.6 -723 -703.5 -791.4 -576.5 -478.7 166.1 498.3 -449.4 -576.5 -361.5 -703.5 -175.9 -234.5 -1104 -1387 -830.5
19.495 -1114 -898.9 -840.3 -791.4 -957.5 -947.7 -1025 -869.6 -478.7 -9.77 -527.6 -576.5 -498.3 -605.8 -351.7 -302.9 -1299 -1563 -1466
19.5 -996.6 -723 -723 -683.9 -889.1 -869.6 -1163 -1163 -527.6 -175.9 -469 -498.3 -488.5 -664.4 -312.7 -371.3 -1163 -1563 -1632
19.505 -977.5 -703.5 -566.7 -566.7 -801.2 -898.9 -1231 -1563 -752.3 -723 -488.5 -527.6 -469 -693.7 -361.5 -488.5 -869.6 -1612 -1787
19.51 -771.9 -390.8 -390.8 -342 -576.5 -615.5 -1016 -1387 -556.9 -703.5 -342 -283.3 -322.4 -381 -224.7 -371.3 -655.1 -1192 -1495
19.515 -693.7 -390.8 -224.7 -273.6 -342 -498.3 -771.9 -1426 -410.4 -1094 -283.3 -302.9 -214.9 -459.2 -39.08 -537.4 -371.3 -840.3 -1290
19.52 -459.2 -39.08 9.77 39.08 -39.08 -156.3 -488.5 -1085 -342 -967.8 -205.2 -87.93 -117.2 -224.7 146.6 -439.7 -97.7 -371.3 -928.2
19.525 -205.2 19.54 283.3 185.6 390.8 29.31 -58.62 -869.6 -19.54 -1211 0 -68.39 58.62 -214.9 224.7 -586.2 273.6 58.62 -410.4
19.53 87.93 254 615.5 420.1 703.5 322.4 263.8 -596 78.16 -1163 244.3 117.2 214.9 -48.85 381 -655.1 488.5 576.5 -9.77
19.535 244.3 273.6 810.9 566.7 1016 547.1 635.1 -214.9 185.6 -1075 371.3 175.9 342 48.85 351.7 -537.4 723 977 478.7
19.54 420.1 400.6 1016 664.4 1231 810.9 869.6 136.8 254 -977.5 537.4 351.7 488.5 244.3 439.7 -478.7 898.9 1212 781.6
19.545 400.6 508.1 1114 840.3 1378 1026 1036 390.8 361.5 -566.7 752.3 517.8 683.9 390.8 693.7 -293.1 1055 1524 967.3
19.55 205.2 478.7 898.9 830.5 1163 928.2 742.6 498.3 107.5 -586.2 576.5 400.6 547.1 322.4 556.9 -254 869.6 1475 771.9
19.555 78.16 410.4 820.7 752.3 1016 791.4 635.1 273.6 9.77 -371.3 654.6 302.9 596 205.2 664.4 -273.6 781.6 1329 615.5
19.56 -78.16 234.5 566.7 615.5 781.6 635.1 517.8 283.3 -78.16 -107.5 517.8 156.3 449.4 87.93 537.4 -136.8 576.5 1026 517.8
19.565 -322.4 0 224.7 361.5 449.4 332.2 312.7 58.62 -214.9 117.2 244.3 -19.54 195.4 -48.85 332.2 -29.31 273.6 537.4 332.2
19.57 -342 -68.39 78.16 224.7 371.3 224.7 371.3 127 -19.54 537.4 234.5 -78.16 205.2 -39.08 390.8 136.8 156.3 361.5 439.7
19.575 -566.7 -410.4 -58.62 -87.93 254 146.6 429.9 214.9 127 683.9 58.62 -136.8 58.62 -136.8 263.8 302.9 -19.54 166.1 390.8
19.58 -478.7 -312.7 -117.2 -244.3 166.1 -48.85 400.6 185.6 263.8 791.4 97.7 -214.9 29.31 -195.4 263.8 214.9 -39.08 -107.5 322.4
19.585 -625.3 -400.6 -351.7 -371.3 -68.39 -166.1 214.9 205.2 263.8 840.3 -117.2 -254 -136.8 -273.6 175.9 214.9 -302.9 -312.7 0
19.59 -615.5 -420.1 -332.2 -390.8 -117.2 -205.2 234.5 185.6 429.9 1036 -58.62 -166.1 -78.16 -127 293.1 283.3 -351.7 -371.3 -136.8
19.595 -830.5 -635.6 -635.6 -556.9 -400.6 -351.7 -136.8 -166.1 -19.54 625.3 -214.9 -293.1 -254 -214.9 117.2 19.54 -556.9 -527.6 -566.7
19.6 -674.6 -508.1 -527.6 -381 -312.7 -214.9 -39.08 -107.5 117.2 742.6 -117.2 -78.16 -195.4 0 254 107.5 -420.1 -596 -527.6
19.605 -596 -469 -537.4 -263.8 -390.8 -214.9 -342 -342 -312.7 273.6 -107.5 -39.08 -263.8 0 39.08 -19.54 -293.1 -683.9 -713.2
19.61 -322.4 -224.7 -351.7 -127 -273.6 -68.39 -390.8 -439.7 -332.2 19.54 0 68.39 -185.6 185.6 97.7 -175.9 -29.31 -498.3 -576.5
19.615 -185.6 19.54 -234.5 156.3 -214.9 107.5 -527.6 -449.4 -400.6 -293.1 78.16 244.3 -234.5 234.5 -29.31 -156.3 87.93 -156.3 -683.9
19.62 97.7 224.7 9.77 244.3 -58.62 214.9 -459.2 -371.3 -615.5 -586.2 166.1 342 -136.8 283.3 29.31 -302.9 302.9 146.6 -556.9
19.625 97.7 371.3 78.16 381 0 342 -527.6 -293.1 -683.9 -615.5 214.9 371.3 -117.2 234.5 68.39 -381 312.7 439.7 -605.8
19.63 244.3 537.4 244.3 527.6 136.8 429.9 -478.7 -390.8 -1006 -1153 293.1 459.2 -68.39 351.7 78.16 -517.8 381 771.9 -596
19.635 87.93 449.4 78.16 439.7 146.6 332.2 -459.2 -508.1 -1221 -1339 136.8 244.3 -58.62 78.16 117.2 -713.2 214.9 771.9 -615.5
19.64 205.2 556.9 185.6 469 273.6 361.5 -205.2 -488.5 -1025 -1553 273.6 263.8 68.39 175.9 263.8 -683.9 254 801.2 -469
19.645 136.8 420.1 127 390.8 283.3 322.4 0 -498.3 -889.1 -1397 205.2 175.9 87.93 68.39 302.9 -664.4 244.3 693.7 -254
19.65 166.1 469 97.7 390.8 371.3 429.9 293.1 -234.5 -517.8 -1163 312.7 214.9 214.9 302.9 429.9 -469 224.7 879.3 -68.39
19.655 58.62 371.3 68.39 342 361.5 478.7 439.7 -9.77 -361.5 -791.4 244.3 166.1 166.1 117.2 390.8 -234.5 146.6 977 39.08
19.66 156.3 478.7 166.1 439.7 439.7 576.5 762.1 302.9 19.54 -390.8 342 302.9 273.6 508.1 429.9 39.08 254 957.5 244.3
19.665 19.54 312.7 48.85 302.9 381 469 859.8 459.2 302.9 -48.85 273.6 234.5 234.5 283.3 410.4 214.9 97.7 810.9 332.2
19.67 -97.7 78.16 -58.62 166.1 400.6 371.3 1045 635.1 742.6 508.1 351.7 205.2 400.6 302.9 693.7 410.4 -78.16 674.2 469
19.675 -175.9 -87.93 -224.7 9.77 214.9 175.9 1124 556.9 1466 635.1 273.6 244.3 312.7 224.7 537.4 469 -263.8 312.7 469
19.68 -302.9 -371.3 -420.1 -342 9.77 -156.3 869.6 244.3 928.2 810.9 97.7 0 146.6 39.08 420.1 469 -478.7 -205.2 214.9
19.685 -586.2 -664.4 -674.6 -693.7 -302.9 -478.7 742.6 117.2 1436 859.8 -146.6 -185.6 -68.39 -156.3 185.6 381 -732.8 -820.7 166.1
19.69 -683.9 -693.7 -879.8 -840.3 -664.4 -703.5 234.5 -195.4 762.1 840.3 -420.1 -342 -400.6 -351.7 -136.8 469 -1045 -1016 -322.4
19.695 -898.9 -898.9 -1036 -1025 -908.6 -850 -244.3 -332.2 302.9 762.1 -625.3 -498.3 -644.8 -449.4 -381 254 -1153 -1124 -576.5
19.7 -840.3 -693.7 -938 -928.2 -938 -830.5 -488.5 -400.6 146.6 527.6 -664.4 -517.8 -723 -508.1 -449.4 293.1 -1064 -1075 -781.6
19.705 -732.8 -586.2 -723 -830.5 -869.6 -762.1 -752.3 -517.8 -68.39 400.6 -615.5 -517.8 -693.7 -537.4 -410.4 156.3 -781.6 -928.2 -898.9
19.71 -488.5 -361.5 -449.4 -615.5 -664.4 -644.8 -850 -547.6 -156.3 224.7 -517.8 -390.8 -635.6 -390.8 -429.9 48.85 -400.6 -635.6 -889.1
