    T[sec]  O1  O2  P3  P4  C3  C4  F3  F4 Fp2 Fp1  T5  T6  T3  T4  F7  F8
3.805 24.92 80.93 8.916 32.92 12.92 33.95 -1.029 12.92 -19.09 -14.06 3.887 -1.029 -3.086 20.92 -15.09 -8.002
3.81 4.915 45.95 7.888 7.888 2.972 17.95 -15.09 -4.001 -28.01 -32.01 -1.029 -7.087 -6.059 0.9145 -22.06 -20
3.815 -1.029 12.92 1.943 -6.059 0.9145 1.943 -19.09 -19.09 -29.04 -41.04 0 -16 -1.029 -24.01 -28.01 -32.01
3.82 -1.029 8.916 1.943 -14.06 1.943 -9.031 -22.06 -29.04 -26.06 -42.07 9.945 -6.059 -2.058 -36.01 -18.06 -45.04
3.825 -3.086 9.945 0 -16 10.97 -16 -13.03 -24.01 -13.03 -32.01 5.944 0.9145 -2.058 -30.06 -2.058 -35.09
3.83 -3.086 0.9145 -14.06 -17.03 11.89 -20 -4.001 -12 -14.06 -23.09 0 -11.09 0 -25.03 -5.03 -26.06
3.835 -9.031 1.943 -22.06 -26.06 0.9145 -24.01 -18.06 -10.06 -26.06 -29.04 0.9145 -18.06 -1.029 -22.06 -11.09 -40.01
3.84 -17.03 -19.09 -21.03 -41.04 -7.087 -28.01 -29.04 -12 -45.04 -47.1 1.943 -29.04 -1.029 -23.09 -26.06 -49.04
3.845 -15.09 -36.01 -17.03 -52.01 -14.06 -34.07 -37.04 -21.03 -54.07 -51.1 -1.029 -50.07 4.915 -26.06 -42.07 -48.01
3.85 -3.086 -34.07 -4.001 -55.1 -13.03 -35.09 -33.04 -27.09 -35.09 -32.01 26.98 -38.07 2.972 -19.09 -27.09 -38.07
3.855 2.972 -30.06 10.97 -51.1 10.97 -26.06 -8.002 -17.03 -9.031 -11.09 28.92 -25.03 8.916 -17.03 -2.058 -30.06
3.86 10.97 -33.04 21.95 -35.09 25.95 -14.06 13.95 -2.058 6.973 5.944 13.95 -37.04 7.888 -11.09 15.89 -15.09
3.865 16.92 -38.07 36.92 -15.09 33.95 -2.058 31.89 11.89 20.92 26.98 23.89 -27.09 24.92 1.943 43.9 -2.058
3.87 18.98 -36.01 40.92 0.9145 48.93 14.98 36.92 25.95 23.89 33.95 24.92 -7.087 36.92 5.944 46.98 1.943
3.875 26.98 -24.01 37.95 13.95 52.93 40.92 44.93 41.95 25.95 35.89 12.92 -8.002 23.89 13.95 42.98 3.887
3.88 42.98 -2.058 47.9 37.95 53.96 57.96 51.9 53.96 31.89 49.96 21.95 9.945 29.95 35.89 45.95 5.944
3.885 48.93 35.89 51.9 57.96 55.9 72.93 55.9 59.9 24.92 35.89 25.95 35.89 31.89 39.9 35.89 -1.029
3.89 58.99 72.93 52.93 73.96 47.9 79.91 52.93 59.9 19.89 25.95 15.89 39.9 9.945 47.9 25.95 -4.001
3.895 64.93 84.94 53.96 77.96 36.92 66.99 44.93 49.96 26.98 45.95 20.92 50.98 15.89 55.9 30.98 0
3.9 48.93 74.99 34.98 53.96 28.92 52.93 30.98 33.95 24.92 43.9 25.95 53.96 6.973 31.89 20.92 -6.059
3.905 32.92 62.99 12.92 31.89 26.98 42.98 24.92 29.95 15.89 21.95 10.97 38.98 -14.06 13.95 6.973 -22.06
3.91 22.98 61.96 11.89 25.95 29.95 29.95 27.89 29.95 16.92 21.95 17.95 41.95 2.972 19.89 11.89 -31.09
3.915 2.972 63.9 -2.058 19.89 26.98 25.95 17.95 21.95 3.887 5.944 28.92 48.93 14.98 15.89 1.943 -41.04
3.92 0.9145 75.9 -1.029 29.95 23.89 29.95 11.89 29.95 -5.03 -7.087 19.89 47.9 3.887 27.89 -11.09 -43.1
3.925 0.9145 71.9 1.943 31.89 21.95 31.89 7.888 29.95 7.888 11.89 19.89 55.9 21.95 43.9 7.888 -31.09
3.93 -11.09 37.95 -4.001 2.972 13.95 30.98 -1.029 16.92 15.89 9.945 12.92 38.98 11.89 19.89 14.98 -36.01
3.935 -9.031 8.916 -6.059 -4.001 17.95 12.92 0.9145 20.92 12.92 0 2.972 14.98 0.9145 10.97 20.92 -38.07
3.94 2.972 1.943 2.972 0 17.95 0.9145 0 22.98 23.89 14.98 15.89 16.92 16.92 23.89 43.9 -23.09
3.945 0.9145 -20 -1.029 -10.06 3.887 9.945 -16 9.945 8.916 2.972 19.89 6.973 4.915 4.915 18.98 -24.01
3.95 2.972 -25.03 1.943 -3.086 5.944 5.944 -22.06 11.89 -8.002 -15.09 18.98 -3.086 3.887 6.973 -8.002 -36.01
3.955 8.916 -23.09 9.945 0.9145 7.888 0 -20 7.888 -9.031 -12 15.89 0 28.92 19.89 -4.001 -38.07
3.96 -7.087 -38.07 9.945 -21.03 9.945 0 -25.03 -5.03 -6.059 -13.03 7.888 -7.087 25.95 2.972 -7.087 -49.04
3.965 -9.031 -39.1 11.89 -21.03 19.89 -21.03 -9.031 0.9145 3.887 -1.029 7.888 -11.09 31.89 1.943 0 -41.04
3.97 -7.087 -35.09 13.95 -23.09 13.95 -25.03 -6.059 -1.029 15.89 5.944 10.97 2.972 43.9 8.916 24.92 -32.01
3.975 -9.031 -29.04 2.972 -34.07 1.943 -20 -14.06 -16 17.95 4.915 7.888 2.972 11.89 -4.001 25.95 -45.04
3.98 2.972 0 8.916 -12 9.945 -24.01 0.9145 1.943 18.98 12.92 4.915 1.943 8.916 4.915 24.92 -37.04
3.985 18.98 22.98 21.95 7.888 17.95 -13.03 5.944 13.95 18.98 23.89 1.943 17.95 21.95 36.92 29.95 -23.09
3.99 14.98 23.89 22.98 16.92 21.95 4.915 8.916 16.92 21.95 30.98 1.943 12.92 10.97 27.89 21.95 -21.03
3.995 12.92 11.89 19.89 22.98 29.95 10.97 23.89 29.95 27.89 40.92 0.9145 -1.029 16.92 21.95 13.95 -17.03
4 8.916 1.943 16.92 18.98 24.92 11.89 23.89 26.98 4.915 26.98 -2.058 7.888 16.92 24.92 8.916 -21.03
4.005 2.972 5.944 7.888 10.97 7.888 3.887 11.89 5.944 -8.002 9.945 -7.087 8.916 6.973 10.97 3.887 -43.1
4.01 -13.03 13.95 1.943 11.89 0.9145 -7.087 10.97 2.972 -11.09 9.945 -9.031 10.97 7.888 15.89 0.9145 -48.01
4.015 -29.04 14.98 -11.09 1.943 -6.059 -13.03 -2.058 1.943 -21.03 -2.058 -19.09 20.92 -1.029 25.95 -8.002 -52.01
4.02 -49.04 -2.058 -26.06 -11.09 -16 -10.06 -11.09 1.943 -21.03 -6.059 -32.01 12.92 -17.03 12.92 -20 -61.04
4.025 -65.04 -35.09 -44.01 -34.07 -21.03 -21.03 -10.06 0.9145 -10.06 3.887 -25.03 -2.058 -26.06 7.888 -24.01 -55.1
4.03 -63.1 -45.04 -58.07 -54.07 -28.01 -33.04 -7.087 0.9145 -4.001 20.92 -35.09 0 -48.01 6.973 -20 -45.04
4.035 -63.1 -39.1 -71.1 -50.07 -47.1 -44.01 -13.03 0.9145 -1.029 33.95 -47.1 -1.029 -62.07 2.972 -16 -37.04
4.04 -59.1 -46.07 -82.08 -45.04 -61.04 -52.01 -20 -2.058 0 32.92 -33.04 -3.086 -65.04 -2.058 -25.03 -34.07
4.045 -39.1 -47.1 -74.08 -40.01 -68.02 -42.07 -34.07 -5.03 -12 8.916 -22.06 -11.09 -82.08 -7.087 -42.07 -54.07
4.05 -11.09 -36.01 -52.01 -23.09 -53.04 -24.01 -36.01 -12 -22.06 -8.002 -17.03 -21.03 -77.05 -21.03 -51.1 -76.02
4.055 8.916 -33.04 -21.03 -14.06 -29.04 -18.06 -25.03 -9.031 -11.09 0 -1.029 -18.06 -48.01 -12 -34.07 -73.05
4.06 26.98 -9.031 0.9145 1.943 -6.059 -9.031 -11.09 -1.029 4.915 30.98 9.945 0 -32.01 -1.029 -4.001 -55.1
4.065 26.98 21.95 10.97 18.98 3.887 3.887 0.9145 16.92 16.92 51.9 5.944 15.89 -4.001 15.89 22.98 -35.09
4.07 0.9145 2.972 1.943 13.95 1.943 18.98 -2.058 18.98 17.95 40.92 1.943 20.92 7.888 34.98 30.98 -31.09
4.075 -27.09 -14.06 -21.03 -3.086 -22.06 15.89 -25.03 1.943 0.9145 1.943 -7.087 14.98 -8.002 23.89 10.97 -50.07
4.08 -41.04 1.943 -36.01 -9.031 -30.06 11.89 -38.07 -12 -21.03 -17.03 -21.03 6.973 -27.09 3.887 0.9145 -74.08
4.085 -51.1 -11.09 -43.1 -26.06 -29.04 -3.086 -41.04 -23.09 -14.06 -9.031 -25.03 -2.058 -18.06 -1.029 9.945 -73.05
4.09 -63.1 -33.04 -42.07 -38.07 -24.01 -19.09 -29.04 -14.06 8.916 20.92 -15.09 -9.031 -8.002 2.972 38.98 -45.04
4.095 -57.04 -21.03 -35.09 -24.01 0 -16 5.944 11.89 29.95 48.93 -18.06 -16 12.92 1.943 73.96 -27.09
4.1 -53.04 -29.04 -26.06 -12 23.89 -10.06 26.98 26.98 33.95 48.93 -21.03 -26.06 32.92 11.89 89.96 -23.09
4.105 -47.1 -32.01 -15.09 -1.029 19.89 -7.087 13.95 13.95 20.92 31.89 -3.086 -25.03 29.95 16.92 77.96 -29.04
4.11 -19.09 0 -1.029 12.92 17.95 -1.029 7.888 0.9145 0.9145 10.97 8.916 -15.09 28.92 -1.029 60.93 -55.1
4.115 -1.029 0 2.972 8.916 11.89 -1.029 1.943 -6.059 -2.058 0.9145 17.95 -12 23.89 1.943 51.9 -71.1
4.12 -1.029 -5.03 -1.029 0.9145 -2.058 -3.086 -1.029 0.9145 11.89 11.89 22.98 0 13.95 6.973 56.93 -58.07
4.125 -1.029 7.888 -19.09 0.9145 0 0.9145 19.89 15.89 21.95 29.95 7.888 17.95 3.887 3.887 63.9 -57.04
4.13 0.9145 14.98 -27.09 5.944 0 6.973 25.95 25.95 22.98 39.9 -7.087 23.89 -5.03 10.97 63.9 -57.04
4.135 0.9145 13.95 -33.04 9.945 -13.03 5.944 10.97 15.89 13.95 38.98 -5.03 33.95 -4.001 21.95 58.99 -46.07
4.14 0.9145 11.89 -27.09 7.888 -21.03 9.945 1.943 3.887 1.943 21.95 -1.029 43.9 -5.03 4.915 40.92 -52.01
4.145 10.97 18.98 -9.031 6.973 -7.087 5.944 -4.001 1.943 -4.001 12.92 -2.058 34.98 -22.06 2.972 26.98 -58.07
4.15 24.92 35.89 2.972 10.97 1.943 1.943 4.915 -1.029 9.945 18.98 1.943 36.92 -20 17.95 33.95 -45.04
4.155 24.92 36.92 12.92 18.98 11.89 -1.029 17.95 0.9145 24.92 29.95 1.943 42.98 -13.03 14.98 46.98 -44.01
4.16 28.92 21.95 28.92 26.98 17.95 -1.029 23.89 4.915 31.89 37.95 4.915 30.98 -11.09 13.95 60.93 -48.01
4.165 20.92 1.943 37.95 21.95 15.89 0 23.89 3.887 35.89 41.95 29.95 29.95 17.95 19.89 69.96 -41.04
4.17 0.9145 -35.09 31.89 7.888 27.89 11.89 23.89 3.887 41.95 37.95 45.95 11.89 35.89 1.943 61.96 -41.04
4.175 -13.03 -55.1 33.95 5.944 47.9 16.92 27.89 19.89 37.95 35.89 40.92 -8.002 22.98 0 43.9 -41.04
4.18 -23.09 -39.1 23.89 13.95 49.96 17.95 33.95 35.89 42.98 55.9 19.89 1.943 30.98 17.95 43.9 -21.03
4.185 -51.1 -30.06 1.943 17.95 36.92 37.95 36.92 43.9 53.96 74.99 -4.001 6.973 25.95 19.89 52.93 0.9145
4.19 -65.04 -18.06 -14.06 17.95 22.98 44.93 38.98 55.9 55.9 78.99 -19.09 5.944 1.943 27.89 60.93 -1.029
4.195 -39.1 8.916 -11.09 29.95 18.98 40.92 41.95 61.96 65.96 87.91 -6.059 42.98 6.973 45.95 72.93 0.9145
4.2 -5.03 28.92 0.9145 37.95 30.98 51.9 46.98 59.9 66.99 78.99 1.943 49.96 18.98 51.9 64.93 -1.029
4.205 22.98 49.96 23.89 49.96 45.95 48.93 53.96 59.9 56.93 59.9 3.887 53.96 3.887 59.9 53.96 -13.03
4.21 62.99 83.91 49.96 65.96 57.96 47.9 59.9 57.96 61.96 65.96 25.95 95.91 33.95 67.9 63.9 -13.03
4.215 86.99 100.9 61.96 73.96 70.99 60.93 73.96 57.96 65.96 69.96 38.98 84.94 60.93 61.96 72.93 -7.087
4.22 92.94 86.99 66.99 69.96 68.93 59.9 80.93 61.96 59.9 62.99 40.92 44.93 44.93 53.96 78.99 -23.09
4.225 90.99 58.99 64.93 61.96 56.93 46.98 64.93 52.93 53.96 50.98 51.9 37.95 55.9 43.9 86.99 -43.1
4.23 78.99 21.95 55.9 49.96 33.95 38.98 35.89 27.89 38.98 31.89 47.9 19.89 57.96 27.89 75.9 -41.04
4.235 50.98 -2.058 42.98 37.95 16.92 25.95 8.916 11.89 27.89 22.98 34.98 18.98 23.89 25.95 64.93 -33.04
4.24 32.92 0 40.92 41.95 21.95 26.98 1.943 14.98 36.92 42.98 34.98 45.95 32.92 35.89 79.91 -21.03
4.245 14.98 16.92 32.92 49.96 30.98 40.92 12.92 27.89 43.9 62.99 23.89 31.89 48.93 41.95 88.94 1.943
4.25 -11.09 8.916 8.916 38.98 22.98 35.89 14.98 26.98 35.89 55.9 3.887 4.915 19.89 37.95 86.99 -1.029
4.255 -37.04 7.888 -9.031 30.98 3.887 25.95 3.887 17.95 29.95 38.98 -4.001 11.89 11.89 23.89 85.96 -14.06
4.26 -55.1 13.95 -24.01 24.92 -13.03 19.89 -10.06 1.943 17.95 27.89 -14.06 1.943 13.95 7.888 72.93 -19.09
4.265 -63.1 11.89 -29.04 16.92 -27.09 12.92 -19.09 -8.002 1.943 25.95 -17.03 3.887 1.943 3.887 55.9 -23.09
4.27 -49.04 21.95 -16 17.95 -15.09 9.945 -10.06 -2.058 0.9145 29.95 -6.059 3.887 9.945 0.9145 49.96 -38.07
4.275 -41.04 12.92 -6.059 7.888 1.943 0.9145 0 0 1.943 28.92 -1.029 -17.03 24.92 -17.03 40.92 -44.01
4.28 -43.1 -19.09 -2.058 -12 -3.086 -20 -7.087 -4.001 1.943 16.92 -8.002 -22.06 0.9145 -25.03 31.89 -51.1
4.285 -37.04 -34.07 0.9145 -22.06 -1.029 -34.07 -6.059 -2.058 9.945 15.89 -8.002 -7.087 -4.001 -22.06 39.9 -60.01
4.29 -29.04 -41.04 1.943 -24.01 0.9145 -34.07 -3.086 -6.059 30.98 22.98 -5.03 -16 -1.029 -16 47.9 -51.1
4.295 -19.09 -48.01 1.943 -28.01 -1.029 -30.06 -2.058 -10.06 29.95 17.95 -12 -9.031 -8.002 -10.06 55.9 -46.07
4.3 -5.03 -31.09 0 -16 3.887 -26.06 0.9145 -6.059 30.98 12.92 -4.001 0.9145 -2.058 -9.031 61.96 -57.04
4.305 2.972 -8.002 -12 -9.031 0.9145 -22.06 -4.001 -9.031 25.95 6.973 -3.086 1.943 16.92 -11.09 56.93 -58.07
4.31 -5.03 -1.029 -26.06 -9.031 -9.031 -23.09 -18.06 -23.09 10.97 1.943 -24.01 0 3.887 -1.029 39.9 -56.01
4.315 -19.09 -7.087 -41.04 -4.001 -21.03 -26.06 -31.09 -24.01 3.887 0 -41.04 9.945 1.943 1.943 27.89 -55.1
4.32 -31.09 -17.03 -58.07 -4.001 -33.04 -13.03 -38.07 -25.03 -1.029 1.943 -46.07 0 -17.03 1.943 8.916 -49.04
4.325 -27.09 -23.09 -59.1 0 -39.1 -5.03 -33.04 -29.04 -7.087 -1.029 -54.07 -3.086 -43.1 -3.086 -1.029 -50.07
4.33 -7.087 -22.06 -40.01 0.9145 -30.06 -3.086 -16 -34.07 -7.087 3.887 -35.09 -2.058 -35.09 -15.09 -1.029 -50.07
4.335 12.92 -14.06 -22.06 1.943 -12 -6.059 0.9145 -29.04 -5.03 0.9145 -19.09 -11.09 -32.01 -27.09 0.9145 -46.07
4.34 34.98 -5.03 0 0 -1.029 -10.06 21.95 -26.06 0 0.9145 -19.09 -29.04 -28.01 -25.03 1.943 -39.1
4.345 44.93 -10.06 12.92 0.9145 0 -21.03 20.92 -23.09 7.888 12.92 -8.002 -28.01 -21.03 -23.09 2.972 -27.09
4.35 30.98 -17.03 7.888 -7.087 0.9145 -20 7.888 -19.09 12.92 5.944 -3.086 -31.09 -31.09 -33.04 0.9145 -35.09
4.355 16.92 -4.001 0.9145 -5.03 -4.001 -14.06 1.943 -16 17.95 -1.029 -11.09 -33.04 -29.04 -35.09 2.972 -45.04
4.36 8.916 8.916 3.887 0.9145 -8.002 -17.03 -4.001 -17.03 17.95 -1.029 -12 -18.06 -19.09 -25.03 22.98 -47.1
4.365 -25.03 6.973 -15.09 -13.03 -19.09 -14.06 -23.09 -17.03 0 -19.09 -32.01 -30.06 -42.07 -25.03 20.92 -63.1
4.37 -57.04 -1.029 -41.04 -33.04 -41.04 -19.09 -35.09 -29.04 -5.03 -31.09 -49.04 -55.1 -51.1 -31.09 7.888 -79.11
4.375 -65.04 -17.03 -45.04 -43.1 -41.04 -36.01 -39.1 -37.04 1.943 -19.09 -37.04 -57.04 -33.04 -31.09 11.89 -73.05
4.38 -73.05 -30.06 -54.07 -51.1 -26.06 -31.09 -40.01 -33.04 -2.058 -22.06 -25.03 -61.04 -32.01 -45.04 6.973 -75.1
4.385 -65.04 -26.06 -55.1 -51.1 -22.06 -24.01 -35.09 -35.09 -11.09 -35.09 -20 -56.01 -22.06 -47.1 0.9145 -85.05
4.39 -35.09 -6.059 -42.07 -35.09 -18.06 -26.06 -32.01 -33.04 -17.03 -30.06 -7.087 -31.09 -16 -27.09 -1.029 -73.05
4.395 -27.09 -6.059 -46.07 -41.04 -26.06 -15.09 -38.07 -21.03 -35.09 -44.01 -26.06 -44.01 -43.1 -31.09 -14.06 -71.1
4.4 -31.09 -25.03 -67.1 -59.1 -57.04 -23.09 -57.04 -29.04 -60.01 -59.1 -47.1 -65.04 -48.01 -45.04 -39.1 -81.05
4.405 -15.09 -31.09 -65.04 -55.1 -63.1 -42.07 -69.05 -39.1 -55.1 -43.1 -32.01 -60.01 -28.01 -45.04 -37.04 -69.05
4.41 -7.087 -35.09 -45.04 -47.1 -41.04 -37.04 -63.1 -31.09 -41.04 -31.09 -17.03 -59.1 -19.09 -53.04 -25.03 -67.1
4.415 -1.029 -39.1 -35.09 -49.04 -31.09 -33.04 -55.1 -33.04 -35.09 -37.04 -17.03 -55.1 -29.04 -57.04 -21.03 -87.11
4.42 2.972 -23.09 -30.06 -40.01 -29.04 -34.07 -51.1 -36.01 -31.09 -31.09 -14.06 -40.01 -44.01 -45.04 -20 -92.02
4.425 0.9145 -16 -32.01 -32.01 -17.03 -22.06 -33.04 -20 -31.09 -29.04 -33.04 -46.07 -61.04 -58.07 -21.03 -84.02
4.43 -23.09 -18.06 -53.04 -43.1 -24.01 -17.03 -27.09 -20 -50.07 -38.07 -72.02 -55.1 -84.02 -73.05 -38.07 -84.02
4.435 -45.04 -15.09 -70.07 -46.07 -42.07 -29.04 -39.1 -34.07 -55.1 -34.07 -86.08 -62.07 -85.05 -78.08 -47.1 -83.11
4.44 -49.04 -21.03 -58.07 -40.01 -28.01 -22.06 -29.04 -21.03 -38.07 -11.09 -76.02 -76.02 -66.07 -79.11 -32.01 -68.02
4.445 -47.1 -28.01 -52.01 -46.07 -14.06 -10.06 -15.09 -1.029 -30.06 -6.059 -71.1 -90.08 -63.1 -61.04 -25.03 -67.1
4.45 -53.04 -38.07 -61.04 -57.04 -17.03 -5.03 -21.03 -5.03 -28.01 -5.03 -61.04 -99.11 -51.1 -52.01 -25.03 -69.05
4.455 -47.1 -47.1 -51.1 -51.1 -3.086 -5.03 -13.03 -3.086 -19.09 1.943 -43.1 -95.11 -23.09 -59.1 -3.086 -61.04
4.46 -37.04 -41.04 -36.01 -46.07 2.972 -10.06 -7.087 -3.086 -26.06 -5.03 -40.01 -80.02 -20 -55.1 -1.029 -58.07
4.465 -35.09 -45.04 -43.1 -59.1 -16 -25.03 -31.09 -30.06 -46.07 -20 -32.01 -81.05 -28.01 -63.1 -4.001 -67.1
4.47 -23.09 -59.1 -43.1 -67.1 -31.09 -48.01 -45.04 -53.04 -53.04 -36.01 -19.09 -87.11 -29.04 -80.02 -13.03 -72.02
4.475 -9.031 -58.07 -43.1 -67.1 -35.09 -61.04 -45.04 -53.04 -66.07 -59.1 -21.03 -79.11 -47.1 -66.07 -37.04 -77.05
4.48 -1.029 -46.07 -41.04 -57.04 -40.01 -55.1 -55.1 -54.07 -72.02 -68.02 -16 -59.1 -60.01 -49.04 -50.07 -81.05
4.485 2.972 -38.07 -27.09 -39.1 -27.09 -39.1 -46.07 -48.01 -56.01 -52.01 -19.09 -45.04 -54.07 -41.04 -38.07 -72.02
4.49 2.972 -22.06 -6.059 -20 -5.03 -31.09 -23.09 -25.03 -36.01 -30.06 -28.01 -36.01 -40.01 -22.06 -22.06 -52.01
4.495 0.9145 -23.09 0 -20 -1.029 -27.09 -12 -11.09 -21.03 -7.087 -20 -34.07 -28.01 -10.06 -8.002 -43.1
4.5 -11.09 -24.01 -10.06 -24.01 1.943 -28.01 -6.059 -6.059 -14.06 0 -31.09 -34.07 -36.01 -17.03 0 -37.04
4.505 -15.09 -22.06 -19.09 -18.06 1.943 -25.03 0 -2.058 -22.06 -8.002 -48.01 -17.03 -46.07 1.943 -6.059 -42.07
4.51 -15.09 -16 -20 -11.09 -10.06 -19.09 -12 -3.086 -26.06 -13.03 -30.06 -5.03 -53.04 1.943 -9.031 -50.07
4.515 -29.04 -22.06 -29.04 -26.06 -23.09 -16 -29.04 -22.06 -31.09 -15.09 -30.06 -18.06 -65.04 -18.06 -13.03 -41.04
4.52 -29.04 -28.01 -36.01 -34.07 -27.09 -31.09 -35.09 -33.04 -30.06 -18.06 -26.06 -38.07 -48.01 -30.06 -20 -30.06
4.525 -11.09 -18.06 -33.04 -31.09 -30.06 -44.01 -40.01 -38.07 -19.09 -12 0.9145 -37.04 -17.03 -31.09 -15.09 -21.03
4.53 -13.03 -5.03 -42.07 -33.04 -34.07 -39.1 -45.04 -43.1 -15.09 -22.06 -2.058 -38.07 -27.09 -42.07 -23.09 -24.01
4.535 -7.087 -1.029 -44.01 -29.04 -39.1 -44.01 -50.07 -44.01 -28.01 -35.09 -18.06 -32.01 -22.06 -37.04 -29.04 -38.07
4.54 0.9145 0.9145 -24.01 -15.09 -36.01 -43.1 -51.1 -47.1 -35.09 -34.07 1.943 -14.06 -3.086 -32.01 -21.03 -50.07
4.545 2.972 0.9145 -11.09 -15.09 -20 -26.06 -48.01 -46.07 -37.04 -36.01 0 -11.09 -11.09 -41.04 -13.03 -51.1
4.55 2.972 6.973 -8.002 -14.06 -3.086 -23.09 -31.09 -35.09 -42.07 -38.07 -12 -20 -2.058 -34.07 -10.06 -56.01
4.555 -13.03 0.9145 -21.03 -24.01 -7.087 -32.01 -41.04 -30.06 -35.09 -39.1 -6.059 -16 5.944 -22.06 1.943 -63.1
4.56 -59.1 -12 -54.07 -54.07 -26.06 -29.04 -62.07 -43.1 -42.07 -55.1 -30.06 -23.09 -17.03 -29.04 3.887 -88.02
4.565 -91.11 -30.06 -83.11 -72.02 -52.01 -43.1 -74.08 -61.04 -66.07 -74.08 -62.07 -43.1 -34.07 -40.01 0.9145 -110.1
4.57 -101.1 -48.01 -82.08 -72.02 -72.02 -68.02 -88.02 -74.08 -62.07 -70.07 -53.04 -46.07 -30.06 -43.1 6.973 -109.1
4.575 -93.05 -53.04 -74.08 -72.02 -70.07 -65.04 -80.02 -73.05 -51.1 -59.1 -54.07 -46.07 -36.01 -48.01 14.98 -89.05
4.58 -73.05 -38.07 -66.07 -64.02 -61.04 -61.04 -55.1 -59.1 -48.01 -44.01 -46.07 -40.01 -38.07 -42.07 10.97 -58.07
4.585 -59.1 -38.07 -63.1 -63.1 -61.04 -59.1 -56.01 -44.01 -30.06 -18.06 -19.09 -21.03 -32.01 -23.09 8.916 -32.01
4.59 -55.1 -44.01 -61.04 -63.1 -58.07 -41.04 -49.04 -38.07 -24.01 -10.06 -20 -23.09 -34.07 -25.03 8.916 -31.09
4.595 -33.04 -30.06 -51.1 -49.04 -43.1 -35.09 -29.04 -29.04 -32.01 -21.03 -35.09 -35.09 -29.04 -30.06 1.943 -41.04
4.6 -13.03 -19.09 -21.03 -29.04 -31.09 -36.01 -31.09 -21.03 -27.09 -16 -25.03 -19.09 -17.03 -20 5.944 -30.06
4.605 6.973 -9.031 -1.029 -23.09 -18.06 -17.03 -29.04 -14.06 -28.01 -18.06 -20 -15.09 -2.058 -21.03 14.98 -21.03
4.61 26.98 -1.029 -2.058 -24.01 -16 -12 -27.09 -17.03 -36.01 -25.03 -10.06 -18.06 -2.058 -35.09 12.92 -28.01
4.615 24.92 -9.031 -9.031 -33.04 -33.04 -25.03 -41.04 -29.04 -27.09 -15.09 -2.058 -11.09 -17.03 -29.04 13.95 -29.04
4.62 20.92 -6.059 -19.09 -31.09 -37.04 -23.09 -39.1 -31.09 -22.06 -19.09 -5.03 -9.031 -25.03 -18.06 15.89 -39.1
4.625 16.92 1.943 -30.06 -22.06 -40.01 -20 -35.09 -27.09 -24.01 -28.01 -13.03 -14.06 -31.09 -21.03 13.95 -51.1
4.63 14.98 3.887 -20 -10.06 -40.01 -16 -41.04 -25.03 -12 -19.09 -6.059 -1.029 -32.01 -13.03 16.92 -34.07
4.635 28.92 19.89 -2.058 0.9145 -22.06 -5.03 -29.04 -18.06 -1.029 -10.06 0.9145 14.98 -15.09 1.943 31.89 -21.03
4.64 32.92 14.98 -3.086 0.9145 -14.06 -7.087 -15.09 -14.06 -1.029 -2.058 10.97 0 -6.059 -9.031 42.98 -26.06
4.645 6.973 0 -8.002 -14.06 -15.09 -26.06 -11.09 -24.01 7.888 -1.029 13.95 -6.059 0 -22.06 51.9 -24.01
4.65 -11.09 -3.086 -16 -22.06 -3.086 -30.06 0.9145 -20 7.888 -5.03 4.915 -6.059 4.915 -19.09 54.98 -28.01
4.655 -31.09 -19.09 -23.09 -21.03 -7.087 -29.04 0.9145 -19.09 1.943 -9.031 -5.03 -13.03 5.944 -25.03 41.95 -29.04
4.66 -47.1 -21.03 -21.03 -17.03 -9.031 -25.03 -9.031 -21.03 1.943 -15.09 -19.09 -11.09 5.944 -23.09 31.89 -23.09
4.665 -37.04 -4.001 -8.002 0 2.972 -8.002 -2.058 -7.087 15.89 -9.031 -14.06 7.888 4.915 -1.029 40.92 -17.03
4.67 -35.09 -3.086 -9.031 5.944 1.943 -1.029 -5.03 -5.03 20.92 -3.086 -12 15.89 8.916 1.943 44.93 -19.09
4.675 -43.1 -6.059 -32.01 -12 -4.001 -13.03 -20 -24.01 5.944 -21.03 -29.04 6.973 3.887 -10.06 31.89 -31.09
4.68 -37.04 -1.029 -42.07 -22.06 -15.09 -26.06 -27.09 -30.06 -12 -35.09 -33.04 8.916 -8.002 -16 21.95 -39.1
4.685 -19.09 -4.001 -40.01 -24.01 -32.01 -39.1 -30.06 -38.07 -19.09 -39.1 -28.01 6.973 -11.09 -13.03 28.92 -39.1
4.69 -9.031 -1.029 -39.1 -24.01 -37.04 -47.1 -23.09 -46.07 -14.06 -43.1 -25.03 -2.058 -9.031 -22.06 27.89 -41.04
4.695 4.915 0.9145 -23.09 -5.03 -17.03 -36.01 -7.087 -29.04 2.972 -25.03 -3.086 1.943 -3.086 -13.03 41.95 -29.04
4.7 20.92 -3.086 -2.058 5.944 1.943 -11.09 5.944 -9.031 23.89 1.943 13.95 11.89 17.95 0.9145 59.9 -5.03
4.705 22.98 -2.058 6.973 4.915 18.98 2.972 10.97 1.943 11.89 5.944 6.973 -4.001 20.92 -17.03 46.98 -7.087
4.71 32.92 -4.001 18.98 4.915 32.92 1.943 14.98 6.973 1.943 0 9.945 -14.06 20.92 -20 43.9 -7.087
