    T[sec] Fp2 Fp1  F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6
41 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1 187.1
0 16.99 -7.034 5.938 -2.01 -5.024 -11.05 -9.044 -27.04 0.9135 -29.05 13.98 15.99 15.99 0.9135 1.918 -3.015
0.005 26.95 -2.01 19.91 9.957 -3.015 -7.034 -5.024 -25.03 -2.01 -23.02 18 25.94 15.99 5.938 -2.01 -1.005
0.01 32.98 5.938 31.97 25.94 3.928 3.928 1.918 -9.044 1.918 -7.034 23.93 33.98 19.91 13.98 -2.01 5.938
0.015 28.96 3.928 39.92 35.99 21.92 21.92 18 5.938 9.957 7.948 27.95 33.98 23.93 18 3.928 18
0.02 18.91 -1.005 35.99 33.98 37.91 33.98 29.96 23.93 21.92 23.93 25.94 25.94 27.95 13.98 11.97 25.94
0.025 6.943 -17.08 25.94 21.92 45.95 33.98 35.99 33.98 31.97 27.95 21.92 9.957 29.96 5.938 19.91 27.95
0.03 -1.005 -33.07 13.98 7.948 41.93 25.94 33.98 35.99 33.98 21.92 15.99 0 25.94 1.918 25.94 23.93
0.035 -7.034 -41.02 1.918 -2.01 29.96 18 23.93 29.96 29.96 11.97 11.97 -2.01 19.91 5.938 23.93 19.91
0.04 -11.05 -37.09 0.9135 -2.01 18 13.98 11.97 23.93 19.91 3.928 5.938 3.928 11.97 18 19.91 18
0.045 -11.05 -25.03 0.9135 1.918 11.97 13.98 5.938 15.99 13.98 1.918 1.918 13.98 7.948 25.94 15.99 15.99
0.05 -5.024 -9.044 1.918 5.938 11.97 13.98 5.938 9.957 13.98 5.938 1.918 18 3.928 29.96 11.97 13.98
0.055 2.923 -1.005 7.948 5.938 15.99 9.957 9.957 1.918 15.99 11.97 3.928 11.97 3.928 21.92 7.948 7.948
0.06 16.99 3.928 13.98 0 18 0 13.98 -3.015 15.99 11.97 5.938 1.918 3.928 5.938 3.928 0
0.065 24.94 2.923 13.98 -3.015 15.99 -9.044 12.97 -13.06 11.97 3.928 9.957 -4.02 0 -3.015 0 -5.024
0.07 24.94 1.918 7.948 -8.039 8.953 -23.02 8.953 -19 5.938 -1.005 9.957 -8.039 0.9135 -13.06 -2.01 -13.06
0.075 12.97 -9.044 0 -7.034 0 -27.04 5.938 -21.01 5.938 -9.044 7.948 -5.024 -1.005 -9.044 0 -15.07
0.08 -1.005 -18.09 -1.005 -1.005 2.923 -20.01 10.96 -14.07 9.957 -13.06 5.938 0.9135 -2.01 0.9135 7.948 -11.05
