    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
1.185 449.4 420.1 29.31 -78.16 87.93 -156.3 -9.77 -97.7 68.39 -449.4 224.7 -48.85 146.6 234.5 -68.39 -156.3 508.1 -322.4 185.6 390.8
1.19 342 332.2 -29.31 -156.3 9.77 -127 -9.77 -117.2 -68.39 -400.6 175.9 9.77 224.7 224.7 -48.85 -107.5 469 -361.5 117.2 351.7
1.195 273.6 420.1 -19.54 -97.7 48.85 -48.85 58.62 -9.77 29.31 -273.6 68.39 166.1 224.7 429.9 97.7 78.16 439.7 -302.9 214.9 371.3
1.2 39.08 156.3 -166.1 -342 19.54 -136.8 78.16 -48.85 -78.16 -254 -9.77 39.08 175.9 371.3 214.9 97.7 351.7 -371.3 205.2 410.4
1.205 39.08 29.31 -117.2 -410.4 -29.31 -205.2 9.77 -146.6 -244.3 -273.6 -48.85 -58.62 185.6 351.7 214.9 -9.77 214.9 -439.7 127 342
1.21 156.3 48.85 -58.62 -498.3 -39.08 -342 -78.16 -273.6 -87.93 -263.8 9.77 -224.7 87.93 283.3 87.93 -19.54 224.7 -517.8 68.39 400.6
1.215 263.8 156.3 58.62 -439.7 -78.16 -234.5 -166.1 -195.4 127 -195.4 185.6 -224.7 87.93 283.3 -58.62 -39.08 107.5 -400.6 -68.39 185.6
1.22 390.8 78.16 117.2 -429.9 -214.9 -351.7 -293.1 -283.3 87.93 -244.3 273.6 -283.3 -107.5 146.6 -322.4 -166.1 29.31 -537.4 -214.9 185.6
1.225 429.9 224.7 175.9 -381 -263.8 -410.4 -390.8 -332.2 19.54 -263.8 254 -156.3 -214.9 185.6 -371.3 -156.3 117.2 -439.7 -234.5 58.62
1.23 693.7 195.4 498.3 -361.5 0 -351.7 -175.9 -332.2 87.93 -293.1 429.9 39.08 -68.39 224.7 -156.3 -263.8 390.8 -517.8 -19.54 390.8
1.235 615.5 293.1 371.3 -410.4 -97.7 -449.4 -273.6 -439.7 -478.7 -449.4 107.5 -156.3 -205.2 175.9 -254 -322.4 342 -488.5 -166.1 351.7
1.24 556.9 400.6 429.9 -166.1 9.77 -166.1 -136.8 -107.5 -410.4 -254 214.9 205.2 -283.3 332.2 -107.5 -214.9 332.2 -136.8 -87.93 127
1.245 449.4 342 332.2 -68.39 97.7 -9.77 -9.77 0 -283.3 -87.93 175.9 97.7 -195.4 361.5 -29.31 -156.3 312.7 68.39 -48.85 -87.93
1.25 302.9 459.2 185.6 0 224.7 185.6 224.7 234.5 48.85 68.39 361.5 156.3 -97.7 488.5 107.5 0 263.8 205.2 146.6 -87.93
1.255 205.2 312.7 195.4 78.16 312.7 254 312.7 322.4 107.5 146.6 371.3 342 -244.3 556.9 127 107.5 244.3 254 214.9 -68.39
1.26 117.2 214.9 48.85 29.31 205.2 68.39 322.4 244.3 361.5 146.6 322.4 185.6 -78.16 527.6 136.8 127 224.7 29.31 293.1 68.39
1.265 -78.16 -97.7 -58.62 -185.6 107.5 -156.3 263.8 58.62 117.2 -58.62 146.6 39.08 -263.8 371.3 39.08 58.62 156.3 -136.8 166.1 127
1.27 -29.31 -166.1 -78.16 -224.7 0 -214.9 205.2 29.31 19.54 -117.2 19.54 -29.31 -117.2 400.6 107.5 107.5 68.39 -214.9 117.2 195.4
1.275 -97.7 -107.5 -87.93 -332.2 -175.9 -283.3 -39.08 0 -185.6 -214.9 -127 -146.6 -214.9 361.5 -214.9 107.5 -29.31 -244.3 -97.7 87.93
1.28 68.39 19.54 68.39 -302.9 -195.4 -244.3 -117.2 -58.62 -273.6 -312.7 -78.16 -127 -185.6 263.8 -166.1 58.62 19.54 -224.7 -224.7 -19.54
1.285 78.16 136.8 19.54 -371.3 -234.5 -342 -214.9 -195.4 -166.1 -390.8 -214.9 -48.85 -381 195.4 -478.7 -87.93 48.85 -312.7 -263.8 68.39
1.29 68.39 127 -9.77 -342 -175.9 -283.3 -127 -127 107.5 -273.6 -234.5 29.31 -361.5 214.9 -390.8 -107.5 68.39 -371.3 -146.6 185.6
1.295 -58.62 156.3 -39.08 -361.5 -166.1 -254 -175.9 -117.2 -9.77 -351.7 -351.7 78.16 -293.1 254 -400.6 -185.6 -48.85 -322.4 -195.4 205.2
1.3 -166.1 -29.31 -127 -302.9 -146.6 -185.6 -156.3 -97.7 -48.85 -439.7 -439.7 68.39 -234.5 214.9 -332.2 -312.7 -107.5 -244.3 -195.4 107.5
1.305 -175.9 -58.62 -78.16 -234.5 -166.1 -58.62 -244.3 -39.08 -429.9 -478.7 -361.5 97.7 -48.85 302.9 -78.16 -273.6 -234.5 -136.8 -371.3 -117.2
1.31 -9.77 156.3 -48.85 87.93 -97.7 68.39 -302.9 0 -655.1 -605.8 -508.1 498.3 -234.5 459.2 -459.2 -254 -156.3 -87.93 -351.7 -117.2
1.315 127 283.3 78.16 48.85 -9.77 29.31 -244.3 -9.77 -576.5 -586.2 -508.1 117.2 -48.85 322.4 -214.9 -234.5 0 -87.93 -234.5 29.31
1.32 48.85 146.6 -29.31 156.3 -19.54 -9.77 -166.1 19.54 -371.3 -429.9 -478.7 332.2 -312.7 283.3 -312.7 -146.6 48.85 -107.5 -97.7 87.93
1.325 -107.5 58.62 -127 68.39 -136.8 -156.3 -195.4 -9.77 -263.8 -273.6 -527.6 -19.54 -508.1 58.62 -371.3 -58.62 -68.39 -136.8 -107.5 29.31
1.33 0 19.54 -68.39 9.77 -107.5 -224.7 -195.4 -48.85 -175.9 -87.93 -244.3 -234.5 -371.3 -136.8 -224.7 -29.31 -87.93 -205.2 -78.16 78.16
1.335 -48.85 -39.08 -136.8 48.85 -302.9 -293.1 -381 -136.8 -302.9 -175.9 -302.9 -283.3 -429.9 -234.5 -283.3 9.77 -205.2 -312.7 -263.8 78.16
1.34 39.08 -127 -136.8 -127 -429.9 -429.9 -449.4 -342 -342 -214.9 -302.9 -478.7 -361.5 -351.7 -273.6 -29.31 -195.4 -527.6 -214.9 214.9
1.345 166.1 -78.16 -127 -283.3 -234.5 -449.4 -175.9 -508.1 -293.1 -439.7 -195.4 -322.4 -361.5 -68.39 -195.4 -97.7 -78.16 -439.7 -371.3 127
1.35 87.93 -234.5 -87.93 -381 -107.5 -332.2 -127 -351.7 -342 -361.5 -166.1 -302.9 -97.7 19.54 -146.6 -78.16 -78.16 -322.4 -244.3 185.6
1.355 68.39 -205.2 -166.1 -263.8 68.39 -107.5 29.31 -107.5 -254 -185.6 -29.31 -166.1 332.2 107.5 156.3 9.77 9.77 -127 -19.54 166.1
1.36 -97.7 -322.4 -205.2 -205.2 0 -87.93 -29.31 -39.08 -185.6 -117.2 -97.7 -48.85 205.2 78.16 -263.8 -19.54 -19.54 -29.31 0 97.7
1.365 -19.54 -263.8 -185.6 -127 -29.31 -39.08 -107.5 29.31 -244.3 29.31 -234.5 -175.9 146.6 48.85 -283.3 -39.08 -68.39 -9.77 9.77 -48.85
1.37 -87.93 -97.7 -166.1 68.39 0 195.4 -78.16 205.2 -78.16 263.8 -244.3 9.77 19.54 205.2 -498.3 -29.31 -29.31 185.6 68.39 -127
1.375 9.77 -107.5 -39.08 9.77 -9.77 117.2 -68.39 136.8 -19.54 224.7 -283.3 -127 -29.31 293.1 -420.1 -78.16 19.54 97.7 68.39 19.54
1.38 9.77 -29.31 -29.31 9.77 78.16 205.2 0 195.4 0 351.7 -175.9 -136.8 107.5 469 -166.1 -68.39 185.6 127 205.2 175.9
1.385 9.77 -214.9 107.5 -78.16 283.3 146.6 302.9 146.6 254 293.1 -224.7 -48.85 234.5 508.1 166.1 -127 381 136.8 469 410.4
1.39 -19.54 -195.4 185.6 107.5 498.3 351.7 517.8 205.2 342 351.7 78.16 263.8 459.2 703.5 332.2 -97.7 459.2 146.6 635.1 576.5
1.395 -19.54 -48.85 97.7 -39.08 273.6 205.2 302.9 117.2 87.93 224.7 29.31 -68.39 136.8 566.7 195.4 -166.1 244.3 175.9 371.3 283.3
1.4 -78.16 166.1 87.93 195.4 254 312.7 244.3 136.8 -19.54 214.9 117.2 127 29.31 586.2 195.4 -136.8 87.93 322.4 234.5 19.54
1.405 -87.93 146.6 9.77 97.7 19.54 136.8 0 0 -273.6 87.93 97.7 -136.8 -107.5 381 -175.9 -195.4 -97.7 293.1 -29.31 -312.7
1.41 19.54 195.4 136.8 107.5 -9.77 78.16 39.08 -68.39 -283.3 -19.54 58.62 -127 -156.3 371.3 -117.2 -185.6 -48.85 146.6 -39.08 -195.4
1.415 97.7 234.5 293.1 302.9 263.8 214.9 351.7 127 185.6 68.39 156.3 175.9 205.2 449.4 48.85 -68.39 166.1 361.5 244.3 -39.08
1.42 29.31 156.3 293.1 410.4 390.8 234.5 517.8 146.6 263.8 127 156.3 342 302.9 547.1 68.39 9.77 302.9 351.7 322.4 58.62
1.425 195.4 214.9 361.5 517.8 498.3 302.9 566.7 175.9 283.3 97.7 302.9 322.4 263.8 586.2 185.6 39.08 429.9 439.7 332.2 39.08
1.43 283.3 205.2 390.8 537.4 566.7 439.7 547.1 332.2 19.54 185.6 400.6 381 205.2 732.8 283.3 156.3 449.4 586.2 371.3 0
1.435 420.1 381 478.7 664.4 508.1 605.8 478.7 449.4 -117.2 205.2 361.5 351.7 -48.85 840.3 87.93 224.7 449.4 674.2 332.2 -117.2
1.44 517.8 214.9 625.3 527.6 547.1 556.9 488.5 469 -107.5 127 478.7 263.8 87.93 850 146.6 224.7 556.9 586.2 449.4 19.54
1.445 478.7 175.9 517.8 508.1 449.4 498.3 478.7 381 87.93 0 244.3 322.4 39.08 732.8 107.5 117.2 547.1 429.9 469 48.85
1.45 537.4 195.4 674.2 576.5 644.8 547.1 713.2 410.4 371.3 39.08 234.5 351.7 351.7 723 234.5 185.6 596 371.3 683.9 263.8
1.455 429.9 205.2 517.8 527.6 449.4 547.1 488.5 390.8 146.6 -68.39 175.9 381 459.2 752.3 156.3 185.6 478.7 351.7 449.4 87.93
1.46 420.1 469 312.7 566.7 205.2 508.1 224.7 322.4 0 -9.77 146.6 312.7 371.3 635.1 136.8 136.8 381 283.3 195.4 -58.62
1.465 283.3 195.4 146.6 429.9 48.85 361.5 9.77 244.3 -254 9.77 -19.54 87.93 205.2 556.9 48.85 117.2 195.4 224.7 -78.16 -283.3
1.47 586.2 420.1 254 566.7 97.7 429.9 29.31 244.3 -58.62 156.3 -29.31 371.3 117.2 596 195.4 156.3 332.2 136.8 29.31 -127
1.475 469 175.9 146.6 302.9 19.54 175.9 58.62 117.2 127 254 -185.6 -48.85 -58.62 488.5 185.6 156.3 244.3 9.77 58.62 29.31
1.48 449.4 -87.93 224.7 166.1 117.2 107.5 234.5 117.2 508.1 381 -107.5 87.93 48.85 478.7 342 146.6 332.2 -107.5 293.1 293.1
1.485 234.5 -185.6 185.6 117.2 107.5 78.16 195.4 87.93 469 488.5 -68.39 -9.77 97.7 322.4 527.6 127 214.9 29.31 214.9 78.16
1.49 488.5 58.62 342 254 234.5 214.9 302.9 263.8 576.5 635.1 185.6 87.93 283.3 273.6 185.6 136.8 322.4 214.9 293.1 39.08
1.495 449.4 0 420.1 351.7 322.4 390.8 371.3 429.9 596 664.4 175.9 107.5 459.2 263.8 342 166.1 390.8 488.5 361.5 -58.62
1.5 498.3 29.31 478.7 400.6 351.7 381 351.7 390.8 420.1 517.8 39.08 97.7 263.8 175.9 78.16 97.7 429.9 478.7 312.7 -29.31
1.505 449.4 -117.2 400.6 302.9 371.3 283.3 351.7 214.9 449.4 312.7 -19.54 -58.62 117.2 156.3 39.08 9.77 488.5 322.4 342 97.7
1.51 332.2 -166.1 351.7 234.5 312.7 127 342 97.7 361.5 234.5 -107.5 -19.54 9.77 78.16 107.5 -48.85 469 195.4 332.2 214.9
1.515 195.4 -234.5 254 48.85 195.4 -19.54 224.7 -9.77 283.3 136.8 -185.6 -166.1 29.31 -78.16 195.4 -68.39 293.1 117.2 175.9 205.2
1.52 117.2 -224.7 136.8 -19.54 29.31 -136.8 68.39 -58.62 244.3 234.5 -107.5 -136.8 29.31 -156.3 195.4 -48.85 78.16 19.54 9.77 48.85
1.525 -9.77 -293.1 78.16 -97.7 -78.16 -185.6 0 -39.08 68.39 136.8 -156.3 -175.9 9.77 -146.6 195.4 -19.54 -58.62 29.31 -107.5 -136.8
1.53 48.85 -263.8 136.8 -107.5 -39.08 -156.3 68.39 -48.85 9.77 175.9 -39.08 -156.3 97.7 -166.1 136.8 58.62 58.62 -29.31 -39.08 39.08
1.535 0 -136.8 156.3 -87.93 -58.62 -39.08 87.93 39.08 -39.08 127 -146.6 -19.54 136.8 9.77 107.5 87.93 87.93 39.08 9.77 19.54
1.54 127 -117.2 273.6 -9.77 68.39 58.62 175.9 107.5 -117.2 156.3 0 39.08 185.6 9.77 78.16 58.62 224.7 87.93 117.2 78.16
1.545 -9.77 -48.85 185.6 136.8 29.31 244.3 136.8 283.3 -117.2 273.6 -127 205.2 0 87.93 9.77 127 263.8 263.8 166.1 -58.62
1.55 48.85 68.39 283.3 342 156.3 449.4 234.5 429.9 97.7 400.6 -19.54 429.9 -332.2 185.6 -9.77 195.4 361.5 322.4 322.4 0
1.555 87.93 87.93 254 342 156.3 410.4 244.3 449.4 263.8 420.1 -117.2 224.7 -410.4 87.93 -87.93 195.4 351.7 263.8 390.8 97.7
1.56 0 48.85 234.5 302.9 185.6 322.4 205.2 302.9 87.93 302.9 -87.93 351.7 -224.7 97.7 175.9 156.3 351.7 136.8 381 273.6
1.565 -19.54 -166.1 234.5 68.39 224.7 29.31 205.2 68.39 244.3 175.9 -244.3 -78.16 -214.9 -39.08 -97.7 39.08 361.5 -156.3 429.9 498.3
1.57 -19.54 -166.1 214.9 -39.08 175.9 -58.62 175.9 39.08 -68.39 234.5 -175.9 -97.7 214.9 19.54 97.7 127 293.1 -136.8 390.8 478.7
1.575 -9.77 -254 263.8 -146.6 224.7 19.54 293.1 136.8 48.85 371.3 -107.5 -97.7 234.5 107.5 68.39 293.1 371.3 -39.08 615.5 517.8
1.58 -195.4 -410.4 117.2 -175.9 214.9 78.16 254 175.9 136.8 449.4 -117.2 -58.62 97.7 156.3 39.08 342 273.6 0 615.5 410.4
1.585 -136.8 -332.2 302.9 -58.62 410.4 234.5 439.7 351.7 478.7 683.9 9.77 39.08 195.4 156.3 263.8 488.5 371.3 224.7 781.6 342
1.59 -185.6 -244.3 185.6 -39.08 420.1 234.5 439.7 332.2 547.1 644.8 -78.16 78.16 166.1 156.3 244.3 488.5 322.4 156.3 732.8 381
1.595 -185.6 0 205.2 -29.31 400.6 273.6 361.5 332.2 469 547.1 -214.9 185.6 156.3 107.5 195.4 527.6 224.7 224.7 576.5 224.7
1.6 -224.7 -146.6 39.08 -234.5 214.9 39.08 156.3 107.5 410.4 351.7 -429.9 78.16 58.62 -117.2 136.8 381 19.54 58.62 312.7 175.9
1.605 -283.3 -136.8 -117.2 -342 19.54 -146.6 -9.77 -136.8 185.6 29.31 -400.6 29.31 -48.85 -312.7 -39.08 244.3 -58.62 -136.8 87.93 156.3
1.61 -234.5 -342 -146.6 -459.2 -87.93 -322.4 -78.16 -273.6 166.1 -97.7 -439.7 -58.62 -87.93 -390.8 58.62 127 -136.8 -332.2 29.31 302.9
1.615 -234.5 -439.7 -195.4 -556.9 -166.1 -390.8 -175.9 -302.9 146.6 -234.5 -342 -166.1 -87.93 -410.4 19.54 -19.54 -127 -361.5 29.31 351.7
1.62 -234.5 -498.3 -293.1 -615.5 -302.9 -469 -214.9 -390.8 -9.77 -371.3 -429.9 -254 -205.2 -420.1 -19.54 -87.93 -273.6 -488.5 -39.08 351.7
1.625 -371.3 -674.6 -234.5 -615.5 -254 -459.2 -205.2 -361.5 97.7 -283.3 -400.6 -459.2 -410.4 -371.3 -58.62 -263.8 -332.2 -410.4 -19.54 234.5
1.63 -332.2 -655.1 -224.7 -625.3 -156.3 -449.4 -68.39 -371.3 244.3 -322.4 -361.5 -488.5 -263.8 -371.3 -39.08 -283.3 -400.6 -498.3 -19.54 302.9
1.635 -293.1 -469 -78.16 -537.4 -175.9 -420.1 -107.5 -351.7 205.2 -351.7 -293.1 -381 -244.3 -312.7 -68.39 -312.7 -381 -420.1 -185.6 234.5
1.64 -263.8 -527.6 29.31 -655.1 -48.85 -508.1 -97.7 -449.4 332.2 -381 -117.2 -469 -29.31 -371.3 -9.77 -381 -342 -527.6 -224.7 283.3
1.645 -332.2 -547.6 0 -615.5 -136.8 -400.6 -166.1 -322.4 29.31 -234.5 -195.4 -156.3 136.8 -185.6 -87.93 -322.4 -449.4 -410.4 -390.8 -39.08
1.65 -342 -508.1 -39.08 -723 -263.8 -459.2 -312.7 -342 -234.5 -263.8 -87.93 -439.7 185.6 -166.1 -185.6 -234.5 -459.2 -390.8 -498.3 -107.5
1.655 -185.6 -429.9 78.16 -664.4 -234.5 -312.7 -205.2 -234.5 -214.9 -185.6 -19.54 -244.3 263.8 -39.08 -97.7 -156.3 -351.7 -302.9 -361.5 -58.62
1.66 -156.3 -469 39.08 -723 -273.6 -390.8 -244.3 -322.4 -224.7 -273.6 -107.5 -371.3 -39.08 -136.8 -205.2 -136.8 -322.4 -439.7 -332.2 39.08
