    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -351.7 -400.6 -469 -273.6 -449.4 -390.8 -322.4 68.39 -127 -87.93 -97.7 283.3 -517.8 29.31 -537.4 390.8 -410.4 -185.6 -205.2 -175.9
0.63 -566.7 -185.6 -576.5 -97.7 -459.2 -195.4 -244.3 263.8 19.54 -127 -9.77 322.4 -508.1 322.4 -312.7 547.1 -547.6 39.08 -234.5 -508.1
0.635 -1036 -156.3 -1163 -127 -1045 -195.4 -869.6 185.6 -703.5 -263.8 -644.8 39.08 -1094 -19.54 -840.3 68.39 -1182 0 -791.4 -1025
0.64 -967.8 -361.5 -732.8 -107.5 -586.2 -78.16 -312.7 146.6 -429.9 -429.9 -312.7 -185.6 -547.6 146.6 -283.3 58.62 -586.2 -97.7 -214.9 -254
0.645 -771.9 -400.6 -508.1 -166.1 -420.1 -127 -136.8 195.4 -146.6 -332.2 -78.16 -136.8 -693.7 -48.85 -156.3 -205.2 -498.3 0 -9.77 -185.6
0.65 -381 -175.9 -87.93 205.2 39.08 283.3 342 556.9 429.9 87.93 166.1 48.85 -293.1 -146.6 361.5 -166.1 9.77 429.9 566.7 -68.39
0.655 97.7 -302.9 322.4 146.6 449.4 127 596 381 459.2 -68.39 488.5 -322.4 136.8 -58.62 351.7 -205.2 429.9 302.9 830.5 439.7
0.66 -58.62 -19.54 332.2 498.3 429.9 508.1 537.4 674.2 615.5 351.7 224.7 263.8 283.3 -312.7 449.4 -185.6 312.7 596 713.2 0
0.665 -146.6 156.3 332.2 1006 420.1 1055 429.9 801.2 58.62 48.85 39.08 -439.7 195.4 254 322.4 -9.77 381 781.6 517.8 -166.1
0.67 -234.5 234.5 273.6 586.2 351.7 556.9 322.4 537.4 -19.54 166.1 19.54 361.5 390.8 312.7 234.5 283.3 273.6 879.3 332.2 -390.8
0.675 19.54 146.6 576.5 547.1 644.8 537.4 664.4 420.1 400.6 214.9 58.62 234.5 361.5 87.93 635.1 107.5 400.6 781.6 498.3 -175.9
0.68 29.31 351.7 381 273.6 498.3 166.1 478.7 175.9 390.8 156.3 224.7 429.9 371.3 214.9 371.3 234.5 234.5 713.2 205.2 -342
0.685 293.1 283.3 586.2 117.2 625.3 -9.77 615.5 -107.5 537.4 -175.9 469 29.31 312.7 -19.54 488.5 29.31 449.4 410.4 254 58.62
0.69 -205.2 -117.2 19.54 -156.3 117.2 -224.7 127 -263.8 -48.85 -302.9 48.85 -107.5 -58.62 -361.5 185.6 -156.3 -107.5 283.3 -224.7 -254
0.695 -195.4 48.85 0 58.62 107.5 0 39.08 -214.9 -78.16 -508.1 136.8 -117.2 -68.39 -68.39 234.5 -117.2 19.54 342 -195.4 -156.3
0.7 175.9 127 342 166.1 381 205.2 302.9 48.85 263.8 -449.4 410.4 39.08 293.1 -29.31 498.3 29.31 478.7 400.6 234.5 312.7
0.705 312.7 0 488.5 302.9 508.1 263.8 351.7 156.3 508.1 -342 312.7 273.6 400.6 283.3 254 -195.4 508.1 439.7 459.2 429.9
0.71 517.8 459.2 693.7 859.8 713.2 859.8 644.8 781.6 1231 68.39 420.1 390.8 850 732.8 498.3 469 810.9 908.6 898.9 273.6
0.715 342 351.7 429.9 771.9 400.6 732.8 224.7 654.6 156.3 -87.93 146.6 635.1 420.1 674.2 0 117.2 420.1 625.3 469 48.85
0.72 498.3 302.9 459.2 781.6 332.2 752.3 254 615.5 127 -185.6 29.31 556.9 469 459.2 361.5 175.9 498.3 508.1 429.9 68.39
0.725 29.31 723 283.3 771.9 234.5 664.4 205.2 478.7 9.77 -322.4 29.31 293.1 175.9 498.3 488.5 -87.93 351.7 312.7 195.4 -9.77
0.73 322.4 136.8 332.2 547.1 273.6 625.3 322.4 312.7 -205.2 -459.2 166.1 -107.5 87.93 -9.77 517.8 58.62 566.7 156.3 244.3 254
0.735 146.6 293.1 351.7 117.2 263.8 9.77 410.4 68.39 224.7 -322.4 224.7 293.1 19.54 97.7 556.9 19.54 508.1 29.31 195.4 224.7
0.74 175.9 146.6 361.5 146.6 302.9 234.5 390.8 254 449.4 -48.85 439.7 127 175.9 244.3 244.3 390.8 537.4 -29.31 293.1 332.2
0.745 283.3 -195.4 390.8 -400.6 342 -400.6 459.2 -205.2 478.7 0 498.3 293.1 312.7 68.39 361.5 19.54 449.4 -449.4 293.1 615.5
0.75 -205.2 -48.85 -195.4 -361.5 -195.4 -351.7 -136.8 -166.1 -39.08 29.31 166.1 107.5 68.39 87.93 -48.85 127 -214.9 -381 -312.7 -127
