    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -478.7 -214.9 -283.3 -19.54 -351.7 -351.7 -381 -371.3 -566.7 -713.2 -351.7 39.08 -97.7 9.77 -371.3 -488.5 -381 -420.1 -615.5 58.62
0.63 -508.1 -381 -185.6 -127 -332.2 -508.1 -351.7 -469 -420.1 -635.6 -342 166.1 19.54 9.77 -205.2 -381 -312.7 -420.1 -517.8 107.5
0.635 -771.9 -625.3 -429.9 -322.4 -508.1 -781.6 -556.9 -830.5 -683.9 -810.9 -605.8 127 -263.8 -214.9 -537.4 -674.6 -596 -615.5 -889.1 -58.62
0.64 -850 -723 -537.4 -459.2 -625.3 -879.8 -625.3 -947.7 -644.8 -703.5 -625.3 -107.5 -283.3 -459.2 -488.5 -556.9 -655.1 -566.7 -820.7 -117.2
0.645 -957.5 -752.3 -791.4 -596 -781.6 -1006 -771.9 -1182 -752.3 -830.5 -810.9 -224.7 -517.8 -713.2 -644.8 -703.5 -947.7 -840.3 -1094 -195.4
0.65 -830.5 -703.5 -752.3 -547.6 -703.5 -908.6 -498.3 -1064 -478.7 -605.8 -596 -87.93 -381 -674.6 -322.4 -508.1 -820.7 -732.8 -732.8 -29.31
0.655 -820.7 -723 -781.6 -527.6 -693.7 -820.7 -449.4 -1025 -439.7 -655.1 -674.6 -58.62 -469 -644.8 -371.3 -508.1 -850 -762.1 -742.6 -48.85
0.66 -556.9 -547.6 -498.3 -410.4 -381 -644.8 -78.16 -771.9 -78.16 -429.9 -283.3 78.16 -205.2 -332.2 39.08 -205.2 -488.5 -478.7 -254 156.3
0.665 -732.8 -713.2 -547.6 -478.7 -400.6 -713.2 -136.8 -791.4 -195.4 -547.6 -429.9 19.54 -263.8 -302.9 -48.85 -322.4 -576.5 -615.5 -449.4 156.3
0.67 -596 -508.1 -332.2 -332.2 -244.3 -527.6 -97.7 -576.5 -185.6 -361.5 -175.9 78.16 -29.31 -39.08 58.62 -29.31 -312.7 -400.6 -371.3 117.2
0.675 -635.6 -449.4 -439.7 -351.7 -410.4 -605.8 -263.8 -615.5 -332.2 -508.1 -410.4 -29.31 -254 -97.7 -175.9 -107.5 -459.2 -517.8 -664.4 9.77
0.68 -410.4 -214.9 -322.4 -214.9 -390.8 -371.3 -205.2 -361.5 -195.4 -254 -136.8 136.8 -87.93 58.62 -78.16 185.6 -273.6 -322.4 -478.7 -78.16
0.685 -342 -224.7 -371.3 -234.5 -420.1 -371.3 -224.7 -400.6 -107.5 -312.7 -293.1 195.4 -293.1 9.77 -185.6 39.08 -371.3 -508.1 -439.7 107.5
0.69 -214.9 -234.5 -244.3 -254 -420.1 -254 -127 -224.7 97.7 -9.77 -58.62 156.3 -136.8 29.31 -58.62 195.4 -244.3 -381 -146.6 156.3
0.695 -146.6 -293.1 -156.3 -322.4 -351.7 -302.9 -58.62 -205.2 136.8 58.62 -244.3 48.85 -185.6 -78.16 -58.62 48.85 -273.6 -400.6 -87.93 205.2
0.7 -39.08 -78.16 29.31 -166.1 -263.8 -127 48.85 -29.31 146.6 263.8 -97.7 205.2 29.31 -97.7 68.39 244.3 -29.31 -107.5 87.93 175.9
0.705 205.2 146.6 146.6 127 -244.3 68.39 9.77 117.2 -19.54 263.8 -39.08 381 19.54 -68.39 -58.62 244.3 87.93 78.16 -78.16 29.31
0.71 371.3 459.2 273.6 420.1 -39.08 351.7 146.6 371.3 87.93 478.7 136.8 723 156.3 -9.77 156.3 498.3 361.5 537.4 87.93 -127
0.715 615.5 713.2 410.4 566.7 19.54 459.2 146.6 410.4 -29.31 302.9 117.2 762.1 136.8 48.85 78.16 410.4 478.7 605.8 -78.16 -195.4
0.72 674.2 781.6 488.5 703.5 214.9 644.8 361.5 625.3 205.2 576.5 214.9 996.6 244.3 19.54 332.2 615.5 693.7 869.6 283.3 -214.9
0.725 410.4 683.9 420.1 556.9 302.9 566.7 342 654.6 254 596 -107.5 683.9 117.2 39.08 322.4 527.6 517.8 742.6 185.6 -195.4
0.73 429.9 674.2 400.6 439.7 224.7 420.1 302.9 635.1 205.2 547.1 29.31 879.3 195.4 146.6 322.4 605.8 429.9 644.8 263.8 -175.9
0.735 166.1 400.6 302.9 205.2 244.3 283.3 214.9 576.5 117.2 420.1 -127 459.2 127 322.4 195.4 488.5 127 478.7 58.62 -224.7
0.74 224.7 420.1 332.2 156.3 224.7 214.9 234.5 488.5 136.8 400.6 68.39 566.7 224.7 478.7 244.3 586.2 127 361.5 87.93 -166.1
0.745 214.9 263.8 156.3 39.08 48.85 39.08 19.54 244.3 -39.08 205.2 -19.54 254 107.5 342 -9.77 420.1 -87.93 39.08 -224.7 -175.9
0.75 78.16 224.7 117.2 78.16 29.31 293.1 107.5 400.6 107.5 410.4 -58.62 342 156.3 537.4 117.2 644.8 -19.54 185.6 0 -166.1
0.755 -19.54 19.54 -117.2 -107.5 -166.1 263.8 -39.08 234.5 -58.62 400.6 -293.1 127 -97.7 273.6 -127 439.7 -410.4 48.85 -332.2 -400.6
0.76 -302.9 -136.8 -185.6 -283.3 -127 293.1 -39.08 254 -19.54 566.7 -185.6 146.6 -68.39 342 39.08 596 -478.7 185.6 -263.8 -459.2
0.765 -537.4 -400.6 -302.9 -537.4 -205.2 117.2 -136.8 97.7 -146.6 420.1 -351.7 -107.5 -195.4 97.7 -127 351.7 -840.3 -9.77 -537.4 -566.7
0.77 -664.4 -469 -302.9 -625.3 -156.3 78.16 -78.16 117.2 -58.62 566.7 -146.6 -136.8 -117.2 175.9 58.62 537.4 -850 58.62 -439.7 -596
0.775 -644.8 -586.2 -381 -713.2 -214.9 -117.2 -127 -29.31 -107.5 342 -254 -263.8 -146.6 87.93 -29.31 351.7 -908.6 -195.4 -566.7 -556.9
0.78 -527.6 -439.7 -351.7 -605.8 -175.9 -58.62 -19.54 -9.77 87.93 478.7 -87.93 -332.2 68.39 224.7 175.9 459.2 -762.1 -195.4 -312.7 -469
0.785 -498.3 -508.1 -371.3 -596 -195.4 -175.9 -58.62 -136.8 97.7 302.9 -293.1 -263.8 0 205.2 19.54 342 -762.1 -390.8 -332.2 -332.2
0.79 -293.1 -254 -263.8 -508.1 0 -9.77 234.5 -48.85 410.4 508.1 -68.39 -156.3 263.8 420.1 342 498.3 -478.7 -195.4 58.62 -175.9
0.795 -293.1 -478.7 -244.3 -605.8 97.7 -146.6 234.5 -205.2 332.2 293.1 -156.3 -371.3 263.8 87.93 244.3 254 -566.7 -263.8 -58.62 -117.2
0.8 -156.3 -214.9 -97.7 -429.9 234.5 29.31 293.1 68.39 371.3 537.4 48.85 -234.5 342 263.8 312.7 478.7 -390.8 48.85 107.5 -234.5
0.805 -224.7 -390.8 -195.4 -508.1 97.7 -87.93 58.62 -166.1 127 273.6 -19.54 -439.7 195.4 -68.39 127 166.1 -517.8 -107.5 -214.9 -263.8
0.81 -146.6 -19.54 -117.2 -390.8 29.31 -68.39 117.2 -68.39 146.6 283.3 97.7 -302.9 381 -68.39 283.3 254 -322.4 -9.77 -136.8 -263.8
0.815 -48.85 -48.85 -214.9 -410.4 -293.1 -175.9 -195.4 -351.7 -97.7 -29.31 -48.85 -400.6 97.7 -156.3 -68.39 -58.62 -459.2 -224.7 -420.1 -283.3
0.82 -58.62 78.16 -166.1 -342 -322.4 -117.2 -127 -361.5 -39.08 -29.31 -29.31 -185.6 244.3 -48.85 78.16 0 -293.1 -234.5 -273.6 -136.8
0.825 175.9 68.39 -78.16 -361.5 -410.4 -195.4 -205.2 -400.6 -107.5 -244.3 -29.31 -381 68.39 -48.85 -78.16 -117.2 -293.1 -449.4 -332.2 -9.77
0.83 9.77 -29.31 -58.62 -322.4 -371.3 -107.5 -214.9 -322.4 -78.16 -156.3 -29.31 -293.1 19.54 78.16 9.77 39.08 -234.5 -420.1 -185.6 107.5
0.835 48.85 -224.7 -78.16 -400.6 -439.7 -127 -283.3 -351.7 -214.9 -342 0 -615.5 -107.5 9.77 -166.1 -166.1 -332.2 -586.2 -342 87.93
0.84 -78.16 -205.2 -117.2 -351.7 -312.7 19.54 -166.1 -117.2 -9.77 -146.6 -19.54 -508.1 -136.8 342 58.62 107.5 -244.3 -449.4 -58.62 175.9
0.845 -293.1 -508.1 -351.7 -517.8 -517.8 -127 -273.6 -351.7 -97.7 -273.6 -136.8 -693.7 -322.4 -39.08 -127 -185.6 -478.7 -625.3 -234.5 205.2
