    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -332.2 -156.3 -58.62 39.08 39.08 97.7 9.77 -29.31 19.54 -29.31 -87.93 214.9 -136.8 -293.1 -68.39 -97.7 -87.93 29.31 -29.31 0
0.63 -361.5 -244.3 97.7 48.85 185.6 136.8 68.39 9.77 0 -48.85 263.8 224.7 371.3 -420.1 0 -127 -48.85 166.1 58.62 0
0.635 -655.1 -488.5 -263.8 -205.2 -48.85 -39.08 -117.2 -136.8 -156.3 -78.16 -342 156.3 97.7 -371.3 -87.93 -68.39 -322.4 -78.16 -136.8 0
0.64 -390.8 -527.6 -224.7 -302.9 -87.93 -175.9 -136.8 -175.9 -107.5 -78.16 -87.93 136.8 39.08 39.08 9.77 -117.2 -420.1 -205.2 -273.6 0
0.645 -596 -527.6 -459.2 -556.9 -312.7 -293.1 -273.6 -185.6 -156.3 -19.54 -312.7 -9.77 58.62 0 -29.31 -19.54 -547.6 -342 -342 0
0.65 -547.6 -615.5 -488.5 -723 -371.3 -342 -390.8 -234.5 -136.8 -48.85 -459.2 97.7 -332.2 19.54 -48.85 -263.8 -644.8 -371.3 -371.3 0
0.655 -596 -498.3 -517.8 -703.5 -420.1 -381 -469 -117.2 -107.5 107.5 -762.1 -127 -723 -117.2 -136.8 19.54 -605.8 -361.5 -322.4 0
0.66 -420.1 -263.8 -293.1 -537.4 -195.4 -175.9 -390.8 9.77 -107.5 127 -644.8 -48.85 -205.2 117.2 -166.1 -136.8 -361.5 -156.3 -205.2 0
0.665 -351.7 -136.8 -127 -449.4 -97.7 -107.5 -322.4 19.54 -19.54 136.8 -556.9 -58.62 -400.6 -117.2 -97.7 -68.39 -214.9 29.31 -68.39 0
