    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -146.6 224.7 -224.7 117.2 -29.31 830.5 205.2 381 78.16 351.7 97.7 58.62 107.5 146.6 -58.62 185.6 -87.93 234.5 244.3 -254
0.63 -19.54 175.9 39.08 127 302.9 87.93 273.6 136.8 97.7 214.9 -302.9 97.7 -244.3 244.3 -107.5 234.5 48.85 107.5 244.3 -136.8
0.635 9.77 273.6 107.5 205.2 674.2 342 322.4 78.16 117.2 224.7 -68.39 78.16 -117.2 175.9 -127 117.2 234.5 263.8 400.6 9.77
0.64 -68.39 293.1 -9.77 332.2 351.7 283.3 78.16 214.9 -87.93 351.7 -166.1 -78.16 -205.2 48.85 -97.7 -58.62 146.6 332.2 234.5 -185.6
0.645 -19.54 136.8 -29.31 205.2 537.4 254 87.93 58.62 -68.39 166.1 -48.85 -39.08 -214.9 146.6 -97.7 97.7 127 117.2 146.6 -39.08
0.65 -39.08 136.8 -117.2 234.5 78.16 400.6 -107.5 156.3 -156.3 146.6 -29.31 -48.85 -39.08 -97.7 -48.85 -58.62 -19.54 214.9 19.54 -234.5
0.655 195.4 97.7 -58.62 117.2 312.7 293.1 29.31 -87.93 68.39 -39.08 146.6 -58.62 -156.3 117.2 19.54 136.8 146.6 -87.93 107.5 166.1
0.66 117.2 -78.16 -224.7 -244.3 -224.7 -312.7 -195.4 -302.9 -87.93 -283.3 87.93 244.3 -156.3 107.5 -117.2 68.39 -97.7 -400.6 -97.7 156.3
0.665 9.77 97.7 -439.7 263.8 -127 39.08 -175.9 -254 -39.08 -244.3 -136.8 107.5 -254 58.62 -97.7 68.39 -97.7 -273.6 -87.93 68.39
0.67 -58.62 -87.93 -263.8 -185.6 48.85 -283.3 -195.4 -322.4 -68.39 -293.1 -644.8 -9.77 -293.1 78.16 -156.3 29.31 -156.3 -234.5 -175.9 58.62
0.675 -263.8 -39.08 -488.5 -87.93 78.16 -166.1 -234.5 -244.3 -68.39 -312.7 -322.4 -19.54 -390.8 -58.62 -185.6 -136.8 -146.6 -175.9 -97.7 78.16
0.68 -381 -195.4 -527.6 -410.4 -156.3 -342 -205.2 -351.7 58.62 -185.6 -517.8 -156.3 -449.4 -107.5 -195.4 -127 -322.4 -302.9 -87.93 39.08
0.685 -293.1 -175.9 -537.4 -488.5 -117.2 234.5 -127 -185.6 127 -263.8 -351.7 -332.2 -439.7 -273.6 -156.3 -302.9 -371.3 -254 -127 -48.85
0.69 -322.4 -273.6 -566.7 -517.8 -400.6 -48.85 -205.2 -293.1 127 -166.1 -351.7 -332.2 -312.7 -234.5 -97.7 -283.3 -449.4 -400.6 -87.93 -29.31
0.695 -381 -234.5 -136.8 -156.3 29.31 302.9 127 -273.6 263.8 -117.2 -625.3 -390.8 -566.7 -322.4 -166.1 -254 -146.6 -175.9 78.16 39.08
0.7 -488.5 -332.2 -517.8 -537.4 -498.3 -293.1 -342 -283.3 -107.5 -107.5 -664.4 -351.7 -390.8 -293.1 -293.1 -293.1 -576.5 -439.7 -273.6 -185.6
0.705 -429.9 -293.1 -322.4 -205.2 166.1 -234.5 -185.6 -244.3 0 -136.8 -556.9 -429.9 -967.8 -234.5 -293.1 -244.3 -244.3 -254 -166.1 -39.08
0.71 -293.1 -410.4 -478.7 -693.7 -498.3 -517.8 -312.7 -244.3 -58.62 -117.2 -400.6 -449.4 -302.9 -488.5 -214.9 -439.7 -576.5 -439.7 -351.7 -136.8
0.715 -97.7 -351.7 -293.1 -439.7 -273.6 -224.7 -273.6 -273.6 -9.77 -214.9 -234.5 -566.7 -478.7 -439.7 -214.9 -498.3 -293.1 -429.9 -195.4 39.08
0.72 -322.4 -635.6 -742.6 -752.3 -762.1 -1045 -361.5 -566.7 -78.16 -322.4 -117.2 -371.3 -48.85 -439.7 -254 -517.8 -625.3 -801.2 -371.3 117.2
0.725 -214.9 -439.7 -517.8 -498.3 -605.8 -293.1 -302.9 -283.3 -117.2 -185.6 -742.6 -429.9 -39.08 -371.3 -342 -371.3 -586.2 -488.5 -429.9 -146.6
